date,chance_unscaled,chance_monthly,isPartial,scale,chance
2013-05-06,86,41.0,,0.41,35.26
2013-05-07,84,41.0,,0.41,34.44
2013-05-08,84,41.0,,0.41,34.44
2013-05-09,84,41.0,,0.41,34.44
2013-05-10,95,41.0,,0.41,38.949999999999996
2013-05-11,90,41.0,,0.41,36.9
2013-05-12,79,41.0,,0.41,32.39
2013-05-13,74,41.0,,0.41,30.34
2013-05-14,75,41.0,,0.41,30.749999999999996
2013-05-15,77,41.0,,0.41,31.569999999999997
2013-05-16,74,41.0,,0.41,30.34
2013-05-17,75,41.0,,0.41,30.749999999999996
2013-05-18,96,41.0,,0.41,39.36
2013-05-19,77,41.0,,0.41,31.569999999999997
2013-05-20,69,41.0,,0.41,28.29
2013-05-21,71,41.0,,0.41,29.11
2013-05-22,80,41.0,,0.41,32.8
2013-05-23,71,41.0,,0.41,29.11
2013-05-24,77,41.0,,0.41,31.569999999999997
2013-05-25,74,41.0,,0.41,30.34
2013-05-26,88,41.0,,0.41,36.08
2013-05-27,95,41.0,,0.41,38.949999999999996
2013-05-28,79,41.0,,0.41,32.39
2013-05-29,66,41.0,,0.41,27.06
2013-05-30,77,41.0,,0.41,31.569999999999997
2013-05-31,68,41.0,,0.41,27.88
2013-06-01,85,38.0,False,0.38,32.3
2013-06-02,88,38.0,,0.38,33.44
2013-06-03,91,38.0,,0.38,34.58
2013-06-04,82,38.0,,0.38,31.16
2013-06-05,85,38.0,,0.38,32.3
2013-06-06,79,38.0,,0.38,30.02
2013-06-07,84,38.0,,0.38,31.92
2013-06-08,92,38.0,,0.38,34.96
2013-06-09,79,38.0,,0.38,30.02
2013-06-10,87,38.0,,0.38,33.06
2013-06-11,77,38.0,,0.38,29.26
2013-06-12,80,38.0,,0.38,30.4
2013-06-13,81,38.0,,0.38,30.78
2013-06-14,76,38.0,,0.38,28.88
2013-06-15,91,38.0,,0.38,34.58
2013-06-16,80,38.0,,0.38,30.4
2013-06-17,82,38.0,,0.38,31.16
2013-06-18,75,38.0,,0.38,28.5
2013-06-19,87,38.0,,0.38,33.06
2013-06-20,94,38.0,,0.38,35.72
2013-06-21,85,38.0,,0.38,32.3
2013-06-22,100,38.0,,0.38,38.0
2013-06-23,93,38.0,,0.38,35.34
2013-06-24,88,38.0,,0.38,33.44
2013-06-25,90,38.0,,0.38,34.2
2013-06-26,84,38.0,,0.38,31.92
2013-06-27,80,38.0,,0.38,30.4
2013-06-28,78,38.0,,0.38,29.64
2013-06-29,89,38.0,,0.38,33.82
2013-06-30,83,38.0,,0.38,31.54
2013-07-01,72,40.0,False,0.4,28.8
2013-07-02,69,40.0,,0.4,27.6
2013-07-03,75,40.0,,0.4,30.0
2013-07-04,70,40.0,,0.4,28.0
2013-07-05,70,40.0,,0.4,28.0
2013-07-06,71,40.0,,0.4,28.400000000000002
2013-07-07,74,40.0,,0.4,29.6
2013-07-08,74,40.0,,0.4,29.6
2013-07-09,68,40.0,,0.4,27.200000000000003
2013-07-10,78,40.0,,0.4,31.200000000000003
2013-07-11,73,40.0,,0.4,29.200000000000003
2013-07-12,64,40.0,,0.4,25.6
2013-07-13,82,40.0,,0.4,32.800000000000004
2013-07-14,78,40.0,,0.4,31.200000000000003
2013-07-15,77,40.0,,0.4,30.8
2013-07-16,73,40.0,,0.4,29.200000000000003
2013-07-17,70,40.0,,0.4,28.0
2013-07-18,76,40.0,,0.4,30.400000000000002
2013-07-19,68,40.0,,0.4,27.200000000000003
2013-07-20,89,40.0,,0.4,35.6
2013-07-21,92,40.0,,0.4,36.800000000000004
2013-07-22,77,40.0,,0.4,30.8
2013-07-23,62,40.0,,0.4,24.8
2013-07-24,75,40.0,,0.4,30.0
2013-07-25,62,40.0,,0.4,24.8
2013-07-26,77,40.0,,0.4,30.8
2013-07-27,77,40.0,,0.4,30.8
2013-07-28,100,40.0,,0.4,40.0
2013-07-29,72,40.0,,0.4,28.8
2013-07-30,73,40.0,,0.4,29.200000000000003
2013-07-31,78,40.0,,0.4,31.200000000000003
2013-08-01,82,38.0,False,0.38,31.16
2013-08-02,84,38.0,,0.38,31.92
2013-08-03,89,38.0,,0.38,33.82
2013-08-04,83,38.0,,0.38,31.54
2013-08-05,80,38.0,,0.38,30.4
2013-08-06,85,38.0,,0.38,32.3
2013-08-07,88,38.0,,0.38,33.44
2013-08-08,86,38.0,,0.38,32.68
2013-08-09,82,38.0,,0.38,31.16
2013-08-10,91,38.0,,0.38,34.58
2013-08-11,96,38.0,,0.38,36.480000000000004
2013-08-12,85,38.0,,0.38,32.3
2013-08-13,79,38.0,,0.38,30.02
2013-08-14,87,38.0,,0.38,33.06
2013-08-15,88,38.0,,0.38,33.44
2013-08-16,81,38.0,,0.38,30.78
2013-08-17,91,38.0,,0.38,34.58
2013-08-18,80,38.0,,0.38,30.4
2013-08-19,91,38.0,,0.38,34.58
2013-08-20,81,38.0,,0.38,30.78
2013-08-21,79,38.0,,0.38,30.02
2013-08-22,79,38.0,,0.38,30.02
2013-08-23,85,38.0,,0.38,32.3
2013-08-24,94,38.0,,0.38,35.72
2013-08-25,98,38.0,,0.38,37.24
2013-08-26,84,38.0,,0.38,31.92
2013-08-27,80,38.0,,0.38,30.4
2013-08-28,78,38.0,,0.38,29.64
2013-08-29,88,38.0,,0.38,33.44
2013-08-30,100,38.0,,0.38,38.0
2013-08-31,95,38.0,,0.38,36.1
2013-09-01,38,52.0,False,0.52,19.76
2013-09-02,39,52.0,,0.52,20.28
2013-09-03,32,52.0,,0.52,16.64
2013-09-04,34,52.0,,0.52,17.68
2013-09-05,33,52.0,,0.52,17.16
2013-09-06,32,52.0,,0.52,16.64
2013-09-07,30,52.0,,0.52,15.600000000000001
2013-09-08,35,52.0,,0.52,18.2
2013-09-09,33,52.0,,0.52,17.16
2013-09-10,31,52.0,,0.52,16.12
2013-09-11,35,52.0,,0.52,18.2
2013-09-12,34,52.0,,0.52,17.68
2013-09-13,36,52.0,,0.52,18.72
2013-09-14,45,52.0,,0.52,23.400000000000002
2013-09-15,31,52.0,,0.52,16.12
2013-09-16,40,52.0,,0.52,20.8
2013-09-17,37,52.0,,0.52,19.240000000000002
2013-09-18,32,52.0,,0.52,16.64
2013-09-19,37,52.0,,0.52,19.240000000000002
2013-09-20,38,52.0,,0.52,19.76
2013-09-21,42,52.0,,0.52,21.84
2013-09-22,50,52.0,,0.52,26.0
2013-09-23,39,52.0,,0.52,20.28
2013-09-24,45,52.0,,0.52,23.400000000000002
2013-09-25,40,52.0,,0.52,20.8
2013-09-26,43,52.0,,0.52,22.36
2013-09-27,67,52.0,,0.52,34.84
2013-09-28,100,52.0,,0.52,52.0
2013-09-29,79,52.0,,0.52,41.08
2013-09-30,42,52.0,,0.52,21.84
2013-10-01,62,51.0,False,0.51,31.62
2013-10-02,66,51.0,,0.51,33.660000000000004
2013-10-03,60,51.0,,0.51,30.6
2013-10-04,74,51.0,,0.51,37.74
2013-10-05,100,51.0,,0.51,51.0
2013-10-06,91,51.0,,0.51,46.410000000000004
2013-10-07,65,51.0,,0.51,33.15
2013-10-08,58,51.0,,0.51,29.580000000000002
2013-10-09,53,51.0,,0.51,27.03
2013-10-10,60,51.0,,0.51,30.6
2013-10-11,70,51.0,,0.51,35.7
2013-10-12,86,51.0,,0.51,43.86
2013-10-13,82,51.0,,0.51,41.82
2013-10-14,74,51.0,,0.51,37.74
2013-10-15,58,51.0,,0.51,29.580000000000002
2013-10-16,58,51.0,,0.51,29.580000000000002
2013-10-17,54,51.0,,0.51,27.54
2013-10-18,63,51.0,,0.51,32.13
2013-10-19,78,51.0,,0.51,39.78
2013-10-20,72,51.0,,0.51,36.72
2013-10-21,63,51.0,,0.51,32.13
2013-10-22,59,51.0,,0.51,30.09
2013-10-23,58,51.0,,0.51,29.580000000000002
2013-10-24,61,51.0,,0.51,31.11
2013-10-25,58,51.0,,0.51,29.580000000000002
2013-10-26,66,51.0,,0.51,33.660000000000004
2013-10-27,64,51.0,,0.51,32.64
2013-10-28,57,51.0,,0.51,29.07
2013-10-29,62,51.0,,0.51,31.62
2013-10-30,56,51.0,,0.51,28.560000000000002
2013-10-31,51,51.0,,0.51,26.01
2013-11-01,70,47.0,False,0.47,32.9
2013-11-02,85,47.0,,0.47,39.949999999999996
2013-11-03,100,47.0,,0.47,47.0
2013-11-04,71,47.0,,0.47,33.37
2013-11-05,73,47.0,,0.47,34.309999999999995
2013-11-06,70,47.0,,0.47,32.9
2013-11-07,81,47.0,,0.47,38.07
2013-11-08,77,47.0,,0.47,36.19
2013-11-09,93,47.0,,0.47,43.71
2013-11-10,92,47.0,,0.47,43.239999999999995
2013-11-11,77,47.0,,0.47,36.19
2013-11-12,77,47.0,,0.47,36.19
2013-11-13,73,47.0,,0.47,34.309999999999995
2013-11-14,79,47.0,,0.47,37.129999999999995
2013-11-15,72,47.0,,0.47,33.839999999999996
2013-11-16,89,47.0,,0.47,41.83
2013-11-17,84,47.0,,0.47,39.48
2013-11-18,69,47.0,,0.47,32.43
2013-11-19,72,47.0,,0.47,33.839999999999996
2013-11-20,70,47.0,,0.47,32.9
2013-11-21,83,47.0,,0.47,39.01
2013-11-22,78,47.0,,0.47,36.66
2013-11-23,90,47.0,,0.47,42.3
2013-11-24,76,47.0,,0.47,35.72
2013-11-25,73,47.0,,0.47,34.309999999999995
2013-11-26,64,47.0,,0.47,30.08
2013-11-27,67,47.0,,0.47,31.49
2013-11-28,81,47.0,,0.47,38.07
2013-11-29,76,47.0,,0.47,35.72
2013-11-30,70,47.0,,0.47,32.9
2013-12-01,72,49.0,False,0.49,35.28
2013-12-02,72,49.0,,0.49,35.28
2013-12-03,70,49.0,,0.49,34.3
2013-12-04,75,49.0,,0.49,36.75
2013-12-05,80,49.0,,0.49,39.2
2013-12-06,83,49.0,,0.49,40.67
2013-12-07,92,49.0,,0.49,45.08
2013-12-08,93,49.0,,0.49,45.57
2013-12-09,100,49.0,,0.49,49.0
2013-12-10,84,49.0,,0.49,41.16
2013-12-11,77,49.0,,0.49,37.73
2013-12-12,87,49.0,,0.49,42.63
2013-12-13,77,49.0,,0.49,37.73
2013-12-14,79,49.0,,0.49,38.71
2013-12-15,98,49.0,,0.49,48.019999999999996
2013-12-16,77,49.0,,0.49,37.73
2013-12-17,78,49.0,,0.49,38.22
2013-12-18,69,49.0,,0.49,33.81
2013-12-19,92,49.0,,0.49,45.08
2013-12-20,87,49.0,,0.49,42.63
2013-12-21,79,49.0,,0.49,38.71
2013-12-22,86,49.0,,0.49,42.14
2013-12-23,83,49.0,,0.49,40.67
2013-12-24,77,49.0,,0.49,37.73
2013-12-25,70,49.0,,0.49,34.3
2013-12-26,79,49.0,,0.49,38.71
2013-12-27,73,49.0,,0.49,35.769999999999996
2013-12-28,77,49.0,,0.49,37.73
2013-12-29,89,49.0,,0.49,43.61
2013-12-30,73,49.0,,0.49,35.769999999999996
2013-12-31,76,49.0,,0.49,37.24
2014-01-01,60,52.0,False,0.52,31.200000000000003
2014-01-02,76,52.0,,0.52,39.52
2014-01-03,65,52.0,,0.52,33.800000000000004
2014-01-04,65,52.0,,0.52,33.800000000000004
2014-01-05,69,52.0,,0.52,35.88
2014-01-06,64,52.0,,0.52,33.28
2014-01-07,56,52.0,,0.52,29.12
2014-01-08,63,52.0,,0.52,32.76
2014-01-09,88,52.0,,0.52,45.760000000000005
2014-01-10,75,52.0,,0.52,39.0
2014-01-11,75,52.0,,0.52,39.0
2014-01-12,73,52.0,,0.52,37.96
2014-01-13,70,52.0,,0.52,36.4
2014-01-14,67,52.0,,0.52,34.84
2014-01-15,62,52.0,,0.52,32.24
2014-01-16,76,52.0,,0.52,39.52
2014-01-17,68,52.0,,0.52,35.36
2014-01-18,76,52.0,,0.52,39.52
2014-01-19,67,52.0,,0.52,34.84
2014-01-20,73,52.0,,0.52,37.96
2014-01-21,64,52.0,,0.52,33.28
2014-01-22,63,52.0,,0.52,32.76
2014-01-23,100,52.0,,0.52,52.0
2014-01-24,85,52.0,,0.52,44.2
2014-01-25,93,52.0,,0.52,48.36
2014-01-26,84,52.0,,0.52,43.68
2014-01-27,69,52.0,,0.52,35.88
2014-01-28,71,52.0,,0.52,36.92
2014-01-29,87,52.0,,0.52,45.24
2014-01-30,86,52.0,,0.52,44.72
2014-01-31,91,52.0,,0.52,47.32
2014-02-01,92,51.0,False,0.51,46.92
2014-02-02,100,51.0,,0.51,51.0
2014-02-03,67,51.0,,0.51,34.17
2014-02-04,69,51.0,,0.51,35.19
2014-02-05,64,51.0,,0.51,32.64
2014-02-06,67,51.0,,0.51,34.17
2014-02-07,62,51.0,,0.51,31.62
2014-02-08,83,51.0,,0.51,42.33
2014-02-09,86,51.0,,0.51,43.86
2014-02-10,62,51.0,,0.51,31.62
2014-02-11,59,51.0,,0.51,30.09
2014-02-12,63,51.0,,0.51,32.13
2014-02-13,60,51.0,,0.51,30.6
2014-02-14,59,51.0,,0.51,30.09
2014-02-15,77,51.0,,0.51,39.27
2014-02-16,77,51.0,,0.51,39.27
2014-02-17,62,51.0,,0.51,31.62
2014-02-18,61,51.0,,0.51,31.11
2014-02-19,58,51.0,,0.51,29.580000000000002
2014-02-20,58,51.0,,0.51,29.580000000000002
2014-02-21,53,51.0,,0.51,27.03
2014-02-22,61,51.0,,0.51,31.11
2014-02-23,77,51.0,,0.51,39.27
2014-02-24,58,51.0,,0.51,29.580000000000002
2014-02-25,54,51.0,,0.51,27.54
2014-02-26,55,51.0,,0.51,28.05
2014-02-27,56,51.0,,0.51,28.560000000000002
2014-02-28,60,51.0,,0.51,30.6
2014-03-01,91,47.0,False,0.47,42.769999999999996
2014-03-02,96,47.0,,0.47,45.12
2014-03-03,76,47.0,,0.47,35.72
2014-03-04,68,47.0,,0.47,31.959999999999997
2014-03-05,81,47.0,,0.47,38.07
2014-03-06,73,47.0,,0.47,34.309999999999995
2014-03-07,70,47.0,,0.47,32.9
2014-03-08,91,47.0,,0.47,42.769999999999996
2014-03-09,96,47.0,,0.47,45.12
2014-03-10,73,47.0,,0.47,34.309999999999995
2014-03-11,84,47.0,,0.47,39.48
2014-03-12,76,47.0,,0.47,35.72
2014-03-13,84,47.0,,0.47,39.48
2014-03-14,84,47.0,,0.47,39.48
2014-03-15,77,47.0,,0.47,36.19
2014-03-16,87,47.0,,0.47,40.89
2014-03-17,80,47.0,,0.47,37.599999999999994
2014-03-18,82,47.0,,0.47,38.54
2014-03-19,80,47.0,,0.47,37.599999999999994
2014-03-20,79,47.0,,0.47,37.129999999999995
2014-03-21,80,47.0,,0.47,37.599999999999994
2014-03-22,81,47.0,,0.47,38.07
2014-03-23,83,47.0,,0.47,39.01
2014-03-24,76,47.0,,0.47,35.72
2014-03-25,85,47.0,,0.47,39.949999999999996
2014-03-26,85,47.0,,0.47,39.949999999999996
2014-03-27,89,47.0,,0.47,41.83
2014-03-28,83,47.0,,0.47,39.01
2014-03-29,89,47.0,,0.47,41.83
2014-03-30,100,47.0,,0.47,47.0
2014-03-31,81,47.0,,0.47,38.07
2014-04-01,81,47.0,False,0.47,38.07
2014-04-02,91,47.0,,0.47,42.769999999999996
2014-04-03,84,47.0,,0.47,39.48
2014-04-04,86,47.0,,0.47,40.419999999999995
2014-04-05,85,47.0,,0.47,39.949999999999996
2014-04-06,90,47.0,,0.47,42.3
2014-04-07,78,47.0,,0.47,36.66
2014-04-08,75,47.0,,0.47,35.25
2014-04-09,89,47.0,,0.47,41.83
2014-04-10,79,47.0,,0.47,37.129999999999995
2014-04-11,85,47.0,,0.47,39.949999999999996
2014-04-12,87,47.0,,0.47,40.89
2014-04-13,93,47.0,,0.47,43.71
2014-04-14,90,47.0,,0.47,42.3
2014-04-15,80,47.0,,0.47,37.599999999999994
2014-04-16,80,47.0,,0.47,37.599999999999994
2014-04-17,80,47.0,,0.47,37.599999999999994
2014-04-18,81,47.0,,0.47,38.07
2014-04-19,91,47.0,,0.47,42.769999999999996
2014-04-20,100,47.0,,0.47,47.0
2014-04-21,90,47.0,,0.47,42.3
2014-04-22,81,47.0,,0.47,38.07
2014-04-23,74,47.0,,0.47,34.78
2014-04-24,74,47.0,,0.47,34.78
2014-04-25,73,47.0,,0.47,34.309999999999995
2014-04-26,76,47.0,,0.47,35.72
2014-04-27,76,47.0,,0.47,35.72
2014-04-28,73,47.0,,0.47,34.309999999999995
2014-04-29,68,47.0,,0.47,31.959999999999997
2014-04-30,71,47.0,,0.47,33.37
2014-05-01,76,47.0,False,0.47,35.72
2014-05-02,71,47.0,,0.47,33.37
2014-05-03,81,47.0,,0.47,38.07
2014-05-04,68,47.0,,0.47,31.959999999999997
2014-05-05,74,47.0,,0.47,34.78
2014-05-06,68,47.0,,0.47,31.959999999999997
2014-05-07,63,47.0,,0.47,29.61
2014-05-08,70,47.0,,0.47,32.9
2014-05-09,73,47.0,,0.47,34.309999999999995
2014-05-10,66,47.0,,0.47,31.02
2014-05-11,66,47.0,,0.47,31.02
2014-05-12,76,47.0,,0.47,35.72
2014-05-13,71,47.0,,0.47,33.37
2014-05-14,66,47.0,,0.47,31.02
2014-05-15,70,47.0,,0.47,32.9
2014-05-16,63,47.0,,0.47,29.61
2014-05-17,69,47.0,,0.47,32.43
2014-05-18,66,47.0,,0.47,31.02
2014-05-19,62,47.0,,0.47,29.139999999999997
2014-05-20,71,47.0,,0.47,33.37
2014-05-21,72,47.0,,0.47,33.839999999999996
2014-05-22,81,47.0,,0.47,38.07
2014-05-23,77,47.0,,0.47,36.19
2014-05-24,96,47.0,,0.47,45.12
2014-05-25,100,47.0,,0.47,47.0
2014-05-26,99,47.0,,0.47,46.529999999999994
2014-05-27,80,47.0,,0.47,37.599999999999994
2014-05-28,79,47.0,,0.47,37.129999999999995
2014-05-29,72,47.0,,0.47,33.839999999999996
2014-05-30,66,47.0,,0.47,31.02
2014-05-31,81,47.0,,0.47,38.07
2014-06-01,95,46.0,False,0.46,43.7
2014-06-02,86,46.0,,0.46,39.56
2014-06-03,77,46.0,,0.46,35.42
2014-06-04,75,46.0,,0.46,34.5
2014-06-05,82,46.0,,0.46,37.72
2014-06-06,74,46.0,,0.46,34.04
2014-06-07,72,46.0,,0.46,33.120000000000005
2014-06-08,92,46.0,,0.46,42.32
2014-06-09,94,46.0,,0.46,43.24
2014-06-10,90,46.0,,0.46,41.4
2014-06-11,81,46.0,,0.46,37.260000000000005
2014-06-12,80,46.0,,0.46,36.800000000000004
2014-06-13,74,46.0,,0.46,34.04
2014-06-14,78,46.0,,0.46,35.88
2014-06-15,82,46.0,,0.46,37.72
2014-06-16,69,46.0,,0.46,31.740000000000002
2014-06-17,70,46.0,,0.46,32.2
2014-06-18,74,46.0,,0.46,34.04
2014-06-19,83,46.0,,0.46,38.18
2014-06-20,75,46.0,,0.46,34.5
2014-06-21,80,46.0,,0.46,36.800000000000004
2014-06-22,87,46.0,,0.46,40.02
2014-06-23,87,46.0,,0.46,40.02
2014-06-24,74,46.0,,0.46,34.04
2014-06-25,100,46.0,,0.46,46.0
2014-06-26,71,46.0,,0.46,32.660000000000004
2014-06-27,80,46.0,,0.46,36.800000000000004
2014-06-28,90,46.0,,0.46,41.4
2014-06-29,95,46.0,,0.46,43.7
2014-06-30,76,46.0,,0.46,34.96
2014-07-01,71,45.0,False,0.45,31.95
2014-07-02,85,45.0,,0.45,38.25
2014-07-03,75,45.0,,0.45,33.75
2014-07-04,84,45.0,,0.45,37.800000000000004
2014-07-05,75,45.0,,0.45,33.75
2014-07-06,89,45.0,,0.45,40.050000000000004
2014-07-07,82,45.0,,0.45,36.9
2014-07-08,73,45.0,,0.45,32.85
2014-07-09,70,45.0,,0.45,31.5
2014-07-10,72,45.0,,0.45,32.4
2014-07-11,84,45.0,,0.45,37.800000000000004
2014-07-12,84,45.0,,0.45,37.800000000000004
2014-07-13,86,45.0,,0.45,38.7
2014-07-14,78,45.0,,0.45,35.1
2014-07-15,86,45.0,,0.45,38.7
2014-07-16,77,45.0,,0.45,34.65
2014-07-17,74,45.0,,0.45,33.300000000000004
2014-07-18,78,45.0,,0.45,35.1
2014-07-19,81,45.0,,0.45,36.45
2014-07-20,100,45.0,,0.45,45.0
2014-07-21,73,45.0,,0.45,32.85
2014-07-22,77,45.0,,0.45,34.65
2014-07-23,85,45.0,,0.45,38.25
2014-07-24,75,45.0,,0.45,33.75
2014-07-25,80,45.0,,0.45,36.0
2014-07-26,94,45.0,,0.45,42.300000000000004
2014-07-27,87,45.0,,0.45,39.15
2014-07-28,81,45.0,,0.45,36.45
2014-07-29,80,45.0,,0.45,36.0
2014-07-30,88,45.0,,0.45,39.6
2014-07-31,95,45.0,,0.45,42.75
2014-08-01,90,44.0,False,0.44,39.6
2014-08-02,85,44.0,,0.44,37.4
2014-08-03,93,44.0,,0.44,40.92
2014-08-04,93,44.0,,0.44,40.92
2014-08-05,85,44.0,,0.44,37.4
2014-08-06,77,44.0,,0.44,33.88
2014-08-07,76,44.0,,0.44,33.44
2014-08-08,84,44.0,,0.44,36.96
2014-08-09,83,44.0,,0.44,36.52
2014-08-10,100,44.0,,0.44,44.0
2014-08-11,72,44.0,,0.44,31.68
2014-08-12,80,44.0,,0.44,35.2
2014-08-13,80,44.0,,0.44,35.2
2014-08-14,68,44.0,,0.44,29.92
2014-08-15,76,44.0,,0.44,33.44
2014-08-16,73,44.0,,0.44,32.12
2014-08-17,76,44.0,,0.44,33.44
2014-08-18,69,44.0,,0.44,30.36
2014-08-19,72,44.0,,0.44,31.68
2014-08-20,71,44.0,,0.44,31.24
2014-08-21,71,44.0,,0.44,31.24
2014-08-22,68,44.0,,0.44,29.92
2014-08-23,81,44.0,,0.44,35.64
2014-08-24,79,44.0,,0.44,34.76
2014-08-25,66,44.0,,0.44,29.04
2014-08-26,75,44.0,,0.44,33.0
2014-08-27,80,44.0,,0.44,35.2
2014-08-28,73,44.0,,0.44,32.12
2014-08-29,70,44.0,,0.44,30.8
2014-08-30,73,44.0,,0.44,32.12
2014-08-31,84,44.0,,0.44,36.96
2014-09-01,100,43.0,False,0.43,43.0
2014-09-02,84,43.0,,0.43,36.12
2014-09-03,83,43.0,,0.43,35.69
2014-09-04,78,43.0,,0.43,33.54
2014-09-05,85,43.0,,0.43,36.55
2014-09-06,83,43.0,,0.43,35.69
2014-09-07,80,43.0,,0.43,34.4
2014-09-08,83,43.0,,0.43,35.69
2014-09-09,83,43.0,,0.43,35.69
2014-09-10,89,43.0,,0.43,38.269999999999996
2014-09-11,86,43.0,,0.43,36.98
2014-09-12,80,43.0,,0.43,34.4
2014-09-13,86,43.0,,0.43,36.98
2014-09-14,92,43.0,,0.43,39.56
2014-09-15,87,43.0,,0.43,37.41
2014-09-16,89,43.0,,0.43,38.269999999999996
2014-09-17,82,43.0,,0.43,35.26
2014-09-18,83,43.0,,0.43,35.69
2014-09-19,83,43.0,,0.43,35.69
2014-09-20,90,43.0,,0.43,38.7
2014-09-21,88,43.0,,0.43,37.839999999999996
2014-09-22,84,43.0,,0.43,36.12
2014-09-23,86,43.0,,0.43,36.98
2014-09-24,82,43.0,,0.43,35.26
2014-09-25,83,43.0,,0.43,35.69
2014-09-26,86,43.0,,0.43,36.98
2014-09-27,91,43.0,,0.43,39.13
2014-09-28,89,43.0,,0.43,38.269999999999996
2014-09-29,84,43.0,,0.43,36.12
2014-09-30,90,43.0,,0.43,38.7
2014-10-01,81,45.0,False,0.45,36.45
2014-10-02,83,45.0,,0.45,37.35
2014-10-03,83,45.0,,0.45,37.35
2014-10-04,86,45.0,,0.45,38.7
2014-10-05,85,45.0,,0.45,38.25
2014-10-06,79,45.0,,0.45,35.550000000000004
2014-10-07,80,45.0,,0.45,36.0
2014-10-08,80,45.0,,0.45,36.0
2014-10-09,80,45.0,,0.45,36.0
2014-10-10,80,45.0,,0.45,36.0
2014-10-11,79,45.0,,0.45,35.550000000000004
2014-10-12,83,45.0,,0.45,37.35
2014-10-13,80,45.0,,0.45,36.0
2014-10-14,87,45.0,,0.45,39.15
2014-10-15,75,45.0,,0.45,33.75
2014-10-16,84,45.0,,0.45,37.800000000000004
2014-10-17,98,45.0,,0.45,44.1
2014-10-18,100,45.0,,0.45,45.0
2014-10-19,82,45.0,,0.45,36.9
2014-10-20,87,45.0,,0.45,39.15
2014-10-21,82,45.0,,0.45,36.9
2014-10-22,82,45.0,,0.45,36.9
2014-10-23,80,45.0,,0.45,36.0
2014-10-24,76,45.0,,0.45,34.2
2014-10-25,94,45.0,,0.45,42.300000000000004
2014-10-26,80,45.0,,0.45,36.0
2014-10-27,73,45.0,,0.45,32.85
2014-10-28,81,45.0,,0.45,36.45
2014-10-29,71,45.0,,0.45,31.95
2014-10-30,79,45.0,,0.45,35.550000000000004
2014-10-31,68,45.0,,0.45,30.6
2014-11-01,74,43.0,False,0.43,31.82
2014-11-02,74,43.0,,0.43,31.82
2014-11-03,69,43.0,,0.43,29.669999999999998
2014-11-04,77,43.0,,0.43,33.11
2014-11-05,74,43.0,,0.43,31.82
2014-11-06,75,43.0,,0.43,32.25
2014-11-07,76,43.0,,0.43,32.68
2014-11-08,75,43.0,,0.43,32.25
2014-11-09,92,43.0,,0.43,39.56
2014-11-10,76,43.0,,0.43,32.68
2014-11-11,100,43.0,,0.43,43.0
2014-11-12,78,43.0,,0.43,33.54
2014-11-13,71,43.0,,0.43,30.53
2014-11-14,76,43.0,,0.43,32.68
2014-11-15,89,43.0,,0.43,38.269999999999996
2014-11-16,77,43.0,,0.43,33.11
2014-11-17,75,43.0,,0.43,32.25
2014-11-18,72,43.0,,0.43,30.96
2014-11-19,77,43.0,,0.43,33.11
2014-11-20,71,43.0,,0.43,30.53
2014-11-21,74,43.0,,0.43,31.82
2014-11-22,75,43.0,,0.43,32.25
2014-11-23,75,43.0,,0.43,32.25
2014-11-24,73,43.0,,0.43,31.39
2014-11-25,68,43.0,,0.43,29.24
2014-11-26,70,43.0,,0.43,30.099999999999998
2014-11-27,66,43.0,,0.43,28.38
2014-11-28,73,43.0,,0.43,31.39
2014-11-29,76,43.0,,0.43,32.68
2014-11-30,79,43.0,,0.43,33.97
2014-12-01,75,44.0,False,0.44,33.0
2014-12-02,78,44.0,,0.44,34.32
2014-12-03,81,44.0,,0.44,35.64
2014-12-04,91,44.0,,0.44,40.04
2014-12-05,93,44.0,,0.44,40.92
2014-12-06,100,44.0,,0.44,44.0
2014-12-07,94,44.0,,0.44,41.36
2014-12-08,83,44.0,,0.44,36.52
2014-12-09,84,44.0,,0.44,36.96
2014-12-10,79,44.0,,0.44,34.76
2014-12-11,85,44.0,,0.44,37.4
2014-12-12,97,44.0,,0.44,42.68
2014-12-13,89,44.0,,0.44,39.160000000000004
2014-12-14,90,44.0,,0.44,39.6
2014-12-15,85,44.0,,0.44,37.4
2014-12-16,88,44.0,,0.44,38.72
2014-12-17,69,44.0,,0.44,30.36
2014-12-18,85,44.0,,0.44,37.4
2014-12-19,81,44.0,,0.44,35.64
2014-12-20,88,44.0,,0.44,38.72
2014-12-21,82,44.0,,0.44,36.08
2014-12-22,81,44.0,,0.44,35.64
2014-12-23,81,44.0,,0.44,35.64
2014-12-24,77,44.0,,0.44,33.88
2014-12-25,75,44.0,,0.44,33.0
2014-12-26,86,44.0,,0.44,37.84
2014-12-27,82,44.0,,0.44,36.08
2014-12-28,92,44.0,,0.44,40.48
2014-12-29,88,44.0,,0.44,38.72
2014-12-30,82,44.0,,0.44,36.08
2014-12-31,83,44.0,,0.44,36.52
2015-01-01,83,44.0,False,0.44,36.52
2015-01-02,89,44.0,,0.44,39.160000000000004
2015-01-03,90,44.0,,0.44,39.6
2015-01-04,89,44.0,,0.44,39.160000000000004
2015-01-05,93,44.0,,0.44,40.92
2015-01-06,87,44.0,,0.44,38.28
2015-01-07,90,44.0,,0.44,39.6
2015-01-08,100,44.0,,0.44,44.0
