date,unemployment_unscaled,unemployment_monthly,isPartial,scale,unemployment
2018-05-22,73,4.0,,0.04,2.92
2018-05-23,70,4.0,,0.04,2.8000000000000003
2018-05-24,62,4.0,,0.04,2.48
2018-05-25,56,4.0,,0.04,2.24
2018-05-26,31,4.0,,0.04,1.24
2018-05-27,64,4.0,,0.04,2.56
2018-05-28,64,4.0,,0.04,2.56
2018-05-29,87,4.0,,0.04,3.48
2018-05-30,73,4.0,,0.04,2.92
2018-05-31,71,4.0,,0.04,2.84
2018-06-01,74,4.0,False,0.04,2.96
2018-06-02,38,4.0,,0.04,1.52
2018-06-03,71,4.0,,0.04,2.84
2018-06-04,94,4.0,,0.04,3.7600000000000002
2018-06-05,75,4.0,,0.04,3.0
2018-06-06,67,4.0,,0.04,2.68
2018-06-07,62,4.0,,0.04,2.48
2018-06-08,58,4.0,,0.04,2.32
2018-06-09,31,4.0,,0.04,1.24
2018-06-10,71,4.0,,0.04,2.84
2018-06-11,95,4.0,,0.04,3.8000000000000003
2018-06-12,77,4.0,,0.04,3.08
2018-06-13,66,4.0,,0.04,2.64
2018-06-14,64,4.0,,0.04,2.56
2018-06-15,56,4.0,,0.04,2.24
2018-06-16,30,4.0,,0.04,1.2
2018-06-17,61,4.0,,0.04,2.44
2018-06-18,94,4.0,,0.04,3.7600000000000002
2018-06-19,73,4.0,,0.04,2.92
2018-06-20,64,4.0,,0.04,2.56
2018-06-21,62,4.0,,0.04,2.48
2018-06-22,56,4.0,,0.04,2.24
2018-06-23,32,4.0,,0.04,1.28
2018-06-24,72,4.0,,0.04,2.88
2018-06-25,100,4.0,,0.04,4.0
2018-06-26,74,4.0,,0.04,2.96
2018-06-27,67,4.0,,0.04,2.68
2018-06-28,65,4.0,,0.04,2.6
2018-06-29,59,4.0,,0.04,2.36
2018-06-30,35,4.0,,0.04,1.4000000000000001
2018-07-01,72,5.0,False,0.05,3.6
2018-07-02,99,5.0,,0.05,4.95
2018-07-03,73,5.0,,0.05,3.6500000000000004
2018-07-04,41,5.0,,0.05,2.0500000000000003
2018-07-05,66,5.0,,0.05,3.3000000000000003
2018-07-06,64,5.0,,0.05,3.2
2018-07-07,30,5.0,,0.05,1.5
2018-07-08,82,5.0,,0.05,4.1000000000000005
2018-07-09,100,5.0,,0.05,5.0
2018-07-10,81,5.0,,0.05,4.05
2018-07-11,69,5.0,,0.05,3.45
2018-07-12,65,5.0,,0.05,3.25
2018-07-13,62,5.0,,0.05,3.1
2018-07-14,31,5.0,,0.05,1.55
2018-07-15,73,5.0,,0.05,3.6500000000000004
2018-07-16,94,5.0,,0.05,4.7
2018-07-17,72,5.0,,0.05,3.6
2018-07-18,73,5.0,,0.05,3.6500000000000004
2018-07-19,61,5.0,,0.05,3.0500000000000003
2018-07-20,55,5.0,,0.05,2.75
2018-07-21,29,5.0,,0.05,1.4500000000000002
2018-07-22,70,5.0,,0.05,3.5
2018-07-23,88,5.0,,0.05,4.4
2018-07-24,68,5.0,,0.05,3.4000000000000004
2018-07-25,65,5.0,,0.05,3.25
2018-07-26,62,5.0,,0.05,3.1
2018-07-27,56,5.0,,0.05,2.8000000000000003
2018-07-28,34,5.0,,0.05,1.7000000000000002
2018-07-29,70,5.0,,0.05,3.5
2018-07-30,88,5.0,,0.05,4.4
2018-07-31,76,5.0,,0.05,3.8000000000000003
2018-08-01,67,4.0,False,0.04,2.68
2018-08-02,60,4.0,,0.04,2.4
2018-08-03,61,4.0,,0.04,2.44
2018-08-04,38,4.0,,0.04,1.52
2018-08-05,77,4.0,,0.04,3.08
2018-08-06,99,4.0,,0.04,3.96
2018-08-07,80,4.0,,0.04,3.2
2018-08-08,72,4.0,,0.04,2.88
2018-08-09,66,4.0,,0.04,2.64
2018-08-10,62,4.0,,0.04,2.48
2018-08-11,32,4.0,,0.04,1.28
2018-08-12,90,4.0,,0.04,3.6
2018-08-13,96,4.0,,0.04,3.84
2018-08-14,70,4.0,,0.04,2.8000000000000003
2018-08-15,72,4.0,,0.04,2.88
2018-08-16,65,4.0,,0.04,2.6
2018-08-17,63,4.0,,0.04,2.52
2018-08-18,38,4.0,,0.04,1.52
2018-08-19,71,4.0,,0.04,2.84
2018-08-20,100,4.0,,0.04,4.0
2018-08-21,76,4.0,,0.04,3.04
2018-08-22,67,4.0,,0.04,2.68
2018-08-23,62,4.0,,0.04,2.48
2018-08-24,64,4.0,,0.04,2.56
2018-08-25,30,4.0,,0.04,1.2
2018-08-26,71,4.0,,0.04,2.84
2018-08-27,92,4.0,,0.04,3.68
2018-08-28,80,4.0,,0.04,3.2
2018-08-29,65,4.0,,0.04,2.6
2018-08-30,63,4.0,,0.04,2.52
2018-08-31,60,4.0,,0.04,2.4
2018-09-01,31,4.0,False,0.04,1.24
2018-09-02,72,4.0,,0.04,2.88
2018-09-03,64,4.0,,0.04,2.56
2018-09-04,95,4.0,,0.04,3.8000000000000003
2018-09-05,80,4.0,,0.04,3.2
2018-09-06,72,4.0,,0.04,2.88
2018-09-07,68,4.0,,0.04,2.72
2018-09-08,42,4.0,,0.04,1.68
2018-09-09,71,4.0,,0.04,2.84
2018-09-10,99,4.0,,0.04,3.96
2018-09-11,79,4.0,,0.04,3.16
2018-09-12,77,4.0,,0.04,3.08
2018-09-13,65,4.0,,0.04,2.6
2018-09-14,62,4.0,,0.04,2.48
2018-09-15,38,4.0,,0.04,1.52
2018-09-16,73,4.0,,0.04,2.92
2018-09-17,96,4.0,,0.04,3.84
2018-09-18,75,4.0,,0.04,3.0
2018-09-19,71,4.0,,0.04,2.84
2018-09-20,69,4.0,,0.04,2.7600000000000002
2018-09-21,62,4.0,,0.04,2.48
2018-09-22,41,4.0,,0.04,1.6400000000000001
2018-09-23,70,4.0,,0.04,2.8000000000000003
2018-09-24,100,4.0,,0.04,4.0
2018-09-25,79,4.0,,0.04,3.16
2018-09-26,82,4.0,,0.04,3.2800000000000002
2018-09-27,70,4.0,,0.04,2.8000000000000003
2018-09-28,62,4.0,,0.04,2.48
2018-09-29,35,4.0,,0.04,1.4000000000000001
2018-09-30,69,4.0,,0.04,2.7600000000000002
2018-10-01,89,4.0,False,0.04,3.56
2018-10-02,70,4.0,,0.04,2.8000000000000003
2018-10-03,68,4.0,,0.04,2.72
2018-10-04,60,4.0,,0.04,2.4
2018-10-05,74,4.0,,0.04,2.96
2018-10-06,40,4.0,,0.04,1.6
2018-10-07,67,4.0,,0.04,2.68
2018-10-08,86,4.0,,0.04,3.44
2018-10-09,89,4.0,,0.04,3.56
2018-10-10,78,4.0,,0.04,3.12
2018-10-11,70,4.0,,0.04,2.8000000000000003
2018-10-12,63,4.0,,0.04,2.52
2018-10-13,32,4.0,,0.04,1.28
2018-10-14,70,4.0,,0.04,2.8000000000000003
2018-10-15,92,4.0,,0.04,3.68
2018-10-16,82,4.0,,0.04,3.2800000000000002
2018-10-17,72,4.0,,0.04,2.88
2018-10-18,64,4.0,,0.04,2.56
2018-10-19,60,4.0,,0.04,2.4
2018-10-20,33,4.0,,0.04,1.32
2018-10-21,69,4.0,,0.04,2.7600000000000002
2018-10-22,100,4.0,,0.04,4.0
2018-10-23,72,4.0,,0.04,2.88
2018-10-24,66,4.0,,0.04,2.64
2018-10-25,66,4.0,,0.04,2.64
2018-10-26,64,4.0,,0.04,2.56
2018-10-27,31,4.0,,0.04,1.24
2018-10-28,61,4.0,,0.04,2.44
2018-10-29,95,4.0,,0.04,3.8000000000000003
2018-10-30,83,4.0,,0.04,3.3200000000000003
2018-10-31,71,4.0,,0.04,2.84
2018-11-01,61,4.0,False,0.04,2.44
2018-11-02,58,4.0,,0.04,2.32
2018-11-03,35,4.0,,0.04,1.4000000000000001
2018-11-04,76,4.0,,0.04,3.04
2018-11-05,98,4.0,,0.04,3.92
2018-11-06,72,4.0,,0.04,2.88
2018-11-07,59,4.0,,0.04,2.36
2018-11-08,61,4.0,,0.04,2.44
2018-11-09,59,4.0,,0.04,2.36
2018-11-10,30,4.0,,0.04,1.2
2018-11-11,55,4.0,,0.04,2.2
2018-11-12,78,4.0,,0.04,3.12
2018-11-13,83,4.0,,0.04,3.3200000000000003
2018-11-14,78,4.0,,0.04,3.12
2018-11-15,64,4.0,,0.04,2.56
2018-11-16,60,4.0,,0.04,2.4
2018-11-17,34,4.0,,0.04,1.36
2018-11-18,79,4.0,,0.04,3.16
2018-11-19,92,4.0,,0.04,3.68
2018-11-20,77,4.0,,0.04,3.08
2018-11-21,56,4.0,,0.04,2.24
2018-11-22,23,4.0,,0.04,0.92
2018-11-23,38,4.0,,0.04,1.52
2018-11-24,31,4.0,,0.04,1.24
2018-11-25,63,4.0,,0.04,2.52
2018-11-26,100,4.0,,0.04,4.0
2018-11-27,78,4.0,,0.04,3.12
2018-11-28,75,4.0,,0.04,3.0
2018-11-29,69,4.0,,0.04,2.7600000000000002
2018-11-30,62,4.0,,0.04,2.48
2018-12-01,34,5.0,False,0.05,1.7000000000000002
2018-12-02,66,5.0,,0.05,3.3000000000000003
2018-12-03,100,5.0,,0.05,5.0
2018-12-04,75,5.0,,0.05,3.75
2018-12-05,71,5.0,,0.05,3.5500000000000003
2018-12-06,65,5.0,,0.05,3.25
2018-12-07,61,5.0,,0.05,3.0500000000000003
2018-12-08,37,5.0,,0.05,1.85
2018-12-09,63,5.0,,0.05,3.1500000000000004
2018-12-10,87,5.0,,0.05,4.3500000000000005
2018-12-11,78,5.0,,0.05,3.9000000000000004
2018-12-12,74,5.0,,0.05,3.7
2018-12-13,68,5.0,,0.05,3.4000000000000004
2018-12-14,59,5.0,,0.05,2.95
2018-12-15,33,5.0,,0.05,1.6500000000000001
2018-12-16,71,5.0,,0.05,3.5500000000000003
2018-12-17,100,5.0,,0.05,5.0
2018-12-18,80,5.0,,0.05,4.0
2018-12-19,72,5.0,,0.05,3.6
2018-12-20,61,5.0,,0.05,3.0500000000000003
2018-12-21,59,5.0,,0.05,2.95
2018-12-22,40,5.0,,0.05,2.0
2018-12-23,72,5.0,,0.05,3.6
2018-12-24,76,5.0,,0.05,3.8000000000000003
2018-12-25,37,5.0,,0.05,1.85
2018-12-26,87,5.0,,0.05,4.3500000000000005
2018-12-27,86,5.0,,0.05,4.3
2018-12-28,72,5.0,,0.05,3.6
2018-12-29,41,5.0,,0.05,2.0500000000000003
2018-12-30,88,5.0,,0.05,4.4
2018-12-31,97,5.0,,0.05,4.8500000000000005
2019-01-01,41,6.0,False,0.06,2.46
2019-01-02,83,6.0,,0.06,4.9799999999999995
2019-01-03,72,6.0,,0.06,4.32
2019-01-04,71,6.0,,0.06,4.26
2019-01-05,40,6.0,,0.06,2.4
2019-01-06,71,6.0,,0.06,4.26
2019-01-07,100,6.0,,0.06,6.0
2019-01-08,80,6.0,,0.06,4.8
2019-01-09,70,6.0,,0.06,4.2
2019-01-10,65,6.0,,0.06,3.9
2019-01-11,60,6.0,,0.06,3.5999999999999996
2019-01-12,37,6.0,,0.06,2.2199999999999998
2019-01-13,69,6.0,,0.06,4.14
2019-01-14,90,6.0,,0.06,5.3999999999999995
2019-01-15,79,6.0,,0.06,4.74
2019-01-16,66,6.0,,0.06,3.96
2019-01-17,61,6.0,,0.06,3.6599999999999997
2019-01-18,59,6.0,,0.06,3.54
2019-01-19,35,6.0,,0.06,2.1
2019-01-20,63,6.0,,0.06,3.78
2019-01-21,74,6.0,,0.06,4.4399999999999995
2019-01-22,81,6.0,,0.06,4.859999999999999
2019-01-23,71,6.0,,0.06,4.26
2019-01-24,65,6.0,,0.06,3.9
2019-01-25,63,6.0,,0.06,3.78
2019-01-26,36,6.0,,0.06,2.16
2019-01-27,77,6.0,,0.06,4.62
2019-01-28,89,6.0,,0.06,5.34
2019-01-29,71,6.0,,0.06,4.26
2019-01-30,61,6.0,,0.06,3.6599999999999997
2019-01-31,58,6.0,,0.06,3.48
2019-02-01,65,5.0,False,0.05,3.25
2019-02-02,42,5.0,,0.05,2.1
2019-02-03,80,5.0,,0.05,4.0
2019-02-04,97,5.0,,0.05,4.8500000000000005
2019-02-05,83,5.0,,0.05,4.15
2019-02-06,85,5.0,,0.05,4.25
2019-02-07,68,5.0,,0.05,3.4000000000000004
2019-02-08,64,5.0,,0.05,3.2
2019-02-09,38,5.0,,0.05,1.9000000000000001
2019-02-10,89,5.0,,0.05,4.45
2019-02-11,100,5.0,,0.05,5.0
2019-02-12,76,5.0,,0.05,3.8000000000000003
2019-02-13,68,5.0,,0.05,3.4000000000000004
2019-02-14,63,5.0,,0.05,3.1500000000000004
2019-02-15,60,5.0,,0.05,3.0
2019-02-16,39,5.0,,0.05,1.9500000000000002
2019-02-17,81,5.0,,0.05,4.05
2019-02-18,81,5.0,,0.05,4.05
2019-02-19,85,5.0,,0.05,4.25
2019-02-20,72,5.0,,0.05,3.6
2019-02-21,61,5.0,,0.05,3.0500000000000003
2019-02-22,58,5.0,,0.05,2.9000000000000004
2019-02-23,33,5.0,,0.05,1.6500000000000001
2019-02-24,72,5.0,,0.05,3.6
2019-02-25,90,5.0,,0.05,4.5
2019-02-26,76,5.0,,0.05,3.8000000000000003
2019-02-27,58,5.0,,0.05,2.9000000000000004
2019-02-28,56,5.0,,0.05,2.8000000000000003
2019-03-01,62,4.0,False,0.04,2.48
2019-03-02,35,4.0,,0.04,1.4000000000000001
2019-03-03,77,4.0,,0.04,3.08
2019-03-04,97,4.0,,0.04,3.88
2019-03-05,76,4.0,,0.04,3.04
2019-03-06,68,4.0,,0.04,2.72
2019-03-07,66,4.0,,0.04,2.64
2019-03-08,64,4.0,,0.04,2.56
2019-03-09,34,4.0,,0.04,1.36
2019-03-10,74,4.0,,0.04,2.96
2019-03-11,100,4.0,,0.04,4.0
2019-03-12,76,4.0,,0.04,3.04
2019-03-13,72,4.0,,0.04,2.88
2019-03-14,58,4.0,,0.04,2.32
2019-03-15,55,4.0,,0.04,2.2
2019-03-16,31,4.0,,0.04,1.24
2019-03-17,75,4.0,,0.04,3.0
2019-03-18,100,4.0,,0.04,4.0
2019-03-19,82,4.0,,0.04,3.2800000000000002
2019-03-20,69,4.0,,0.04,2.7600000000000002
2019-03-21,58,4.0,,0.04,2.32
2019-03-22,53,4.0,,0.04,2.12
2019-03-23,32,4.0,,0.04,1.28
2019-03-24,71,4.0,,0.04,2.84
2019-03-25,94,4.0,,0.04,3.7600000000000002
2019-03-26,72,4.0,,0.04,2.88
2019-03-27,64,4.0,,0.04,2.56
2019-03-28,61,4.0,,0.04,2.44
2019-03-29,54,4.0,,0.04,2.16
2019-03-30,35,4.0,,0.04,1.4000000000000001
2019-03-31,69,4.0,,0.04,2.7600000000000002
2019-04-01,91,4.0,False,0.04,3.64
2019-04-02,73,4.0,,0.04,2.92
2019-04-03,69,4.0,,0.04,2.7600000000000002
2019-04-04,65,4.0,,0.04,2.6
2019-04-05,58,4.0,,0.04,2.32
2019-04-06,36,4.0,,0.04,1.44
2019-04-07,77,4.0,,0.04,3.08
2019-04-08,91,4.0,,0.04,3.64
2019-04-09,74,4.0,,0.04,2.96
2019-04-10,69,4.0,,0.04,2.7600000000000002
2019-04-11,62,4.0,,0.04,2.48
2019-04-12,54,4.0,,0.04,2.16
2019-04-13,35,4.0,,0.04,1.4000000000000001
2019-04-14,77,4.0,,0.04,3.08
2019-04-15,100,4.0,,0.04,4.0
2019-04-16,77,4.0,,0.04,3.08
2019-04-17,64,4.0,,0.04,2.56
2019-04-18,62,4.0,,0.04,2.48
2019-04-19,50,4.0,,0.04,2.0
2019-04-20,30,4.0,,0.04,1.2
2019-04-21,64,4.0,,0.04,2.56
2019-04-22,96,4.0,,0.04,3.84
2019-04-23,76,4.0,,0.04,3.04
2019-04-24,73,4.0,,0.04,2.92
2019-04-25,63,4.0,,0.04,2.52
2019-04-26,55,4.0,,0.04,2.2
2019-04-27,31,4.0,,0.04,1.24
2019-04-28,68,4.0,,0.04,2.72
2019-04-29,93,4.0,,0.04,3.72
2019-04-30,70,4.0,,0.04,2.8000000000000003
2019-05-01,72,4.0,False,0.04,2.88
2019-05-02,62,4.0,,0.04,2.48
2019-05-03,70,4.0,,0.04,2.8000000000000003
2019-05-04,37,4.0,,0.04,1.48
2019-05-05,62,4.0,,0.04,2.48
2019-05-06,100,4.0,,0.04,4.0
2019-05-07,79,4.0,,0.04,3.16
2019-05-08,68,4.0,,0.04,2.72
2019-05-09,62,4.0,,0.04,2.48
2019-05-10,54,4.0,,0.04,2.16
2019-05-11,31,4.0,,0.04,1.24
2019-05-12,57,4.0,,0.04,2.2800000000000002
2019-05-13,96,4.0,,0.04,3.84
2019-05-14,74,4.0,,0.04,2.96
2019-05-15,68,4.0,,0.04,2.72
2019-05-16,61,4.0,,0.04,2.44
2019-05-17,58,4.0,,0.04,2.32
2019-05-18,32,4.0,,0.04,1.28
2019-05-19,70,4.0,,0.04,2.8000000000000003
2019-05-20,92,4.0,,0.04,3.68
2019-05-21,69,4.0,,0.04,2.7600000000000002
2019-05-22,70,4.0,,0.04,2.8000000000000003
2019-05-23,63,4.0,,0.04,2.52
2019-05-24,53,4.0,,0.04,2.12
2019-05-25,28,4.0,,0.04,1.12
2019-05-26,58,4.0,,0.04,2.32
2019-05-27,58,4.0,,0.04,2.32
2019-05-28,91,4.0,,0.04,3.64
2019-05-29,74,4.0,,0.04,2.96
2019-05-30,63,4.0,,0.04,2.52
2019-05-31,60,4.0,,0.04,2.4
2019-06-01,34,4.0,False,0.04,1.36
2019-06-02,64,4.0,,0.04,2.56
2019-06-03,89,4.0,,0.04,3.56
2019-06-04,69,4.0,,0.04,2.7600000000000002
2019-06-05,63,4.0,,0.04,2.52
2019-06-06,56,4.0,,0.04,2.24
2019-06-07,52,4.0,,0.04,2.08
2019-06-08,29,4.0,,0.04,1.16
2019-06-09,58,4.0,,0.04,2.32
2019-06-10,85,4.0,,0.04,3.4
2019-06-11,71,4.0,,0.04,2.84
2019-06-12,67,4.0,,0.04,2.68
2019-06-13,51,4.0,,0.04,2.04
2019-06-14,47,4.0,,0.04,1.8800000000000001
2019-06-15,32,4.0,,0.04,1.28
2019-06-16,65,4.0,,0.04,2.6
2019-06-17,90,4.0,,0.04,3.6
2019-06-18,76,4.0,,0.04,3.04
2019-06-19,65,4.0,,0.04,2.6
2019-06-20,67,4.0,,0.04,2.68
2019-06-21,49,4.0,,0.04,1.96
2019-06-22,31,4.0,,0.04,1.24
2019-06-23,72,4.0,,0.04,2.88
2019-06-24,100,4.0,,0.04,4.0
2019-06-25,76,4.0,,0.04,3.04
2019-06-26,70,4.0,,0.04,2.8000000000000003
2019-06-27,65,4.0,,0.04,2.6
2019-06-28,60,4.0,,0.04,2.4
2019-06-29,31,4.0,,0.04,1.24
2019-06-30,66,4.0,,0.04,2.64
2019-07-01,93,4.0,False,0.04,3.72
2019-07-02,76,4.0,,0.04,3.04
2019-07-03,57,4.0,,0.04,2.2800000000000002
2019-07-04,28,4.0,,0.04,1.12
2019-07-05,49,4.0,,0.04,1.96
2019-07-06,24,4.0,,0.04,0.96
2019-07-07,70,4.0,,0.04,2.8000000000000003
2019-07-08,100,4.0,,0.04,4.0
2019-07-09,72,4.0,,0.04,2.88
2019-07-10,70,4.0,,0.04,2.8000000000000003
2019-07-11,63,4.0,,0.04,2.52
2019-07-12,54,4.0,,0.04,2.16
2019-07-13,29,4.0,,0.04,1.16
2019-07-14,66,4.0,,0.04,2.64
2019-07-15,87,4.0,,0.04,3.48
2019-07-16,72,4.0,,0.04,2.88
2019-07-17,65,4.0,,0.04,2.6
2019-07-18,59,4.0,,0.04,2.36
2019-07-19,57,4.0,,0.04,2.2800000000000002
2019-07-20,27,4.0,,0.04,1.08
2019-07-21,58,4.0,,0.04,2.32
2019-07-22,89,4.0,,0.04,3.56
2019-07-23,64,4.0,,0.04,2.56
2019-07-24,58,4.0,,0.04,2.32
2019-07-25,58,4.0,,0.04,2.32
2019-07-26,48,4.0,,0.04,1.92
2019-07-27,31,4.0,,0.04,1.24
2019-07-28,69,4.0,,0.04,2.7600000000000002
2019-07-29,87,4.0,,0.04,3.48
2019-07-30,66,4.0,,0.04,2.64
2019-07-31,64,4.0,,0.04,2.56
2019-08-01,69,4.0,False,0.04,2.7600000000000002
2019-08-02,65,4.0,,0.04,2.6
2019-08-03,34,4.0,,0.04,1.36
2019-08-04,73,4.0,,0.04,2.92
2019-08-05,100,4.0,,0.04,4.0
2019-08-06,84,4.0,,0.04,3.36
2019-08-07,68,4.0,,0.04,2.72
2019-08-08,64,4.0,,0.04,2.56
2019-08-09,53,4.0,,0.04,2.12
2019-08-10,32,4.0,,0.04,1.28
2019-08-11,72,4.0,,0.04,2.88
2019-08-12,91,4.0,,0.04,3.64
2019-08-13,82,4.0,,0.04,3.2800000000000002
2019-08-14,72,4.0,,0.04,2.88
2019-08-15,65,4.0,,0.04,2.6
2019-08-16,57,4.0,,0.04,2.2800000000000002
2019-08-17,33,4.0,,0.04,1.32
2019-08-18,77,4.0,,0.04,3.08
2019-08-19,92,4.0,,0.04,3.68
2019-08-20,73,4.0,,0.04,2.92
2019-08-21,66,4.0,,0.04,2.64
2019-08-22,66,4.0,,0.04,2.64
2019-08-23,57,4.0,,0.04,2.2800000000000002
2019-08-24,32,4.0,,0.04,1.28
2019-08-25,75,4.0,,0.04,3.0
2019-08-26,91,4.0,,0.04,3.64
2019-08-27,73,4.0,,0.04,2.92
2019-08-28,65,4.0,,0.04,2.6
2019-08-29,60,4.0,,0.04,2.4
2019-08-30,49,4.0,,0.04,1.96
2019-08-31,29,4.0,,0.04,1.16
2019-09-01,68,4.0,False,0.04,2.72
2019-09-02,61,4.0,,0.04,2.44
2019-09-03,88,4.0,,0.04,3.52
2019-09-04,76,4.0,,0.04,3.04
2019-09-05,74,4.0,,0.04,2.96
2019-09-06,65,4.0,,0.04,2.6
2019-09-07,33,4.0,,0.04,1.32
2019-09-08,67,4.0,,0.04,2.68
2019-09-09,100,4.0,,0.04,4.0
2019-09-10,78,4.0,,0.04,3.12
2019-09-11,68,4.0,,0.04,2.72
2019-09-12,65,4.0,,0.04,2.6
2019-09-13,57,4.0,,0.04,2.2800000000000002
2019-09-14,33,4.0,,0.04,1.32
2019-09-15,66,4.0,,0.04,2.64
2019-09-16,95,4.0,,0.04,3.8000000000000003
2019-09-17,84,4.0,,0.04,3.36
2019-09-18,72,4.0,,0.04,2.88
2019-09-19,66,4.0,,0.04,2.64
2019-09-20,56,4.0,,0.04,2.24
2019-09-21,33,4.0,,0.04,1.32
2019-09-22,73,4.0,,0.04,2.92
2019-09-23,98,4.0,,0.04,3.92
2019-09-24,85,4.0,,0.04,3.4
2019-09-25,76,4.0,,0.04,3.04
2019-09-26,74,4.0,,0.04,2.96
2019-09-27,62,4.0,,0.04,2.48
2019-09-28,35,4.0,,0.04,1.4000000000000001
2019-09-29,74,4.0,,0.04,2.96
2019-09-30,100,4.0,,0.04,4.0
2019-10-01,78,4.0,False,0.04,3.12
2019-10-02,72,4.0,,0.04,2.88
2019-10-03,62,4.0,,0.04,2.48
2019-10-04,74,4.0,,0.04,2.96
2019-10-05,38,4.0,,0.04,1.52
2019-10-06,61,4.0,,0.04,2.44
2019-10-07,100,4.0,,0.04,4.0
2019-10-08,79,4.0,,0.04,3.16
2019-10-09,72,4.0,,0.04,2.88
2019-10-10,68,4.0,,0.04,2.72
2019-10-11,58,4.0,,0.04,2.32
2019-10-12,34,4.0,,0.04,1.36
2019-10-13,65,4.0,,0.04,2.6
2019-10-14,89,4.0,,0.04,3.56
2019-10-15,89,4.0,,0.04,3.56
2019-10-16,76,4.0,,0.04,3.04
2019-10-17,65,4.0,,0.04,2.6
2019-10-18,59,4.0,,0.04,2.36
2019-10-19,34,4.0,,0.04,1.36
2019-10-20,67,4.0,,0.04,2.68
2019-10-21,100,4.0,,0.04,4.0
2019-10-22,75,4.0,,0.04,3.0
2019-10-23,67,4.0,,0.04,2.68
2019-10-24,64,4.0,,0.04,2.56
2019-10-25,59,4.0,,0.04,2.36
2019-10-26,33,4.0,,0.04,1.32
2019-10-27,65,4.0,,0.04,2.6
2019-10-28,97,4.0,,0.04,3.88
2019-10-29,83,4.0,,0.04,3.3200000000000003
2019-10-30,70,4.0,,0.04,2.8000000000000003
2019-10-31,61,4.0,,0.04,2.44
2019-11-01,56,4.0,False,0.04,2.24
2019-11-02,36,4.0,,0.04,1.44
2019-11-03,66,4.0,,0.04,2.64
2019-11-04,89,4.0,,0.04,3.56
2019-11-05,73,4.0,,0.04,2.92
2019-11-06,66,4.0,,0.04,2.64
2019-11-07,62,4.0,,0.04,2.48
2019-11-08,56,4.0,,0.04,2.24
2019-11-09,34,4.0,,0.04,1.36
2019-11-10,70,4.0,,0.04,2.8000000000000003
2019-11-11,85,4.0,,0.04,3.4
2019-11-12,83,4.0,,0.04,3.3200000000000003
2019-11-13,76,4.0,,0.04,3.04
2019-11-14,69,4.0,,0.04,2.7600000000000002
2019-11-15,58,4.0,,0.04,2.32
2019-11-16,37,4.0,,0.04,1.48
2019-11-17,64,4.0,,0.04,2.56
2019-11-18,100,4.0,,0.04,4.0
2019-11-19,79,4.0,,0.04,3.16
2019-11-20,74,4.0,,0.04,2.96
2019-11-21,66,4.0,,0.04,2.64
2019-11-22,58,4.0,,0.04,2.32
2019-11-23,35,4.0,,0.04,1.4000000000000001
2019-11-24,64,4.0,,0.04,2.56
2019-11-25,93,4.0,,0.04,3.72
2019-11-26,76,4.0,,0.04,3.04
2019-11-27,63,4.0,,0.04,2.52
2019-11-28,29,4.0,,0.04,1.16
2019-11-29,35,4.0,,0.04,1.4000000000000001
2019-11-30,30,4.0,,0.04,1.2
2019-12-01,55,5.0,False,0.05,2.75
2019-12-02,80,5.0,,0.05,4.0
2019-12-03,65,5.0,,0.05,3.25
2019-12-04,60,5.0,,0.05,3.0
2019-12-05,54,5.0,,0.05,2.7
2019-12-06,54,5.0,,0.05,2.7
2019-12-07,31,5.0,,0.05,1.55
2019-12-08,57,5.0,,0.05,2.85
2019-12-09,82,5.0,,0.05,4.1000000000000005
2019-12-10,66,5.0,,0.05,3.3000000000000003
2019-12-11,58,5.0,,0.05,2.9000000000000004
2019-12-12,55,5.0,,0.05,2.75
2019-12-13,54,5.0,,0.05,2.7
2019-12-14,30,5.0,,0.05,1.5
2019-12-15,58,5.0,,0.05,2.9000000000000004
2019-12-16,90,5.0,,0.05,4.5
2019-12-17,67,5.0,,0.05,3.35
2019-12-18,58,5.0,,0.05,2.9000000000000004
2019-12-19,57,5.0,,0.05,2.85
2019-12-20,50,5.0,,0.05,2.5
2019-12-21,32,5.0,,0.05,1.6
2019-12-22,67,5.0,,0.05,3.35
2019-12-23,92,5.0,,0.05,4.6000000000000005
2019-12-24,48,5.0,,0.05,2.4000000000000004
2019-12-25,26,5.0,,0.05,1.3
2019-12-26,54,5.0,,0.05,2.7
2019-12-27,53,5.0,,0.05,2.6500000000000004
2019-12-28,31,5.0,,0.05,1.55
2019-12-29,73,5.0,,0.05,3.6500000000000004
2019-12-30,100,5.0,,0.05,5.0
2019-12-31,63,5.0,,0.05,3.1500000000000004
2020-01-01,34,5.0,False,0.05,1.7000000000000002
2020-01-02,65,5.0,,0.05,3.25
2020-01-03,61,5.0,,0.05,3.0500000000000003
2020-01-04,34,5.0,,0.05,1.7000000000000002
2020-01-05,70,5.0,,0.05,3.5
2020-01-06,100,5.0,,0.05,5.0
2020-01-07,76,5.0,,0.05,3.8000000000000003
2020-01-08,68,5.0,,0.05,3.4000000000000004
2020-01-09,56,5.0,,0.05,2.8000000000000003
2020-01-10,53,5.0,,0.05,2.6500000000000004
2020-01-11,33,5.0,,0.05,1.6500000000000001
2020-01-12,65,5.0,,0.05,3.25
2020-01-13,94,5.0,,0.05,4.7
2020-01-14,73,5.0,,0.05,3.6500000000000004
2020-01-15,62,5.0,,0.05,3.1
