date,unemployment_unscaled,unemployment_monthly,isPartial,scale,unemployment
2011-09-01,51,11.0,False,0.11,5.61
2011-09-02,52,11.0,,0.11,5.72
2011-09-03,29,11.0,,0.11,3.19
2011-09-04,89,11.0,,0.11,9.790000000000001
2011-09-05,66,11.0,,0.11,7.26
2011-09-06,86,11.0,,0.11,9.46
2011-09-07,60,11.0,,0.11,6.6
2011-09-08,59,11.0,,0.11,6.49
2011-09-09,51,11.0,,0.11,5.61
2011-09-10,24,11.0,,0.11,2.64
2011-09-11,100,11.0,,0.11,11.0
2011-09-12,91,11.0,,0.11,10.01
2011-09-13,65,11.0,,0.11,7.15
2011-09-14,53,11.0,,0.11,5.83
2011-09-15,50,11.0,,0.11,5.5
2011-09-16,47,11.0,,0.11,5.17
2011-09-17,27,11.0,,0.11,2.97
2011-09-18,90,11.0,,0.11,9.9
2011-09-19,91,11.0,,0.11,10.01
2011-09-20,65,11.0,,0.11,7.15
2011-09-21,51,11.0,,0.11,5.61
2011-09-22,45,11.0,,0.11,4.95
2011-09-23,46,11.0,,0.11,5.06
2011-09-24,29,11.0,,0.11,3.19
2011-09-25,95,11.0,,0.11,10.45
2011-09-26,87,11.0,,0.11,9.57
2011-09-27,66,11.0,,0.11,7.26
2011-09-28,51,11.0,,0.11,5.61
2011-09-29,45,11.0,,0.11,4.95
2011-09-30,44,11.0,,0.11,4.84
2011-10-01,28,11.0,False,0.11,3.08
2011-10-02,99,11.0,,0.11,10.89
2011-10-03,99,11.0,,0.11,10.89
2011-10-04,65,11.0,,0.11,7.15
2011-10-05,60,11.0,,0.11,6.6
2011-10-06,53,11.0,,0.11,5.83
2011-10-07,53,11.0,,0.11,5.83
2011-10-08,28,11.0,,0.11,3.08
2011-10-09,96,11.0,,0.11,10.56
2011-10-10,91,11.0,,0.11,10.01
2011-10-11,78,11.0,,0.11,8.58
2011-10-12,63,11.0,,0.11,6.93
2011-10-13,55,11.0,,0.11,6.05
2011-10-14,47,11.0,,0.11,5.17
2011-10-15,27,11.0,,0.11,2.97
2011-10-16,93,11.0,,0.11,10.23
2011-10-17,97,11.0,,0.11,10.67
2011-10-18,67,11.0,,0.11,7.37
2011-10-19,60,11.0,,0.11,6.6
2011-10-20,52,11.0,,0.11,5.72
2011-10-21,48,11.0,,0.11,5.28
2011-10-22,27,11.0,,0.11,2.97
2011-10-23,100,11.0,,0.11,11.0
2011-10-24,94,11.0,,0.11,10.34
2011-10-25,64,11.0,,0.11,7.04
2011-10-26,57,11.0,,0.11,6.2700000000000005
2011-10-27,45,11.0,,0.11,4.95
2011-10-28,42,11.0,,0.11,4.62
2011-10-29,24,11.0,,0.11,2.64
2011-10-30,94,11.0,,0.11,10.34
2011-10-31,88,11.0,,0.11,9.68
2011-11-01,65,11.0,False,0.11,7.15
2011-11-02,54,11.0,,0.11,5.94
2011-11-03,47,11.0,,0.11,5.17
2011-11-04,51,11.0,,0.11,5.61
2011-11-05,26,11.0,,0.11,2.86
2011-11-06,100,11.0,,0.11,11.0
2011-11-07,92,11.0,,0.11,10.12
2011-11-08,64,11.0,,0.11,7.04
2011-11-09,58,11.0,,0.11,6.38
2011-11-10,54,11.0,,0.11,5.94
2011-11-11,37,11.0,,0.11,4.07
2011-11-12,23,11.0,,0.11,2.53
2011-11-13,94,11.0,,0.11,10.34
2011-11-14,86,11.0,,0.11,9.46
2011-11-15,64,11.0,,0.11,7.04
2011-11-16,53,11.0,,0.11,5.83
2011-11-17,52,11.0,,0.11,5.72
2011-11-18,40,11.0,,0.11,4.4
2011-11-19,25,11.0,,0.11,2.75
2011-11-20,88,11.0,,0.11,9.68
2011-11-21,96,11.0,,0.11,10.56
2011-11-22,63,11.0,,0.11,6.93
2011-11-23,49,11.0,,0.11,5.39
2011-11-24,23,11.0,,0.11,2.53
2011-11-25,29,11.0,,0.11,3.19
2011-11-26,23,11.0,,0.11,2.53
2011-11-27,96,11.0,,0.11,10.56
2011-11-28,93,11.0,,0.11,10.23
2011-11-29,68,11.0,,0.11,7.48
2011-11-30,58,11.0,,0.11,6.38
2011-12-01,52,12.0,False,0.12,6.24
2011-12-02,54,12.0,,0.12,6.4799999999999995
2011-12-03,30,12.0,,0.12,3.5999999999999996
2011-12-04,94,12.0,,0.12,11.28
2011-12-05,91,12.0,,0.12,10.92
2011-12-06,66,12.0,,0.12,7.92
2011-12-07,59,12.0,,0.12,7.08
2011-12-08,51,12.0,,0.12,6.12
2011-12-09,43,12.0,,0.12,5.16
2011-12-10,25,12.0,,0.12,3.0
2011-12-11,91,12.0,,0.12,10.92
2011-12-12,91,12.0,,0.12,10.92
2011-12-13,66,12.0,,0.12,7.92
2011-12-14,56,12.0,,0.12,6.72
2011-12-15,52,12.0,,0.12,6.24
2011-12-16,46,12.0,,0.12,5.52
2011-12-17,32,12.0,,0.12,3.84
2011-12-18,98,12.0,,0.12,11.76
2011-12-19,100,12.0,,0.12,12.0
2011-12-20,67,12.0,,0.12,8.04
2011-12-21,52,12.0,,0.12,6.24
2011-12-22,47,12.0,,0.12,5.64
2011-12-23,43,12.0,,0.12,5.16
2011-12-24,25,12.0,,0.12,3.0
2011-12-25,88,12.0,,0.12,10.559999999999999
2011-12-26,100,12.0,,0.12,12.0
2011-12-27,86,12.0,,0.12,10.32
2011-12-28,71,12.0,,0.12,8.52
2011-12-29,51,12.0,,0.12,6.12
2011-12-30,47,12.0,,0.12,5.64
2011-12-31,25,12.0,,0.12,3.0
2012-01-01,94,14.0,False,0.14,13.160000000000002
2012-01-02,87,14.0,,0.14,12.180000000000001
2012-01-03,91,14.0,,0.14,12.740000000000002
2012-01-04,75,14.0,,0.14,10.500000000000002
2012-01-05,62,14.0,,0.14,8.680000000000001
2012-01-06,63,14.0,,0.14,8.82
2012-01-07,33,14.0,,0.14,4.62
2012-01-08,99,14.0,,0.14,13.860000000000001
2012-01-09,98,14.0,,0.14,13.72
2012-01-10,77,14.0,,0.14,10.780000000000001
2012-01-11,61,14.0,,0.14,8.540000000000001
2012-01-12,60,14.0,,0.14,8.4
2012-01-13,52,14.0,,0.14,7.280000000000001
2012-01-14,29,14.0,,0.14,4.0600000000000005
2012-01-15,93,14.0,,0.14,13.020000000000001
2012-01-16,83,14.0,,0.14,11.620000000000001
2012-01-17,83,14.0,,0.14,11.620000000000001
2012-01-18,74,14.0,,0.14,10.360000000000001
2012-01-19,62,14.0,,0.14,8.680000000000001
2012-01-20,54,14.0,,0.14,7.5600000000000005
2012-01-21,34,14.0,,0.14,4.760000000000001
2012-01-22,98,14.0,,0.14,13.72
2012-01-23,98,14.0,,0.14,13.72
2012-01-24,73,14.0,,0.14,10.22
2012-01-25,65,14.0,,0.14,9.100000000000001
2012-01-26,56,14.0,,0.14,7.840000000000001
2012-01-27,51,14.0,,0.14,7.140000000000001
2012-01-28,32,14.0,,0.14,4.48
2012-01-29,100,14.0,,0.14,14.000000000000002
2012-01-30,94,14.0,,0.14,13.160000000000002
2012-01-31,70,14.0,,0.14,9.8
2012-02-01,63,12.0,False,0.12,7.56
2012-02-02,54,12.0,,0.12,6.4799999999999995
2012-02-03,55,12.0,,0.12,6.6
2012-02-04,34,12.0,,0.12,4.08
2012-02-05,94,12.0,,0.12,11.28
2012-02-06,98,12.0,,0.12,11.76
2012-02-07,72,12.0,,0.12,8.64
2012-02-08,60,12.0,,0.12,7.199999999999999
2012-02-09,55,12.0,,0.12,6.6
2012-02-10,47,12.0,,0.12,5.64
2012-02-11,27,12.0,,0.12,3.2399999999999998
2012-02-12,93,12.0,,0.12,11.16
2012-02-13,86,12.0,,0.12,10.32
2012-02-14,63,12.0,,0.12,7.56
2012-02-15,60,12.0,,0.12,7.199999999999999
2012-02-16,54,12.0,,0.12,6.4799999999999995
2012-02-17,50,12.0,,0.12,6.0
2012-02-18,31,12.0,,0.12,3.7199999999999998
2012-02-19,100,12.0,,0.12,12.0
2012-02-20,82,12.0,,0.12,9.84
2012-02-21,76,12.0,,0.12,9.12
2012-02-22,62,12.0,,0.12,7.4399999999999995
2012-02-23,50,12.0,,0.12,6.0
2012-02-24,43,12.0,,0.12,5.16
2012-02-25,28,12.0,,0.12,3.36
2012-02-26,93,12.0,,0.12,11.16
2012-02-27,87,12.0,,0.12,10.44
2012-02-28,64,12.0,,0.12,7.68
2012-02-29,54,12.0,,0.12,6.4799999999999995
2012-03-01,45,10.0,False,0.1,4.5
2012-03-02,41,10.0,,0.1,4.1000000000000005
2012-03-03,23,10.0,,0.1,2.3000000000000003
2012-03-04,83,10.0,,0.1,8.3
2012-03-05,83,10.0,,0.1,8.3
2012-03-06,58,10.0,,0.1,5.800000000000001
2012-03-07,48,10.0,,0.1,4.800000000000001
2012-03-08,40,10.0,,0.1,4.0
2012-03-09,43,10.0,,0.1,4.3
2012-03-10,24,10.0,,0.1,2.4000000000000004
2012-03-11,90,10.0,,0.1,9.0
2012-03-12,85,10.0,,0.1,8.5
2012-03-13,55,10.0,,0.1,5.5
2012-03-14,49,10.0,,0.1,4.9
2012-03-15,43,10.0,,0.1,4.3
2012-03-16,36,10.0,,0.1,3.6
2012-03-17,23,10.0,,0.1,2.3000000000000003
2012-03-18,100,10.0,,0.1,10.0
2012-03-19,88,10.0,,0.1,8.8
2012-03-20,57,10.0,,0.1,5.7
2012-03-21,47,10.0,,0.1,4.7
2012-03-22,45,10.0,,0.1,4.5
2012-03-23,38,10.0,,0.1,3.8000000000000003
2012-03-24,24,10.0,,0.1,2.4000000000000004
2012-03-25,92,10.0,,0.1,9.200000000000001
2012-03-26,82,10.0,,0.1,8.200000000000001
2012-03-27,56,10.0,,0.1,5.6000000000000005
2012-03-28,48,10.0,,0.1,4.800000000000001
2012-03-29,39,10.0,,0.1,3.9000000000000004
2012-03-30,34,10.0,,0.1,3.4000000000000004
2012-03-31,22,10.0,,0.1,2.2
2012-04-01,91,11.0,False,0.11,10.01
2012-04-02,82,11.0,,0.11,9.02
2012-04-03,58,11.0,,0.11,6.38
2012-04-04,52,11.0,,0.11,5.72
2012-04-05,46,11.0,,0.11,5.06
2012-04-06,44,11.0,,0.11,4.84
2012-04-07,27,11.0,,0.11,2.97
2012-04-08,90,11.0,,0.11,9.9
2012-04-09,100,11.0,,0.11,11.0
2012-04-10,62,11.0,,0.11,6.82
2012-04-11,56,11.0,,0.11,6.16
2012-04-12,44,11.0,,0.11,4.84
2012-04-13,43,11.0,,0.11,4.73
2012-04-14,23,11.0,,0.11,2.53
2012-04-15,88,11.0,,0.11,9.68
2012-04-16,91,11.0,,0.11,10.01
2012-04-17,63,11.0,,0.11,6.93
2012-04-18,49,11.0,,0.11,5.39
2012-04-19,41,11.0,,0.11,4.51
2012-04-20,38,11.0,,0.11,4.18
2012-04-21,22,11.0,,0.11,2.42
2012-04-22,86,11.0,,0.11,9.46
2012-04-23,95,11.0,,0.11,10.45
2012-04-24,62,11.0,,0.11,6.82
2012-04-25,49,11.0,,0.11,5.39
2012-04-26,46,11.0,,0.11,5.06
2012-04-27,40,11.0,,0.11,4.4
2012-04-28,25,11.0,,0.11,2.75
2012-04-29,96,11.0,,0.11,10.56
2012-04-30,89,11.0,,0.11,9.790000000000001
2012-05-01,60,10.0,False,0.1,6.0
2012-05-02,51,10.0,,0.1,5.1000000000000005
2012-05-03,51,10.0,,0.1,5.1000000000000005
2012-05-04,46,10.0,,0.1,4.6000000000000005
2012-05-05,23,10.0,,0.1,2.3000000000000003
2012-05-06,94,10.0,,0.1,9.4
2012-05-07,89,10.0,,0.1,8.9
2012-05-08,60,10.0,,0.1,6.0
2012-05-09,53,10.0,,0.1,5.300000000000001
2012-05-10,46,10.0,,0.1,4.6000000000000005
2012-05-11,42,10.0,,0.1,4.2
2012-05-12,28,10.0,,0.1,2.8000000000000003
2012-05-13,95,10.0,,0.1,9.5
2012-05-14,90,10.0,,0.1,9.0
2012-05-15,65,10.0,,0.1,6.5
2012-05-16,50,10.0,,0.1,5.0
2012-05-17,43,10.0,,0.1,4.3
2012-05-18,40,10.0,,0.1,4.0
2012-05-19,23,10.0,,0.1,2.3000000000000003
2012-05-20,100,10.0,,0.1,10.0
2012-05-21,90,10.0,,0.1,9.0
2012-05-22,59,10.0,,0.1,5.9
2012-05-23,51,10.0,,0.1,5.1000000000000005
2012-05-24,44,10.0,,0.1,4.4
2012-05-25,37,10.0,,0.1,3.7
2012-05-26,23,10.0,,0.1,2.3000000000000003
2012-05-27,84,10.0,,0.1,8.4
2012-05-28,60,10.0,,0.1,6.0
2012-05-29,88,10.0,,0.1,8.8
2012-05-30,60,10.0,,0.1,6.0
2012-05-31,50,10.0,,0.1,5.0
2012-06-01,50,10.0,False,0.1,5.0
2012-06-02,31,10.0,,0.1,3.1
2012-06-03,100,10.0,,0.1,10.0
2012-06-04,83,10.0,,0.1,8.3
2012-06-05,64,10.0,,0.1,6.4
2012-06-06,49,10.0,,0.1,4.9
2012-06-07,48,10.0,,0.1,4.800000000000001
2012-06-08,45,10.0,,0.1,4.5
2012-06-09,24,10.0,,0.1,2.4000000000000004
2012-06-10,87,10.0,,0.1,8.700000000000001
2012-06-11,90,10.0,,0.1,9.0
2012-06-12,61,10.0,,0.1,6.1000000000000005
2012-06-13,50,10.0,,0.1,5.0
2012-06-14,45,10.0,,0.1,4.5
2012-06-15,40,10.0,,0.1,4.0
2012-06-16,25,10.0,,0.1,2.5
2012-06-17,89,10.0,,0.1,8.9
2012-06-18,87,10.0,,0.1,8.700000000000001
2012-06-19,58,10.0,,0.1,5.800000000000001
2012-06-20,49,10.0,,0.1,4.9
2012-06-21,45,10.0,,0.1,4.5
2012-06-22,38,10.0,,0.1,3.8000000000000003
2012-06-23,26,10.0,,0.1,2.6
2012-06-24,86,10.0,,0.1,8.6
2012-06-25,90,10.0,,0.1,9.0
2012-06-26,59,10.0,,0.1,5.9
2012-06-27,53,10.0,,0.1,5.300000000000001
2012-06-28,42,10.0,,0.1,4.2
2012-06-29,40,10.0,,0.1,4.0
2012-06-30,25,10.0,,0.1,2.5
2012-07-01,98,11.0,False,0.11,10.78
2012-07-02,100,11.0,,0.11,11.0
2012-07-03,63,11.0,,0.11,6.93
2012-07-04,34,11.0,,0.11,3.74
2012-07-05,60,11.0,,0.11,6.6
2012-07-06,54,11.0,,0.11,5.94
2012-07-07,28,11.0,,0.11,3.08
2012-07-08,98,11.0,,0.11,10.78
2012-07-09,95,11.0,,0.11,10.45
2012-07-10,65,11.0,,0.11,7.15
2012-07-11,57,11.0,,0.11,6.2700000000000005
2012-07-12,47,11.0,,0.11,5.17
2012-07-13,49,11.0,,0.11,5.39
2012-07-14,30,11.0,,0.11,3.3
2012-07-15,97,11.0,,0.11,10.67
2012-07-16,89,11.0,,0.11,9.790000000000001
2012-07-17,62,11.0,,0.11,6.82
2012-07-18,57,11.0,,0.11,6.2700000000000005
2012-07-19,48,11.0,,0.11,5.28
2012-07-20,40,11.0,,0.11,4.4
2012-07-21,27,11.0,,0.11,2.97
2012-07-22,99,11.0,,0.11,10.89
2012-07-23,94,11.0,,0.11,10.34
2012-07-24,65,11.0,,0.11,7.15
2012-07-25,54,11.0,,0.11,5.94
2012-07-26,51,11.0,,0.11,5.61
2012-07-27,40,11.0,,0.11,4.4
2012-07-28,23,11.0,,0.11,2.53
2012-07-29,95,11.0,,0.11,10.45
2012-07-30,89,11.0,,0.11,9.790000000000001
2012-07-31,65,11.0,,0.11,7.15
2012-08-01,61,10.0,False,0.1,6.1000000000000005
2012-08-02,51,10.0,,0.1,5.1000000000000005
2012-08-03,58,10.0,,0.1,5.800000000000001
2012-08-04,31,10.0,,0.1,3.1
2012-08-05,99,10.0,,0.1,9.9
2012-08-06,94,10.0,,0.1,9.4
2012-08-07,66,10.0,,0.1,6.6000000000000005
2012-08-08,58,10.0,,0.1,5.800000000000001
2012-08-09,47,10.0,,0.1,4.7
2012-08-10,46,10.0,,0.1,4.6000000000000005
2012-08-11,30,10.0,,0.1,3.0
2012-08-12,99,10.0,,0.1,9.9
2012-08-13,93,10.0,,0.1,9.3
2012-08-14,65,10.0,,0.1,6.5
2012-08-15,61,10.0,,0.1,6.1000000000000005
2012-08-16,50,10.0,,0.1,5.0
2012-08-17,47,10.0,,0.1,4.7
2012-08-18,29,10.0,,0.1,2.9000000000000004
2012-08-19,100,10.0,,0.1,10.0
2012-08-20,96,10.0,,0.1,9.600000000000001
2012-08-21,67,10.0,,0.1,6.7
2012-08-22,53,10.0,,0.1,5.300000000000001
2012-08-23,49,10.0,,0.1,4.9
2012-08-24,42,10.0,,0.1,4.2
2012-08-25,29,10.0,,0.1,2.9000000000000004
2012-08-26,95,10.0,,0.1,9.5
2012-08-27,94,10.0,,0.1,9.4
2012-08-28,65,10.0,,0.1,6.5
2012-08-29,64,10.0,,0.1,6.4
2012-08-30,51,10.0,,0.1,5.1000000000000005
2012-08-31,51,10.0,,0.1,5.1000000000000005
2012-09-01,25,10.0,False,0.1,2.5
2012-09-02,100,10.0,,0.1,10.0
2012-09-03,58,10.0,,0.1,5.800000000000001
2012-09-04,79,10.0,,0.1,7.9
2012-09-05,60,10.0,,0.1,6.0
2012-09-06,50,10.0,,0.1,5.0
2012-09-07,66,10.0,,0.1,6.6000000000000005
2012-09-08,28,10.0,,0.1,2.8000000000000003
2012-09-09,83,10.0,,0.1,8.3
2012-09-10,78,10.0,,0.1,7.800000000000001
2012-09-11,57,10.0,,0.1,5.7
2012-09-12,48,10.0,,0.1,4.800000000000001
2012-09-13,46,10.0,,0.1,4.6000000000000005
2012-09-14,41,10.0,,0.1,4.1000000000000005
2012-09-15,23,10.0,,0.1,2.3000000000000003
2012-09-16,76,10.0,,0.1,7.6000000000000005
2012-09-17,73,10.0,,0.1,7.300000000000001
2012-09-18,57,10.0,,0.1,5.7
2012-09-19,52,10.0,,0.1,5.2
2012-09-20,44,10.0,,0.1,4.4
2012-09-21,42,10.0,,0.1,4.2
2012-09-22,27,10.0,,0.1,2.7
2012-09-23,78,10.0,,0.1,7.800000000000001
2012-09-24,76,10.0,,0.1,7.6000000000000005
2012-09-25,56,10.0,,0.1,5.6000000000000005
2012-09-26,49,10.0,,0.1,4.9
2012-09-27,46,10.0,,0.1,4.6000000000000005
2012-09-28,41,10.0,,0.1,4.1000000000000005
2012-09-29,24,10.0,,0.1,2.4000000000000004
2012-09-30,82,10.0,,0.1,8.200000000000001
2012-10-01,86,10.0,False,0.1,8.6
2012-10-02,66,10.0,,0.1,6.6000000000000005
2012-10-03,64,10.0,,0.1,6.4
2012-10-04,61,10.0,,0.1,6.1000000000000005
2012-10-05,86,10.0,,0.1,8.6
2012-10-06,46,10.0,,0.1,4.6000000000000005
2012-10-07,98,10.0,,0.1,9.8
2012-10-08,88,10.0,,0.1,8.8
2012-10-09,85,10.0,,0.1,8.5
2012-10-10,69,10.0,,0.1,6.9
2012-10-11,59,10.0,,0.1,5.9
2012-10-12,55,10.0,,0.1,5.5
2012-10-13,28,10.0,,0.1,2.8000000000000003
2012-10-14,93,10.0,,0.1,9.3
2012-10-15,100,10.0,,0.1,10.0
2012-10-16,73,10.0,,0.1,7.300000000000001
2012-10-17,71,10.0,,0.1,7.1000000000000005
2012-10-18,54,10.0,,0.1,5.4
2012-10-19,54,10.0,,0.1,5.4
2012-10-20,28,10.0,,0.1,2.8000000000000003
2012-10-21,99,10.0,,0.1,9.9
2012-10-22,90,10.0,,0.1,9.0
2012-10-23,71,10.0,,0.1,7.1000000000000005
2012-10-24,60,10.0,,0.1,6.0
2012-10-25,57,10.0,,0.1,5.7
2012-10-26,53,10.0,,0.1,5.300000000000001
2012-10-27,25,10.0,,0.1,2.5
2012-10-28,99,10.0,,0.1,9.9
2012-10-29,85,10.0,,0.1,8.5
2012-10-30,62,10.0,,0.1,6.2
2012-10-31,64,10.0,,0.1,6.4
2012-11-01,55,11.0,False,0.11,6.05
2012-11-02,73,11.0,,0.11,8.03
2012-11-03,38,11.0,,0.11,4.18
2012-11-04,96,11.0,,0.11,10.56
2012-11-05,100,11.0,,0.11,11.0
2012-11-06,61,11.0,,0.11,6.71
2012-11-07,71,11.0,,0.11,7.81
2012-11-08,61,11.0,,0.11,6.71
2012-11-09,54,11.0,,0.11,5.94
2012-11-10,33,11.0,,0.11,3.63
2012-11-11,88,11.0,,0.11,9.68
2012-11-12,83,11.0,,0.11,9.13
2012-11-13,84,11.0,,0.11,9.24
2012-11-14,71,11.0,,0.11,7.81
2012-11-15,60,11.0,,0.11,6.6
2012-11-16,54,11.0,,0.11,5.94
2012-11-17,31,11.0,,0.11,3.41
2012-11-18,90,11.0,,0.11,9.9
2012-11-19,100,11.0,,0.11,11.0
2012-11-20,66,11.0,,0.11,7.26
2012-11-21,51,11.0,,0.11,5.61
2012-11-22,22,11.0,,0.11,2.42
2012-11-23,31,11.0,,0.11,3.41
2012-11-24,26,11.0,,0.11,2.86
2012-11-25,90,11.0,,0.11,9.9
2012-11-26,97,11.0,,0.11,10.67
2012-11-27,73,11.0,,0.11,8.03
2012-11-28,55,11.0,,0.11,6.05
2012-11-29,51,11.0,,0.11,5.61
2012-11-30,53,11.0,,0.11,5.83
2012-12-01,30,11.0,False,0.11,3.3
2012-12-02,89,11.0,,0.11,9.790000000000001
2012-12-03,94,11.0,,0.11,10.34
2012-12-04,60,11.0,,0.11,6.6
2012-12-05,55,11.0,,0.11,6.05
2012-12-06,53,11.0,,0.11,5.83
2012-12-07,52,11.0,,0.11,5.72
2012-12-08,31,11.0,,0.11,3.41
2012-12-09,77,11.0,,0.11,8.47
2012-12-10,88,11.0,,0.11,9.68
2012-12-11,64,11.0,,0.11,7.04
2012-12-12,53,11.0,,0.11,5.83
2012-12-13,49,11.0,,0.11,5.39
2012-12-14,42,11.0,,0.11,4.62
2012-12-15,28,11.0,,0.11,3.08
2012-12-16,93,11.0,,0.11,10.23
2012-12-17,95,11.0,,0.11,10.45
2012-12-18,65,11.0,,0.11,7.15
2012-12-19,54,11.0,,0.11,5.94
2012-12-20,44,11.0,,0.11,4.84
2012-12-21,42,11.0,,0.11,4.62
2012-12-22,31,11.0,,0.11,3.41
2012-12-23,89,11.0,,0.11,9.790000000000001
2012-12-24,77,11.0,,0.11,8.47
2012-12-25,34,11.0,,0.11,3.74
2012-12-26,71,11.0,,0.11,7.81
2012-12-27,65,11.0,,0.11,7.15
2012-12-28,60,11.0,,0.11,6.6
2012-12-29,41,11.0,,0.11,4.51
2012-12-30,100,11.0,,0.11,11.0
2012-12-31,94,11.0,,0.11,10.34
2013-01-01,58,12.0,False,0.12,6.96
2013-01-02,100,12.0,,0.12,12.0
2013-01-03,69,12.0,,0.12,8.28
2013-01-04,58,12.0,,0.12,6.96
2013-01-05,30,12.0,,0.12,3.5999999999999996
2013-01-06,77,12.0,,0.12,9.24
2013-01-07,92,12.0,,0.12,11.04
2013-01-08,62,12.0,,0.12,7.4399999999999995
2013-01-09,60,12.0,,0.12,7.199999999999999
2013-01-10,51,12.0,,0.12,6.12
2013-01-11,49,12.0,,0.12,5.88
2013-01-12,27,12.0,,0.12,3.2399999999999998
2013-01-13,71,12.0,,0.12,8.52
2013-01-14,87,12.0,,0.12,10.44
2013-01-15,60,12.0,,0.12,7.199999999999999
2013-01-16,53,12.0,,0.12,6.359999999999999
2013-01-17,49,12.0,,0.12,5.88
2013-01-18,42,12.0,,0.12,5.04
2013-01-19,29,12.0,,0.12,3.48
2013-01-20,68,12.0,,0.12,8.16
2013-01-21,64,12.0,,0.12,7.68
2013-01-22,64,12.0,,0.12,7.68
2013-01-23,57,12.0,,0.12,6.84
2013-01-24,46,12.0,,0.12,5.52
2013-01-25,42,12.0,,0.12,5.04
2013-01-26,26,12.0,,0.12,3.12
2013-01-27,68,12.0,,0.12,8.16
2013-01-28,73,12.0,,0.12,8.76
2013-01-29,60,12.0,,0.12,7.199999999999999
2013-01-30,47,12.0,,0.12,5.64
2013-01-31,45,12.0,,0.12,5.3999999999999995
2013-02-01,63,9.0,False,0.09,5.67
2013-02-02,39,9.0,,0.09,3.51
2013-02-03,93,9.0,,0.09,8.37
2013-02-04,100,9.0,,0.09,9.0
2013-02-05,79,9.0,,0.09,7.109999999999999
2013-02-06,63,9.0,,0.09,5.67
2013-02-07,62,9.0,,0.09,5.58
2013-02-08,46,9.0,,0.09,4.14
2013-02-09,32,9.0,,0.09,2.88
2013-02-10,90,9.0,,0.09,8.1
2013-02-11,96,9.0,,0.09,8.64
2013-02-12,71,9.0,,0.09,6.39
2013-02-13,60,9.0,,0.09,5.3999999999999995
2013-02-14,50,9.0,,0.09,4.5
2013-02-15,47,9.0,,0.09,4.2299999999999995
2013-02-16,29,9.0,,0.09,2.61
2013-02-17,89,9.0,,0.09,8.01
2013-02-18,83,9.0,,0.09,7.47
2013-02-19,74,9.0,,0.09,6.66
2013-02-20,68,9.0,,0.09,6.12
2013-02-21,55,9.0,,0.09,4.95
2013-02-22,49,9.0,,0.09,4.41
2013-02-23,28,9.0,,0.09,2.52
2013-02-24,88,9.0,,0.09,7.92
2013-02-25,95,9.0,,0.09,8.549999999999999
2013-02-26,67,9.0,,0.09,6.029999999999999
2013-02-27,57,9.0,,0.09,5.13
2013-02-28,53,9.0,,0.09,4.77
2013-03-01,48,9.0,False,0.09,4.32
2013-03-02,30,9.0,,0.09,2.6999999999999997
2013-03-03,95,9.0,,0.09,8.549999999999999
2013-03-04,100,9.0,,0.09,9.0
2013-03-05,66,9.0,,0.09,5.9399999999999995
2013-03-06,57,9.0,,0.09,5.13
2013-03-07,52,9.0,,0.09,4.68
2013-03-08,56,9.0,,0.09,5.04
2013-03-09,27,9.0,,0.09,2.4299999999999997
2013-03-10,86,9.0,,0.09,7.739999999999999
2013-03-11,94,9.0,,0.09,8.459999999999999
2013-03-12,64,9.0,,0.09,5.76
2013-03-13,56,9.0,,0.09,5.04
2013-03-14,50,9.0,,0.09,4.5
2013-03-15,45,9.0,,0.09,4.05
2013-03-16,24,9.0,,0.09,2.16
2013-03-17,81,9.0,,0.09,7.29
2013-03-18,98,9.0,,0.09,8.82
2013-03-19,68,9.0,,0.09,6.12
2013-03-20,61,9.0,,0.09,5.49
2013-03-21,49,9.0,,0.09,4.41
2013-03-22,48,9.0,,0.09,4.32
2013-03-23,24,9.0,,0.09,2.16
2013-03-24,95,9.0,,0.09,8.549999999999999
2013-03-25,86,9.0,,0.09,7.739999999999999
2013-03-26,70,9.0,,0.09,6.3
2013-03-27,55,9.0,,0.09,4.95
2013-03-28,48,9.0,,0.09,4.32
2013-03-29,44,9.0,,0.09,3.96
2013-03-30,29,9.0,,0.09,2.61
2013-03-31,92,9.0,,0.09,8.28
2013-04-01,95,9.0,False,0.09,8.549999999999999
2013-04-02,73,9.0,,0.09,6.569999999999999
2013-04-03,60,9.0,,0.09,5.3999999999999995
2013-04-04,52,9.0,,0.09,4.68
2013-04-05,55,9.0,,0.09,4.95
2013-04-06,32,9.0,,0.09,2.88
2013-04-07,95,9.0,,0.09,8.549999999999999
2013-04-08,100,9.0,,0.09,9.0
2013-04-09,68,9.0,,0.09,6.12
2013-04-10,60,9.0,,0.09,5.3999999999999995
2013-04-11,56,9.0,,0.09,5.04
2013-04-12,53,9.0,,0.09,4.77
2013-04-13,29,9.0,,0.09,2.61
2013-04-14,96,9.0,,0.09,8.64
2013-04-15,95,9.0,,0.09,8.549999999999999
2013-04-16,64,9.0,,0.09,5.76
2013-04-17,60,9.0,,0.09,5.3999999999999995
2013-04-18,52,9.0,,0.09,4.68
2013-04-19,41,9.0,,0.09,3.69
2013-04-20,27,9.0,,0.09,2.4299999999999997
2013-04-21,87,9.0,,0.09,7.83
2013-04-22,99,9.0,,0.09,8.91
2013-04-23,69,9.0,,0.09,6.21
2013-04-24,53,9.0,,0.09,4.77
2013-04-25,55,9.0,,0.09,4.95
2013-04-26,47,9.0,,0.09,4.2299999999999995
