date,default_unscaled,default_monthly,isPartial,scale,default
2020-02-02,52,50.0,,0.5,26.0
2020-02-03,81,50.0,,0.5,40.5
2020-02-04,97,50.0,,0.5,48.5
2020-02-05,86,50.0,,0.5,43.0
2020-02-06,94,50.0,,0.5,47.0
2020-02-07,85,50.0,,0.5,42.5
2020-02-08,51,50.0,,0.5,25.5
2020-02-09,53,50.0,,0.5,26.5
2020-02-10,89,50.0,,0.5,44.5
2020-02-11,95,50.0,,0.5,47.5
2020-02-12,97,50.0,,0.5,48.5
2020-02-13,94,50.0,,0.5,47.0
2020-02-14,80,50.0,,0.5,40.0
2020-02-15,56,50.0,,0.5,28.0
2020-02-16,51,50.0,,0.5,25.5
2020-02-17,76,50.0,,0.5,38.0
2020-02-18,97,50.0,,0.5,48.5
2020-02-19,100,50.0,,0.5,50.0
2020-02-20,96,50.0,,0.5,48.0
2020-02-21,82,50.0,,0.5,41.0
2020-02-22,54,50.0,,0.5,27.0
2020-02-23,48,50.0,,0.5,24.0
2020-02-24,89,50.0,,0.5,44.5
2020-02-25,97,50.0,,0.5,48.5
2020-02-26,92,50.0,,0.5,46.0
2020-02-27,93,50.0,,0.5,46.5
2020-02-28,84,50.0,,0.5,42.0
2020-02-29,51,50.0,,0.5,25.5
2020-03-01,40,50.0,False,0.5,20.0
2020-03-02,83,50.0,,0.5,41.5
2020-03-03,84,50.0,,0.5,42.0
2020-03-04,84,50.0,,0.5,42.0
2020-03-05,82,50.0,,0.5,41.0
2020-03-06,78,50.0,,0.5,39.0
2020-03-07,46,50.0,,0.5,23.0
2020-03-08,46,50.0,,0.5,23.0
2020-03-09,75,50.0,,0.5,37.5
2020-03-10,85,50.0,,0.5,42.5
2020-03-11,78,50.0,,0.5,39.0
2020-03-12,71,50.0,,0.5,35.5
2020-03-13,68,50.0,,0.5,34.0
2020-03-14,45,50.0,,0.5,22.5
2020-03-15,47,50.0,,0.5,23.5
2020-03-16,74,50.0,,0.5,37.0
2020-03-17,76,50.0,,0.5,38.0
2020-03-18,79,50.0,,0.5,39.5
2020-03-19,79,50.0,,0.5,39.5
2020-03-20,79,50.0,,0.5,39.5
2020-03-21,50,50.0,,0.5,25.0
2020-03-22,56,50.0,,0.5,28.0
2020-03-23,84,50.0,,0.5,42.0
2020-03-24,91,50.0,,0.5,45.5
2020-03-25,90,50.0,,0.5,45.0
2020-03-26,100,50.0,,0.5,50.0
2020-03-27,87,50.0,,0.5,43.5
2020-03-28,64,50.0,,0.5,32.0
2020-03-29,59,50.0,,0.5,29.5
2020-03-30,89,50.0,,0.5,44.5
2020-03-31,89,50.0,,0.5,44.5
2020-04-01,96,52.0,False,0.52,49.92
2020-04-02,93,52.0,,0.52,48.36
2020-04-03,89,52.0,,0.52,46.28
2020-04-04,62,52.0,,0.52,32.24
2020-04-05,63,52.0,,0.52,32.76
2020-04-06,75,52.0,,0.52,39.0
2020-04-07,94,52.0,,0.52,48.88
2020-04-08,92,52.0,,0.52,47.84
2020-04-09,89,52.0,,0.52,46.28
2020-04-10,82,52.0,,0.52,42.64
2020-04-11,64,52.0,,0.52,33.28
2020-04-12,57,52.0,,0.52,29.64
2020-04-13,92,52.0,,0.52,47.84
2020-04-14,91,52.0,,0.52,47.32
2020-04-15,88,52.0,,0.52,45.760000000000005
2020-04-16,100,52.0,,0.52,52.0
2020-04-17,84,52.0,,0.52,43.68
2020-04-18,64,52.0,,0.52,33.28
2020-04-19,67,52.0,,0.52,34.84
2020-04-20,90,52.0,,0.52,46.800000000000004
2020-04-21,92,52.0,,0.52,47.84
2020-04-22,88,52.0,,0.52,45.760000000000005
2020-04-23,93,52.0,,0.52,48.36
2020-04-24,80,52.0,,0.52,41.6
2020-04-25,53,52.0,,0.52,27.560000000000002
2020-04-26,61,52.0,,0.52,31.720000000000002
2020-04-27,84,52.0,,0.52,43.68
2020-04-28,86,52.0,,0.52,44.72
2020-04-29,88,52.0,,0.52,45.760000000000005
2020-04-30,91,52.0,,0.52,47.32
2020-05-01,92,48.0,False,0.48,44.16
2020-05-02,65,48.0,,0.48,31.2
2020-05-03,62,48.0,,0.48,29.759999999999998
2020-05-04,94,48.0,,0.48,45.12
2020-05-05,89,48.0,,0.48,42.72
2020-05-06,93,48.0,,0.48,44.64
2020-05-07,98,48.0,,0.48,47.04
2020-05-08,90,48.0,,0.48,43.199999999999996
2020-05-09,57,48.0,,0.48,27.36
2020-05-10,57,48.0,,0.48,27.36
2020-05-11,100,48.0,,0.48,48.0
2020-05-12,93,48.0,,0.48,44.64
2020-05-13,96,48.0,,0.48,46.08
2020-05-14,97,48.0,,0.48,46.559999999999995
2020-05-15,91,48.0,,0.48,43.68
2020-05-16,54,48.0,,0.48,25.919999999999998
2020-05-17,52,48.0,,0.48,24.96
2020-05-18,88,48.0,,0.48,42.239999999999995
2020-05-19,100,48.0,,0.48,48.0
2020-05-20,94,48.0,,0.48,45.12
2020-05-21,93,48.0,,0.48,44.64
2020-05-22,85,48.0,,0.48,40.8
2020-05-23,61,48.0,,0.48,29.279999999999998
2020-05-24,58,48.0,,0.48,27.84
2020-05-25,52,48.0,,0.48,24.96
2020-05-26,87,48.0,,0.48,41.76
2020-05-27,89,48.0,,0.48,42.72
2020-05-28,98,48.0,,0.48,47.04
2020-05-29,79,48.0,,0.48,37.92
2020-05-30,52,48.0,,0.48,24.96
2020-05-31,54,48.0,,0.48,25.919999999999998
2020-06-01,88,48.0,False,0.48,42.239999999999995
2020-06-02,100,48.0,,0.48,48.0
2020-06-03,95,48.0,,0.48,45.6
2020-06-04,99,48.0,,0.48,47.519999999999996
2020-06-05,83,48.0,,0.48,39.839999999999996
2020-06-06,57,48.0,,0.48,27.36
2020-06-07,54,48.0,,0.48,25.919999999999998
2020-06-08,95,48.0,,0.48,45.6
2020-06-09,89,48.0,,0.48,42.72
2020-06-10,92,48.0,,0.48,44.16
2020-06-11,96,48.0,,0.48,46.08
2020-06-12,84,48.0,,0.48,40.32
2020-06-13,57,48.0,,0.48,27.36
2020-06-14,57,48.0,,0.48,27.36
2020-06-15,93,48.0,,0.48,44.64
2020-06-16,91,48.0,,0.48,43.68
2020-06-17,92,48.0,,0.48,44.16
2020-06-18,91,48.0,,0.48,43.68
2020-06-19,77,48.0,,0.48,36.96
2020-06-20,55,48.0,,0.48,26.4
2020-06-21,53,48.0,,0.48,25.439999999999998
2020-06-22,98,48.0,,0.48,47.04
2020-06-23,95,48.0,,0.48,45.6
2020-06-24,98,48.0,,0.48,47.04
2020-06-25,91,48.0,,0.48,43.68
2020-06-26,85,48.0,,0.48,40.8
2020-06-27,58,48.0,,0.48,27.84
2020-06-28,53,48.0,,0.48,25.439999999999998
2020-06-29,91,48.0,,0.48,43.68
2020-06-30,98,48.0,,0.48,47.04
2020-07-01,92,50.0,False,0.5,46.0
2020-07-02,83,50.0,,0.5,41.5
2020-07-03,60,50.0,,0.5,30.0
2020-07-04,47,50.0,,0.5,23.5
2020-07-05,49,50.0,,0.5,24.5
2020-07-06,92,50.0,,0.5,46.0
2020-07-07,90,50.0,,0.5,45.0
2020-07-08,92,50.0,,0.5,46.0
2020-07-09,85,50.0,,0.5,42.5
2020-07-10,91,50.0,,0.5,45.5
2020-07-11,62,50.0,,0.5,31.0
2020-07-12,53,50.0,,0.5,26.5
2020-07-13,91,50.0,,0.5,45.5
2020-07-14,96,50.0,,0.5,48.0
2020-07-15,95,50.0,,0.5,47.5
2020-07-16,98,50.0,,0.5,49.0
2020-07-17,93,50.0,,0.5,46.5
2020-07-18,54,50.0,,0.5,27.0
2020-07-19,52,50.0,,0.5,26.0
2020-07-20,90,50.0,,0.5,45.0
2020-07-21,100,50.0,,0.5,50.0
2020-07-22,96,50.0,,0.5,48.0
2020-07-23,96,50.0,,0.5,48.0
2020-07-24,88,50.0,,0.5,44.0
2020-07-25,55,50.0,,0.5,27.5
2020-07-26,54,50.0,,0.5,27.0
2020-07-27,92,50.0,,0.5,46.0
2020-07-28,100,50.0,,0.5,50.0
2020-07-29,94,50.0,,0.5,47.0
2020-07-30,99,50.0,,0.5,49.5
2020-07-31,96,50.0,,0.5,48.0
2020-08-01,50,49.0,False,0.49,24.5
2020-08-02,50,49.0,,0.49,24.5
2020-08-03,87,49.0,,0.49,42.63
2020-08-04,90,49.0,,0.49,44.1
2020-08-05,84,49.0,,0.49,41.16
2020-08-06,89,49.0,,0.49,43.61
2020-08-07,86,49.0,,0.49,42.14
2020-08-08,49,49.0,,0.49,24.009999999999998
2020-08-09,55,49.0,,0.49,26.95
2020-08-10,83,49.0,,0.49,40.67
2020-08-11,89,49.0,,0.49,43.61
2020-08-12,97,49.0,,0.49,47.53
2020-08-13,90,49.0,,0.49,44.1
2020-08-14,85,49.0,,0.49,41.65
2020-08-15,57,49.0,,0.49,27.93
2020-08-16,48,49.0,,0.49,23.52
2020-08-17,88,49.0,,0.49,43.12
2020-08-18,93,49.0,,0.49,45.57
2020-08-19,99,49.0,,0.49,48.51
2020-08-20,87,49.0,,0.49,42.63
2020-08-21,86,49.0,,0.49,42.14
2020-08-22,54,49.0,,0.49,26.46
2020-08-23,54,49.0,,0.49,26.46
2020-08-24,82,49.0,,0.49,40.18
2020-08-25,100,49.0,,0.49,49.0
2020-08-26,91,49.0,,0.49,44.589999999999996
2020-08-27,88,49.0,,0.49,43.12
2020-08-28,82,49.0,,0.49,40.18
2020-08-29,52,49.0,,0.49,25.48
2020-08-30,52,49.0,,0.49,25.48
2020-08-31,85,49.0,,0.49,41.65
2020-09-01,89,51.0,False,0.51,45.39
2020-09-02,98,51.0,,0.51,49.980000000000004
2020-09-03,98,51.0,,0.51,49.980000000000004
2020-09-04,78,51.0,,0.51,39.78
2020-09-05,61,51.0,,0.51,31.11
2020-09-06,72,51.0,,0.51,36.72
2020-09-07,60,51.0,,0.51,30.6
2020-09-08,80,51.0,,0.51,40.8
2020-09-09,97,51.0,,0.51,49.47
2020-09-10,92,51.0,,0.51,46.92
2020-09-11,92,51.0,,0.51,46.92
2020-09-12,56,51.0,,0.51,28.560000000000002
2020-09-13,61,51.0,,0.51,31.11
2020-09-14,83,51.0,,0.51,42.33
2020-09-15,95,51.0,,0.51,48.45
2020-09-16,100,51.0,,0.51,51.0
2020-09-17,91,51.0,,0.51,46.410000000000004
2020-09-18,89,51.0,,0.51,45.39
2020-09-19,61,51.0,,0.51,31.11
2020-09-20,68,51.0,,0.51,34.68
2020-09-21,88,51.0,,0.51,44.88
2020-09-22,96,51.0,,0.51,48.96
2020-09-23,99,51.0,,0.51,50.49
2020-09-24,88,51.0,,0.51,44.88
2020-09-25,84,51.0,,0.51,42.84
2020-09-26,57,51.0,,0.51,29.07
2020-09-27,63,51.0,,0.51,32.13
2020-09-28,84,51.0,,0.51,42.84
2020-09-29,93,51.0,,0.51,47.43
2020-09-30,74,51.0,,0.51,37.74
2020-10-01,88,44.0,False,0.44,38.72
2020-10-02,89,44.0,,0.44,39.160000000000004
2020-10-03,56,44.0,,0.44,24.64
2020-10-04,61,44.0,,0.44,26.84
2020-10-05,86,44.0,,0.44,37.84
2020-10-06,98,44.0,,0.44,43.12
2020-10-07,95,44.0,,0.44,41.8
2020-10-08,90,44.0,,0.44,39.6
2020-10-09,79,44.0,,0.44,34.76
2020-10-10,49,44.0,,0.44,21.56
2020-10-11,50,44.0,,0.44,22.0
2020-10-12,77,44.0,,0.44,33.88
2020-10-13,86,44.0,,0.44,37.84
2020-10-14,91,44.0,,0.44,40.04
2020-10-15,93,44.0,,0.44,40.92
2020-10-16,81,44.0,,0.44,35.64
2020-10-17,53,44.0,,0.44,23.32
2020-10-18,47,44.0,,0.44,20.68
2020-10-19,80,44.0,,0.44,35.2
2020-10-20,93,44.0,,0.44,40.92
2020-10-21,96,44.0,,0.44,42.24
2020-10-22,92,44.0,,0.44,40.48
2020-10-23,77,44.0,,0.44,33.88
2020-10-24,56,44.0,,0.44,24.64
2020-10-25,54,44.0,,0.44,23.76
2020-10-26,80,44.0,,0.44,35.2
2020-10-27,88,44.0,,0.44,38.72
2020-10-28,100,44.0,,0.44,44.0
2020-10-29,92,44.0,,0.44,40.48
2020-10-30,80,44.0,,0.44,35.2
2020-10-31,51,44.0,,0.44,22.44
2020-11-01,63,38.0,True,0.38,23.94
2020-11-02,89,38.0,,0.38,33.82
2020-11-03,95,38.0,,0.38,36.1
2020-11-04,54,38.0,,0.38,20.52
2020-11-05,80,38.0,,0.38,30.4
2020-11-06,71,38.0,,0.38,26.98
2020-11-07,44,38.0,,0.38,16.72
2020-11-08,49,38.0,,0.38,18.62
2020-11-09,95,38.0,,0.38,36.1
2020-11-10,85,38.0,,0.38,32.3
2020-11-11,82,38.0,,0.38,31.16
2020-11-12,93,38.0,,0.38,35.34
2020-11-13,90,38.0,,0.38,34.2
2020-11-14,64,38.0,,0.38,24.32
2020-11-15,54,38.0,,0.38,20.52
2020-11-16,94,38.0,,0.38,35.72
2020-11-17,100,38.0,,0.38,38.0
2020-11-18,96,38.0,,0.38,36.480000000000004
2020-11-19,94,38.0,,0.38,35.72
2020-11-20,95,38.0,,0.38,36.1
2020-11-21,62,38.0,,0.38,23.56
2020-11-22,63,38.0,,0.38,23.94
2020-11-23,89,38.0,,0.38,33.82
2020-11-24,98,38.0,,0.38,37.24
2020-11-25,85,38.0,,0.38,32.3
2020-11-26,54,38.0,,0.38,20.52
2020-11-27,54,38.0,,0.38,20.52
2020-11-28,48,38.0,,0.38,18.240000000000002
2020-11-29,54,38.0,,0.38,20.52
