date,default_unscaled,default_monthly,isPartial,scale,default
2013-04-23,81,68.0,,0.68,55.080000000000005
2013-04-24,99,68.0,,0.68,67.32000000000001
2013-04-25,87,68.0,,0.68,59.160000000000004
2013-04-26,87,68.0,,0.68,59.160000000000004
2013-04-27,61,68.0,,0.68,41.480000000000004
2013-04-28,63,68.0,,0.68,42.84
2013-04-29,76,68.0,,0.68,51.68000000000001
2013-04-30,81,68.0,,0.68,55.080000000000005
2013-05-01,100,66.0,False,0.66,66.0
2013-05-02,94,66.0,,0.66,62.040000000000006
2013-05-03,92,66.0,,0.66,60.720000000000006
2013-05-04,51,66.0,,0.66,33.660000000000004
2013-05-05,57,66.0,,0.66,37.620000000000005
2013-05-06,84,66.0,,0.66,55.440000000000005
2013-05-07,89,66.0,,0.66,58.74
2013-05-08,89,66.0,,0.66,58.74
2013-05-09,84,66.0,,0.66,55.440000000000005
2013-05-10,83,66.0,,0.66,54.78
2013-05-11,57,66.0,,0.66,37.620000000000005
2013-05-12,63,66.0,,0.66,41.580000000000005
2013-05-13,87,66.0,,0.66,57.42
2013-05-14,88,66.0,,0.66,58.080000000000005
2013-05-15,92,66.0,,0.66,60.720000000000006
2013-05-16,91,66.0,,0.66,60.06
2013-05-17,91,66.0,,0.66,60.06
2013-05-18,57,66.0,,0.66,37.620000000000005
2013-05-19,62,66.0,,0.66,40.92
2013-05-20,87,66.0,,0.66,57.42
2013-05-21,86,66.0,,0.66,56.760000000000005
2013-05-22,88,66.0,,0.66,58.080000000000005
2013-05-23,86,66.0,,0.66,56.760000000000005
2013-05-24,83,66.0,,0.66,54.78
2013-05-25,58,66.0,,0.66,38.28
2013-05-26,53,66.0,,0.66,34.980000000000004
2013-05-27,63,66.0,,0.66,41.580000000000005
2013-05-28,83,66.0,,0.66,54.78
2013-05-29,94,66.0,,0.66,62.040000000000006
2013-05-30,88,66.0,,0.66,58.080000000000005
2013-05-31,86,66.0,,0.66,56.760000000000005
2013-06-01,62,67.0,False,0.67,41.54
2013-06-02,55,67.0,,0.67,36.85
2013-06-03,79,67.0,,0.67,52.93
2013-06-04,90,67.0,,0.67,60.300000000000004
2013-06-05,94,67.0,,0.67,62.980000000000004
2013-06-06,88,67.0,,0.67,58.96
2013-06-07,90,67.0,,0.67,60.300000000000004
2013-06-08,59,67.0,,0.67,39.53
2013-06-09,53,67.0,,0.67,35.510000000000005
2013-06-10,81,67.0,,0.67,54.27
2013-06-11,85,67.0,,0.67,56.95
2013-06-12,97,67.0,,0.67,64.99000000000001
2013-06-13,98,67.0,,0.67,65.66000000000001
2013-06-14,82,67.0,,0.67,54.940000000000005
2013-06-15,58,67.0,,0.67,38.86
2013-06-16,51,67.0,,0.67,34.17
2013-06-17,79,67.0,,0.67,52.93
2013-06-18,100,67.0,,0.67,67.0
2013-06-19,98,67.0,,0.67,65.66000000000001
2013-06-20,97,67.0,,0.67,64.99000000000001
2013-06-21,86,67.0,,0.67,57.620000000000005
2013-06-22,61,67.0,,0.67,40.870000000000005
2013-06-23,55,67.0,,0.67,36.85
2013-06-24,86,67.0,,0.67,57.620000000000005
2013-06-25,90,67.0,,0.67,60.300000000000004
2013-06-26,90,67.0,,0.67,60.300000000000004
2013-06-27,92,67.0,,0.67,61.64
2013-06-28,85,67.0,,0.67,56.95
2013-06-29,62,67.0,,0.67,41.54
2013-06-30,56,67.0,,0.67,37.52
2013-07-01,82,69.0,False,0.69,56.58
2013-07-02,87,69.0,,0.69,60.029999999999994
2013-07-03,80,69.0,,0.69,55.199999999999996
2013-07-04,47,69.0,,0.69,32.43
2013-07-05,70,69.0,,0.69,48.3
2013-07-06,55,69.0,,0.69,37.949999999999996
2013-07-07,46,69.0,,0.69,31.74
2013-07-08,95,69.0,,0.69,65.55
2013-07-09,92,69.0,,0.69,63.48
2013-07-10,90,69.0,,0.69,62.099999999999994
2013-07-11,93,69.0,,0.69,64.17
2013-07-12,79,69.0,,0.69,54.51
2013-07-13,65,69.0,,0.69,44.849999999999994
2013-07-14,60,69.0,,0.69,41.4
2013-07-15,82,69.0,,0.69,56.58
2013-07-16,89,69.0,,0.69,61.41
2013-07-17,85,69.0,,0.69,58.65
2013-07-18,100,69.0,,0.69,69.0
2013-07-19,80,69.0,,0.69,55.199999999999996
2013-07-20,58,69.0,,0.69,40.019999999999996
2013-07-21,45,69.0,,0.69,31.049999999999997
2013-07-22,76,69.0,,0.69,52.44
2013-07-23,92,69.0,,0.69,63.48
2013-07-24,89,69.0,,0.69,61.41
2013-07-25,99,69.0,,0.69,68.30999999999999
2013-07-26,89,69.0,,0.69,61.41
2013-07-27,58,69.0,,0.69,40.019999999999996
2013-07-28,57,69.0,,0.69,39.33
2013-07-29,89,69.0,,0.69,61.41
2013-07-30,85,69.0,,0.69,58.65
2013-07-31,94,69.0,,0.69,64.86
2013-08-01,97,71.0,False,0.71,68.86999999999999
2013-08-02,82,71.0,,0.71,58.22
2013-08-03,65,71.0,,0.71,46.15
2013-08-04,61,71.0,,0.71,43.309999999999995
2013-08-05,100,71.0,,0.71,71.0
2013-08-06,88,71.0,,0.71,62.48
2013-08-07,100,71.0,,0.71,71.0
2013-08-08,95,71.0,,0.71,67.45
2013-08-09,99,71.0,,0.71,70.28999999999999
2013-08-10,67,71.0,,0.71,47.57
2013-08-11,64,71.0,,0.71,45.44
2013-08-12,81,71.0,,0.71,57.51
2013-08-13,98,71.0,,0.71,69.58
2013-08-14,91,71.0,,0.71,64.61
2013-08-15,98,71.0,,0.71,69.58
2013-08-16,93,71.0,,0.71,66.03
2013-08-17,68,71.0,,0.71,48.28
2013-08-18,68,71.0,,0.71,48.28
2013-08-19,91,71.0,,0.71,64.61
2013-08-20,95,71.0,,0.71,67.45
2013-08-21,90,71.0,,0.71,63.9
2013-08-22,92,71.0,,0.71,65.32
2013-08-23,82,71.0,,0.71,58.22
2013-08-24,67,71.0,,0.71,47.57
2013-08-25,67,71.0,,0.71,47.57
2013-08-26,74,71.0,,0.71,52.54
2013-08-27,92,71.0,,0.71,65.32
2013-08-28,97,71.0,,0.71,68.86999999999999
2013-08-29,93,71.0,,0.71,66.03
2013-08-30,92,71.0,,0.71,65.32
2013-08-31,59,71.0,,0.71,41.89
2013-09-01,61,66.0,False,0.66,40.260000000000005
2013-09-02,60,66.0,,0.66,39.6
2013-09-03,77,66.0,,0.66,50.82
2013-09-04,84,66.0,,0.66,55.440000000000005
2013-09-05,96,66.0,,0.66,63.36
2013-09-06,76,66.0,,0.66,50.160000000000004
2013-09-07,53,66.0,,0.66,34.980000000000004
2013-09-08,41,66.0,,0.66,27.060000000000002
2013-09-09,83,66.0,,0.66,54.78
2013-09-10,82,66.0,,0.66,54.120000000000005
2013-09-11,87,66.0,,0.66,57.42
2013-09-12,78,66.0,,0.66,51.480000000000004
2013-09-13,85,66.0,,0.66,56.1
2013-09-14,55,66.0,,0.66,36.300000000000004
2013-09-15,56,66.0,,0.66,36.96
2013-09-16,77,66.0,,0.66,50.82
2013-09-17,90,66.0,,0.66,59.400000000000006
2013-09-18,94,66.0,,0.66,62.040000000000006
2013-09-19,89,66.0,,0.66,58.74
2013-09-20,91,66.0,,0.66,60.06
2013-09-21,56,66.0,,0.66,36.96
2013-09-22,62,66.0,,0.66,40.92
2013-09-23,79,66.0,,0.66,52.14
2013-09-24,100,66.0,,0.66,66.0
2013-09-25,93,66.0,,0.66,61.38
2013-09-26,93,66.0,,0.66,61.38
2013-09-27,85,66.0,,0.66,56.1
2013-09-28,65,66.0,,0.66,42.9
2013-09-29,54,66.0,,0.66,35.64
2013-09-30,80,66.0,,0.66,52.800000000000004
2013-10-01,61,81.0,False,0.81,49.410000000000004
2013-10-02,67,81.0,,0.81,54.27
2013-10-03,70,81.0,,0.81,56.7
2013-10-04,63,81.0,,0.81,51.03
2013-10-05,41,81.0,,0.81,33.21
2013-10-06,43,81.0,,0.81,34.830000000000005
2013-10-07,77,81.0,,0.81,62.370000000000005
2013-10-08,78,81.0,,0.81,63.18000000000001
2013-10-09,83,81.0,,0.81,67.23
2013-10-10,71,81.0,,0.81,57.510000000000005
2013-10-11,64,81.0,,0.81,51.84
2013-10-12,43,81.0,,0.81,34.830000000000005
2013-10-13,52,81.0,,0.81,42.120000000000005
2013-10-14,77,81.0,,0.81,62.370000000000005
2013-10-15,86,81.0,,0.81,69.66000000000001
2013-10-16,100,81.0,,0.81,81.0
2013-10-17,80,81.0,,0.81,64.80000000000001
2013-10-18,62,81.0,,0.81,50.220000000000006
2013-10-19,39,81.0,,0.81,31.590000000000003
2013-10-20,35,81.0,,0.81,28.35
2013-10-21,57,81.0,,0.81,46.17
2013-10-22,61,81.0,,0.81,49.410000000000004
2013-10-23,68,81.0,,0.81,55.080000000000005
2013-10-24,64,81.0,,0.81,51.84
2013-10-25,55,81.0,,0.81,44.550000000000004
2013-10-26,38,81.0,,0.81,30.78
2013-10-27,35,81.0,,0.81,28.35
2013-10-28,58,81.0,,0.81,46.980000000000004
2013-10-29,61,81.0,,0.81,49.410000000000004
2013-10-30,59,81.0,,0.81,47.790000000000006
2013-10-31,61,81.0,,0.81,49.410000000000004
2013-11-01,87,65.0,False,0.65,56.550000000000004
2013-11-02,61,65.0,,0.65,39.65
2013-11-03,57,65.0,,0.65,37.050000000000004
2013-11-04,86,65.0,,0.65,55.9
2013-11-05,84,65.0,,0.65,54.6
2013-11-06,93,65.0,,0.65,60.45
2013-11-07,83,65.0,,0.65,53.95
2013-11-08,71,65.0,,0.65,46.15
2013-11-09,66,65.0,,0.65,42.9
2013-11-10,54,65.0,,0.65,35.1
2013-11-11,90,65.0,,0.65,58.5
2013-11-12,100,65.0,,0.65,65.0
2013-11-13,86,65.0,,0.65,55.9
2013-11-14,86,65.0,,0.65,55.9
2013-11-15,83,65.0,,0.65,53.95
2013-11-16,54,65.0,,0.65,35.1
2013-11-17,57,65.0,,0.65,37.050000000000004
2013-11-18,89,65.0,,0.65,57.85
2013-11-19,96,65.0,,0.65,62.400000000000006
2013-11-20,84,65.0,,0.65,54.6
2013-11-21,86,65.0,,0.65,55.9
2013-11-22,88,65.0,,0.65,57.2
2013-11-23,55,65.0,,0.65,35.75
2013-11-24,62,65.0,,0.65,40.300000000000004
2013-11-25,87,65.0,,0.65,56.550000000000004
2013-11-26,88,65.0,,0.65,57.2
2013-11-27,86,65.0,,0.65,55.9
2013-11-28,59,65.0,,0.65,38.35
2013-11-29,60,65.0,,0.65,39.0
2013-11-30,59,65.0,,0.65,38.35
2013-12-01,51,67.0,False,0.67,34.17
2013-12-02,73,67.0,,0.67,48.910000000000004
2013-12-03,84,67.0,,0.67,56.28
2013-12-04,87,67.0,,0.67,58.290000000000006
2013-12-05,100,67.0,,0.67,67.0
2013-12-06,80,67.0,,0.67,53.6
2013-12-07,62,67.0,,0.67,41.54
2013-12-08,58,67.0,,0.67,38.86
2013-12-09,81,67.0,,0.67,54.27
2013-12-10,88,67.0,,0.67,58.96
2013-12-11,90,67.0,,0.67,60.300000000000004
2013-12-12,92,67.0,,0.67,61.64
2013-12-13,79,67.0,,0.67,52.93
2013-12-14,64,67.0,,0.67,42.88
2013-12-15,51,67.0,,0.67,34.17
2013-12-16,80,67.0,,0.67,53.6
2013-12-17,81,67.0,,0.67,54.27
2013-12-18,87,67.0,,0.67,58.290000000000006
2013-12-19,85,67.0,,0.67,56.95
2013-12-20,78,67.0,,0.67,52.260000000000005
2013-12-21,55,67.0,,0.67,36.85
2013-12-22,52,67.0,,0.67,34.84
2013-12-23,73,67.0,,0.67,48.910000000000004
2013-12-24,67,67.0,,0.67,44.89
2013-12-25,72,67.0,,0.67,48.24
2013-12-26,81,67.0,,0.67,54.27
2013-12-27,77,67.0,,0.67,51.59
2013-12-28,64,67.0,,0.67,42.88
2013-12-29,63,67.0,,0.67,42.21
2013-12-30,82,67.0,,0.67,54.940000000000005
2013-12-31,77,67.0,,0.67,51.59
2014-01-01,53,74.0,False,0.74,39.22
2014-01-02,80,74.0,,0.74,59.2
2014-01-03,88,74.0,,0.74,65.12
2014-01-04,64,74.0,,0.74,47.36
2014-01-05,64,74.0,,0.74,47.36
2014-01-06,76,74.0,,0.74,56.24
2014-01-07,88,74.0,,0.74,65.12
2014-01-08,89,74.0,,0.74,65.86
2014-01-09,88,74.0,,0.74,65.12
2014-01-10,85,74.0,,0.74,62.9
2014-01-11,54,74.0,,0.74,39.96
2014-01-12,56,74.0,,0.74,41.44
2014-01-13,86,74.0,,0.74,63.64
2014-01-14,91,74.0,,0.74,67.34
2014-01-15,100,74.0,,0.74,74.0
2014-01-16,92,74.0,,0.74,68.08
2014-01-17,95,74.0,,0.74,70.3
2014-01-18,66,74.0,,0.74,48.839999999999996
2014-01-19,53,74.0,,0.74,39.22
2014-01-20,77,74.0,,0.74,56.98
2014-01-21,81,74.0,,0.74,59.94
2014-01-22,91,74.0,,0.74,67.34
2014-01-23,95,74.0,,0.74,70.3
2014-01-24,85,74.0,,0.74,62.9
2014-01-25,62,74.0,,0.74,45.88
2014-01-26,59,74.0,,0.74,43.66
2014-01-27,82,74.0,,0.74,60.68
2014-01-28,86,74.0,,0.74,63.64
2014-01-29,88,74.0,,0.74,65.12
2014-01-30,88,74.0,,0.74,65.12
2014-01-31,85,74.0,,0.74,62.9
2014-02-01,49,100.0,False,1.0,49.0
2014-02-02,53,100.0,,1.0,53.0
2014-02-03,61,100.0,,1.0,61.0
2014-02-04,69,100.0,,1.0,69.0
2014-02-05,77,100.0,,1.0,77.0
2014-02-06,69,100.0,,1.0,69.0
2014-02-07,84,100.0,,1.0,84.0
2014-02-08,80,100.0,,1.0,80.0
2014-02-09,76,100.0,,1.0,76.0
2014-02-10,80,100.0,,1.0,80.0
2014-02-11,94,100.0,,1.0,94.0
2014-02-12,100,100.0,,1.0,100.0
2014-02-13,91,100.0,,1.0,91.0
2014-02-14,82,100.0,,1.0,82.0
2014-02-15,73,100.0,,1.0,73.0
2014-02-16,81,100.0,,1.0,81.0
2014-02-17,89,100.0,,1.0,89.0
2014-02-18,90,100.0,,1.0,90.0
2014-02-19,79,100.0,,1.0,79.0
2014-02-20,86,100.0,,1.0,86.0
2014-02-21,84,100.0,,1.0,84.0
2014-02-22,65,100.0,,1.0,65.0
2014-02-23,76,100.0,,1.0,76.0
2014-02-24,88,100.0,,1.0,88.0
2014-02-25,88,100.0,,1.0,88.0
2014-02-26,83,100.0,,1.0,83.0
2014-02-27,82,100.0,,1.0,82.0
2014-02-28,74,100.0,,1.0,74.0
2014-03-01,73,82.0,False,0.82,59.86
2014-03-02,77,82.0,,0.82,63.13999999999999
2014-03-03,89,82.0,,0.82,72.97999999999999
2014-03-04,97,82.0,,0.82,79.53999999999999
2014-03-05,96,82.0,,0.82,78.72
2014-03-06,93,82.0,,0.82,76.25999999999999
2014-03-07,92,82.0,,0.82,75.44
2014-03-08,74,82.0,,0.82,60.68
2014-03-09,70,82.0,,0.82,57.4
2014-03-10,100,82.0,,0.82,82.0
2014-03-11,93,82.0,,0.82,76.25999999999999
2014-03-12,91,82.0,,0.82,74.61999999999999
2014-03-13,92,82.0,,0.82,75.44
2014-03-14,87,82.0,,0.82,71.33999999999999
2014-03-15,66,82.0,,0.82,54.12
2014-03-16,72,82.0,,0.82,59.04
2014-03-17,85,82.0,,0.82,69.7
2014-03-18,90,82.0,,0.82,73.8
2014-03-19,86,82.0,,0.82,70.52
2014-03-20,87,82.0,,0.82,71.33999999999999
2014-03-21,79,82.0,,0.82,64.78
2014-03-22,61,82.0,,0.82,50.019999999999996
2014-03-23,58,82.0,,0.82,47.559999999999995
2014-03-24,80,82.0,,0.82,65.6
2014-03-25,81,82.0,,0.82,66.42
2014-03-26,85,82.0,,0.82,69.7
2014-03-27,84,82.0,,0.82,68.88
2014-03-28,86,82.0,,0.82,70.52
2014-03-29,65,82.0,,0.82,53.3
2014-03-30,54,82.0,,0.82,44.279999999999994
2014-03-31,84,82.0,,0.82,68.88
2014-04-01,91,77.0,False,0.77,70.07000000000001
2014-04-02,90,77.0,,0.77,69.3
2014-04-03,94,77.0,,0.77,72.38
2014-04-04,91,77.0,,0.77,70.07000000000001
2014-04-05,69,77.0,,0.77,53.13
2014-04-06,64,77.0,,0.77,49.28
2014-04-07,86,77.0,,0.77,66.22
2014-04-08,94,77.0,,0.77,72.38
2014-04-09,100,77.0,,0.77,77.0
2014-04-10,97,77.0,,0.77,74.69
2014-04-11,88,77.0,,0.77,67.76
2014-04-12,65,77.0,,0.77,50.050000000000004
2014-04-13,67,77.0,,0.77,51.59
2014-04-14,83,77.0,,0.77,63.910000000000004
2014-04-15,93,77.0,,0.77,71.61
2014-04-16,98,77.0,,0.77,75.46000000000001
2014-04-17,91,77.0,,0.77,70.07000000000001
2014-04-18,77,77.0,,0.77,59.29
2014-04-19,66,77.0,,0.77,50.82
2014-04-20,63,77.0,,0.77,48.51
2014-04-21,88,77.0,,0.77,67.76
2014-04-22,88,77.0,,0.77,67.76
2014-04-23,94,77.0,,0.77,72.38
2014-04-24,91,77.0,,0.77,70.07000000000001
2014-04-25,95,77.0,,0.77,73.15
2014-04-26,67,77.0,,0.77,51.59
2014-04-27,62,77.0,,0.77,47.74
2014-04-28,87,77.0,,0.77,66.99
2014-04-29,100,77.0,,0.77,77.0
2014-04-30,93,77.0,,0.77,71.61
2014-05-01,90,72.0,False,0.72,64.8
2014-05-02,90,72.0,,0.72,64.8
2014-05-03,63,72.0,,0.72,45.36
2014-05-04,62,72.0,,0.72,44.64
2014-05-05,86,72.0,,0.72,61.919999999999995
2014-05-06,100,72.0,,0.72,72.0
2014-05-07,82,72.0,,0.72,59.04
2014-05-08,93,72.0,,0.72,66.96
2014-05-09,94,72.0,,0.72,67.67999999999999
2014-05-10,57,72.0,,0.72,41.04
2014-05-11,68,72.0,,0.72,48.96
2014-05-12,90,72.0,,0.72,64.8
2014-05-13,100,72.0,,0.72,72.0
2014-05-14,88,72.0,,0.72,63.36
2014-05-15,90,72.0,,0.72,64.8
2014-05-16,86,72.0,,0.72,61.919999999999995
2014-05-17,67,72.0,,0.72,48.239999999999995
2014-05-18,65,72.0,,0.72,46.8
2014-05-19,87,72.0,,0.72,62.64
2014-05-20,82,72.0,,0.72,59.04
2014-05-21,97,72.0,,0.72,69.84
2014-05-22,88,72.0,,0.72,63.36
2014-05-23,86,72.0,,0.72,61.919999999999995
2014-05-24,72,72.0,,0.72,51.839999999999996
2014-05-25,62,72.0,,0.72,44.64
2014-05-26,61,72.0,,0.72,43.92
2014-05-27,94,72.0,,0.72,67.67999999999999
2014-05-28,95,72.0,,0.72,68.39999999999999
2014-05-29,99,72.0,,0.72,71.28
2014-05-30,78,72.0,,0.72,56.16
2014-05-31,68,72.0,,0.72,48.96
2014-06-01,41,77.0,False,0.77,31.57
2014-06-02,60,77.0,,0.77,46.2
2014-06-03,71,77.0,,0.77,54.67
2014-06-04,65,77.0,,0.77,50.050000000000004
2014-06-05,60,77.0,,0.77,46.2
2014-06-06,58,77.0,,0.77,44.660000000000004
2014-06-07,40,77.0,,0.77,30.8
2014-06-08,36,77.0,,0.77,27.72
2014-06-09,63,77.0,,0.77,48.51
2014-06-10,68,77.0,,0.77,52.36
2014-06-11,65,77.0,,0.77,50.050000000000004
2014-06-12,62,77.0,,0.77,47.74
2014-06-13,60,77.0,,0.77,46.2
2014-06-14,41,77.0,,0.77,31.57
2014-06-15,41,77.0,,0.77,31.57
2014-06-16,86,77.0,,0.77,66.22
2014-06-17,100,77.0,,0.77,77.0
2014-06-18,61,77.0,,0.77,46.97
2014-06-19,65,77.0,,0.77,50.050000000000004
2014-06-20,57,77.0,,0.77,43.89
2014-06-21,41,77.0,,0.77,31.57
2014-06-22,42,77.0,,0.77,32.34
2014-06-23,58,77.0,,0.77,44.660000000000004
2014-06-24,66,77.0,,0.77,50.82
2014-06-25,67,77.0,,0.77,51.59
2014-06-26,61,77.0,,0.77,46.97
2014-06-27,62,77.0,,0.77,47.74
2014-06-28,38,77.0,,0.77,29.26
2014-06-29,37,77.0,,0.77,28.490000000000002
2014-06-30,58,77.0,,0.77,44.660000000000004
2014-07-01,78,78.0,False,0.78,60.84
2014-07-02,86,78.0,,0.78,67.08
2014-07-03,79,78.0,,0.78,61.620000000000005
2014-07-04,54,78.0,,0.78,42.120000000000005
2014-07-05,49,78.0,,0.78,38.22
2014-07-06,52,78.0,,0.78,40.56
2014-07-07,77,78.0,,0.78,60.06
2014-07-08,82,78.0,,0.78,63.96
2014-07-09,82,78.0,,0.78,63.96
2014-07-10,84,78.0,,0.78,65.52
2014-07-11,75,78.0,,0.78,58.5
2014-07-12,49,78.0,,0.78,38.22
2014-07-13,54,78.0,,0.78,42.120000000000005
2014-07-14,80,78.0,,0.78,62.400000000000006
2014-07-15,83,78.0,,0.78,64.74000000000001
2014-07-16,79,78.0,,0.78,61.620000000000005
2014-07-17,85,78.0,,0.78,66.3
2014-07-18,82,78.0,,0.78,63.96
2014-07-19,57,78.0,,0.78,44.46
2014-07-20,55,78.0,,0.78,42.9
2014-07-21,90,78.0,,0.78,70.2
2014-07-22,84,78.0,,0.78,65.52
2014-07-23,86,78.0,,0.78,67.08
2014-07-24,91,78.0,,0.78,70.98
2014-07-25,79,78.0,,0.78,61.620000000000005
2014-07-26,53,78.0,,0.78,41.34
2014-07-27,57,78.0,,0.78,44.46
2014-07-28,81,78.0,,0.78,63.18
2014-07-29,85,78.0,,0.78,66.3
2014-07-30,92,78.0,,0.78,71.76
2014-07-31,100,78.0,,0.78,78.0
2014-08-01,97,77.0,False,0.77,74.69
2014-08-02,61,77.0,,0.77,46.97
2014-08-03,62,77.0,,0.77,47.74
2014-08-04,88,77.0,,0.77,67.76
2014-08-05,96,77.0,,0.77,73.92
2014-08-06,91,77.0,,0.77,70.07000000000001
2014-08-07,100,77.0,,0.77,77.0
2014-08-08,89,77.0,,0.77,68.53
2014-08-09,60,77.0,,0.77,46.2
2014-08-10,57,77.0,,0.77,43.89
2014-08-11,82,77.0,,0.77,63.14
2014-08-12,87,77.0,,0.77,66.99
2014-08-13,95,77.0,,0.77,73.15
2014-08-14,98,77.0,,0.77,75.46000000000001
2014-08-15,83,77.0,,0.77,63.910000000000004
2014-08-16,57,77.0,,0.77,43.89
2014-08-17,57,77.0,,0.77,43.89
2014-08-18,83,77.0,,0.77,63.910000000000004
2014-08-19,93,77.0,,0.77,71.61
2014-08-20,91,77.0,,0.77,70.07000000000001
2014-08-21,88,77.0,,0.77,67.76
2014-08-22,84,77.0,,0.77,64.68
2014-08-23,61,77.0,,0.77,46.97
2014-08-24,65,77.0,,0.77,50.050000000000004
2014-08-25,87,77.0,,0.77,66.99
2014-08-26,95,77.0,,0.77,73.15
2014-08-27,92,77.0,,0.77,70.84
2014-08-28,93,77.0,,0.77,71.61
2014-08-29,85,77.0,,0.77,65.45
2014-08-30,59,77.0,,0.77,45.43
2014-08-31,60,77.0,,0.77,46.2
2014-09-01,64,74.0,False,0.74,47.36
2014-09-02,74,74.0,,0.74,54.76
2014-09-03,100,74.0,,0.74,74.0
2014-09-04,96,74.0,,0.74,71.03999999999999
2014-09-05,88,74.0,,0.74,65.12
2014-09-06,64,74.0,,0.74,47.36
2014-09-07,56,74.0,,0.74,41.44
2014-09-08,83,74.0,,0.74,61.42
2014-09-09,100,74.0,,0.74,74.0
2014-09-10,85,74.0,,0.74,62.9
2014-09-11,84,74.0,,0.74,62.16
2014-09-12,85,74.0,,0.74,62.9
2014-09-13,59,74.0,,0.74,43.66
2014-09-14,61,74.0,,0.74,45.14
2014-09-15,88,74.0,,0.74,65.12
2014-09-16,99,74.0,,0.74,73.26
2014-09-17,96,74.0,,0.74,71.03999999999999
2014-09-18,92,74.0,,0.74,68.08
2014-09-19,93,74.0,,0.74,68.82
2014-09-20,71,74.0,,0.74,52.54
2014-09-21,57,74.0,,0.74,42.18
2014-09-22,95,74.0,,0.74,70.3
2014-09-23,86,74.0,,0.74,63.64
2014-09-24,95,74.0,,0.74,70.3
2014-09-25,90,74.0,,0.74,66.6
2014-09-26,85,74.0,,0.74,62.9
2014-09-27,54,74.0,,0.74,39.96
2014-09-28,58,74.0,,0.74,42.92
2014-09-29,86,74.0,,0.74,63.64
2014-09-30,90,74.0,,0.74,66.6
2014-10-01,95,73.0,False,0.73,69.35
2014-10-02,93,73.0,,0.73,67.89
2014-10-03,99,73.0,,0.73,72.27
2014-10-04,61,73.0,,0.73,44.53
2014-10-05,63,73.0,,0.73,45.99
2014-10-06,91,73.0,,0.73,66.42999999999999
2014-10-07,93,73.0,,0.73,67.89
2014-10-08,91,73.0,,0.73,66.42999999999999
2014-10-09,85,73.0,,0.73,62.05
2014-10-10,91,73.0,,0.73,66.42999999999999
2014-10-11,66,73.0,,0.73,48.18
2014-10-12,60,73.0,,0.73,43.8
2014-10-13,84,73.0,,0.73,61.32
2014-10-14,88,73.0,,0.73,64.24
2014-10-15,99,73.0,,0.73,72.27
2014-10-16,97,73.0,,0.73,70.81
2014-10-17,95,73.0,,0.73,69.35
2014-10-18,71,73.0,,0.73,51.83
2014-10-19,59,73.0,,0.73,43.07
2014-10-20,87,73.0,,0.73,63.51
2014-10-21,100,73.0,,0.73,73.0
2014-10-22,95,73.0,,0.73,69.35
2014-10-23,95,73.0,,0.73,69.35
2014-10-24,85,73.0,,0.73,62.05
2014-10-25,63,73.0,,0.73,45.99
2014-10-26,64,73.0,,0.73,46.72
2014-10-27,89,73.0,,0.73,64.97
2014-10-28,96,73.0,,0.73,70.08
2014-10-29,97,73.0,,0.73,70.81
2014-10-30,100,73.0,,0.73,73.0
2014-10-31,86,73.0,,0.73,62.78
2014-11-01,50,66.0,False,0.66,33.0
2014-11-02,53,66.0,,0.66,34.980000000000004
2014-11-03,80,66.0,,0.66,52.800000000000004
2014-11-04,84,66.0,,0.66,55.440000000000005
2014-11-05,86,66.0,,0.66,56.760000000000005
2014-11-06,93,66.0,,0.66,61.38
2014-11-07,91,66.0,,0.66,60.06
2014-11-08,51,66.0,,0.66,33.660000000000004
2014-11-09,63,66.0,,0.66,41.580000000000005
2014-11-10,81,66.0,,0.66,53.46
2014-11-11,83,66.0,,0.66,54.78
2014-11-12,88,66.0,,0.66,58.080000000000005
2014-11-13,78,66.0,,0.66,51.480000000000004
2014-11-14,77,66.0,,0.66,50.82
2014-11-15,53,66.0,,0.66,34.980000000000004
2014-11-16,56,66.0,,0.66,36.96
2014-11-17,79,66.0,,0.66,52.14
2014-11-18,79,66.0,,0.66,52.14
2014-11-19,100,66.0,,0.66,66.0
2014-11-20,91,66.0,,0.66,60.06
2014-11-21,86,66.0,,0.66,56.760000000000005
2014-11-22,56,66.0,,0.66,36.96
2014-11-23,52,66.0,,0.66,34.32
2014-11-24,69,66.0,,0.66,45.54
2014-11-25,83,66.0,,0.66,54.78
2014-11-26,82,66.0,,0.66,54.120000000000005
2014-11-27,48,66.0,,0.66,31.68
2014-11-28,51,66.0,,0.66,33.660000000000004
2014-11-29,46,66.0,,0.66,30.360000000000003
2014-11-30,55,66.0,,0.66,36.300000000000004
2014-12-01,82,68.0,False,0.68,55.760000000000005
2014-12-02,90,68.0,,0.68,61.2
2014-12-03,90,68.0,,0.68,61.2
2014-12-04,100,68.0,,0.68,68.0
2014-12-05,91,68.0,,0.68,61.88
2014-12-06,76,68.0,,0.68,51.68000000000001
2014-12-07,61,68.0,,0.68,41.480000000000004
2014-12-08,85,68.0,,0.68,57.800000000000004
2014-12-09,95,68.0,,0.68,64.60000000000001
2014-12-10,98,68.0,,0.68,66.64
2014-12-11,99,68.0,,0.68,67.32000000000001
2014-12-12,90,68.0,,0.68,61.2
2014-12-13,63,68.0,,0.68,42.84
2014-12-14,66,68.0,,0.68,44.88
2014-12-15,88,68.0,,0.68,59.84
2014-12-16,98,68.0,,0.68,66.64
