date,housing_unscaled,housing_monthly,isPartial,scale,housing
2011-09-08,91,81.0,,0.81,73.71000000000001
2011-09-09,81,81.0,,0.81,65.61
2011-09-10,52,81.0,,0.81,42.120000000000005
2011-09-11,64,81.0,,0.81,51.84
2011-09-12,96,81.0,,0.81,77.76
2011-09-13,95,81.0,,0.81,76.95
2011-09-14,95,81.0,,0.81,76.95
2011-09-15,98,81.0,,0.81,79.38000000000001
2011-09-16,83,81.0,,0.81,67.23
2011-09-17,55,81.0,,0.81,44.550000000000004
2011-09-18,58,81.0,,0.81,46.980000000000004
2011-09-19,91,81.0,,0.81,73.71000000000001
2011-09-20,97,81.0,,0.81,78.57000000000001
2011-09-21,94,81.0,,0.81,76.14
2011-09-22,91,81.0,,0.81,73.71000000000001
2011-09-23,82,81.0,,0.81,66.42
2011-09-24,57,81.0,,0.81,46.17
2011-09-25,58,81.0,,0.81,46.980000000000004
2011-09-26,90,81.0,,0.81,72.9
2011-09-27,95,81.0,,0.81,76.95
2011-09-28,89,81.0,,0.81,72.09
2011-09-29,87,81.0,,0.81,70.47
2011-09-30,80,81.0,,0.81,64.80000000000001
2011-10-01,68,78.0,False,0.78,53.04
2011-10-02,61,78.0,,0.78,47.58
2011-10-03,100,78.0,,0.78,78.0
2011-10-04,86,78.0,,0.78,67.08
2011-10-05,86,78.0,,0.78,67.08
2011-10-06,86,78.0,,0.78,67.08
2011-10-07,81,78.0,,0.78,63.18
2011-10-08,53,78.0,,0.78,41.34
2011-10-09,57,78.0,,0.78,44.46
2011-10-10,80,78.0,,0.78,62.400000000000006
2011-10-11,86,78.0,,0.78,67.08
2011-10-12,80,78.0,,0.78,62.400000000000006
2011-10-13,84,78.0,,0.78,65.52
2011-10-14,75,78.0,,0.78,58.5
2011-10-15,53,78.0,,0.78,41.34
2011-10-16,60,78.0,,0.78,46.800000000000004
2011-10-17,82,78.0,,0.78,63.96
2011-10-18,89,78.0,,0.78,69.42
2011-10-19,91,78.0,,0.78,70.98
2011-10-20,70,78.0,,0.78,54.6
2011-10-21,81,78.0,,0.78,63.18
2011-10-22,58,78.0,,0.78,45.24
2011-10-23,49,78.0,,0.78,38.22
2011-10-24,91,78.0,,0.78,70.98
2011-10-25,93,78.0,,0.78,72.54
2011-10-26,93,78.0,,0.78,72.54
2011-10-27,83,78.0,,0.78,64.74000000000001
2011-10-28,82,78.0,,0.78,63.96
2011-10-29,57,78.0,,0.78,44.46
2011-10-30,51,78.0,,0.78,39.78
2011-10-31,77,78.0,,0.78,60.06
2011-11-01,100,73.0,False,0.73,73.0
2011-11-02,95,73.0,,0.73,69.35
2011-11-03,87,73.0,,0.73,63.51
2011-11-04,85,73.0,,0.73,62.05
2011-11-05,55,73.0,,0.73,40.15
2011-11-06,57,73.0,,0.73,41.61
2011-11-07,96,73.0,,0.73,70.08
2011-11-08,87,73.0,,0.73,63.51
2011-11-09,80,73.0,,0.73,58.4
2011-11-10,80,73.0,,0.73,58.4
2011-11-11,72,73.0,,0.73,52.56
2011-11-12,55,73.0,,0.73,40.15
2011-11-13,56,73.0,,0.73,40.879999999999995
2011-11-14,91,73.0,,0.73,66.42999999999999
2011-11-15,92,73.0,,0.73,67.16
2011-11-16,93,73.0,,0.73,67.89
2011-11-17,86,73.0,,0.73,62.78
2011-11-18,79,73.0,,0.73,57.67
2011-11-19,50,73.0,,0.73,36.5
2011-11-20,51,73.0,,0.73,37.23
2011-11-21,85,73.0,,0.73,62.05
2011-11-22,84,73.0,,0.73,61.32
2011-11-23,58,73.0,,0.73,42.339999999999996
2011-11-24,39,73.0,,0.73,28.47
2011-11-25,47,73.0,,0.73,34.31
2011-11-26,50,73.0,,0.73,36.5
2011-11-27,56,73.0,,0.73,40.879999999999995
2011-11-28,87,73.0,,0.73,63.51
2011-11-29,87,73.0,,0.73,63.51
2011-11-30,93,73.0,,0.73,67.89
2011-12-01,96,71.0,False,0.71,68.16
2011-12-02,84,71.0,,0.71,59.64
2011-12-03,63,71.0,,0.71,44.73
2011-12-04,67,71.0,,0.71,47.57
2011-12-05,96,71.0,,0.71,68.16
2011-12-06,100,71.0,,0.71,71.0
2011-12-07,88,71.0,,0.71,62.48
2011-12-08,88,71.0,,0.71,62.48
2011-12-09,85,71.0,,0.71,60.349999999999994
2011-12-10,60,71.0,,0.71,42.599999999999994
2011-12-11,67,71.0,,0.71,47.57
2011-12-12,95,71.0,,0.71,67.45
2011-12-13,92,71.0,,0.71,65.32
2011-12-14,96,71.0,,0.71,68.16
2011-12-15,93,71.0,,0.71,66.03
2011-12-16,80,71.0,,0.71,56.8
2011-12-17,57,71.0,,0.71,40.47
2011-12-18,59,71.0,,0.71,41.89
2011-12-19,84,71.0,,0.71,59.64
2011-12-20,84,71.0,,0.71,59.64
2011-12-21,88,71.0,,0.71,62.48
2011-12-22,81,71.0,,0.71,57.51
2011-12-23,58,71.0,,0.71,41.18
2011-12-24,46,71.0,,0.71,32.66
2011-12-25,35,71.0,,0.71,24.849999999999998
2011-12-26,64,71.0,,0.71,45.44
2011-12-27,91,71.0,,0.71,64.61
2011-12-28,95,71.0,,0.71,67.45
2011-12-29,96,71.0,,0.71,68.16
2011-12-30,75,71.0,,0.71,53.25
2011-12-31,53,71.0,,0.71,37.629999999999995
2012-01-01,42,83.0,False,0.83,34.86
2012-01-02,58,83.0,,0.83,48.14
2012-01-03,83,83.0,,0.83,68.89
2012-01-04,100,83.0,,0.83,83.0
2012-01-05,86,83.0,,0.83,71.38
2012-01-06,74,83.0,,0.83,61.419999999999995
2012-01-07,62,83.0,,0.83,51.46
2012-01-08,58,83.0,,0.83,48.14
2012-01-09,83,83.0,,0.83,68.89
2012-01-10,82,83.0,,0.83,68.06
2012-01-11,70,83.0,,0.83,58.099999999999994
2012-01-12,81,83.0,,0.83,67.22999999999999
2012-01-13,71,83.0,,0.83,58.93
2012-01-14,54,83.0,,0.83,44.82
2012-01-15,52,83.0,,0.83,43.16
2012-01-16,67,83.0,,0.83,55.61
2012-01-17,87,83.0,,0.83,72.21
2012-01-18,85,83.0,,0.83,70.55
2012-01-19,75,83.0,,0.83,62.25
2012-01-20,77,83.0,,0.83,63.91
2012-01-21,60,83.0,,0.83,49.8
2012-01-22,51,83.0,,0.83,42.33
2012-01-23,73,83.0,,0.83,60.589999999999996
2012-01-24,88,83.0,,0.83,73.03999999999999
2012-01-25,80,83.0,,0.83,66.39999999999999
2012-01-26,84,83.0,,0.83,69.72
2012-01-27,77,83.0,,0.83,63.91
2012-01-28,56,83.0,,0.83,46.48
2012-01-29,49,83.0,,0.83,40.669999999999995
2012-01-30,84,83.0,,0.83,69.72
2012-01-31,83,83.0,,0.83,68.89
2012-02-01,93,84.0,False,0.84,78.11999999999999
2012-02-02,88,84.0,,0.84,73.92
2012-02-03,79,84.0,,0.84,66.36
2012-02-04,65,84.0,,0.84,54.6
2012-02-05,58,84.0,,0.84,48.72
2012-02-06,90,84.0,,0.84,75.6
2012-02-07,88,84.0,,0.84,73.92
2012-02-08,94,84.0,,0.84,78.96
2012-02-09,93,84.0,,0.84,78.11999999999999
2012-02-10,80,84.0,,0.84,67.2
2012-02-11,62,84.0,,0.84,52.08
2012-02-12,57,84.0,,0.84,47.879999999999995
2012-02-13,88,84.0,,0.84,73.92
2012-02-14,81,84.0,,0.84,68.03999999999999
2012-02-15,87,84.0,,0.84,73.08
2012-02-16,93,84.0,,0.84,78.11999999999999
2012-02-17,81,84.0,,0.84,68.03999999999999
2012-02-18,60,84.0,,0.84,50.4
2012-02-19,59,84.0,,0.84,49.559999999999995
2012-02-20,78,84.0,,0.84,65.52
2012-02-21,96,84.0,,0.84,80.64
2012-02-22,94,84.0,,0.84,78.96
2012-02-23,92,84.0,,0.84,77.28
2012-02-24,87,84.0,,0.84,73.08
2012-02-25,60,84.0,,0.84,50.4
2012-02-26,65,84.0,,0.84,54.6
2012-02-27,100,84.0,,0.84,84.0
2012-02-28,97,84.0,,0.84,81.48
2012-02-29,92,84.0,,0.84,77.28
2012-03-01,85,86.0,False,0.86,73.1
2012-03-02,83,86.0,,0.86,71.38
2012-03-03,62,86.0,,0.86,53.32
2012-03-04,61,86.0,,0.86,52.46
2012-03-05,92,86.0,,0.86,79.12
2012-03-06,100,86.0,,0.86,86.0
2012-03-07,89,86.0,,0.86,76.53999999999999
2012-03-08,84,86.0,,0.86,72.24
2012-03-09,78,86.0,,0.86,67.08
2012-03-10,57,86.0,,0.86,49.019999999999996
2012-03-11,59,86.0,,0.86,50.74
2012-03-12,87,86.0,,0.86,74.82
2012-03-13,89,86.0,,0.86,76.53999999999999
2012-03-14,85,86.0,,0.86,73.1
2012-03-15,81,86.0,,0.86,69.66
2012-03-16,72,86.0,,0.86,61.92
2012-03-17,57,86.0,,0.86,49.019999999999996
2012-03-18,61,86.0,,0.86,52.46
2012-03-19,93,86.0,,0.86,79.98
2012-03-20,92,86.0,,0.86,79.12
2012-03-21,91,86.0,,0.86,78.26
2012-03-22,83,86.0,,0.86,71.38
2012-03-23,84,86.0,,0.86,72.24
2012-03-24,66,86.0,,0.86,56.76
2012-03-25,68,86.0,,0.86,58.48
2012-03-26,98,86.0,,0.86,84.28
2012-03-27,99,86.0,,0.86,85.14
2012-03-28,94,86.0,,0.86,80.84
2012-03-29,89,86.0,,0.86,76.53999999999999
2012-03-30,81,86.0,,0.86,69.66
2012-03-31,56,86.0,,0.86,48.16
2012-04-01,58,93.0,False,0.93,53.940000000000005
2012-04-02,92,93.0,,0.93,85.56
2012-04-03,91,93.0,,0.93,84.63000000000001
2012-04-04,88,93.0,,0.93,81.84
2012-04-05,83,93.0,,0.93,77.19
2012-04-06,70,93.0,,0.93,65.10000000000001
2012-04-07,57,93.0,,0.93,53.010000000000005
2012-04-08,49,93.0,,0.93,45.57
2012-04-09,86,93.0,,0.93,79.98
2012-04-10,88,93.0,,0.93,81.84
2012-04-11,90,93.0,,0.93,83.7
2012-04-12,83,93.0,,0.93,77.19
2012-04-13,81,93.0,,0.93,75.33
2012-04-14,55,93.0,,0.93,51.150000000000006
2012-04-15,59,93.0,,0.93,54.870000000000005
2012-04-16,98,93.0,,0.93,91.14
2012-04-17,92,93.0,,0.93,85.56
2012-04-18,93,93.0,,0.93,86.49000000000001
2012-04-19,85,93.0,,0.93,79.05
2012-04-20,78,93.0,,0.93,72.54
2012-04-21,53,93.0,,0.93,49.29
2012-04-22,62,93.0,,0.93,57.660000000000004
2012-04-23,93,93.0,,0.93,86.49000000000001
2012-04-24,93,93.0,,0.93,86.49000000000001
2012-04-25,88,93.0,,0.93,81.84
2012-04-26,91,93.0,,0.93,84.63000000000001
2012-04-27,76,93.0,,0.93,70.68
2012-04-28,61,93.0,,0.93,56.730000000000004
2012-04-29,60,93.0,,0.93,55.800000000000004
2012-04-30,100,93.0,,0.93,93.0
2012-05-01,100,88.0,False,0.88,88.0
2012-05-02,96,88.0,,0.88,84.48
2012-05-03,95,88.0,,0.88,83.6
2012-05-04,84,88.0,,0.88,73.92
2012-05-05,64,88.0,,0.88,56.32
2012-05-06,56,88.0,,0.88,49.28
2012-05-07,92,88.0,,0.88,80.96
2012-05-08,90,88.0,,0.88,79.2
2012-05-09,90,88.0,,0.88,79.2
2012-05-10,88,88.0,,0.88,77.44
2012-05-11,75,88.0,,0.88,66.0
2012-05-12,54,88.0,,0.88,47.52
2012-05-13,59,88.0,,0.88,51.92
2012-05-14,96,88.0,,0.88,84.48
2012-05-15,88,88.0,,0.88,77.44
2012-05-16,91,88.0,,0.88,80.08
2012-05-17,84,88.0,,0.88,73.92
2012-05-18,80,88.0,,0.88,70.4
2012-05-19,58,88.0,,0.88,51.04
2012-05-20,59,88.0,,0.88,51.92
2012-05-21,90,88.0,,0.88,79.2
2012-05-22,92,88.0,,0.88,80.96
2012-05-23,95,88.0,,0.88,83.6
2012-05-24,93,88.0,,0.88,81.84
2012-05-25,77,88.0,,0.88,67.76
2012-05-26,49,88.0,,0.88,43.12
2012-05-27,52,88.0,,0.88,45.76
2012-05-28,56,88.0,,0.88,49.28
2012-05-29,94,88.0,,0.88,82.72
2012-05-30,88,88.0,,0.88,77.44
2012-05-31,83,88.0,,0.88,73.04
2012-06-01,90,89.0,False,0.89,80.1
2012-06-02,65,89.0,,0.89,57.85
2012-06-03,65,89.0,,0.89,57.85
2012-06-04,94,89.0,,0.89,83.66
2012-06-05,96,89.0,,0.89,85.44
2012-06-06,98,89.0,,0.89,87.22
2012-06-07,93,89.0,,0.89,82.77
2012-06-08,82,89.0,,0.89,72.98
2012-06-09,65,89.0,,0.89,57.85
2012-06-10,62,89.0,,0.89,55.18
2012-06-11,90,89.0,,0.89,80.1
2012-06-12,94,89.0,,0.89,83.66
2012-06-13,94,89.0,,0.89,83.66
2012-06-14,92,89.0,,0.89,81.88
2012-06-15,90,89.0,,0.89,80.1
2012-06-16,63,89.0,,0.89,56.07
2012-06-17,58,89.0,,0.89,51.62
2012-06-18,93,89.0,,0.89,82.77
2012-06-19,98,89.0,,0.89,87.22
2012-06-20,90,89.0,,0.89,80.1
2012-06-21,99,89.0,,0.89,88.11
2012-06-22,82,89.0,,0.89,72.98
2012-06-23,59,89.0,,0.89,52.51
2012-06-24,63,89.0,,0.89,56.07
2012-06-25,100,89.0,,0.89,89.0
2012-06-26,99,89.0,,0.89,88.11
2012-06-27,89,89.0,,0.89,79.21000000000001
2012-06-28,88,89.0,,0.89,78.32000000000001
2012-06-29,82,89.0,,0.89,72.98
2012-06-30,62,89.0,,0.89,55.18
2012-07-01,54,89.0,False,0.89,48.06
2012-07-02,83,89.0,,0.89,73.87
2012-07-03,81,89.0,,0.89,72.09
2012-07-04,55,89.0,,0.89,48.95
2012-07-05,81,89.0,,0.89,72.09
2012-07-06,81,89.0,,0.89,72.09
2012-07-07,67,89.0,,0.89,59.63
2012-07-08,64,89.0,,0.89,56.96
2012-07-09,89,89.0,,0.89,79.21000000000001
2012-07-10,93,89.0,,0.89,82.77
2012-07-11,95,89.0,,0.89,84.55
2012-07-12,88,89.0,,0.89,78.32000000000001
2012-07-13,87,89.0,,0.89,77.43
2012-07-14,67,89.0,,0.89,59.63
2012-07-15,61,89.0,,0.89,54.29
2012-07-16,90,89.0,,0.89,80.1
2012-07-17,87,89.0,,0.89,77.43
2012-07-18,92,89.0,,0.89,81.88
2012-07-19,100,89.0,,0.89,89.0
2012-07-20,75,89.0,,0.89,66.75
2012-07-21,62,89.0,,0.89,55.18
2012-07-22,53,89.0,,0.89,47.17
2012-07-23,89,89.0,,0.89,79.21000000000001
2012-07-24,90,89.0,,0.89,80.1
2012-07-25,90,89.0,,0.89,80.1
2012-07-26,87,89.0,,0.89,77.43
2012-07-27,80,89.0,,0.89,71.2
2012-07-28,54,89.0,,0.89,48.06
2012-07-29,69,89.0,,0.89,61.410000000000004
2012-07-30,90,89.0,,0.89,80.1
2012-07-31,90,89.0,,0.89,80.1
2012-08-01,80,90.0,False,0.9,72.0
2012-08-02,87,90.0,,0.9,78.3
2012-08-03,78,90.0,,0.9,70.2
2012-08-04,55,90.0,,0.9,49.5
2012-08-05,58,90.0,,0.9,52.2
2012-08-06,85,90.0,,0.9,76.5
2012-08-07,89,90.0,,0.9,80.10000000000001
2012-08-08,87,90.0,,0.9,78.3
2012-08-09,79,90.0,,0.9,71.10000000000001
2012-08-10,77,90.0,,0.9,69.3
2012-08-11,57,90.0,,0.9,51.300000000000004
2012-08-12,61,90.0,,0.9,54.9
2012-08-13,86,90.0,,0.9,77.4
2012-08-14,79,90.0,,0.9,71.10000000000001
2012-08-15,79,90.0,,0.9,71.10000000000001
2012-08-16,82,90.0,,0.9,73.8
2012-08-17,79,90.0,,0.9,71.10000000000001
2012-08-18,58,90.0,,0.9,52.2
2012-08-19,59,90.0,,0.9,53.1
2012-08-20,100,90.0,,0.9,90.0
2012-08-21,84,90.0,,0.9,75.60000000000001
2012-08-22,78,90.0,,0.9,70.2
2012-08-23,83,90.0,,0.9,74.7
2012-08-24,79,90.0,,0.9,71.10000000000001
2012-08-25,56,90.0,,0.9,50.4
2012-08-26,56,90.0,,0.9,50.4
2012-08-27,84,90.0,,0.9,75.60000000000001
2012-08-28,88,90.0,,0.9,79.2
2012-08-29,77,90.0,,0.9,69.3
2012-08-30,76,90.0,,0.9,68.4
2012-08-31,63,90.0,,0.9,56.7
2012-09-01,62,77.0,False,0.77,47.74
2012-09-02,58,77.0,,0.77,44.660000000000004
2012-09-03,63,77.0,,0.77,48.51
2012-09-04,96,77.0,,0.77,73.92
2012-09-05,99,77.0,,0.77,76.23
2012-09-06,91,77.0,,0.77,70.07000000000001
2012-09-07,86,77.0,,0.77,66.22
2012-09-08,56,77.0,,0.77,43.120000000000005
2012-09-09,57,77.0,,0.77,43.89
2012-09-10,96,77.0,,0.77,73.92
2012-09-11,89,77.0,,0.77,68.53
2012-09-12,86,77.0,,0.77,66.22
2012-09-13,88,77.0,,0.77,67.76
2012-09-14,76,77.0,,0.77,58.52
2012-09-15,60,77.0,,0.77,46.2
2012-09-16,55,77.0,,0.77,42.35
2012-09-17,92,77.0,,0.77,70.84
2012-09-18,97,77.0,,0.77,74.69
2012-09-19,93,77.0,,0.77,71.61
2012-09-20,91,77.0,,0.77,70.07000000000001
2012-09-21,77,77.0,,0.77,59.29
2012-09-22,52,77.0,,0.77,40.04
2012-09-23,53,77.0,,0.77,40.81
2012-09-24,100,77.0,,0.77,77.0
2012-09-25,93,77.0,,0.77,71.61
2012-09-26,97,77.0,,0.77,74.69
2012-09-27,84,77.0,,0.77,64.68
2012-09-28,83,77.0,,0.77,63.910000000000004
2012-09-29,57,77.0,,0.77,43.89
2012-09-30,56,77.0,,0.77,43.120000000000005
2012-10-01,100,72.0,False,0.72,72.0
2012-10-02,96,72.0,,0.72,69.12
2012-10-03,83,72.0,,0.72,59.76
2012-10-04,89,72.0,,0.72,64.08
2012-10-05,74,72.0,,0.72,53.28
2012-10-06,55,72.0,,0.72,39.6
2012-10-07,54,72.0,,0.72,38.879999999999995
2012-10-08,82,72.0,,0.72,59.04
2012-10-09,93,72.0,,0.72,66.96
2012-10-10,88,72.0,,0.72,63.36
2012-10-11,87,72.0,,0.72,62.64
2012-10-12,79,72.0,,0.72,56.879999999999995
2012-10-13,54,72.0,,0.72,38.879999999999995
2012-10-14,60,72.0,,0.72,43.199999999999996
2012-10-15,91,72.0,,0.72,65.52
2012-10-16,90,72.0,,0.72,64.8
2012-10-17,94,72.0,,0.72,67.67999999999999
2012-10-18,80,72.0,,0.72,57.599999999999994
2012-10-19,74,72.0,,0.72,53.28
2012-10-20,55,72.0,,0.72,39.6
2012-10-21,58,72.0,,0.72,41.76
2012-10-22,91,72.0,,0.72,65.52
2012-10-23,79,72.0,,0.72,56.879999999999995
2012-10-24,90,72.0,,0.72,64.8
2012-10-25,84,72.0,,0.72,60.48
2012-10-26,73,72.0,,0.72,52.559999999999995
2012-10-27,46,72.0,,0.72,33.12
2012-10-28,51,72.0,,0.72,36.72
2012-10-29,76,72.0,,0.72,54.72
2012-10-30,75,72.0,,0.72,54.0
2012-10-31,83,72.0,,0.72,59.76
2012-11-01,89,67.0,False,0.67,59.63
2012-11-02,87,67.0,,0.67,58.290000000000006
2012-11-03,60,67.0,,0.67,40.2
2012-11-04,64,67.0,,0.67,42.88
2012-11-05,96,67.0,,0.67,64.32000000000001
2012-11-06,83,67.0,,0.67,55.61000000000001
2012-11-07,83,67.0,,0.67,55.61000000000001
2012-11-08,94,67.0,,0.67,62.980000000000004
2012-11-09,86,67.0,,0.67,57.620000000000005
2012-11-10,57,67.0,,0.67,38.190000000000005
2012-11-11,64,67.0,,0.67,42.88
2012-11-12,90,67.0,,0.67,60.300000000000004
2012-11-13,97,67.0,,0.67,64.99000000000001
2012-11-14,98,67.0,,0.67,65.66000000000001
2012-11-15,93,67.0,,0.67,62.31
2012-11-16,86,67.0,,0.67,57.620000000000005
2012-11-17,58,67.0,,0.67,38.86
2012-11-18,57,67.0,,0.67,38.190000000000005
2012-11-19,85,67.0,,0.67,56.95
2012-11-20,85,67.0,,0.67,56.95
2012-11-21,71,67.0,,0.67,47.57
2012-11-22,43,67.0,,0.67,28.810000000000002
2012-11-23,49,67.0,,0.67,32.830000000000005
2012-11-24,55,67.0,,0.67,36.85
2012-11-25,57,67.0,,0.67,38.190000000000005
2012-11-26,92,67.0,,0.67,61.64
2012-11-27,100,67.0,,0.67,67.0
2012-11-28,94,67.0,,0.67,62.980000000000004
2012-11-29,96,67.0,,0.67,64.32000000000001
2012-11-30,83,67.0,,0.67,55.61000000000001
2012-12-01,57,62.0,False,0.62,35.339999999999996
2012-12-02,58,62.0,,0.62,35.96
2012-12-03,97,62.0,,0.62,60.14
2012-12-04,100,62.0,,0.62,62.0
2012-12-05,84,62.0,,0.62,52.08
2012-12-06,81,62.0,,0.62,50.22
2012-12-07,78,62.0,,0.62,48.36
2012-12-08,50,62.0,,0.62,31.0
2012-12-09,56,62.0,,0.62,34.72
2012-12-10,91,62.0,,0.62,56.42
2012-12-11,89,62.0,,0.62,55.18
2012-12-12,81,62.0,,0.62,50.22
2012-12-13,77,62.0,,0.62,47.74
2012-12-14,76,62.0,,0.62,47.12
2012-12-15,49,62.0,,0.62,30.38
2012-12-16,46,62.0,,0.62,28.52
2012-12-17,79,62.0,,0.62,48.98
2012-12-18,86,62.0,,0.62,53.32
2012-12-19,70,62.0,,0.62,43.4
2012-12-20,68,62.0,,0.62,42.16
2012-12-21,58,62.0,,0.62,35.96
2012-12-22,45,62.0,,0.62,27.9
2012-12-23,38,62.0,,0.62,23.56
2012-12-24,49,62.0,,0.62,30.38
2012-12-25,33,62.0,,0.62,20.46
2012-12-26,72,62.0,,0.62,44.64
2012-12-27,76,62.0,,0.62,47.12
2012-12-28,82,62.0,,0.62,50.839999999999996
2012-12-29,58,62.0,,0.62,35.96
2012-12-30,57,62.0,,0.62,35.339999999999996
2012-12-31,66,62.0,,0.62,40.92
2013-01-01,50,83.0,False,0.83,41.5
2013-01-02,94,83.0,,0.83,78.02
2013-01-03,84,83.0,,0.83,69.72
2013-01-04,89,83.0,,0.83,73.86999999999999
2013-01-05,64,83.0,,0.83,53.12
2013-01-06,63,83.0,,0.83,52.29
2013-01-07,98,83.0,,0.83,81.33999999999999
2013-01-08,90,83.0,,0.83,74.7
2013-01-09,91,83.0,,0.83,75.53
2013-01-10,85,83.0,,0.83,70.55
2013-01-11,82,83.0,,0.83,68.06
2013-01-12,63,83.0,,0.83,52.29
2013-01-13,62,83.0,,0.83,51.46
2013-01-14,88,83.0,,0.83,73.03999999999999
2013-01-15,91,83.0,,0.83,75.53
2013-01-16,90,83.0,,0.83,74.7
2013-01-17,85,83.0,,0.83,70.55
2013-01-18,78,83.0,,0.83,64.74
2013-01-19,66,83.0,,0.83,54.779999999999994
2013-01-20,62,83.0,,0.83,51.46
2013-01-21,76,83.0,,0.83,63.08
2013-01-22,98,83.0,,0.83,81.33999999999999
2013-01-23,100,83.0,,0.83,83.0
2013-01-24,91,83.0,,0.83,75.53
2013-01-25,84,83.0,,0.83,69.72
2013-01-26,66,83.0,,0.83,54.779999999999994
2013-01-27,59,83.0,,0.83,48.97
2013-01-28,97,83.0,,0.83,80.50999999999999
2013-01-29,97,83.0,,0.83,80.50999999999999
2013-01-30,92,83.0,,0.83,76.36
2013-01-31,88,83.0,,0.83,73.03999999999999
2013-02-01,84,81.0,False,0.81,68.04
2013-02-02,67,81.0,,0.81,54.27
2013-02-03,65,81.0,,0.81,52.650000000000006
2013-02-04,84,81.0,,0.81,68.04
2013-02-05,93,81.0,,0.81,75.33
2013-02-06,85,81.0,,0.81,68.85000000000001
2013-02-07,92,81.0,,0.81,74.52000000000001
2013-02-08,87,81.0,,0.81,70.47
2013-02-09,62,81.0,,0.81,50.220000000000006
2013-02-10,65,81.0,,0.81,52.650000000000006
2013-02-11,87,81.0,,0.81,70.47
2013-02-12,93,81.0,,0.81,75.33
2013-02-13,88,81.0,,0.81,71.28
2013-02-14,86,81.0,,0.81,69.66000000000001
2013-02-15,80,81.0,,0.81,64.80000000000001
2013-02-16,61,81.0,,0.81,49.410000000000004
2013-02-17,56,81.0,,0.81,45.36
2013-02-18,81,81.0,,0.81,65.61
2013-02-19,90,81.0,,0.81,72.9
2013-02-20,95,81.0,,0.81,76.95
2013-02-21,93,81.0,,0.81,75.33
2013-02-22,81,81.0,,0.81,65.61
2013-02-23,63,81.0,,0.81,51.03
2013-02-24,70,81.0,,0.81,56.7
2013-02-25,97,81.0,,0.81,78.57000000000001
2013-02-26,100,81.0,,0.81,81.0
2013-02-27,99,81.0,,0.81,80.19000000000001
2013-02-28,98,81.0,,0.81,79.38000000000001
2013-03-01,89,84.0,False,0.84,74.75999999999999
2013-03-02,64,84.0,,0.84,53.76
2013-03-03,60,84.0,,0.84,50.4
2013-03-04,94,84.0,,0.84,78.96
2013-03-05,99,84.0,,0.84,83.16
2013-03-06,88,84.0,,0.84,73.92
2013-03-07,90,84.0,,0.84,75.6
2013-03-08,77,84.0,,0.84,64.67999999999999
2013-03-09,58,84.0,,0.84,48.72
2013-03-10,59,84.0,,0.84,49.559999999999995
2013-03-11,94,84.0,,0.84,78.96
2013-03-12,97,84.0,,0.84,81.48
2013-03-13,92,84.0,,0.84,77.28
2013-03-14,92,84.0,,0.84,77.28
2013-03-15,79,84.0,,0.84,66.36
2013-03-16,51,84.0,,0.84,42.839999999999996
2013-03-17,66,84.0,,0.84,55.44
2013-03-18,94,84.0,,0.84,78.96
2013-03-19,99,84.0,,0.84,83.16
2013-03-20,90,84.0,,0.84,75.6
2013-03-21,84,84.0,,0.84,70.56
2013-03-22,88,84.0,,0.84,73.92
2013-03-23,58,84.0,,0.84,48.72
2013-03-24,55,84.0,,0.84,46.199999999999996
2013-03-25,97,84.0,,0.84,81.48
2013-03-26,91,84.0,,0.84,76.44
2013-03-27,100,84.0,,0.84,84.0
2013-03-28,87,84.0,,0.84,73.08
2013-03-29,79,84.0,,0.84,66.36
2013-03-30,52,84.0,,0.84,43.68
2013-03-31,57,84.0,,0.84,47.879999999999995
2013-04-01,91,93.0,False,0.93,84.63000000000001
2013-04-02,91,93.0,,0.93,84.63000000000001
2013-04-03,91,93.0,,0.93,84.63000000000001
2013-04-04,85,93.0,,0.93,79.05
2013-04-05,80,93.0,,0.93,74.4
2013-04-06,60,93.0,,0.93,55.800000000000004
2013-04-07,62,93.0,,0.93,57.660000000000004
2013-04-08,90,93.0,,0.93,83.7
2013-04-09,96,93.0,,0.93,89.28
2013-04-10,88,93.0,,0.93,81.84
2013-04-11,90,93.0,,0.93,83.7
2013-04-12,81,93.0,,0.93,75.33
2013-04-13,60,93.0,,0.93,55.800000000000004
2013-04-14,58,93.0,,0.93,53.940000000000005
2013-04-15,93,93.0,,0.93,86.49000000000001
2013-04-16,94,93.0,,0.93,87.42
2013-04-17,85,93.0,,0.93,79.05
2013-04-18,83,93.0,,0.93,77.19
2013-04-19,72,93.0,,0.93,66.96000000000001
2013-04-20,55,93.0,,0.93,51.150000000000006
2013-04-21,65,93.0,,0.93,60.45
2013-04-22,91,93.0,,0.93,84.63000000000001
2013-04-23,93,93.0,,0.93,86.49000000000001
2013-04-24,94,93.0,,0.93,87.42
2013-04-25,84,93.0,,0.93,78.12
2013-04-26,79,93.0,,0.93,73.47
2013-04-27,58,93.0,,0.93,53.940000000000005
2013-04-28,60,93.0,,0.93,55.800000000000004
2013-04-29,92,93.0,,0.93,85.56
2013-04-30,100,93.0,,0.93,93.0
2013-05-01,100,85.0,False,0.85,85.0
2013-05-02,96,85.0,,0.85,81.6
2013-05-03,86,85.0,,0.85,73.1
2013-05-04,62,85.0,,0.85,52.699999999999996
2013-05-05,62,85.0,,0.85,52.699999999999996
2013-05-06,98,85.0,,0.85,83.3
