date,revenue_unscaled,revenue_monthly,isPartial,scale,revenue
2010-01-01,23,72.0,False,0.72,16.56
2010-01-02,26,72.0,,0.72,18.72
2010-01-03,18,72.0,,0.72,12.959999999999999
2010-01-04,64,72.0,,0.72,46.08
2010-01-05,65,72.0,,0.72,46.8
2010-01-06,63,72.0,,0.72,45.36
2010-01-07,66,72.0,,0.72,47.519999999999996
2010-01-08,50,72.0,,0.72,36.0
2010-01-09,30,72.0,,0.72,21.599999999999998
2010-01-10,26,72.0,,0.72,18.72
2010-01-11,67,72.0,,0.72,48.239999999999995
2010-01-12,74,72.0,,0.72,53.28
2010-01-13,70,72.0,,0.72,50.4
2010-01-14,76,72.0,,0.72,54.72
2010-01-15,69,72.0,,0.72,49.68
2010-01-16,40,72.0,,0.72,28.799999999999997
2010-01-17,42,72.0,,0.72,30.24
2010-01-18,58,72.0,,0.72,41.76
2010-01-19,81,72.0,,0.72,58.32
2010-01-20,91,72.0,,0.72,65.52
2010-01-21,74,72.0,,0.72,53.28
2010-01-22,63,72.0,,0.72,45.36
2010-01-23,47,72.0,,0.72,33.839999999999996
2010-01-24,41,72.0,,0.72,29.52
2010-01-25,89,72.0,,0.72,64.08
2010-01-26,97,72.0,,0.72,69.84
2010-01-27,94,72.0,,0.72,67.67999999999999
2010-01-28,100,72.0,,0.72,72.0
2010-01-29,83,72.0,,0.72,59.76
2010-01-30,60,72.0,,0.72,43.199999999999996
2010-01-31,61,72.0,,0.72,43.92
2010-02-01,81,90.0,False,0.9,72.9
2010-02-02,93,90.0,,0.9,83.7
2010-02-03,88,90.0,,0.9,79.2
2010-02-04,80,90.0,,0.9,72.0
2010-02-05,81,90.0,,0.9,72.9
2010-02-06,53,90.0,,0.9,47.7
2010-02-07,51,90.0,,0.9,45.9
2010-02-08,78,90.0,,0.9,70.2
2010-02-09,85,90.0,,0.9,76.5
2010-02-10,78,90.0,,0.9,70.2
2010-02-11,70,90.0,,0.9,63.0
2010-02-12,72,90.0,,0.9,64.8
2010-02-13,55,90.0,,0.9,49.5
2010-02-14,42,90.0,,0.9,37.800000000000004
2010-02-15,86,90.0,,0.9,77.4
2010-02-16,88,90.0,,0.9,79.2
2010-02-17,100,90.0,,0.9,90.0
2010-02-18,82,90.0,,0.9,73.8
2010-02-19,79,90.0,,0.9,71.10000000000001
2010-02-20,55,90.0,,0.9,49.5
2010-02-21,40,90.0,,0.9,36.0
2010-02-22,84,90.0,,0.9,75.60000000000001
2010-02-23,79,90.0,,0.9,71.10000000000001
2010-02-24,82,90.0,,0.9,73.8
2010-02-25,70,90.0,,0.9,63.0
2010-02-26,69,90.0,,0.9,62.1
2010-02-27,57,90.0,,0.9,51.300000000000004
2010-02-28,43,90.0,,0.9,38.7
2010-03-01,87,88.0,False,0.88,76.56
2010-03-02,100,88.0,,0.88,88.0
2010-03-03,88,88.0,,0.88,77.44
2010-03-04,82,88.0,,0.88,72.16
2010-03-05,76,88.0,,0.88,66.88
2010-03-06,58,88.0,,0.88,51.04
2010-03-07,47,88.0,,0.88,41.36
2010-03-08,90,88.0,,0.88,79.2
2010-03-09,99,88.0,,0.88,87.12
2010-03-10,88,88.0,,0.88,77.44
2010-03-11,89,88.0,,0.88,78.32000000000001
2010-03-12,92,88.0,,0.88,80.96
2010-03-13,58,88.0,,0.88,51.04
2010-03-14,52,88.0,,0.88,45.76
2010-03-15,90,88.0,,0.88,79.2
2010-03-16,87,88.0,,0.88,76.56
2010-03-17,79,88.0,,0.88,69.52
2010-03-18,75,88.0,,0.88,66.0
2010-03-19,77,88.0,,0.88,67.76
2010-03-20,53,88.0,,0.88,46.64
2010-03-21,51,88.0,,0.88,44.88
2010-03-22,89,88.0,,0.88,78.32000000000001
2010-03-23,82,88.0,,0.88,72.16
2010-03-24,88,88.0,,0.88,77.44
2010-03-25,86,88.0,,0.88,75.68
2010-03-26,80,88.0,,0.88,70.4
2010-03-27,58,88.0,,0.88,51.04
2010-03-28,52,88.0,,0.88,45.76
2010-03-29,85,88.0,,0.88,74.8
2010-03-30,97,88.0,,0.88,85.36
2010-03-31,83,88.0,,0.88,73.04
2010-04-01,39,100.0,False,1.0,39.0
2010-04-02,34,100.0,,1.0,34.0
2010-04-03,25,100.0,,1.0,25.0
2010-04-04,25,100.0,,1.0,25.0
2010-04-05,46,100.0,,1.0,46.0
2010-04-06,42,100.0,,1.0,42.0
2010-04-07,48,100.0,,1.0,48.0
2010-04-08,49,100.0,,1.0,49.0
2010-04-09,42,100.0,,1.0,42.0
2010-04-10,34,100.0,,1.0,34.0
2010-04-11,37,100.0,,1.0,37.0
2010-04-12,67,100.0,,1.0,67.0
2010-04-13,70,100.0,,1.0,70.0
2010-04-14,81,100.0,,1.0,81.0
2010-04-15,100,100.0,,1.0,100.0
2010-04-16,44,100.0,,1.0,44.0
2010-04-17,18,100.0,,1.0,18.0
2010-04-18,18,100.0,,1.0,18.0
2010-04-19,37,100.0,,1.0,37.0
2010-04-20,34,100.0,,1.0,34.0
2010-04-21,35,100.0,,1.0,35.0
2010-04-22,34,100.0,,1.0,34.0
2010-04-23,31,100.0,,1.0,31.0
2010-04-24,15,100.0,,1.0,15.0
2010-04-25,13,100.0,,1.0,13.0
2010-04-26,36,100.0,,1.0,36.0
2010-04-27,35,100.0,,1.0,35.0
2010-04-28,35,100.0,,1.0,35.0
2010-04-29,35,100.0,,1.0,35.0
2010-04-30,34,100.0,,1.0,34.0
2010-05-01,55,58.0,False,0.58,31.9
2010-05-02,40,58.0,,0.58,23.2
2010-05-03,100,58.0,,0.58,57.99999999999999
2010-05-04,83,58.0,,0.58,48.13999999999999
2010-05-05,97,58.0,,0.58,56.26
2010-05-06,86,58.0,,0.58,49.879999999999995
2010-05-07,74,58.0,,0.58,42.919999999999995
2010-05-08,34,58.0,,0.58,19.72
2010-05-09,29,58.0,,0.58,16.82
2010-05-10,85,58.0,,0.58,49.3
2010-05-11,94,58.0,,0.58,54.519999999999996
2010-05-12,88,58.0,,0.58,51.04
2010-05-13,92,58.0,,0.58,53.36
2010-05-14,84,58.0,,0.58,48.72
2010-05-15,38,58.0,,0.58,22.04
2010-05-16,43,58.0,,0.58,24.939999999999998
2010-05-17,93,58.0,,0.58,53.94
2010-05-18,92,58.0,,0.58,53.36
2010-05-19,88,58.0,,0.58,51.04
2010-05-20,88,58.0,,0.58,51.04
2010-05-21,71,58.0,,0.58,41.18
2010-05-22,33,58.0,,0.58,19.139999999999997
2010-05-23,25,58.0,,0.58,14.499999999999998
2010-05-24,87,58.0,,0.58,50.459999999999994
2010-05-25,68,58.0,,0.58,39.44
2010-05-26,77,58.0,,0.58,44.66
2010-05-27,86,58.0,,0.58,49.879999999999995
2010-05-28,72,58.0,,0.58,41.76
2010-05-29,32,58.0,,0.58,18.56
2010-05-30,31,58.0,,0.58,17.98
2010-05-31,38,58.0,,0.58,22.04
2010-06-01,96,58.0,False,0.58,55.67999999999999
2010-06-02,77,58.0,,0.58,44.66
2010-06-03,59,58.0,,0.58,34.22
2010-06-04,70,58.0,,0.58,40.599999999999994
2010-06-05,47,58.0,,0.58,27.259999999999998
2010-06-06,30,58.0,,0.58,17.4
2010-06-07,81,58.0,,0.58,46.98
2010-06-08,100,58.0,,0.58,57.99999999999999
2010-06-09,86,58.0,,0.58,49.879999999999995
2010-06-10,91,58.0,,0.58,52.779999999999994
2010-06-11,67,58.0,,0.58,38.86
2010-06-12,40,58.0,,0.58,23.2
2010-06-13,34,58.0,,0.58,19.72
2010-06-14,97,58.0,,0.58,56.26
2010-06-15,92,58.0,,0.58,53.36
2010-06-16,88,58.0,,0.58,51.04
2010-06-17,84,58.0,,0.58,48.72
2010-06-18,76,58.0,,0.58,44.08
2010-06-19,33,58.0,,0.58,19.139999999999997
2010-06-20,38,58.0,,0.58,22.04
2010-06-21,69,58.0,,0.58,40.019999999999996
2010-06-22,80,58.0,,0.58,46.4
2010-06-23,79,58.0,,0.58,45.82
2010-06-24,60,58.0,,0.58,34.8
2010-06-25,86,58.0,,0.58,49.879999999999995
2010-06-26,40,58.0,,0.58,23.2
2010-06-27,23,58.0,,0.58,13.34
2010-06-28,72,58.0,,0.58,41.76
2010-06-29,82,58.0,,0.58,47.559999999999995
2010-06-30,72,58.0,,0.58,41.76
2010-07-01,74,48.0,False,0.48,35.519999999999996
2010-07-02,75,48.0,,0.48,36.0
2010-07-03,21,48.0,,0.48,10.08
2010-07-04,16,48.0,,0.48,7.68
2010-07-05,42,48.0,,0.48,20.16
2010-07-06,71,48.0,,0.48,34.08
2010-07-07,81,48.0,,0.48,38.879999999999995
2010-07-08,84,48.0,,0.48,40.32
2010-07-09,79,48.0,,0.48,37.92
2010-07-10,24,48.0,,0.48,11.52
2010-07-11,22,48.0,,0.48,10.559999999999999
2010-07-12,86,48.0,,0.48,41.28
2010-07-13,73,48.0,,0.48,35.04
2010-07-14,99,48.0,,0.48,47.519999999999996
2010-07-15,99,48.0,,0.48,47.519999999999996
2010-07-16,78,48.0,,0.48,37.44
2010-07-17,30,48.0,,0.48,14.399999999999999
2010-07-18,26,48.0,,0.48,12.48
2010-07-19,80,48.0,,0.48,38.4
2010-07-20,100,48.0,,0.48,48.0
2010-07-21,96,48.0,,0.48,46.08
2010-07-22,75,48.0,,0.48,36.0
2010-07-23,79,48.0,,0.48,37.92
2010-07-24,32,48.0,,0.48,15.36
2010-07-25,42,48.0,,0.48,20.16
2010-07-26,84,48.0,,0.48,40.32
2010-07-27,87,48.0,,0.48,41.76
2010-07-28,97,48.0,,0.48,46.559999999999995
2010-07-29,90,48.0,,0.48,43.199999999999996
2010-07-30,84,48.0,,0.48,40.32
2010-07-31,29,48.0,,0.48,13.92
2010-08-01,33,46.0,False,0.46,15.180000000000001
2010-08-02,91,46.0,,0.46,41.86
2010-08-03,75,46.0,,0.46,34.5
2010-08-04,75,46.0,,0.46,34.5
2010-08-05,80,46.0,,0.46,36.800000000000004
2010-08-06,84,46.0,,0.46,38.64
2010-08-07,32,46.0,,0.46,14.72
2010-08-08,24,46.0,,0.46,11.040000000000001
2010-08-09,73,46.0,,0.46,33.58
2010-08-10,81,46.0,,0.46,37.260000000000005
2010-08-11,89,46.0,,0.46,40.940000000000005
2010-08-12,81,46.0,,0.46,37.260000000000005
2010-08-13,93,46.0,,0.46,42.78
2010-08-14,26,46.0,,0.46,11.96
2010-08-15,33,46.0,,0.46,15.180000000000001
2010-08-16,90,46.0,,0.46,41.4
2010-08-17,100,46.0,,0.46,46.0
2010-08-18,85,46.0,,0.46,39.1
2010-08-19,90,46.0,,0.46,41.4
2010-08-20,81,46.0,,0.46,37.260000000000005
2010-08-21,33,46.0,,0.46,15.180000000000001
2010-08-22,38,46.0,,0.46,17.48
2010-08-23,77,46.0,,0.46,35.42
2010-08-24,85,46.0,,0.46,39.1
2010-08-25,79,46.0,,0.46,36.34
2010-08-26,73,46.0,,0.46,33.58
2010-08-27,72,46.0,,0.46,33.120000000000005
2010-08-28,29,46.0,,0.46,13.34
2010-08-29,32,46.0,,0.46,14.72
2010-08-30,82,46.0,,0.46,37.72
2010-08-31,86,46.0,,0.46,39.56
2010-09-01,74,48.0,False,0.48,35.519999999999996
2010-09-02,71,48.0,,0.48,34.08
2010-09-03,65,48.0,,0.48,31.2
2010-09-04,24,48.0,,0.48,11.52
2010-09-05,33,48.0,,0.48,15.84
2010-09-06,29,48.0,,0.48,13.92
2010-09-07,75,48.0,,0.48,36.0
2010-09-08,76,48.0,,0.48,36.48
2010-09-09,79,48.0,,0.48,37.92
2010-09-10,62,48.0,,0.48,29.759999999999998
2010-09-11,39,48.0,,0.48,18.72
2010-09-12,28,48.0,,0.48,13.44
2010-09-13,93,48.0,,0.48,44.64
2010-09-14,82,48.0,,0.48,39.36
2010-09-15,100,48.0,,0.48,48.0
2010-09-16,82,48.0,,0.48,39.36
2010-09-17,64,48.0,,0.48,30.72
2010-09-18,21,48.0,,0.48,10.08
2010-09-19,36,48.0,,0.48,17.28
2010-09-20,84,48.0,,0.48,40.32
2010-09-21,78,48.0,,0.48,37.44
2010-09-22,70,48.0,,0.48,33.6
2010-09-23,74,48.0,,0.48,35.519999999999996
2010-09-24,65,48.0,,0.48,31.2
2010-09-25,30,48.0,,0.48,14.399999999999999
2010-09-26,35,48.0,,0.48,16.8
2010-09-27,83,48.0,,0.48,39.839999999999996
2010-09-28,87,48.0,,0.48,41.76
2010-09-29,77,48.0,,0.48,36.96
2010-09-30,79,48.0,,0.48,37.92
2010-10-01,71,48.0,False,0.48,34.08
2010-10-02,32,48.0,,0.48,15.36
2010-10-03,36,48.0,,0.48,17.28
2010-10-04,86,48.0,,0.48,41.28
2010-10-05,88,48.0,,0.48,42.239999999999995
2010-10-06,95,48.0,,0.48,45.6
2010-10-07,86,48.0,,0.48,41.28
2010-10-08,84,48.0,,0.48,40.32
2010-10-09,37,48.0,,0.48,17.759999999999998
2010-10-10,38,48.0,,0.48,18.24
2010-10-11,91,48.0,,0.48,43.68
2010-10-12,88,48.0,,0.48,42.239999999999995
2010-10-13,95,48.0,,0.48,45.6
2010-10-14,100,48.0,,0.48,48.0
2010-10-15,98,48.0,,0.48,47.04
2010-10-16,34,48.0,,0.48,16.32
2010-10-17,42,48.0,,0.48,20.16
2010-10-18,81,48.0,,0.48,38.879999999999995
2010-10-19,91,48.0,,0.48,43.68
2010-10-20,96,48.0,,0.48,46.08
2010-10-21,80,48.0,,0.48,38.4
2010-10-22,88,48.0,,0.48,42.239999999999995
2010-10-23,27,48.0,,0.48,12.959999999999999
2010-10-24,34,48.0,,0.48,16.32
2010-10-25,90,48.0,,0.48,43.199999999999996
2010-10-26,84,48.0,,0.48,40.32
2010-10-27,79,48.0,,0.48,37.92
2010-10-28,79,48.0,,0.48,37.92
2010-10-29,92,48.0,,0.48,44.16
2010-10-30,35,48.0,,0.48,16.8
2010-10-31,39,48.0,,0.48,18.72
2010-11-01,98,46.0,False,0.46,45.080000000000005
2010-11-02,86,46.0,,0.46,39.56
2010-11-03,84,46.0,,0.46,38.64
2010-11-04,93,46.0,,0.46,42.78
2010-11-05,78,46.0,,0.46,35.88
2010-11-06,31,46.0,,0.46,14.26
2010-11-07,32,46.0,,0.46,14.72
2010-11-08,84,46.0,,0.46,38.64
2010-11-09,93,46.0,,0.46,42.78
2010-11-10,93,46.0,,0.46,42.78
2010-11-11,90,46.0,,0.46,41.4
2010-11-12,85,46.0,,0.46,39.1
2010-11-13,50,46.0,,0.46,23.0
2010-11-14,45,46.0,,0.46,20.7
2010-11-15,100,46.0,,0.46,46.0
2010-11-16,99,46.0,,0.46,45.54
2010-11-17,96,46.0,,0.46,44.160000000000004
2010-11-18,94,46.0,,0.46,43.24
2010-11-19,80,46.0,,0.46,36.800000000000004
2010-11-20,44,46.0,,0.46,20.240000000000002
2010-11-21,36,46.0,,0.46,16.560000000000002
2010-11-22,92,46.0,,0.46,42.32
2010-11-23,80,46.0,,0.46,36.800000000000004
2010-11-24,58,46.0,,0.46,26.68
2010-11-25,28,46.0,,0.46,12.88
2010-11-26,47,46.0,,0.46,21.62
2010-11-27,38,46.0,,0.46,17.48
2010-11-28,40,46.0,,0.46,18.400000000000002
2010-11-29,96,46.0,,0.46,44.160000000000004
2010-11-30,96,46.0,,0.46,44.160000000000004
2010-12-01,87,43.0,False,0.43,37.41
2010-12-02,100,43.0,,0.43,43.0
2010-12-03,86,43.0,,0.43,36.98
2010-12-04,37,43.0,,0.43,15.91
2010-12-05,40,43.0,,0.43,17.2
2010-12-06,91,43.0,,0.43,39.13
2010-12-07,85,43.0,,0.43,36.55
2010-12-08,87,43.0,,0.43,37.41
2010-12-09,99,43.0,,0.43,42.57
2010-12-10,85,43.0,,0.43,36.55
2010-12-11,44,43.0,,0.43,18.919999999999998
2010-12-12,32,43.0,,0.43,13.76
2010-12-13,82,43.0,,0.43,35.26
2010-12-14,93,43.0,,0.43,39.99
2010-12-15,99,43.0,,0.43,42.57
2010-12-16,76,43.0,,0.43,32.68
2010-12-17,73,43.0,,0.43,31.39
2010-12-18,29,43.0,,0.43,12.47
2010-12-19,31,43.0,,0.43,13.33
2010-12-20,78,43.0,,0.43,33.54
2010-12-21,75,43.0,,0.43,32.25
2010-12-22,68,43.0,,0.43,29.24
2010-12-23,51,43.0,,0.43,21.93
2010-12-24,32,43.0,,0.43,13.76
2010-12-25,16,43.0,,0.43,6.88
2010-12-26,26,43.0,,0.43,11.18
2010-12-27,65,43.0,,0.43,27.95
2010-12-28,80,43.0,,0.43,34.4
2010-12-29,81,43.0,,0.43,34.83
2010-12-30,70,43.0,,0.43,30.099999999999998
2010-12-31,48,43.0,,0.43,20.64
2011-01-01,19,69.0,False,0.69,13.11
2011-01-02,23,69.0,,0.69,15.87
2011-01-03,54,69.0,,0.69,37.26
2011-01-04,63,69.0,,0.69,43.47
2011-01-05,58,69.0,,0.69,40.019999999999996
2011-01-06,59,69.0,,0.69,40.709999999999994
2011-01-07,56,69.0,,0.69,38.64
2011-01-08,29,69.0,,0.69,20.009999999999998
2011-01-09,21,69.0,,0.69,14.489999999999998
2011-01-10,59,69.0,,0.69,40.709999999999994
2011-01-11,57,69.0,,0.69,39.33
2011-01-12,58,69.0,,0.69,40.019999999999996
2011-01-13,65,69.0,,0.69,44.849999999999994
2011-01-14,65,69.0,,0.69,44.849999999999994
2011-01-15,37,69.0,,0.69,25.529999999999998
2011-01-16,30,69.0,,0.69,20.7
2011-01-17,58,69.0,,0.69,40.019999999999996
2011-01-18,76,69.0,,0.69,52.44
2011-01-19,80,69.0,,0.69,55.199999999999996
2011-01-20,77,69.0,,0.69,53.129999999999995
2011-01-21,70,69.0,,0.69,48.3
2011-01-22,36,69.0,,0.69,24.839999999999996
2011-01-23,42,69.0,,0.69,28.979999999999997
2011-01-24,70,69.0,,0.69,48.3
2011-01-25,88,69.0,,0.69,60.72
2011-01-26,81,69.0,,0.69,55.88999999999999
2011-01-27,79,69.0,,0.69,54.51
2011-01-28,80,69.0,,0.69,55.199999999999996
2011-01-29,51,69.0,,0.69,35.19
2011-01-30,54,69.0,,0.69,37.26
2011-01-31,100,69.0,,0.69,69.0
2011-02-01,91,84.0,False,0.84,76.44
2011-02-02,77,84.0,,0.84,64.67999999999999
2011-02-03,88,84.0,,0.84,73.92
2011-02-04,80,84.0,,0.84,67.2
2011-02-05,56,84.0,,0.84,47.04
2011-02-06,54,84.0,,0.84,45.36
2011-02-07,97,84.0,,0.84,81.48
2011-02-08,95,84.0,,0.84,79.8
2011-02-09,88,84.0,,0.84,73.92
2011-02-10,84,84.0,,0.84,70.56
2011-02-11,95,84.0,,0.84,79.8
2011-02-12,51,84.0,,0.84,42.839999999999996
2011-02-13,54,84.0,,0.84,45.36
2011-02-14,93,84.0,,0.84,78.11999999999999
2011-02-15,99,84.0,,0.84,83.16
2011-02-16,100,84.0,,0.84,84.0
2011-02-17,94,84.0,,0.84,78.96
2011-02-18,97,84.0,,0.84,81.48
2011-02-19,56,84.0,,0.84,47.04
2011-02-20,53,84.0,,0.84,44.519999999999996
2011-02-21,98,84.0,,0.84,82.32
2011-02-22,95,84.0,,0.84,79.8
2011-02-23,93,84.0,,0.84,78.11999999999999
2011-02-24,82,84.0,,0.84,68.88
2011-02-25,88,84.0,,0.84,73.92
2011-02-26,61,84.0,,0.84,51.239999999999995
2011-02-27,53,84.0,,0.84,44.519999999999996
2011-02-28,92,84.0,,0.84,77.28
2011-03-01,92,83.0,False,0.83,76.36
2011-03-02,79,83.0,,0.83,65.57
2011-03-03,83,83.0,,0.83,68.89
2011-03-04,80,83.0,,0.83,66.39999999999999
2011-03-05,52,83.0,,0.83,43.16
2011-03-06,54,83.0,,0.83,44.82
2011-03-07,74,83.0,,0.83,61.419999999999995
2011-03-08,86,83.0,,0.83,71.38
2011-03-09,91,83.0,,0.83,75.53
2011-03-10,84,83.0,,0.83,69.72
2011-03-11,69,83.0,,0.83,57.269999999999996
2011-03-12,42,83.0,,0.83,34.86
2011-03-13,52,83.0,,0.83,43.16
2011-03-14,85,83.0,,0.83,70.55
2011-03-15,87,83.0,,0.83,72.21
2011-03-16,80,83.0,,0.83,66.39999999999999
2011-03-17,78,83.0,,0.83,64.74
2011-03-18,71,83.0,,0.83,58.93
2011-03-19,44,83.0,,0.83,36.519999999999996
2011-03-20,47,83.0,,0.83,39.01
2011-03-21,87,83.0,,0.83,72.21
2011-03-22,92,83.0,,0.83,76.36
2011-03-23,78,83.0,,0.83,64.74
2011-03-24,84,83.0,,0.83,69.72
2011-03-25,76,83.0,,0.83,63.08
2011-03-26,49,83.0,,0.83,40.669999999999995
2011-03-27,52,83.0,,0.83,43.16
2011-03-28,92,83.0,,0.83,76.36
2011-03-29,100,83.0,,0.83,83.0
2011-03-30,86,83.0,,0.83,71.38
2011-03-31,84,83.0,,0.83,69.72
2011-04-01,36,94.0,False,0.94,33.839999999999996
2011-04-02,27,94.0,,0.94,25.38
2011-04-03,30,94.0,,0.94,28.2
2011-04-04,48,94.0,,0.94,45.12
2011-04-05,49,94.0,,0.94,46.059999999999995
2011-04-06,47,94.0,,0.94,44.18
2011-04-07,55,94.0,,0.94,51.699999999999996
2011-04-08,47,94.0,,0.94,44.18
2011-04-09,34,94.0,,0.94,31.959999999999997
2011-04-10,36,94.0,,0.94,33.839999999999996
2011-04-11,60,94.0,,0.94,56.4
2011-04-12,62,94.0,,0.94,58.279999999999994
2011-04-13,68,94.0,,0.94,63.919999999999995
2011-04-14,79,94.0,,0.94,74.25999999999999
2011-04-15,84,94.0,,0.94,78.96
2011-04-16,39,94.0,,0.94,36.66
2011-04-17,49,94.0,,0.94,46.059999999999995
2011-04-18,100,94.0,,0.94,94.0
2011-04-19,55,94.0,,0.94,51.699999999999996
2011-04-20,45,94.0,,0.94,42.3
2011-04-21,38,94.0,,0.94,35.72
2011-04-22,30,94.0,,0.94,28.2
2011-04-23,16,94.0,,0.94,15.04
2011-04-24,18,94.0,,0.94,16.919999999999998
2011-04-25,40,94.0,,0.94,37.599999999999994
2011-04-26,38,94.0,,0.94,35.72
2011-04-27,39,94.0,,0.94,36.66
2011-04-28,38,94.0,,0.94,35.72
2011-04-29,37,94.0,,0.94,34.78
2011-04-30,16,94.0,,0.94,15.04
2011-05-01,49,57.0,False,0.57,27.929999999999996
2011-05-02,95,57.0,,0.57,54.15
2011-05-03,99,57.0,,0.57,56.42999999999999
2011-05-04,91,57.0,,0.57,51.87
2011-05-05,94,57.0,,0.57,53.58
2011-05-06,91,57.0,,0.57,51.87
2011-05-07,29,57.0,,0.57,16.529999999999998
2011-05-08,36,57.0,,0.57,20.52
2011-05-09,91,57.0,,0.57,51.87
2011-05-10,98,57.0,,0.57,55.85999999999999
2011-05-11,97,57.0,,0.57,55.28999999999999
2011-05-12,88,57.0,,0.57,50.16
2011-05-13,82,57.0,,0.57,46.739999999999995
2011-05-14,44,57.0,,0.57,25.08
2011-05-15,39,57.0,,0.57,22.229999999999997
2011-05-16,100,57.0,,0.57,56.99999999999999
2011-05-17,85,57.0,,0.57,48.449999999999996
2011-05-18,85,57.0,,0.57,48.449999999999996
2011-05-19,91,57.0,,0.57,51.87
2011-05-20,71,57.0,,0.57,40.47
2011-05-21,38,57.0,,0.57,21.659999999999997
2011-05-22,39,57.0,,0.57,22.229999999999997
2011-05-23,89,57.0,,0.57,50.73
2011-05-24,85,57.0,,0.57,48.449999999999996
2011-05-25,89,57.0,,0.57,50.73
2011-05-26,78,57.0,,0.57,44.459999999999994
2011-05-27,69,57.0,,0.57,39.33
2011-05-28,32,57.0,,0.57,18.24
2011-05-29,35,57.0,,0.57,19.95
2011-05-30,32,57.0,,0.57,18.24
2011-05-31,82,57.0,,0.57,46.739999999999995
2011-06-01,92,54.0,False,0.54,49.68000000000001
2011-06-02,80,54.0,,0.54,43.2
2011-06-03,74,54.0,,0.54,39.96
2011-06-04,41,54.0,,0.54,22.14
2011-06-05,37,54.0,,0.54,19.98
2011-06-06,87,54.0,,0.54,46.980000000000004
2011-06-07,90,54.0,,0.54,48.6
2011-06-08,81,54.0,,0.54,43.74
2011-06-09,79,54.0,,0.54,42.660000000000004
2011-06-10,71,54.0,,0.54,38.34
2011-06-11,38,54.0,,0.54,20.520000000000003
2011-06-12,33,54.0,,0.54,17.82
2011-06-13,100,54.0,,0.54,54.0
2011-06-14,98,54.0,,0.54,52.92
2011-06-15,94,54.0,,0.54,50.760000000000005
2011-06-16,83,54.0,,0.54,44.82
2011-06-17,73,54.0,,0.54,39.42
2011-06-18,37,54.0,,0.54,19.98
2011-06-19,28,54.0,,0.54,15.120000000000001
2011-06-20,82,54.0,,0.54,44.28
2011-06-21,84,54.0,,0.54,45.36
2011-06-22,85,54.0,,0.54,45.900000000000006
2011-06-23,81,54.0,,0.54,43.74
2011-06-24,78,54.0,,0.54,42.120000000000005
2011-06-25,32,54.0,,0.54,17.28
2011-06-26,35,54.0,,0.54,18.900000000000002
2011-06-27,82,54.0,,0.54,44.28
2011-06-28,89,54.0,,0.54,48.06
2011-06-29,92,54.0,,0.54,49.68000000000001
2011-06-30,81,54.0,,0.54,43.74
2011-07-01,71,54.0,False,0.54,38.34
2011-07-02,36,54.0,,0.54,19.44
2011-07-03,28,54.0,,0.54,15.120000000000001
2011-07-04,35,54.0,,0.54,18.900000000000002
2011-07-05,81,54.0,,0.54,43.74
2011-07-06,89,54.0,,0.54,48.06
2011-07-07,90,54.0,,0.54,48.6
2011-07-08,80,54.0,,0.54,43.2
2011-07-09,42,54.0,,0.54,22.68
2011-07-10,42,54.0,,0.54,22.68
2011-07-11,92,54.0,,0.54,49.68000000000001
2011-07-12,90,54.0,,0.54,48.6
2011-07-13,86,54.0,,0.54,46.440000000000005
2011-07-14,94,54.0,,0.54,50.760000000000005
2011-07-15,89,54.0,,0.54,48.06
2011-07-16,38,54.0,,0.54,20.520000000000003
2011-07-17,46,54.0,,0.54,24.840000000000003
2011-07-18,100,54.0,,0.54,54.0
2011-07-19,86,54.0,,0.54,46.440000000000005
2011-07-20,95,54.0,,0.54,51.300000000000004
2011-07-21,83,54.0,,0.54,44.82
2011-07-22,76,54.0,,0.54,41.040000000000006
2011-07-23,47,54.0,,0.54,25.380000000000003
2011-07-24,37,54.0,,0.54,19.98
2011-07-25,88,54.0,,0.54,47.52
2011-07-26,89,54.0,,0.54,48.06
2011-07-27,89,54.0,,0.54,48.06
2011-07-28,85,54.0,,0.54,45.900000000000006
2011-07-29,84,54.0,,0.54,45.36
2011-07-30,50,54.0,,0.54,27.0
2011-07-31,37,54.0,,0.54,19.98
2011-08-01,100,51.0,False,0.51,51.0
2011-08-02,91,51.0,,0.51,46.410000000000004
2011-08-03,92,51.0,,0.51,46.92
2011-08-04,84,51.0,,0.51,42.84
2011-08-05,78,51.0,,0.51,39.78
2011-08-06,41,51.0,,0.51,20.91
2011-08-07,33,51.0,,0.51,16.830000000000002
2011-08-08,77,51.0,,0.51,39.27
2011-08-09,77,51.0,,0.51,39.27
2011-08-10,90,51.0,,0.51,45.9
2011-08-11,81,51.0,,0.51,41.31
2011-08-12,74,51.0,,0.51,37.74
2011-08-13,42,51.0,,0.51,21.42
2011-08-14,39,51.0,,0.51,19.89
2011-08-15,87,51.0,,0.51,44.37
2011-08-16,80,51.0,,0.51,40.8
2011-08-17,86,51.0,,0.51,43.86
2011-08-18,85,51.0,,0.51,43.35
2011-08-19,77,51.0,,0.51,39.27
2011-08-20,31,51.0,,0.51,15.81
2011-08-21,29,51.0,,0.51,14.790000000000001
2011-08-22,77,51.0,,0.51,39.27
2011-08-23,76,51.0,,0.51,38.76
2011-08-24,93,51.0,,0.51,47.43
2011-08-25,83,51.0,,0.51,42.33
2011-08-26,74,51.0,,0.51,37.74
2011-08-27,30,51.0,,0.51,15.3
2011-08-28,37,51.0,,0.51,18.87
