date,return_unscaled,return_monthly,isPartial,scale,return
2011-08-26,76,40.0,,0.4,30.400000000000002
2011-08-27,83,40.0,,0.4,33.2
2011-08-28,81,40.0,,0.4,32.4
2011-08-29,94,40.0,,0.4,37.6
2011-08-30,94,40.0,,0.4,37.6
2011-08-31,90,40.0,,0.4,36.0
2011-09-01,74,43.0,False,0.43,31.82
2011-09-02,71,43.0,,0.43,30.53
2011-09-03,60,43.0,,0.43,25.8
2011-09-04,70,43.0,,0.43,30.099999999999998
2011-09-05,71,43.0,,0.43,30.53
2011-09-06,88,43.0,,0.43,37.839999999999996
2011-09-07,84,43.0,,0.43,36.12
2011-09-08,78,43.0,,0.43,33.54
2011-09-09,85,43.0,,0.43,36.55
2011-09-10,71,43.0,,0.43,30.53
2011-09-11,70,43.0,,0.43,30.099999999999998
2011-09-12,89,43.0,,0.43,38.269999999999996
2011-09-13,86,43.0,,0.43,36.98
2011-09-14,77,43.0,,0.43,33.11
2011-09-15,74,43.0,,0.43,31.82
2011-09-16,85,43.0,,0.43,36.55
2011-09-17,69,43.0,,0.43,29.669999999999998
2011-09-18,74,43.0,,0.43,31.82
2011-09-19,91,43.0,,0.43,39.13
2011-09-20,81,43.0,,0.43,34.83
2011-09-21,78,43.0,,0.43,33.54
2011-09-22,77,43.0,,0.43,33.11
2011-09-23,81,43.0,,0.43,34.83
2011-09-24,70,43.0,,0.43,30.099999999999998
2011-09-25,72,43.0,,0.43,30.96
2011-09-26,100,43.0,,0.43,43.0
2011-09-27,98,43.0,,0.43,42.14
2011-09-28,86,43.0,,0.43,36.98
2011-09-29,83,43.0,,0.43,35.69
2011-09-30,80,43.0,,0.43,34.4
2011-10-01,72,45.0,False,0.45,32.4
2011-10-02,72,45.0,,0.45,32.4
2011-10-03,88,45.0,,0.45,39.6
2011-10-04,91,45.0,,0.45,40.95
2011-10-05,75,45.0,,0.45,33.75
2011-10-06,84,45.0,,0.45,37.800000000000004
2011-10-07,77,45.0,,0.45,34.65
2011-10-08,62,45.0,,0.45,27.900000000000002
2011-10-09,70,45.0,,0.45,31.5
2011-10-10,86,45.0,,0.45,38.7
2011-10-11,89,45.0,,0.45,40.050000000000004
2011-10-12,82,45.0,,0.45,36.9
2011-10-13,83,45.0,,0.45,37.35
2011-10-14,85,45.0,,0.45,38.25
2011-10-15,77,45.0,,0.45,34.65
2011-10-16,75,45.0,,0.45,33.75
2011-10-17,100,45.0,,0.45,45.0
2011-10-18,97,45.0,,0.45,43.65
2011-10-19,87,45.0,,0.45,39.15
2011-10-20,91,45.0,,0.45,40.95
2011-10-21,87,45.0,,0.45,39.15
2011-10-22,74,45.0,,0.45,33.300000000000004
2011-10-23,71,45.0,,0.45,31.95
2011-10-24,89,45.0,,0.45,40.050000000000004
2011-10-25,91,45.0,,0.45,40.95
2011-10-26,99,45.0,,0.45,44.550000000000004
2011-10-27,89,45.0,,0.45,40.050000000000004
2011-10-28,88,45.0,,0.45,39.6
2011-10-29,75,45.0,,0.45,33.75
2011-10-30,71,45.0,,0.45,31.95
2011-10-31,91,45.0,,0.45,40.95
2011-11-01,86,47.0,False,0.47,40.419999999999995
2011-11-02,80,47.0,,0.47,37.599999999999994
2011-11-03,89,47.0,,0.47,41.83
2011-11-04,83,47.0,,0.47,39.01
2011-11-05,62,47.0,,0.47,29.139999999999997
2011-11-06,70,47.0,,0.47,32.9
2011-11-07,84,47.0,,0.47,39.48
2011-11-08,88,47.0,,0.47,41.36
2011-11-09,84,47.0,,0.47,39.48
2011-11-10,84,47.0,,0.47,39.48
2011-11-11,75,47.0,,0.47,35.25
2011-11-12,65,47.0,,0.47,30.549999999999997
2011-11-13,70,47.0,,0.47,32.9
2011-11-14,90,47.0,,0.47,42.3
2011-11-15,94,47.0,,0.47,44.18
2011-11-16,86,47.0,,0.47,40.419999999999995
2011-11-17,88,47.0,,0.47,41.36
2011-11-18,86,47.0,,0.47,40.419999999999995
2011-11-19,72,47.0,,0.47,33.839999999999996
2011-11-20,69,47.0,,0.47,32.43
2011-11-21,81,47.0,,0.47,38.07
2011-11-22,91,47.0,,0.47,42.769999999999996
2011-11-23,81,47.0,,0.47,38.07
2011-11-24,63,47.0,,0.47,29.61
2011-11-25,72,47.0,,0.47,33.839999999999996
2011-11-26,83,47.0,,0.47,39.01
2011-11-27,81,47.0,,0.47,38.07
2011-11-28,100,47.0,,0.47,47.0
2011-11-29,91,47.0,,0.47,42.769999999999996
2011-11-30,83,47.0,,0.47,39.01
2011-12-01,77,52.0,False,0.52,40.04
2011-12-02,82,52.0,,0.52,42.64
2011-12-03,72,52.0,,0.52,37.44
2011-12-04,75,52.0,,0.52,39.0
2011-12-05,82,52.0,,0.52,42.64
2011-12-06,80,52.0,,0.52,41.6
2011-12-07,85,52.0,,0.52,44.2
2011-12-08,83,52.0,,0.52,43.160000000000004
2011-12-09,77,52.0,,0.52,40.04
2011-12-10,62,52.0,,0.52,32.24
2011-12-11,68,52.0,,0.52,35.36
2011-12-12,86,52.0,,0.52,44.72
2011-12-13,89,52.0,,0.52,46.28
2011-12-14,88,52.0,,0.52,45.760000000000005
2011-12-15,83,52.0,,0.52,43.160000000000004
2011-12-16,82,52.0,,0.52,42.64
2011-12-17,74,52.0,,0.52,38.480000000000004
2011-12-18,65,52.0,,0.52,33.800000000000004
2011-12-19,83,52.0,,0.52,43.160000000000004
2011-12-20,77,52.0,,0.52,40.04
2011-12-21,82,52.0,,0.52,42.64
2011-12-22,77,52.0,,0.52,40.04
2011-12-23,78,52.0,,0.52,40.56
2011-12-24,64,52.0,,0.52,33.28
2011-12-25,67,52.0,,0.52,34.84
2011-12-26,100,52.0,,0.52,52.0
2011-12-27,91,52.0,,0.52,47.32
2011-12-28,92,52.0,,0.52,47.84
2011-12-29,89,52.0,,0.52,46.28
2011-12-30,90,52.0,,0.52,46.800000000000004
2011-12-31,81,52.0,,0.52,42.120000000000005
2012-01-01,59,65.0,False,0.65,38.35
2012-01-02,62,65.0,,0.65,40.300000000000004
2012-01-03,73,65.0,,0.65,47.45
2012-01-04,65,65.0,,0.65,42.25
2012-01-05,64,65.0,,0.65,41.6
2012-01-06,63,65.0,,0.65,40.95
2012-01-07,57,65.0,,0.65,37.050000000000004
2012-01-08,55,65.0,,0.65,35.75
2012-01-09,67,65.0,,0.65,43.550000000000004
2012-01-10,64,65.0,,0.65,41.6
2012-01-11,65,65.0,,0.65,42.25
2012-01-12,67,65.0,,0.65,43.550000000000004
2012-01-13,64,65.0,,0.65,41.6
2012-01-14,55,65.0,,0.65,35.75
2012-01-15,54,65.0,,0.65,35.1
2012-01-16,62,65.0,,0.65,40.300000000000004
2012-01-17,71,65.0,,0.65,46.15
2012-01-18,72,65.0,,0.65,46.800000000000004
2012-01-19,75,65.0,,0.65,48.75
2012-01-20,76,65.0,,0.65,49.4
2012-01-21,72,65.0,,0.65,46.800000000000004
2012-01-22,66,65.0,,0.65,42.9
2012-01-23,80,65.0,,0.65,52.0
2012-01-24,99,65.0,,0.65,64.35000000000001
2012-01-25,100,65.0,,0.65,65.0
2012-01-26,92,65.0,,0.65,59.800000000000004
2012-01-27,97,65.0,,0.65,63.050000000000004
2012-01-28,85,65.0,,0.65,55.25
2012-01-29,79,65.0,,0.65,51.35
2012-01-30,97,65.0,,0.65,63.050000000000004
2012-01-31,99,65.0,,0.65,64.35000000000001
2012-02-01,100,72.0,False,0.72,72.0
2012-02-02,89,72.0,,0.72,64.08
2012-02-03,87,72.0,,0.72,62.64
2012-02-04,76,72.0,,0.72,54.72
2012-02-05,70,72.0,,0.72,50.4
2012-02-06,82,72.0,,0.72,59.04
2012-02-07,85,72.0,,0.72,61.199999999999996
2012-02-08,88,72.0,,0.72,63.36
2012-02-09,79,72.0,,0.72,56.879999999999995
2012-02-10,77,72.0,,0.72,55.44
2012-02-11,70,72.0,,0.72,50.4
2012-02-12,60,72.0,,0.72,43.199999999999996
2012-02-13,80,72.0,,0.72,57.599999999999994
2012-02-14,77,72.0,,0.72,55.44
2012-02-15,82,72.0,,0.72,59.04
2012-02-16,82,72.0,,0.72,59.04
2012-02-17,74,72.0,,0.72,53.28
2012-02-18,64,72.0,,0.72,46.08
2012-02-19,66,72.0,,0.72,47.519999999999996
2012-02-20,67,72.0,,0.72,48.239999999999995
2012-02-21,80,72.0,,0.72,57.599999999999994
2012-02-22,77,72.0,,0.72,55.44
2012-02-23,75,72.0,,0.72,54.0
2012-02-24,67,72.0,,0.72,48.239999999999995
2012-02-25,58,72.0,,0.72,41.76
2012-02-26,63,72.0,,0.72,45.36
2012-02-27,68,72.0,,0.72,48.96
2012-02-28,68,72.0,,0.72,48.96
2012-02-29,67,72.0,,0.72,48.239999999999995
2012-03-01,97,58.0,False,0.58,56.26
2012-03-02,91,58.0,,0.58,52.779999999999994
2012-03-03,90,58.0,,0.58,52.199999999999996
2012-03-04,82,58.0,,0.58,47.559999999999995
2012-03-05,100,58.0,,0.58,57.99999999999999
2012-03-06,98,58.0,,0.58,56.839999999999996
2012-03-07,89,58.0,,0.58,51.62
2012-03-08,90,58.0,,0.58,52.199999999999996
2012-03-09,90,58.0,,0.58,52.199999999999996
2012-03-10,77,58.0,,0.58,44.66
2012-03-11,74,58.0,,0.58,42.919999999999995
2012-03-12,91,58.0,,0.58,52.779999999999994
2012-03-13,94,58.0,,0.58,54.519999999999996
2012-03-14,93,58.0,,0.58,53.94
2012-03-15,95,58.0,,0.58,55.099999999999994
2012-03-16,90,58.0,,0.58,52.199999999999996
2012-03-17,75,58.0,,0.58,43.5
2012-03-18,78,58.0,,0.58,45.239999999999995
2012-03-19,93,58.0,,0.58,53.94
2012-03-20,89,58.0,,0.58,51.62
2012-03-21,94,58.0,,0.58,54.519999999999996
2012-03-22,87,58.0,,0.58,50.459999999999994
2012-03-23,80,58.0,,0.58,46.4
2012-03-24,75,58.0,,0.58,43.5
2012-03-25,76,58.0,,0.58,44.08
2012-03-26,99,58.0,,0.58,57.419999999999995
2012-03-27,91,58.0,,0.58,52.779999999999994
2012-03-28,94,58.0,,0.58,54.519999999999996
2012-03-29,88,58.0,,0.58,51.04
2012-03-30,83,58.0,,0.58,48.13999999999999
2012-03-31,75,58.0,,0.58,43.5
2012-04-01,50,62.0,False,0.62,31.0
2012-04-02,63,62.0,,0.62,39.06
2012-04-03,62,62.0,,0.62,38.44
2012-04-04,60,62.0,,0.62,37.2
2012-04-05,55,62.0,,0.62,34.1
2012-04-06,50,62.0,,0.62,31.0
2012-04-07,48,62.0,,0.62,29.759999999999998
2012-04-08,51,62.0,,0.62,31.62
2012-04-09,58,62.0,,0.62,35.96
2012-04-10,62,62.0,,0.62,38.44
2012-04-11,60,62.0,,0.62,37.2
2012-04-12,66,62.0,,0.62,40.92
2012-04-13,68,62.0,,0.62,42.16
2012-04-14,69,62.0,,0.62,42.78
2012-04-15,75,62.0,,0.62,46.5
2012-04-16,90,62.0,,0.62,55.8
2012-04-17,100,62.0,,0.62,62.0
2012-04-18,58,62.0,,0.62,35.96
2012-04-19,48,62.0,,0.62,29.759999999999998
2012-04-20,45,62.0,,0.62,27.9
2012-04-21,37,62.0,,0.62,22.94
2012-04-22,38,62.0,,0.62,23.56
2012-04-23,49,62.0,,0.62,30.38
2012-04-24,50,62.0,,0.62,31.0
2012-04-25,47,62.0,,0.62,29.14
2012-04-26,44,62.0,,0.62,27.28
2012-04-27,45,62.0,,0.62,27.9
2012-04-28,37,62.0,,0.62,22.94
2012-04-29,37,62.0,,0.62,22.94
2012-04-30,45,62.0,,0.62,27.9
2012-05-01,100,46.0,False,0.46,46.0
2012-05-02,91,46.0,,0.46,41.86
2012-05-03,91,46.0,,0.46,41.86
2012-05-04,85,46.0,,0.46,39.1
2012-05-05,73,46.0,,0.46,33.58
2012-05-06,77,46.0,,0.46,35.42
2012-05-07,91,46.0,,0.46,41.86
2012-05-08,89,46.0,,0.46,40.940000000000005
2012-05-09,82,46.0,,0.46,37.72
2012-05-10,88,46.0,,0.46,40.480000000000004
2012-05-11,87,46.0,,0.46,40.02
2012-05-12,71,46.0,,0.46,32.660000000000004
2012-05-13,70,46.0,,0.46,32.2
2012-05-14,97,46.0,,0.46,44.620000000000005
2012-05-15,89,46.0,,0.46,40.940000000000005
2012-05-16,93,46.0,,0.46,42.78
2012-05-17,87,46.0,,0.46,40.02
2012-05-18,85,46.0,,0.46,39.1
2012-05-19,73,46.0,,0.46,33.58
2012-05-20,77,46.0,,0.46,35.42
2012-05-21,90,46.0,,0.46,41.4
2012-05-22,85,46.0,,0.46,39.1
2012-05-23,85,46.0,,0.46,39.1
2012-05-24,87,46.0,,0.46,40.02
2012-05-25,75,46.0,,0.46,34.5
2012-05-26,68,46.0,,0.46,31.28
2012-05-27,71,46.0,,0.46,32.660000000000004
2012-05-28,72,46.0,,0.46,33.120000000000005
2012-05-29,92,46.0,,0.46,42.32
2012-05-30,87,46.0,,0.46,40.02
2012-05-31,84,46.0,,0.46,38.64
2012-06-01,92,43.0,False,0.43,39.56
2012-06-02,83,43.0,,0.43,35.69
2012-06-03,87,43.0,,0.43,37.41
2012-06-04,94,43.0,,0.43,40.42
2012-06-05,96,43.0,,0.43,41.28
2012-06-06,88,43.0,,0.43,37.839999999999996
2012-06-07,86,43.0,,0.43,36.98
2012-06-08,87,43.0,,0.43,37.41
2012-06-09,80,43.0,,0.43,34.4
2012-06-10,83,43.0,,0.43,35.69
2012-06-11,95,43.0,,0.43,40.85
2012-06-12,100,43.0,,0.43,43.0
2012-06-13,100,43.0,,0.43,43.0
2012-06-14,95,43.0,,0.43,40.85
2012-06-15,86,43.0,,0.43,36.98
2012-06-16,78,43.0,,0.43,33.54
2012-06-17,77,43.0,,0.43,33.11
2012-06-18,98,43.0,,0.43,42.14
2012-06-19,93,43.0,,0.43,39.99
2012-06-20,90,43.0,,0.43,38.7
2012-06-21,86,43.0,,0.43,36.98
2012-06-22,84,43.0,,0.43,36.12
2012-06-23,86,43.0,,0.43,36.98
2012-06-24,76,43.0,,0.43,32.68
2012-06-25,95,43.0,,0.43,40.85
2012-06-26,90,43.0,,0.43,38.7
2012-06-27,92,43.0,,0.43,39.56
2012-06-28,95,43.0,,0.43,40.85
2012-06-29,85,43.0,,0.43,36.55
2012-06-30,83,43.0,,0.43,35.69
2012-07-01,76,45.0,False,0.45,34.2
2012-07-02,87,45.0,,0.45,39.15
2012-07-03,84,45.0,,0.45,37.800000000000004
2012-07-04,66,45.0,,0.45,29.7
2012-07-05,85,45.0,,0.45,38.25
2012-07-06,83,45.0,,0.45,37.35
2012-07-07,71,45.0,,0.45,31.95
2012-07-08,80,45.0,,0.45,36.0
2012-07-09,87,45.0,,0.45,39.15
2012-07-10,89,45.0,,0.45,40.050000000000004
2012-07-11,84,45.0,,0.45,37.800000000000004
2012-07-12,85,45.0,,0.45,38.25
2012-07-13,89,45.0,,0.45,40.050000000000004
2012-07-14,76,45.0,,0.45,34.2
2012-07-15,75,45.0,,0.45,33.75
2012-07-16,93,45.0,,0.45,41.85
2012-07-17,98,45.0,,0.45,44.1
2012-07-18,96,45.0,,0.45,43.2
2012-07-19,92,45.0,,0.45,41.4
2012-07-20,89,45.0,,0.45,40.050000000000004
2012-07-21,69,45.0,,0.45,31.05
2012-07-22,75,45.0,,0.45,33.75
2012-07-23,94,45.0,,0.45,42.300000000000004
2012-07-24,100,45.0,,0.45,45.0
2012-07-25,100,45.0,,0.45,45.0
2012-07-26,88,45.0,,0.45,39.6
2012-07-27,87,45.0,,0.45,39.15
2012-07-28,69,45.0,,0.45,31.05
2012-07-29,76,45.0,,0.45,34.2
2012-07-30,81,45.0,,0.45,36.45
2012-07-31,89,45.0,,0.45,40.050000000000004
2012-08-01,89,47.0,False,0.47,41.83
2012-08-02,86,47.0,,0.47,40.419999999999995
2012-08-03,83,47.0,,0.47,39.01
2012-08-04,80,47.0,,0.47,37.599999999999994
2012-08-05,79,47.0,,0.47,37.129999999999995
2012-08-06,95,47.0,,0.47,44.65
2012-08-07,91,47.0,,0.47,42.769999999999996
2012-08-08,87,47.0,,0.47,40.89
2012-08-09,90,47.0,,0.47,42.3
2012-08-10,88,47.0,,0.47,41.36
2012-08-11,76,47.0,,0.47,35.72
2012-08-12,92,47.0,,0.47,43.239999999999995
2012-08-13,94,47.0,,0.47,44.18
2012-08-14,94,47.0,,0.47,44.18
2012-08-15,92,47.0,,0.47,43.239999999999995
2012-08-16,93,47.0,,0.47,43.71
2012-08-17,95,47.0,,0.47,44.65
2012-08-18,81,47.0,,0.47,38.07
2012-08-19,88,47.0,,0.47,41.36
2012-08-20,93,47.0,,0.47,43.71
2012-08-21,99,47.0,,0.47,46.529999999999994
2012-08-22,96,47.0,,0.47,45.12
2012-08-23,96,47.0,,0.47,45.12
2012-08-24,97,47.0,,0.47,45.589999999999996
2012-08-25,78,47.0,,0.47,36.66
2012-08-26,82,47.0,,0.47,38.54
2012-08-27,92,47.0,,0.47,43.239999999999995
2012-08-28,95,47.0,,0.47,44.65
2012-08-29,96,47.0,,0.47,45.12
2012-08-30,100,47.0,,0.47,47.0
2012-08-31,98,47.0,,0.47,46.059999999999995
2012-09-01,73,54.0,False,0.54,39.42
2012-09-02,85,54.0,,0.54,45.900000000000006
2012-09-03,85,54.0,,0.54,45.900000000000006
2012-09-04,96,54.0,,0.54,51.84
2012-09-05,90,54.0,,0.54,48.6
2012-09-06,95,54.0,,0.54,51.300000000000004
2012-09-07,94,54.0,,0.54,50.760000000000005
2012-09-08,77,54.0,,0.54,41.580000000000005
2012-09-09,85,54.0,,0.54,45.900000000000006
2012-09-10,100,54.0,,0.54,54.0
2012-09-11,91,54.0,,0.54,49.14
2012-09-12,89,54.0,,0.54,48.06
2012-09-13,91,54.0,,0.54,49.14
2012-09-14,93,54.0,,0.54,50.220000000000006
2012-09-15,73,54.0,,0.54,39.42
2012-09-16,83,54.0,,0.54,44.82
2012-09-17,98,54.0,,0.54,52.92
2012-09-18,97,54.0,,0.54,52.38
2012-09-19,95,54.0,,0.54,51.300000000000004
2012-09-20,88,54.0,,0.54,47.52
2012-09-21,97,54.0,,0.54,52.38
2012-09-22,78,54.0,,0.54,42.120000000000005
2012-09-23,89,54.0,,0.54,48.06
2012-09-24,93,54.0,,0.54,50.220000000000006
2012-09-25,94,54.0,,0.54,50.760000000000005
2012-09-26,98,54.0,,0.54,52.92
2012-09-27,87,54.0,,0.54,46.980000000000004
2012-09-28,95,54.0,,0.54,51.300000000000004
2012-09-29,76,54.0,,0.54,41.040000000000006
2012-09-30,81,54.0,,0.54,43.74
2012-10-01,96,51.0,False,0.51,48.96
2012-10-02,92,51.0,,0.51,46.92
2012-10-03,93,51.0,,0.51,47.43
2012-10-04,88,51.0,,0.51,44.88
2012-10-05,93,51.0,,0.51,47.43
2012-10-06,74,51.0,,0.51,37.74
2012-10-07,70,51.0,,0.51,35.7
2012-10-08,84,51.0,,0.51,42.84
2012-10-09,86,51.0,,0.51,43.86
2012-10-10,94,51.0,,0.51,47.94
2012-10-11,100,51.0,,0.51,51.0
2012-10-12,94,51.0,,0.51,47.94
2012-10-13,77,51.0,,0.51,39.27
2012-10-14,80,51.0,,0.51,40.8
2012-10-15,97,51.0,,0.51,49.47
2012-10-16,95,51.0,,0.51,48.45
2012-10-17,91,51.0,,0.51,46.410000000000004
2012-10-18,87,51.0,,0.51,44.37
2012-10-19,93,51.0,,0.51,47.43
2012-10-20,72,51.0,,0.51,36.72
2012-10-21,86,51.0,,0.51,43.86
2012-10-22,88,51.0,,0.51,44.88
2012-10-23,99,51.0,,0.51,50.49
2012-10-24,93,51.0,,0.51,47.43
2012-10-25,96,51.0,,0.51,48.96
2012-10-26,89,51.0,,0.51,45.39
2012-10-27,75,51.0,,0.51,38.25
2012-10-28,76,51.0,,0.51,38.76
2012-10-29,82,51.0,,0.51,41.82
2012-10-30,97,51.0,,0.51,49.47
2012-10-31,99,51.0,,0.51,50.49
2012-11-01,90,49.0,False,0.49,44.1
2012-11-02,87,49.0,,0.49,42.63
2012-11-03,77,49.0,,0.49,37.73
2012-11-04,75,49.0,,0.49,36.75
2012-11-05,83,49.0,,0.49,40.67
2012-11-06,78,49.0,,0.49,38.22
2012-11-07,79,49.0,,0.49,38.71
2012-11-08,82,49.0,,0.49,40.18
2012-11-09,83,49.0,,0.49,40.67
2012-11-10,62,49.0,,0.49,30.38
2012-11-11,77,49.0,,0.49,37.73
2012-11-12,86,49.0,,0.49,42.14
2012-11-13,82,49.0,,0.49,40.18
2012-11-14,88,49.0,,0.49,43.12
2012-11-15,89,49.0,,0.49,43.61
2012-11-16,79,49.0,,0.49,38.71
2012-11-17,70,49.0,,0.49,34.3
2012-11-18,67,49.0,,0.49,32.83
2012-11-19,91,49.0,,0.49,44.589999999999996
2012-11-20,86,49.0,,0.49,42.14
2012-11-21,68,49.0,,0.49,33.32
2012-11-22,70,49.0,,0.49,34.3
2012-11-23,73,49.0,,0.49,35.769999999999996
2012-11-24,74,49.0,,0.49,36.26
2012-11-25,83,49.0,,0.49,40.67
2012-11-26,100,49.0,,0.49,49.0
2012-11-27,94,49.0,,0.49,46.06
2012-11-28,93,49.0,,0.49,45.57
2012-11-29,87,49.0,,0.49,42.63
2012-11-30,91,49.0,,0.49,44.589999999999996
2012-12-01,67,55.0,False,0.55,36.85
2012-12-02,69,55.0,,0.55,37.95
2012-12-03,76,55.0,,0.55,41.800000000000004
2012-12-04,79,55.0,,0.55,43.45
2012-12-05,80,55.0,,0.55,44.0
2012-12-06,76,55.0,,0.55,41.800000000000004
2012-12-07,84,55.0,,0.55,46.2
2012-12-08,70,55.0,,0.55,38.5
2012-12-09,66,55.0,,0.55,36.300000000000004
2012-12-10,81,55.0,,0.55,44.550000000000004
2012-12-11,79,55.0,,0.55,43.45
2012-12-12,83,55.0,,0.55,45.650000000000006
2012-12-13,79,55.0,,0.55,43.45
2012-12-14,74,55.0,,0.55,40.7
2012-12-15,66,55.0,,0.55,36.300000000000004
2012-12-16,68,55.0,,0.55,37.400000000000006
2012-12-17,77,55.0,,0.55,42.35
2012-12-18,81,55.0,,0.55,44.550000000000004
2012-12-19,83,55.0,,0.55,45.650000000000006
2012-12-20,74,55.0,,0.55,40.7
2012-12-21,77,55.0,,0.55,42.35
2012-12-22,66,55.0,,0.55,36.300000000000004
2012-12-23,64,55.0,,0.55,35.2
2012-12-24,70,55.0,,0.55,38.5
2012-12-25,74,55.0,,0.55,40.7
2012-12-26,100,55.0,,0.55,55.00000000000001
2012-12-27,89,55.0,,0.55,48.95
2012-12-28,89,55.0,,0.55,48.95
2012-12-29,78,55.0,,0.55,42.900000000000006
2012-12-30,76,55.0,,0.55,41.800000000000004
2012-12-31,83,55.0,,0.55,45.650000000000006
2013-01-01,61,71.0,False,0.71,43.309999999999995
2013-01-02,76,71.0,,0.71,53.959999999999994
2013-01-03,71,71.0,,0.71,50.41
2013-01-04,75,71.0,,0.71,53.25
2013-01-05,64,71.0,,0.71,45.44
2013-01-06,67,71.0,,0.71,47.57
2013-01-07,71,71.0,,0.71,50.41
2013-01-08,70,71.0,,0.71,49.699999999999996
2013-01-09,69,71.0,,0.71,48.989999999999995
2013-01-10,74,71.0,,0.71,52.54
2013-01-11,70,71.0,,0.71,49.699999999999996
2013-01-12,60,71.0,,0.71,42.599999999999994
2013-01-13,60,71.0,,0.71,42.599999999999994
2013-01-14,72,71.0,,0.71,51.12
2013-01-15,73,71.0,,0.71,51.83
2013-01-16,73,71.0,,0.71,51.83
2013-01-17,71,71.0,,0.71,50.41
2013-01-18,75,71.0,,0.71,53.25
2013-01-19,65,71.0,,0.71,46.15
2013-01-20,60,71.0,,0.71,42.599999999999994
2013-01-21,72,71.0,,0.71,51.12
2013-01-22,77,71.0,,0.71,54.669999999999995
2013-01-23,81,71.0,,0.71,57.51
2013-01-24,82,71.0,,0.71,58.22
2013-01-25,82,71.0,,0.71,58.22
2013-01-26,74,71.0,,0.71,52.54
2013-01-27,73,71.0,,0.71,51.83
2013-01-28,91,71.0,,0.71,64.61
2013-01-29,94,71.0,,0.71,66.74
2013-01-30,94,71.0,,0.71,66.74
2013-01-31,100,71.0,,0.71,71.0
2013-02-01,87,82.0,False,0.82,71.33999999999999
2013-02-02,78,82.0,,0.82,63.959999999999994
2013-02-03,76,82.0,,0.82,62.31999999999999
2013-02-04,100,82.0,,0.82,82.0
2013-02-05,95,82.0,,0.82,77.89999999999999
2013-02-06,87,82.0,,0.82,71.33999999999999
2013-02-07,84,82.0,,0.82,68.88
2013-02-08,80,82.0,,0.82,65.6
2013-02-09,73,82.0,,0.82,59.86
2013-02-10,72,82.0,,0.82,59.04
2013-02-11,81,82.0,,0.82,66.42
2013-02-12,86,82.0,,0.82,70.52
2013-02-13,80,82.0,,0.82,65.6
2013-02-14,76,82.0,,0.82,62.31999999999999
2013-02-15,72,82.0,,0.82,59.04
2013-02-16,66,82.0,,0.82,54.12
2013-02-17,65,82.0,,0.82,53.3
2013-02-18,74,82.0,,0.82,60.68
2013-02-19,77,82.0,,0.82,63.13999999999999
2013-02-20,73,82.0,,0.82,59.86
2013-02-21,80,82.0,,0.82,65.6
2013-02-22,72,82.0,,0.82,59.04
2013-02-23,64,82.0,,0.82,52.48
2013-02-24,63,82.0,,0.82,51.66
2013-02-25,72,82.0,,0.82,59.04
2013-02-26,74,82.0,,0.82,60.68
2013-02-27,71,82.0,,0.82,58.22
2013-02-28,72,82.0,,0.82,59.04
2013-03-01,85,70.0,False,0.7,59.49999999999999
2013-03-02,77,70.0,,0.7,53.9
2013-03-03,78,70.0,,0.7,54.599999999999994
2013-03-04,100,70.0,,0.7,70.0
2013-03-05,91,70.0,,0.7,63.699999999999996
2013-03-06,84,70.0,,0.7,58.8
2013-03-07,83,70.0,,0.7,58.099999999999994
2013-03-08,85,70.0,,0.7,59.49999999999999
2013-03-09,74,70.0,,0.7,51.8
2013-03-10,72,70.0,,0.7,50.4
2013-03-11,86,70.0,,0.7,60.199999999999996
2013-03-12,91,70.0,,0.7,63.699999999999996
2013-03-13,83,70.0,,0.7,58.099999999999994
2013-03-14,79,70.0,,0.7,55.3
2013-03-15,90,70.0,,0.7,62.99999999999999
2013-03-16,72,70.0,,0.7,50.4
2013-03-17,72,70.0,,0.7,50.4
2013-03-18,94,70.0,,0.7,65.8
2013-03-19,81,70.0,,0.7,56.699999999999996
2013-03-20,84,70.0,,0.7,58.8
2013-03-21,80,70.0,,0.7,56.0
2013-03-22,75,70.0,,0.7,52.5
2013-03-23,72,70.0,,0.7,50.4
2013-03-24,72,70.0,,0.7,50.4
2013-03-25,81,70.0,,0.7,56.699999999999996
2013-03-26,87,70.0,,0.7,60.9
2013-03-27,86,70.0,,0.7,60.199999999999996
2013-03-28,92,70.0,,0.7,64.39999999999999
2013-03-29,70,70.0,,0.7,49.0
2013-03-30,74,70.0,,0.7,51.8
2013-03-31,66,70.0,,0.7,46.199999999999996
2013-04-01,50,70.0,False,0.7,35.0
2013-04-02,54,70.0,,0.7,37.8
2013-04-03,51,70.0,,0.7,35.699999999999996
2013-04-04,51,70.0,,0.7,35.699999999999996
2013-04-05,46,70.0,,0.7,32.199999999999996
2013-04-06,49,70.0,,0.7,34.3
2013-04-07,47,70.0,,0.7,32.9
2013-04-08,56,70.0,,0.7,39.199999999999996
2013-04-09,56,70.0,,0.7,39.199999999999996
2013-04-10,57,70.0,,0.7,39.9
2013-04-11,57,70.0,,0.7,39.9
2013-04-12,63,70.0,,0.7,44.099999999999994
2013-04-13,56,70.0,,0.7,39.199999999999996
2013-04-14,69,70.0,,0.7,48.3
2013-04-15,100,70.0,,0.7,70.0
2013-04-16,55,70.0,,0.7,38.5
2013-04-17,46,70.0,,0.7,32.199999999999996
2013-04-18,41,70.0,,0.7,28.7
2013-04-19,39,70.0,,0.7,27.299999999999997
