date,portfolio_unscaled,portfolio_monthly,isPartial,scale,portfolio
2016-02-28,57,79.0,,0.79,45.03
2016-02-29,76,79.0,,0.79,60.040000000000006
2016-03-01,85,76.0,False,0.76,64.6
2016-03-02,82,76.0,,0.76,62.32
2016-03-03,95,76.0,,0.76,72.2
2016-03-04,88,76.0,,0.76,66.88
2016-03-05,56,76.0,,0.76,42.56
2016-03-06,50,76.0,,0.76,38.0
2016-03-07,79,76.0,,0.76,60.04
2016-03-08,100,76.0,,0.76,76.0
2016-03-09,96,76.0,,0.76,72.96000000000001
2016-03-10,76,76.0,,0.76,57.76
2016-03-11,77,76.0,,0.76,58.52
2016-03-12,54,76.0,,0.76,41.04
2016-03-13,55,76.0,,0.76,41.8
2016-03-14,74,76.0,,0.76,56.24
2016-03-15,85,76.0,,0.76,64.6
2016-03-16,78,76.0,,0.76,59.28
2016-03-17,82,76.0,,0.76,62.32
2016-03-18,83,76.0,,0.76,63.08
2016-03-19,50,76.0,,0.76,38.0
2016-03-20,56,76.0,,0.76,42.56
2016-03-21,91,76.0,,0.76,69.16
2016-03-22,80,76.0,,0.76,60.8
2016-03-23,90,76.0,,0.76,68.4
2016-03-24,82,76.0,,0.76,62.32
2016-03-25,71,76.0,,0.76,53.96
2016-03-26,52,76.0,,0.76,39.52
2016-03-27,53,76.0,,0.76,40.28
2016-03-28,91,76.0,,0.76,69.16
2016-03-29,99,76.0,,0.76,75.24
2016-03-30,100,76.0,,0.76,76.0
2016-03-31,85,76.0,,0.76,64.6
2016-04-01,79,82.0,False,0.82,64.78
2016-04-02,56,82.0,,0.82,45.919999999999995
2016-04-03,58,82.0,,0.82,47.559999999999995
2016-04-04,91,82.0,,0.82,74.61999999999999
2016-04-05,93,82.0,,0.82,76.25999999999999
2016-04-06,88,82.0,,0.82,72.16
2016-04-07,74,82.0,,0.82,60.68
2016-04-08,88,82.0,,0.82,72.16
2016-04-09,53,82.0,,0.82,43.46
2016-04-10,58,82.0,,0.82,47.559999999999995
2016-04-11,88,82.0,,0.82,72.16
2016-04-12,97,82.0,,0.82,79.53999999999999
2016-04-13,98,82.0,,0.82,80.36
2016-04-14,86,82.0,,0.82,70.52
2016-04-15,86,82.0,,0.82,70.52
2016-04-16,60,82.0,,0.82,49.199999999999996
2016-04-17,62,82.0,,0.82,50.839999999999996
2016-04-18,92,82.0,,0.82,75.44
2016-04-19,100,82.0,,0.82,82.0
2016-04-20,92,82.0,,0.82,75.44
2016-04-21,92,82.0,,0.82,75.44
2016-04-22,67,82.0,,0.82,54.94
2016-04-23,52,82.0,,0.82,42.64
2016-04-24,57,82.0,,0.82,46.739999999999995
2016-04-25,96,82.0,,0.82,78.72
2016-04-26,81,82.0,,0.82,66.42
2016-04-27,94,82.0,,0.82,77.08
2016-04-28,84,82.0,,0.82,68.88
2016-04-29,73,82.0,,0.82,59.86
2016-04-30,44,82.0,,0.82,36.08
2016-05-01,63,75.0,False,0.75,47.25
2016-05-02,100,75.0,,0.75,75.0
2016-05-03,95,75.0,,0.75,71.25
2016-05-04,97,75.0,,0.75,72.75
2016-05-05,98,75.0,,0.75,73.5
2016-05-06,86,75.0,,0.75,64.5
2016-05-07,52,75.0,,0.75,39.0
2016-05-08,49,75.0,,0.75,36.75
2016-05-09,86,75.0,,0.75,64.5
2016-05-10,98,75.0,,0.75,73.5
2016-05-11,97,75.0,,0.75,72.75
2016-05-12,84,75.0,,0.75,63.0
2016-05-13,79,75.0,,0.75,59.25
2016-05-14,51,75.0,,0.75,38.25
2016-05-15,54,75.0,,0.75,40.5
2016-05-16,95,75.0,,0.75,71.25
2016-05-17,87,75.0,,0.75,65.25
2016-05-18,91,75.0,,0.75,68.25
2016-05-19,85,75.0,,0.75,63.75
2016-05-20,83,75.0,,0.75,62.25
2016-05-21,44,75.0,,0.75,33.0
2016-05-22,44,75.0,,0.75,33.0
2016-05-23,75,75.0,,0.75,56.25
2016-05-24,81,75.0,,0.75,60.75
2016-05-25,78,75.0,,0.75,58.5
2016-05-26,78,75.0,,0.75,58.5
2016-05-27,66,75.0,,0.75,49.5
2016-05-28,43,75.0,,0.75,32.25
2016-05-29,38,75.0,,0.75,28.5
2016-05-30,37,75.0,,0.75,27.75
2016-05-31,75,75.0,,0.75,56.25
2016-06-01,84,68.0,False,0.68,57.120000000000005
2016-06-02,81,68.0,,0.68,55.080000000000005
2016-06-03,80,68.0,,0.68,54.400000000000006
2016-06-04,53,68.0,,0.68,36.04
2016-06-05,50,68.0,,0.68,34.0
2016-06-06,84,68.0,,0.68,57.120000000000005
2016-06-07,91,68.0,,0.68,61.88
2016-06-08,91,68.0,,0.68,61.88
2016-06-09,83,68.0,,0.68,56.440000000000005
2016-06-10,82,68.0,,0.68,55.760000000000005
2016-06-11,51,68.0,,0.68,34.68
2016-06-12,47,68.0,,0.68,31.96
2016-06-13,74,68.0,,0.68,50.32
2016-06-14,88,68.0,,0.68,59.84
2016-06-15,90,68.0,,0.68,61.2
2016-06-16,89,68.0,,0.68,60.52
2016-06-17,85,68.0,,0.68,57.800000000000004
2016-06-18,40,68.0,,0.68,27.200000000000003
2016-06-19,43,68.0,,0.68,29.240000000000002
2016-06-20,88,68.0,,0.68,59.84
2016-06-21,100,68.0,,0.68,68.0
2016-06-22,88,68.0,,0.68,59.84
2016-06-23,78,68.0,,0.68,53.040000000000006
2016-06-24,93,68.0,,0.68,63.24
2016-06-25,60,68.0,,0.68,40.800000000000004
2016-06-26,50,68.0,,0.68,34.0
2016-06-27,84,68.0,,0.68,57.120000000000005
2016-06-28,85,68.0,,0.68,57.800000000000004
2016-06-29,91,68.0,,0.68,61.88
2016-06-30,87,68.0,,0.68,59.160000000000004
2016-07-01,87,64.0,False,0.64,55.68
2016-07-02,54,64.0,,0.64,34.56
2016-07-03,57,64.0,,0.64,36.480000000000004
2016-07-04,41,64.0,,0.64,26.240000000000002
2016-07-05,80,64.0,,0.64,51.2
2016-07-06,90,64.0,,0.64,57.6
2016-07-07,84,64.0,,0.64,53.76
2016-07-08,85,64.0,,0.64,54.4
2016-07-09,49,64.0,,0.64,31.36
2016-07-10,46,64.0,,0.64,29.44
2016-07-11,68,64.0,,0.64,43.52
2016-07-12,91,64.0,,0.64,58.24
2016-07-13,84,64.0,,0.64,53.76
2016-07-14,86,64.0,,0.64,55.04
2016-07-15,70,64.0,,0.64,44.800000000000004
2016-07-16,55,64.0,,0.64,35.2
2016-07-17,49,64.0,,0.64,31.36
2016-07-18,82,64.0,,0.64,52.480000000000004
2016-07-19,84,64.0,,0.64,53.76
2016-07-20,80,64.0,,0.64,51.2
2016-07-21,81,64.0,,0.64,51.84
2016-07-22,67,64.0,,0.64,42.88
2016-07-23,57,64.0,,0.64,36.480000000000004
2016-07-24,55,64.0,,0.64,35.2
2016-07-25,100,64.0,,0.64,64.0
2016-07-26,94,64.0,,0.64,60.160000000000004
2016-07-27,82,64.0,,0.64,52.480000000000004
2016-07-28,93,64.0,,0.64,59.52
2016-07-29,73,64.0,,0.64,46.72
2016-07-30,60,64.0,,0.64,38.4
2016-07-31,55,64.0,,0.64,35.2
2016-08-01,74,70.0,False,0.7,51.8
2016-08-02,100,70.0,,0.7,70.0
2016-08-03,91,70.0,,0.7,63.699999999999996
2016-08-04,91,70.0,,0.7,63.699999999999996
2016-08-05,76,70.0,,0.7,53.199999999999996
2016-08-06,49,70.0,,0.7,34.3
2016-08-07,32,70.0,,0.7,22.4
2016-08-08,80,70.0,,0.7,56.0
2016-08-09,95,70.0,,0.7,66.5
2016-08-10,74,70.0,,0.7,51.8
2016-08-11,79,70.0,,0.7,55.3
2016-08-12,64,70.0,,0.7,44.8
2016-08-13,43,70.0,,0.7,30.099999999999998
2016-08-14,43,70.0,,0.7,30.099999999999998
2016-08-15,83,70.0,,0.7,58.099999999999994
2016-08-16,74,70.0,,0.7,51.8
2016-08-17,84,70.0,,0.7,58.8
2016-08-18,76,70.0,,0.7,53.199999999999996
2016-08-19,80,70.0,,0.7,56.0
2016-08-20,42,70.0,,0.7,29.4
2016-08-21,48,70.0,,0.7,33.599999999999994
2016-08-22,84,70.0,,0.7,58.8
2016-08-23,74,70.0,,0.7,51.8
2016-08-24,78,70.0,,0.7,54.599999999999994
2016-08-25,78,70.0,,0.7,54.599999999999994
2016-08-26,85,70.0,,0.7,59.49999999999999
2016-08-27,58,70.0,,0.7,40.599999999999994
2016-08-28,51,70.0,,0.7,35.699999999999996
2016-08-29,85,70.0,,0.7,59.49999999999999
2016-08-30,77,70.0,,0.7,53.9
2016-08-31,78,70.0,,0.7,54.599999999999994
2016-09-01,71,68.0,False,0.68,48.28
2016-09-02,72,68.0,,0.68,48.96
2016-09-03,46,68.0,,0.68,31.28
2016-09-04,52,68.0,,0.68,35.36
2016-09-05,61,68.0,,0.68,41.480000000000004
2016-09-06,92,68.0,,0.68,62.56
2016-09-07,88,68.0,,0.68,59.84
2016-09-08,91,68.0,,0.68,61.88
2016-09-09,74,68.0,,0.68,50.32
2016-09-10,56,68.0,,0.68,38.080000000000005
2016-09-11,48,68.0,,0.68,32.64
2016-09-12,94,68.0,,0.68,63.92
2016-09-13,97,68.0,,0.68,65.96000000000001
2016-09-14,87,68.0,,0.68,59.160000000000004
2016-09-15,84,68.0,,0.68,57.120000000000005
2016-09-16,84,68.0,,0.68,57.120000000000005
2016-09-17,55,68.0,,0.68,37.400000000000006
2016-09-18,51,68.0,,0.68,34.68
2016-09-19,93,68.0,,0.68,63.24
2016-09-20,88,68.0,,0.68,59.84
2016-09-21,100,68.0,,0.68,68.0
2016-09-22,84,68.0,,0.68,57.120000000000005
2016-09-23,80,68.0,,0.68,54.400000000000006
2016-09-24,59,68.0,,0.68,40.120000000000005
2016-09-25,54,68.0,,0.68,36.720000000000006
2016-09-26,77,68.0,,0.68,52.36000000000001
2016-09-27,82,68.0,,0.68,55.760000000000005
2016-09-28,91,68.0,,0.68,61.88
2016-09-29,74,68.0,,0.68,50.32
2016-09-30,91,68.0,,0.68,61.88
2016-10-01,52,71.0,False,0.71,36.92
2016-10-02,59,71.0,,0.71,41.89
2016-10-03,90,71.0,,0.71,63.9
2016-10-04,87,71.0,,0.71,61.769999999999996
2016-10-05,86,71.0,,0.71,61.059999999999995
2016-10-06,81,71.0,,0.71,57.51
2016-10-07,80,71.0,,0.71,56.8
2016-10-08,61,71.0,,0.71,43.309999999999995
2016-10-09,52,71.0,,0.71,36.92
2016-10-10,70,71.0,,0.71,49.699999999999996
2016-10-11,96,71.0,,0.71,68.16
2016-10-12,94,71.0,,0.71,66.74
2016-10-13,85,71.0,,0.71,60.349999999999994
2016-10-14,78,71.0,,0.71,55.379999999999995
2016-10-15,56,71.0,,0.71,39.76
2016-10-16,52,71.0,,0.71,36.92
2016-10-17,92,71.0,,0.71,65.32
2016-10-18,100,71.0,,0.71,71.0
2016-10-19,88,71.0,,0.71,62.48
2016-10-20,95,71.0,,0.71,67.45
2016-10-21,92,71.0,,0.71,65.32
2016-10-22,54,71.0,,0.71,38.339999999999996
2016-10-23,56,71.0,,0.71,39.76
2016-10-24,93,71.0,,0.71,66.03
2016-10-25,93,71.0,,0.71,66.03
2016-10-26,88,71.0,,0.71,62.48
2016-10-27,89,71.0,,0.71,63.19
2016-10-28,82,71.0,,0.71,58.22
2016-10-29,57,71.0,,0.71,40.47
2016-10-30,48,71.0,,0.71,34.08
2016-10-31,89,71.0,,0.71,63.19
2016-11-01,79,71.0,False,0.71,56.089999999999996
2016-11-02,88,71.0,,0.71,62.48
2016-11-03,71,71.0,,0.71,50.41
2016-11-04,77,71.0,,0.71,54.669999999999995
2016-11-05,45,71.0,,0.71,31.95
2016-11-06,47,71.0,,0.71,33.37
2016-11-07,76,71.0,,0.71,53.959999999999994
2016-11-08,81,71.0,,0.71,57.51
2016-11-09,55,71.0,,0.71,39.05
2016-11-10,77,71.0,,0.71,54.669999999999995
2016-11-11,68,71.0,,0.71,48.28
2016-11-12,46,71.0,,0.71,32.66
2016-11-13,63,71.0,,0.71,44.73
2016-11-14,92,71.0,,0.71,65.32
2016-11-15,88,71.0,,0.71,62.48
2016-11-16,100,71.0,,0.71,71.0
2016-11-17,78,71.0,,0.71,55.379999999999995
2016-11-18,70,71.0,,0.71,49.699999999999996
2016-11-19,44,71.0,,0.71,31.24
2016-11-20,60,71.0,,0.71,42.599999999999994
2016-11-21,80,71.0,,0.71,56.8
2016-11-22,77,71.0,,0.71,54.669999999999995
2016-11-23,74,71.0,,0.71,52.54
2016-11-24,38,71.0,,0.71,26.979999999999997
2016-11-25,46,71.0,,0.71,32.66
2016-11-26,50,71.0,,0.71,35.5
2016-11-27,52,71.0,,0.71,36.92
2016-11-28,89,71.0,,0.71,63.19
2016-11-29,92,71.0,,0.71,65.32
2016-11-30,94,71.0,,0.71,66.74
2016-12-01,85,74.0,False,0.74,62.9
2016-12-02,84,74.0,,0.74,62.16
2016-12-03,53,74.0,,0.74,39.22
2016-12-04,53,74.0,,0.74,39.22
2016-12-05,91,74.0,,0.74,67.34
2016-12-06,91,74.0,,0.74,67.34
2016-12-07,84,74.0,,0.74,62.16
2016-12-08,100,74.0,,0.74,74.0
2016-12-09,81,74.0,,0.74,59.94
2016-12-10,64,74.0,,0.74,47.36
2016-12-11,46,74.0,,0.74,34.04
2016-12-12,85,74.0,,0.74,62.9
2016-12-13,87,74.0,,0.74,64.38
2016-12-14,76,74.0,,0.74,56.24
2016-12-15,82,74.0,,0.74,60.68
2016-12-16,76,74.0,,0.74,56.24
2016-12-17,44,74.0,,0.74,32.56
2016-12-18,39,74.0,,0.74,28.86
2016-12-19,70,74.0,,0.74,51.8
2016-12-20,70,74.0,,0.74,51.8
2016-12-21,68,74.0,,0.74,50.32
2016-12-22,53,74.0,,0.74,39.22
2016-12-23,49,74.0,,0.74,36.26
2016-12-24,33,74.0,,0.74,24.419999999999998
2016-12-25,35,74.0,,0.74,25.9
2016-12-26,43,74.0,,0.74,31.82
2016-12-27,58,74.0,,0.74,42.92
2016-12-28,67,74.0,,0.74,49.58
2016-12-29,50,74.0,,0.74,37.0
2016-12-30,59,74.0,,0.74,43.66
2016-12-31,37,74.0,,0.74,27.38
2017-01-01,27,78.0,False,0.78,21.060000000000002
2017-01-02,59,78.0,,0.78,46.02
2017-01-03,78,78.0,,0.78,60.84
2017-01-04,87,78.0,,0.78,67.86
2017-01-05,82,78.0,,0.78,63.96
2017-01-06,77,78.0,,0.78,60.06
2017-01-07,56,78.0,,0.78,43.68
2017-01-08,51,78.0,,0.78,39.78
2017-01-09,79,78.0,,0.78,61.620000000000005
2017-01-10,86,78.0,,0.78,67.08
2017-01-11,95,78.0,,0.78,74.10000000000001
2017-01-12,92,78.0,,0.78,71.76
2017-01-13,85,78.0,,0.78,66.3
2017-01-14,50,78.0,,0.78,39.0
2017-01-15,53,78.0,,0.78,41.34
2017-01-16,67,78.0,,0.78,52.260000000000005
2017-01-17,75,78.0,,0.78,58.5
2017-01-18,93,78.0,,0.78,72.54
2017-01-19,91,78.0,,0.78,70.98
2017-01-20,87,78.0,,0.78,67.86
2017-01-21,69,78.0,,0.78,53.82
2017-01-22,63,78.0,,0.78,49.14
2017-01-23,73,78.0,,0.78,56.940000000000005
2017-01-24,94,78.0,,0.78,73.32000000000001
2017-01-25,96,78.0,,0.78,74.88
2017-01-26,91,78.0,,0.78,70.98
2017-01-27,86,78.0,,0.78,67.08
2017-01-28,49,78.0,,0.78,38.22
2017-01-29,58,78.0,,0.78,45.24
2017-01-30,87,78.0,,0.78,67.86
2017-01-31,100,78.0,,0.78,78.0
2017-02-01,90,83.0,False,0.83,74.7
2017-02-02,91,83.0,,0.83,75.53
2017-02-03,74,83.0,,0.83,61.419999999999995
2017-02-04,55,83.0,,0.83,45.65
2017-02-05,65,83.0,,0.83,53.949999999999996
2017-02-06,74,83.0,,0.83,61.419999999999995
2017-02-07,88,83.0,,0.83,73.03999999999999
2017-02-08,89,83.0,,0.83,73.86999999999999
2017-02-09,79,83.0,,0.83,65.57
2017-02-10,73,83.0,,0.83,60.589999999999996
2017-02-11,49,83.0,,0.83,40.669999999999995
2017-02-12,65,83.0,,0.83,53.949999999999996
2017-02-13,84,83.0,,0.83,69.72
2017-02-14,69,83.0,,0.83,57.269999999999996
2017-02-15,94,83.0,,0.83,78.02
2017-02-16,100,83.0,,0.83,83.0
2017-02-17,99,83.0,,0.83,82.17
2017-02-18,46,83.0,,0.83,38.18
2017-02-19,47,83.0,,0.83,39.01
2017-02-20,62,83.0,,0.83,51.46
2017-02-21,79,83.0,,0.83,65.57
2017-02-22,91,83.0,,0.83,75.53
2017-02-23,83,83.0,,0.83,68.89
2017-02-24,83,83.0,,0.83,68.89
2017-02-25,51,83.0,,0.83,42.33
2017-02-26,50,83.0,,0.83,41.5
2017-02-27,89,83.0,,0.83,73.86999999999999
2017-02-28,99,83.0,,0.83,82.17
2017-03-01,74,87.0,False,0.87,64.38
2017-03-02,91,87.0,,0.87,79.17
2017-03-03,72,87.0,,0.87,62.64
2017-03-04,48,87.0,,0.87,41.76
2017-03-05,45,87.0,,0.87,39.15
2017-03-06,94,87.0,,0.87,81.78
2017-03-07,78,87.0,,0.87,67.86
2017-03-08,93,87.0,,0.87,80.91
2017-03-09,96,87.0,,0.87,83.52
2017-03-10,76,87.0,,0.87,66.12
2017-03-11,47,87.0,,0.87,40.89
2017-03-12,57,87.0,,0.87,49.589999999999996
2017-03-13,80,87.0,,0.87,69.6
2017-03-14,79,87.0,,0.87,68.73
2017-03-15,71,87.0,,0.87,61.77
2017-03-16,93,87.0,,0.87,80.91
2017-03-17,74,87.0,,0.87,64.38
2017-03-18,54,87.0,,0.87,46.98
2017-03-19,50,87.0,,0.87,43.5
2017-03-20,75,87.0,,0.87,65.25
2017-03-21,90,87.0,,0.87,78.3
2017-03-22,61,87.0,,0.87,53.07
2017-03-23,90,87.0,,0.87,78.3
2017-03-24,76,87.0,,0.87,66.12
2017-03-25,48,87.0,,0.87,41.76
2017-03-26,59,87.0,,0.87,51.33
2017-03-27,81,87.0,,0.87,70.47
2017-03-28,100,87.0,,0.87,87.0
2017-03-29,76,87.0,,0.87,66.12
2017-03-30,83,87.0,,0.87,72.21
2017-03-31,76,87.0,,0.87,66.12
2017-04-01,48,87.0,False,0.87,41.76
2017-04-02,52,87.0,,0.87,45.24
2017-04-03,69,87.0,,0.87,60.03
2017-04-04,75,87.0,,0.87,65.25
2017-04-05,78,87.0,,0.87,67.86
2017-04-06,67,87.0,,0.87,58.29
2017-04-07,73,87.0,,0.87,63.51
2017-04-08,43,87.0,,0.87,37.41
2017-04-09,43,87.0,,0.87,37.41
2017-04-10,66,87.0,,0.87,57.42
2017-04-11,69,87.0,,0.87,60.03
2017-04-12,73,87.0,,0.87,63.51
2017-04-13,60,87.0,,0.87,52.2
2017-04-14,52,87.0,,0.87,45.24
2017-04-15,32,87.0,,0.87,27.84
2017-04-16,51,87.0,,0.87,44.37
2017-04-17,67,87.0,,0.87,58.29
2017-04-18,92,87.0,,0.87,80.04
2017-04-19,72,87.0,,0.87,62.64
2017-04-20,70,87.0,,0.87,60.9
2017-04-21,67,87.0,,0.87,58.29
2017-04-22,45,87.0,,0.87,39.15
2017-04-23,52,87.0,,0.87,45.24
2017-04-24,76,87.0,,0.87,66.12
2017-04-25,100,87.0,,0.87,87.0
2017-04-26,88,87.0,,0.87,76.56
2017-04-27,79,87.0,,0.87,68.73
2017-04-28,79,87.0,,0.87,68.73
2017-04-29,49,87.0,,0.87,42.63
2017-04-30,52,87.0,,0.87,45.24
2017-05-01,94,84.0,False,0.84,78.96
2017-05-02,100,84.0,,0.84,84.0
2017-05-03,88,84.0,,0.84,73.92
2017-05-04,97,84.0,,0.84,81.48
2017-05-05,76,84.0,,0.84,63.839999999999996
2017-05-06,51,84.0,,0.84,42.839999999999996
2017-05-07,53,84.0,,0.84,44.519999999999996
2017-05-08,81,84.0,,0.84,68.03999999999999
2017-05-09,87,84.0,,0.84,73.08
2017-05-10,89,84.0,,0.84,74.75999999999999
2017-05-11,75,84.0,,0.84,63.0
2017-05-12,77,84.0,,0.84,64.67999999999999
2017-05-13,43,84.0,,0.84,36.12
2017-05-14,42,84.0,,0.84,35.28
2017-05-15,76,84.0,,0.84,63.839999999999996
2017-05-16,75,84.0,,0.84,63.0
2017-05-17,69,84.0,,0.84,57.96
2017-05-18,75,84.0,,0.84,63.0
2017-05-19,62,84.0,,0.84,52.08
2017-05-20,36,84.0,,0.84,30.24
2017-05-21,45,84.0,,0.84,37.8
2017-05-22,76,84.0,,0.84,63.839999999999996
2017-05-23,72,84.0,,0.84,60.48
2017-05-24,66,84.0,,0.84,55.44
2017-05-25,69,84.0,,0.84,57.96
2017-05-26,47,84.0,,0.84,39.48
2017-05-27,34,84.0,,0.84,28.56
2017-05-28,32,84.0,,0.84,26.88
2017-05-29,45,84.0,,0.84,37.8
2017-05-30,69,84.0,,0.84,57.96
2017-05-31,79,84.0,,0.84,66.36
2017-06-01,73,69.0,False,0.69,50.37
2017-06-02,71,69.0,,0.69,48.989999999999995
2017-06-03,50,69.0,,0.69,34.5
2017-06-04,62,69.0,,0.69,42.779999999999994
2017-06-05,100,69.0,,0.69,69.0
2017-06-06,95,69.0,,0.69,65.55
2017-06-07,85,69.0,,0.69,58.65
2017-06-08,93,69.0,,0.69,64.17
2017-06-09,84,69.0,,0.69,57.959999999999994
2017-06-10,52,69.0,,0.69,35.879999999999995
2017-06-11,49,69.0,,0.69,33.809999999999995
2017-06-12,71,69.0,,0.69,48.989999999999995
2017-06-13,95,69.0,,0.69,65.55
2017-06-14,87,69.0,,0.69,60.029999999999994
2017-06-15,82,69.0,,0.69,56.58
2017-06-16,76,69.0,,0.69,52.44
2017-06-17,62,69.0,,0.69,42.779999999999994
2017-06-18,41,69.0,,0.69,28.29
2017-06-19,87,69.0,,0.69,60.029999999999994
2017-06-20,87,69.0,,0.69,60.029999999999994
2017-06-21,88,69.0,,0.69,60.72
2017-06-22,83,69.0,,0.69,57.269999999999996
2017-06-23,76,69.0,,0.69,52.44
2017-06-24,55,69.0,,0.69,37.949999999999996
2017-06-25,41,69.0,,0.69,28.29
2017-06-26,84,69.0,,0.69,57.959999999999994
2017-06-27,84,69.0,,0.69,57.959999999999994
2017-06-28,76,69.0,,0.69,52.44
2017-06-29,71,69.0,,0.69,48.989999999999995
2017-06-30,77,69.0,,0.69,53.129999999999995
2017-07-01,47,68.0,False,0.68,31.96
2017-07-02,47,68.0,,0.68,31.96
2017-07-03,72,68.0,,0.68,48.96
2017-07-04,54,68.0,,0.68,36.720000000000006
2017-07-05,70,68.0,,0.68,47.6
2017-07-06,89,68.0,,0.68,60.52
2017-07-07,79,68.0,,0.68,53.720000000000006
2017-07-08,55,68.0,,0.68,37.400000000000006
2017-07-09,59,68.0,,0.68,40.120000000000005
2017-07-10,92,68.0,,0.68,62.56
2017-07-11,92,68.0,,0.68,62.56
2017-07-12,86,68.0,,0.68,58.480000000000004
2017-07-13,80,68.0,,0.68,54.400000000000006
2017-07-14,85,68.0,,0.68,57.800000000000004
2017-07-15,57,68.0,,0.68,38.760000000000005
2017-07-16,48,68.0,,0.68,32.64
2017-07-17,89,68.0,,0.68,60.52
2017-07-18,87,68.0,,0.68,59.160000000000004
2017-07-19,100,68.0,,0.68,68.0
2017-07-20,89,68.0,,0.68,60.52
2017-07-21,81,68.0,,0.68,55.080000000000005
2017-07-22,64,68.0,,0.68,43.52
2017-07-23,51,68.0,,0.68,34.68
2017-07-24,81,68.0,,0.68,55.080000000000005
2017-07-25,85,68.0,,0.68,57.800000000000004
2017-07-26,90,68.0,,0.68,61.2
2017-07-27,95,68.0,,0.68,64.60000000000001
2017-07-28,79,68.0,,0.68,53.720000000000006
2017-07-29,60,68.0,,0.68,40.800000000000004
2017-07-30,50,68.0,,0.68,34.0
2017-07-31,82,68.0,,0.68,55.760000000000005
2017-08-01,92,73.0,False,0.73,67.16
2017-08-02,92,73.0,,0.73,67.16
2017-08-03,83,73.0,,0.73,60.589999999999996
2017-08-04,79,73.0,,0.73,57.67
2017-08-05,57,73.0,,0.73,41.61
2017-08-06,58,73.0,,0.73,42.339999999999996
2017-08-07,67,73.0,,0.73,48.91
2017-08-08,92,73.0,,0.73,67.16
2017-08-09,76,73.0,,0.73,55.48
2017-08-10,89,73.0,,0.73,64.97
2017-08-11,100,73.0,,0.73,73.0
2017-08-12,55,73.0,,0.73,40.15
2017-08-13,50,73.0,,0.73,36.5
2017-08-14,84,73.0,,0.73,61.32
2017-08-15,84,73.0,,0.73,61.32
2017-08-16,93,73.0,,0.73,67.89
2017-08-17,82,73.0,,0.73,59.86
2017-08-18,83,73.0,,0.73,60.589999999999996
2017-08-19,46,73.0,,0.73,33.58
2017-08-20,56,73.0,,0.73,40.879999999999995
2017-08-21,69,73.0,,0.73,50.37
2017-08-22,78,73.0,,0.73,56.94
2017-08-23,83,73.0,,0.73,60.589999999999996
2017-08-24,92,73.0,,0.73,67.16
2017-08-25,69,73.0,,0.73,50.37
2017-08-26,47,73.0,,0.73,34.31
2017-08-27,48,73.0,,0.73,35.04
2017-08-28,85,73.0,,0.73,62.05
2017-08-29,99,73.0,,0.73,72.27
2017-08-30,79,73.0,,0.73,57.67
2017-08-31,79,73.0,,0.73,57.67
2017-09-01,57,72.0,False,0.72,41.04
2017-09-02,34,72.0,,0.72,24.48
2017-09-03,52,72.0,,0.72,37.44
2017-09-04,49,72.0,,0.72,35.28
2017-09-05,72,72.0,,0.72,51.839999999999996
2017-09-06,67,72.0,,0.72,48.239999999999995
2017-09-07,65,72.0,,0.72,46.8
2017-09-08,66,72.0,,0.72,47.519999999999996
2017-09-09,37,72.0,,0.72,26.64
2017-09-10,34,72.0,,0.72,24.48
2017-09-11,85,72.0,,0.72,61.199999999999996
2017-09-12,82,72.0,,0.72,59.04
2017-09-13,100,72.0,,0.72,72.0
2017-09-14,81,72.0,,0.72,58.32
2017-09-15,70,72.0,,0.72,50.4
2017-09-16,57,72.0,,0.72,41.04
2017-09-17,61,72.0,,0.72,43.92
2017-09-18,71,72.0,,0.72,51.12
2017-09-19,75,72.0,,0.72,54.0
2017-09-20,80,72.0,,0.72,57.599999999999994
2017-09-21,79,72.0,,0.72,56.879999999999995
2017-09-22,73,72.0,,0.72,52.559999999999995
2017-09-23,46,72.0,,0.72,33.12
2017-09-24,47,72.0,,0.72,33.839999999999996
2017-09-25,79,72.0,,0.72,56.879999999999995
2017-09-26,84,72.0,,0.72,60.48
2017-09-27,93,72.0,,0.72,66.96
2017-09-28,95,72.0,,0.72,68.39999999999999
2017-09-29,73,72.0,,0.72,52.559999999999995
2017-09-30,44,72.0,,0.72,31.68
2017-10-01,54,82.0,False,0.82,44.279999999999994
2017-10-02,81,82.0,,0.82,66.42
2017-10-03,97,82.0,,0.82,79.53999999999999
2017-10-04,95,82.0,,0.82,77.89999999999999
2017-10-05,64,82.0,,0.82,52.48
2017-10-06,81,82.0,,0.82,66.42
2017-10-07,57,82.0,,0.82,46.739999999999995
2017-10-08,57,82.0,,0.82,46.739999999999995
2017-10-09,77,82.0,,0.82,63.13999999999999
2017-10-10,90,82.0,,0.82,73.8
2017-10-11,99,82.0,,0.82,81.17999999999999
2017-10-12,94,82.0,,0.82,77.08
2017-10-13,99,82.0,,0.82,81.17999999999999
2017-10-14,55,82.0,,0.82,45.099999999999994
2017-10-15,60,82.0,,0.82,49.199999999999996
2017-10-16,91,82.0,,0.82,74.61999999999999
2017-10-17,100,82.0,,0.82,82.0
2017-10-18,82,82.0,,0.82,67.24
2017-10-19,92,82.0,,0.82,75.44
2017-10-20,88,82.0,,0.82,72.16
2017-10-21,47,82.0,,0.82,38.54
2017-10-22,51,82.0,,0.82,41.82
2017-10-23,88,82.0,,0.82,72.16
