date,money_unscaled,money_monthly,isPartial,scale,money
2016-09-28,93,61.0,,0.61,56.73
2016-09-29,98,61.0,,0.61,59.78
2016-09-30,97,61.0,,0.61,59.17
2016-10-01,89,58.0,False,0.58,51.62
2016-10-02,88,58.0,,0.58,51.04
2016-10-03,100,58.0,,0.58,57.99999999999999
2016-10-04,96,58.0,,0.58,55.67999999999999
2016-10-05,92,58.0,,0.58,53.36
2016-10-06,91,58.0,,0.58,52.779999999999994
2016-10-07,93,58.0,,0.58,53.94
2016-10-08,87,58.0,,0.58,50.459999999999994
2016-10-09,89,58.0,,0.58,51.62
2016-10-10,88,58.0,,0.58,51.04
2016-10-11,92,58.0,,0.58,53.36
2016-10-12,94,58.0,,0.58,54.519999999999996
2016-10-13,97,58.0,,0.58,56.26
2016-10-14,98,58.0,,0.58,56.839999999999996
2016-10-15,88,58.0,,0.58,51.04
2016-10-16,89,58.0,,0.58,51.62
2016-10-17,96,58.0,,0.58,55.67999999999999
2016-10-18,97,58.0,,0.58,56.26
2016-10-19,95,58.0,,0.58,55.099999999999994
2016-10-20,98,58.0,,0.58,56.839999999999996
2016-10-21,95,58.0,,0.58,55.099999999999994
2016-10-22,89,58.0,,0.58,51.62
2016-10-23,87,58.0,,0.58,50.459999999999994
2016-10-24,93,58.0,,0.58,53.94
2016-10-25,100,58.0,,0.58,57.99999999999999
2016-10-26,95,58.0,,0.58,55.099999999999994
2016-10-27,95,58.0,,0.58,55.099999999999994
2016-10-28,94,58.0,,0.58,54.519999999999996
2016-10-29,85,58.0,,0.58,49.3
2016-10-30,85,58.0,,0.58,49.3
2016-10-31,91,58.0,,0.58,52.779999999999994
2016-11-01,96,60.0,False,0.6,57.599999999999994
2016-11-02,94,60.0,,0.6,56.4
2016-11-03,95,60.0,,0.6,57.0
2016-11-04,96,60.0,,0.6,57.599999999999994
2016-11-05,88,60.0,,0.6,52.8
2016-11-06,90,60.0,,0.6,54.0
2016-11-07,93,60.0,,0.6,55.8
2016-11-08,90,60.0,,0.6,54.0
2016-11-09,81,60.0,,0.6,48.6
2016-11-10,98,60.0,,0.6,58.8
2016-11-11,93,60.0,,0.6,55.8
2016-11-12,91,60.0,,0.6,54.6
2016-11-13,89,60.0,,0.6,53.4
2016-11-14,99,60.0,,0.6,59.4
2016-11-15,100,60.0,,0.6,60.0
2016-11-16,100,60.0,,0.6,60.0
2016-11-17,98,60.0,,0.6,58.8
2016-11-18,93,60.0,,0.6,55.8
2016-11-19,87,60.0,,0.6,52.199999999999996
2016-11-20,85,60.0,,0.6,51.0
2016-11-21,93,60.0,,0.6,55.8
2016-11-22,93,60.0,,0.6,55.8
2016-11-23,90,60.0,,0.6,54.0
2016-11-24,81,60.0,,0.6,48.6
2016-11-25,82,60.0,,0.6,49.199999999999996
2016-11-26,89,60.0,,0.6,53.4
2016-11-27,91,60.0,,0.6,54.6
2016-11-28,93,60.0,,0.6,55.8
2016-11-29,99,60.0,,0.6,59.4
2016-11-30,100,60.0,,0.6,60.0
2016-12-01,99,64.0,False,0.64,63.36
2016-12-02,98,64.0,,0.64,62.72
2016-12-03,91,64.0,,0.64,58.24
2016-12-04,92,64.0,,0.64,58.88
2016-12-05,100,64.0,,0.64,64.0
2016-12-06,99,64.0,,0.64,63.36
2016-12-07,95,64.0,,0.64,60.800000000000004
2016-12-08,97,64.0,,0.64,62.08
2016-12-09,94,64.0,,0.64,60.160000000000004
2016-12-10,84,64.0,,0.64,53.76
2016-12-11,88,64.0,,0.64,56.32
2016-12-12,95,64.0,,0.64,60.800000000000004
2016-12-13,96,64.0,,0.64,61.44
2016-12-14,98,64.0,,0.64,62.72
2016-12-15,99,64.0,,0.64,63.36
2016-12-16,93,64.0,,0.64,59.52
2016-12-17,88,64.0,,0.64,56.32
2016-12-18,87,64.0,,0.64,55.68
2016-12-19,91,64.0,,0.64,58.24
2016-12-20,94,64.0,,0.64,60.160000000000004
2016-12-21,93,64.0,,0.64,59.52
2016-12-22,95,64.0,,0.64,60.800000000000004
2016-12-23,92,64.0,,0.64,58.88
2016-12-24,83,64.0,,0.64,53.120000000000005
2016-12-25,76,64.0,,0.64,48.64
2016-12-26,89,64.0,,0.64,56.96
2016-12-27,92,64.0,,0.64,58.88
2016-12-28,96,64.0,,0.64,61.44
2016-12-29,97,64.0,,0.64,62.08
2016-12-30,98,64.0,,0.64,62.72
2016-12-31,91,64.0,,0.64,58.24
2017-01-01,85,69.0,False,0.69,58.65
2017-01-02,88,69.0,,0.69,60.72
2017-01-03,94,69.0,,0.69,64.86
2017-01-04,96,69.0,,0.69,66.24
2017-01-05,95,69.0,,0.69,65.55
2017-01-06,92,69.0,,0.69,63.48
2017-01-07,87,69.0,,0.69,60.029999999999994
2017-01-08,90,69.0,,0.69,62.099999999999994
2017-01-09,86,69.0,,0.69,59.339999999999996
2017-01-10,91,69.0,,0.69,62.78999999999999
2017-01-11,87,69.0,,0.69,60.029999999999994
2017-01-12,92,69.0,,0.69,63.48
2017-01-13,92,69.0,,0.69,63.48
2017-01-14,93,69.0,,0.69,64.17
2017-01-15,90,69.0,,0.69,62.099999999999994
2017-01-16,85,69.0,,0.69,58.65
2017-01-17,90,69.0,,0.69,62.099999999999994
2017-01-18,93,69.0,,0.69,64.17
2017-01-19,98,69.0,,0.69,67.61999999999999
2017-01-20,91,69.0,,0.69,62.78999999999999
2017-01-21,90,69.0,,0.69,62.099999999999994
2017-01-22,91,69.0,,0.69,62.78999999999999
2017-01-23,94,69.0,,0.69,64.86
2017-01-24,97,69.0,,0.69,66.92999999999999
2017-01-25,97,69.0,,0.69,66.92999999999999
2017-01-26,100,69.0,,0.69,69.0
2017-01-27,95,69.0,,0.69,65.55
2017-01-28,92,69.0,,0.69,63.48
2017-01-29,99,69.0,,0.69,68.30999999999999
2017-01-30,96,69.0,,0.69,66.24
2017-01-31,95,69.0,,0.69,65.55
2017-02-01,96,65.0,False,0.65,62.400000000000006
2017-02-02,92,65.0,,0.65,59.800000000000004
2017-02-03,93,65.0,,0.65,60.45
2017-02-04,90,65.0,,0.65,58.5
2017-02-05,90,65.0,,0.65,58.5
2017-02-06,90,65.0,,0.65,58.5
2017-02-07,92,65.0,,0.65,59.800000000000004
2017-02-08,93,65.0,,0.65,60.45
2017-02-09,89,65.0,,0.65,57.85
2017-02-10,88,65.0,,0.65,57.2
2017-02-11,83,65.0,,0.65,53.95
2017-02-12,88,65.0,,0.65,57.2
2017-02-13,87,65.0,,0.65,56.550000000000004
2017-02-14,85,65.0,,0.65,55.25
2017-02-15,90,65.0,,0.65,58.5
2017-02-16,92,65.0,,0.65,59.800000000000004
2017-02-17,91,65.0,,0.65,59.15
2017-02-18,86,65.0,,0.65,55.9
2017-02-19,85,65.0,,0.65,55.25
2017-02-20,89,65.0,,0.65,57.85
2017-02-21,88,65.0,,0.65,57.2
2017-02-22,95,65.0,,0.65,61.75
2017-02-23,100,65.0,,0.65,65.0
2017-02-24,90,65.0,,0.65,58.5
2017-02-25,86,65.0,,0.65,55.9
2017-02-26,86,65.0,,0.65,55.9
2017-02-27,89,65.0,,0.65,57.85
2017-02-28,89,65.0,,0.65,57.85
2017-03-01,99,65.0,False,0.65,64.35000000000001
2017-03-02,100,65.0,,0.65,65.0
2017-03-03,97,65.0,,0.65,63.050000000000004
2017-03-04,89,65.0,,0.65,57.85
2017-03-05,91,65.0,,0.65,59.15
2017-03-06,95,65.0,,0.65,61.75
2017-03-07,95,65.0,,0.65,61.75
2017-03-08,96,65.0,,0.65,62.400000000000006
2017-03-09,94,65.0,,0.65,61.1
2017-03-10,92,65.0,,0.65,59.800000000000004
2017-03-11,88,65.0,,0.65,57.2
2017-03-12,88,65.0,,0.65,57.2
2017-03-13,92,65.0,,0.65,59.800000000000004
2017-03-14,92,65.0,,0.65,59.800000000000004
2017-03-15,90,65.0,,0.65,58.5
2017-03-16,91,65.0,,0.65,59.15
2017-03-17,91,65.0,,0.65,59.15
2017-03-18,87,65.0,,0.65,56.550000000000004
2017-03-19,91,65.0,,0.65,59.15
2017-03-20,95,65.0,,0.65,61.75
2017-03-21,95,65.0,,0.65,61.75
2017-03-22,95,65.0,,0.65,61.75
2017-03-23,94,65.0,,0.65,61.1
2017-03-24,88,65.0,,0.65,57.2
2017-03-25,86,65.0,,0.65,55.9
2017-03-26,90,65.0,,0.65,58.5
2017-03-27,94,65.0,,0.65,61.1
2017-03-28,96,65.0,,0.65,62.400000000000006
2017-03-29,94,65.0,,0.65,61.1
2017-03-30,94,65.0,,0.65,61.1
2017-03-31,94,65.0,,0.65,61.1
2017-04-01,89,65.0,False,0.65,57.85
2017-04-02,86,65.0,,0.65,55.9
2017-04-03,91,65.0,,0.65,59.15
2017-04-04,97,65.0,,0.65,63.050000000000004
2017-04-05,92,65.0,,0.65,59.800000000000004
2017-04-06,97,65.0,,0.65,63.050000000000004
2017-04-07,93,65.0,,0.65,60.45
2017-04-08,88,65.0,,0.65,57.2
2017-04-09,96,65.0,,0.65,62.400000000000006
2017-04-10,94,65.0,,0.65,61.1
2017-04-11,94,65.0,,0.65,61.1
2017-04-12,91,65.0,,0.65,59.15
2017-04-13,94,65.0,,0.65,61.1
2017-04-14,91,65.0,,0.65,59.15
2017-04-15,87,65.0,,0.65,56.550000000000004
2017-04-16,84,65.0,,0.65,54.6
2017-04-17,95,65.0,,0.65,61.75
2017-04-18,96,65.0,,0.65,62.400000000000006
2017-04-19,98,65.0,,0.65,63.7
2017-04-20,96,65.0,,0.65,62.400000000000006
2017-04-21,93,65.0,,0.65,60.45
2017-04-22,89,65.0,,0.65,57.85
2017-04-23,88,65.0,,0.65,57.2
2017-04-24,98,65.0,,0.65,63.7
2017-04-25,100,65.0,,0.65,65.0
2017-04-26,96,65.0,,0.65,62.400000000000006
2017-04-27,97,65.0,,0.65,63.050000000000004
2017-04-28,93,65.0,,0.65,60.45
2017-04-29,88,65.0,,0.65,57.2
2017-04-30,91,65.0,,0.65,59.15
2017-05-01,99,65.0,False,0.65,64.35000000000001
2017-05-02,97,65.0,,0.65,63.050000000000004
2017-05-03,98,65.0,,0.65,63.7
2017-05-04,97,65.0,,0.65,63.050000000000004
2017-05-05,94,65.0,,0.65,61.1
2017-05-06,95,65.0,,0.65,61.75
2017-05-07,93,65.0,,0.65,60.45
2017-05-08,97,65.0,,0.65,63.050000000000004
2017-05-09,98,65.0,,0.65,63.7
2017-05-10,98,65.0,,0.65,63.7
2017-05-11,98,65.0,,0.65,63.7
2017-05-12,95,65.0,,0.65,61.75
2017-05-13,89,65.0,,0.65,57.85
2017-05-14,89,65.0,,0.65,57.85
2017-05-15,93,65.0,,0.65,60.45
2017-05-16,95,65.0,,0.65,61.75
2017-05-17,92,65.0,,0.65,59.800000000000004
2017-05-18,92,65.0,,0.65,59.800000000000004
2017-05-19,91,65.0,,0.65,59.15
2017-05-20,89,65.0,,0.65,57.85
2017-05-21,91,65.0,,0.65,59.15
2017-05-22,95,65.0,,0.65,61.75
2017-05-23,93,65.0,,0.65,60.45
2017-05-24,93,65.0,,0.65,60.45
2017-05-25,95,65.0,,0.65,61.75
2017-05-26,91,65.0,,0.65,59.15
2017-05-27,88,65.0,,0.65,57.2
2017-05-28,88,65.0,,0.65,57.2
2017-05-29,92,65.0,,0.65,59.800000000000004
2017-05-30,94,65.0,,0.65,61.1
2017-05-31,100,65.0,,0.65,65.0
2017-06-01,86,67.0,False,0.67,57.620000000000005
2017-06-02,81,67.0,,0.67,54.27
2017-06-03,79,67.0,,0.67,52.93
2017-06-04,74,67.0,,0.67,49.580000000000005
2017-06-05,82,67.0,,0.67,54.940000000000005
2017-06-06,79,67.0,,0.67,52.93
2017-06-07,80,67.0,,0.67,53.6
2017-06-08,79,67.0,,0.67,52.93
2017-06-09,76,67.0,,0.67,50.92
2017-06-10,74,67.0,,0.67,49.580000000000005
2017-06-11,73,67.0,,0.67,48.910000000000004
2017-06-12,77,67.0,,0.67,51.59
2017-06-13,77,67.0,,0.67,51.59
2017-06-14,80,67.0,,0.67,53.6
2017-06-15,80,67.0,,0.67,53.6
2017-06-16,78,67.0,,0.67,52.260000000000005
2017-06-17,76,67.0,,0.67,50.92
2017-06-18,83,67.0,,0.67,55.61000000000001
2017-06-19,100,67.0,,0.67,67.0
2017-06-20,81,67.0,,0.67,54.27
2017-06-21,80,67.0,,0.67,53.6
2017-06-22,82,67.0,,0.67,54.940000000000005
2017-06-23,79,67.0,,0.67,52.93
2017-06-24,77,67.0,,0.67,51.59
2017-06-25,76,67.0,,0.67,50.92
2017-06-26,77,67.0,,0.67,51.59
2017-06-27,76,67.0,,0.67,50.92
2017-06-28,78,67.0,,0.67,52.260000000000005
2017-06-29,78,67.0,,0.67,52.260000000000005
2017-06-30,81,67.0,,0.67,54.27
2017-07-01,95,67.0,False,0.67,63.650000000000006
2017-07-02,95,67.0,,0.67,63.650000000000006
2017-07-03,94,67.0,,0.67,62.980000000000004
2017-07-04,91,67.0,,0.67,60.970000000000006
2017-07-05,93,67.0,,0.67,62.31
2017-07-06,100,67.0,,0.67,67.0
2017-07-07,98,67.0,,0.67,65.66000000000001
2017-07-08,94,67.0,,0.67,62.980000000000004
2017-07-09,87,67.0,,0.67,58.290000000000006
2017-07-10,94,67.0,,0.67,62.980000000000004
2017-07-11,93,67.0,,0.67,62.31
2017-07-12,92,67.0,,0.67,61.64
2017-07-13,92,67.0,,0.67,61.64
2017-07-14,93,67.0,,0.67,62.31
2017-07-15,100,67.0,,0.67,67.0
2017-07-16,98,67.0,,0.67,65.66000000000001
2017-07-17,95,67.0,,0.67,63.650000000000006
2017-07-18,93,67.0,,0.67,62.31
2017-07-19,94,67.0,,0.67,62.980000000000004
2017-07-20,94,67.0,,0.67,62.980000000000004
2017-07-21,93,67.0,,0.67,62.31
2017-07-22,92,67.0,,0.67,61.64
2017-07-23,91,67.0,,0.67,60.970000000000006
2017-07-24,95,67.0,,0.67,63.650000000000006
2017-07-25,97,67.0,,0.67,64.99000000000001
2017-07-26,95,67.0,,0.67,63.650000000000006
2017-07-27,95,67.0,,0.67,63.650000000000006
2017-07-28,98,67.0,,0.67,65.66000000000001
2017-07-29,92,67.0,,0.67,61.64
2017-07-30,98,67.0,,0.67,65.66000000000001
2017-07-31,97,67.0,,0.67,64.99000000000001
2017-08-01,79,66.0,False,0.66,52.14
2017-08-02,79,66.0,,0.66,52.14
2017-08-03,78,66.0,,0.66,51.480000000000004
2017-08-04,77,66.0,,0.66,50.82
2017-08-05,74,66.0,,0.66,48.84
2017-08-06,73,66.0,,0.66,48.18
2017-08-07,74,66.0,,0.66,48.84
2017-08-08,73,66.0,,0.66,48.18
2017-08-09,74,66.0,,0.66,48.84
2017-08-10,76,66.0,,0.66,50.160000000000004
2017-08-11,73,66.0,,0.66,48.18
2017-08-12,74,66.0,,0.66,48.84
2017-08-13,71,66.0,,0.66,46.86
2017-08-14,73,66.0,,0.66,48.18
2017-08-15,72,66.0,,0.66,47.52
2017-08-16,72,66.0,,0.66,47.52
2017-08-17,73,66.0,,0.66,48.18
2017-08-18,72,66.0,,0.66,47.52
2017-08-19,70,66.0,,0.66,46.2
2017-08-20,67,66.0,,0.66,44.22
2017-08-21,64,66.0,,0.66,42.24
2017-08-22,72,66.0,,0.66,47.52
2017-08-23,73,66.0,,0.66,48.18
2017-08-24,76,66.0,,0.66,50.160000000000004
2017-08-25,75,66.0,,0.66,49.5
2017-08-26,76,66.0,,0.66,50.160000000000004
2017-08-27,100,66.0,,0.66,66.0
2017-08-28,76,66.0,,0.66,50.160000000000004
2017-08-29,77,66.0,,0.66,50.82
2017-08-30,78,66.0,,0.66,51.480000000000004
2017-08-31,78,66.0,,0.66,51.480000000000004
2017-09-01,100,64.0,False,0.64,64.0
2017-09-02,89,64.0,,0.64,56.96
2017-09-03,89,64.0,,0.64,56.96
2017-09-04,94,64.0,,0.64,60.160000000000004
2017-09-05,88,64.0,,0.64,56.32
2017-09-06,88,64.0,,0.64,56.32
2017-09-07,86,64.0,,0.64,55.04
2017-09-08,85,64.0,,0.64,54.4
2017-09-09,82,64.0,,0.64,52.480000000000004
2017-09-10,95,64.0,,0.64,60.800000000000004
2017-09-11,92,64.0,,0.64,58.88
2017-09-12,93,64.0,,0.64,59.52
2017-09-13,94,64.0,,0.64,60.160000000000004
2017-09-14,95,64.0,,0.64,60.800000000000004
2017-09-15,97,64.0,,0.64,62.08
2017-09-16,90,64.0,,0.64,57.6
2017-09-17,89,64.0,,0.64,56.96
2017-09-18,93,64.0,,0.64,59.52
2017-09-19,92,64.0,,0.64,58.88
2017-09-20,91,64.0,,0.64,58.24
2017-09-21,93,64.0,,0.64,59.52
2017-09-22,94,64.0,,0.64,60.160000000000004
2017-09-23,88,64.0,,0.64,56.32
2017-09-24,86,64.0,,0.64,55.04
2017-09-25,89,64.0,,0.64,56.96
2017-09-26,92,64.0,,0.64,58.88
2017-09-27,94,64.0,,0.64,60.160000000000004
2017-09-28,94,64.0,,0.64,60.160000000000004
2017-09-29,93,64.0,,0.64,59.52
2017-09-30,88,64.0,,0.64,56.32
2017-10-01,94,63.0,False,0.63,59.22
2017-10-02,94,63.0,,0.63,59.22
2017-10-03,97,63.0,,0.63,61.11
2017-10-04,90,63.0,,0.63,56.7
2017-10-05,98,63.0,,0.63,61.74
2017-10-06,97,63.0,,0.63,61.11
2017-10-07,86,63.0,,0.63,54.18
2017-10-08,87,63.0,,0.63,54.81
2017-10-09,93,63.0,,0.63,58.59
2017-10-10,99,63.0,,0.63,62.37
2017-10-11,95,63.0,,0.63,59.85
2017-10-12,100,63.0,,0.63,63.0
2017-10-13,96,63.0,,0.63,60.480000000000004
2017-10-14,90,63.0,,0.63,56.7
2017-10-15,85,63.0,,0.63,53.55
2017-10-16,96,63.0,,0.63,60.480000000000004
2017-10-17,93,63.0,,0.63,58.59
2017-10-18,94,63.0,,0.63,59.22
2017-10-19,93,63.0,,0.63,58.59
2017-10-20,96,63.0,,0.63,60.480000000000004
2017-10-21,88,63.0,,0.63,55.44
2017-10-22,87,63.0,,0.63,54.81
2017-10-23,96,63.0,,0.63,60.480000000000004
2017-10-24,98,63.0,,0.63,61.74
2017-10-25,93,63.0,,0.63,58.59
2017-10-26,94,63.0,,0.63,59.22
2017-10-27,99,63.0,,0.63,62.37
2017-10-28,87,63.0,,0.63,54.81
2017-10-29,87,63.0,,0.63,54.81
2017-10-30,94,63.0,,0.63,59.22
2017-10-31,93,63.0,,0.63,58.59
2017-11-01,92,65.0,False,0.65,59.800000000000004
2017-11-02,95,65.0,,0.65,61.75
2017-11-03,87,65.0,,0.65,56.550000000000004
2017-11-04,84,65.0,,0.65,54.6
2017-11-05,83,65.0,,0.65,53.95
2017-11-06,88,65.0,,0.65,57.2
2017-11-07,93,65.0,,0.65,60.45
2017-11-08,90,65.0,,0.65,58.5
2017-11-09,93,65.0,,0.65,60.45
2017-11-10,87,65.0,,0.65,56.550000000000004
2017-11-11,83,65.0,,0.65,53.95
2017-11-12,80,65.0,,0.65,52.0
2017-11-13,88,65.0,,0.65,57.2
2017-11-14,92,65.0,,0.65,59.800000000000004
2017-11-15,93,65.0,,0.65,60.45
2017-11-16,94,65.0,,0.65,61.1
2017-11-17,89,65.0,,0.65,57.85
2017-11-18,82,65.0,,0.65,53.300000000000004
2017-11-19,82,65.0,,0.65,53.300000000000004
2017-11-20,87,65.0,,0.65,56.550000000000004
2017-11-21,86,65.0,,0.65,55.9
2017-11-22,82,65.0,,0.65,53.300000000000004
2017-11-23,72,65.0,,0.65,46.800000000000004
2017-11-24,78,65.0,,0.65,50.7
2017-11-25,80,65.0,,0.65,52.0
2017-11-26,83,65.0,,0.65,53.95
2017-11-27,88,65.0,,0.65,57.2
2017-11-28,90,65.0,,0.65,58.5
2017-11-29,94,65.0,,0.65,61.1
2017-11-30,100,65.0,,0.65,65.0
2017-12-01,80,70.0,False,0.7,56.0
2017-12-02,74,70.0,,0.7,51.8
2017-12-03,70,70.0,,0.7,49.0
2017-12-04,79,70.0,,0.7,55.3
2017-12-05,75,70.0,,0.7,52.5
2017-12-06,80,70.0,,0.7,56.0
2017-12-07,77,70.0,,0.7,53.9
2017-12-08,74,70.0,,0.7,51.8
2017-12-09,70,70.0,,0.7,49.0
2017-12-10,71,70.0,,0.7,49.699999999999996
2017-12-11,76,70.0,,0.7,53.199999999999996
2017-12-12,81,70.0,,0.7,56.699999999999996
2017-12-13,76,70.0,,0.7,53.199999999999996
2017-12-14,79,70.0,,0.7,55.3
2017-12-15,76,70.0,,0.7,53.199999999999996
2017-12-16,72,70.0,,0.7,50.4
2017-12-17,72,70.0,,0.7,50.4
2017-12-18,77,70.0,,0.7,53.9
2017-12-19,82,70.0,,0.7,57.4
2017-12-20,79,70.0,,0.7,55.3
2017-12-21,79,70.0,,0.7,55.3
2017-12-22,76,70.0,,0.7,53.199999999999996
2017-12-23,79,70.0,,0.7,55.3
2017-12-24,70,70.0,,0.7,49.0
2017-12-25,88,70.0,,0.7,61.599999999999994
2017-12-26,93,70.0,,0.7,65.1
2017-12-27,93,70.0,,0.7,65.1
2017-12-28,92,70.0,,0.7,64.39999999999999
2017-12-29,93,70.0,,0.7,65.1
2017-12-30,100,70.0,,0.7,70.0
2017-12-31,86,70.0,,0.7,60.199999999999996
2018-01-01,94,74.0,False,0.74,69.56
2018-01-02,94,74.0,,0.74,69.56
2018-01-03,91,74.0,,0.74,67.34
2018-01-04,92,74.0,,0.74,68.08
2018-01-05,97,74.0,,0.74,71.78
2018-01-06,100,74.0,,0.74,74.0
2018-01-07,93,74.0,,0.74,68.82
2018-01-08,87,74.0,,0.74,64.38
2018-01-09,87,74.0,,0.74,64.38
2018-01-10,91,74.0,,0.74,67.34
2018-01-11,92,74.0,,0.74,68.08
2018-01-12,88,74.0,,0.74,65.12
2018-01-13,93,74.0,,0.74,68.82
2018-01-14,87,74.0,,0.74,64.38
2018-01-15,83,74.0,,0.74,61.42
2018-01-16,82,74.0,,0.74,60.68
2018-01-17,82,74.0,,0.74,60.68
2018-01-18,89,74.0,,0.74,65.86
2018-01-19,88,74.0,,0.74,65.12
2018-01-20,80,74.0,,0.74,59.2
2018-01-21,79,74.0,,0.74,58.46
2018-01-22,82,74.0,,0.74,60.68
2018-01-23,86,74.0,,0.74,63.64
2018-01-24,86,74.0,,0.74,63.64
2018-01-25,84,74.0,,0.74,62.16
2018-01-26,83,74.0,,0.74,61.42
2018-01-27,85,74.0,,0.74,62.9
2018-01-28,85,74.0,,0.74,62.9
2018-01-29,83,74.0,,0.74,61.42
2018-01-30,87,74.0,,0.74,64.38
2018-01-31,85,74.0,,0.74,62.9
2018-02-01,93,70.0,False,0.7,65.1
2018-02-02,91,70.0,,0.7,63.699999999999996
2018-02-03,90,70.0,,0.7,62.99999999999999
2018-02-04,87,70.0,,0.7,60.9
2018-02-05,93,70.0,,0.7,65.1
2018-02-06,96,70.0,,0.7,67.19999999999999
2018-02-07,88,70.0,,0.7,61.599999999999994
2018-02-08,88,70.0,,0.7,61.599999999999994
2018-02-09,90,70.0,,0.7,62.99999999999999
2018-02-10,83,70.0,,0.7,58.099999999999994
2018-02-11,83,70.0,,0.7,58.099999999999994
2018-02-12,88,70.0,,0.7,61.599999999999994
2018-02-13,87,70.0,,0.7,60.9
2018-02-14,83,70.0,,0.7,58.099999999999994
2018-02-15,87,70.0,,0.7,60.9
2018-02-16,90,70.0,,0.7,62.99999999999999
2018-02-17,85,70.0,,0.7,59.49999999999999
2018-02-18,88,70.0,,0.7,61.599999999999994
2018-02-19,88,70.0,,0.7,61.599999999999994
2018-02-20,92,70.0,,0.7,64.39999999999999
2018-02-21,89,70.0,,0.7,62.3
2018-02-22,100,70.0,,0.7,70.0
2018-02-23,91,70.0,,0.7,63.699999999999996
2018-02-24,86,70.0,,0.7,60.199999999999996
2018-02-25,86,70.0,,0.7,60.199999999999996
2018-02-26,89,70.0,,0.7,62.3
2018-02-27,87,70.0,,0.7,60.9
2018-02-28,91,70.0,,0.7,63.699999999999996
2018-03-01,97,66.0,False,0.66,64.02
2018-03-02,94,66.0,,0.66,62.040000000000006
2018-03-03,92,66.0,,0.66,60.720000000000006
2018-03-04,90,66.0,,0.66,59.400000000000006
2018-03-05,100,66.0,,0.66,66.0
2018-03-06,95,66.0,,0.66,62.7
2018-03-07,95,66.0,,0.66,62.7
2018-03-08,93,66.0,,0.66,61.38
2018-03-09,94,66.0,,0.66,62.040000000000006
2018-03-10,91,66.0,,0.66,60.06
2018-03-11,90,66.0,,0.66,59.400000000000006
2018-03-12,91,66.0,,0.66,60.06
2018-03-13,91,66.0,,0.66,60.06
2018-03-14,91,66.0,,0.66,60.06
2018-03-15,94,66.0,,0.66,62.040000000000006
2018-03-16,89,66.0,,0.66,58.74
2018-03-17,87,66.0,,0.66,57.42
2018-03-18,87,66.0,,0.66,57.42
2018-03-19,93,66.0,,0.66,61.38
2018-03-20,88,66.0,,0.66,58.080000000000005
2018-03-21,90,66.0,,0.66,59.400000000000006
2018-03-22,96,66.0,,0.66,63.36
2018-03-23,95,66.0,,0.66,62.7
2018-03-24,87,66.0,,0.66,57.42
2018-03-25,90,66.0,,0.66,59.400000000000006
2018-03-26,93,66.0,,0.66,61.38
2018-03-27,95,66.0,,0.66,62.7
2018-03-28,95,66.0,,0.66,62.7
2018-03-29,95,66.0,,0.66,62.7
2018-03-30,93,66.0,,0.66,61.38
2018-03-31,87,66.0,,0.66,57.42
2018-04-01,84,68.0,False,0.68,57.120000000000005
2018-04-02,93,68.0,,0.68,63.24
2018-04-03,93,68.0,,0.68,63.24
2018-04-04,92,68.0,,0.68,62.56
2018-04-05,93,68.0,,0.68,63.24
2018-04-06,92,68.0,,0.68,62.56
2018-04-07,88,68.0,,0.68,59.84
2018-04-08,100,68.0,,0.68,68.0
2018-04-09,98,68.0,,0.68,66.64
2018-04-10,94,68.0,,0.68,63.92
2018-04-11,95,68.0,,0.68,64.60000000000001
2018-04-12,92,68.0,,0.68,62.56
2018-04-13,90,68.0,,0.68,61.2
2018-04-14,84,68.0,,0.68,57.120000000000005
2018-04-15,91,68.0,,0.68,61.88
2018-04-16,98,68.0,,0.68,66.64
2018-04-17,100,68.0,,0.68,68.0
2018-04-18,93,68.0,,0.68,63.24
2018-04-19,92,68.0,,0.68,62.56
2018-04-20,87,68.0,,0.68,59.160000000000004
2018-04-21,83,68.0,,0.68,56.440000000000005
2018-04-22,86,68.0,,0.68,58.480000000000004
2018-04-23,90,68.0,,0.68,61.2
2018-04-24,94,68.0,,0.68,63.92
2018-04-25,93,68.0,,0.68,63.24
2018-04-26,91,68.0,,0.68,61.88
2018-04-27,88,68.0,,0.68,59.84
2018-04-28,83,68.0,,0.68,56.440000000000005
2018-04-29,86,68.0,,0.68,58.480000000000004
2018-04-30,93,68.0,,0.68,63.24
2018-05-01,100,67.0,False,0.67,67.0
2018-05-02,97,67.0,,0.67,64.99000000000001
2018-05-03,98,67.0,,0.67,65.66000000000001
2018-05-04,96,67.0,,0.67,64.32000000000001
2018-05-05,86,67.0,,0.67,57.620000000000005
2018-05-06,84,67.0,,0.67,56.28
2018-05-07,95,67.0,,0.67,63.650000000000006
2018-05-08,91,67.0,,0.67,60.970000000000006
2018-05-09,95,67.0,,0.67,63.650000000000006
2018-05-10,94,67.0,,0.67,62.980000000000004
2018-05-11,97,67.0,,0.67,64.99000000000001
2018-05-12,85,67.0,,0.67,56.95
2018-05-13,86,67.0,,0.67,57.620000000000005
2018-05-14,94,67.0,,0.67,62.980000000000004
2018-05-15,93,67.0,,0.67,62.31
2018-05-16,95,67.0,,0.67,63.650000000000006
2018-05-17,91,67.0,,0.67,60.970000000000006
2018-05-18,87,67.0,,0.67,58.290000000000006
2018-05-19,83,67.0,,0.67,55.61000000000001
2018-05-20,86,67.0,,0.67,57.620000000000005
