date,economy_unscaled,economy_monthly,isPartial,scale,economy
2017-10-21,53,69.0,,0.69,36.57
2017-10-22,59,69.0,,0.69,40.709999999999994
2017-10-23,90,69.0,,0.69,62.099999999999994
2017-10-24,97,69.0,,0.69,66.92999999999999
2017-10-25,96,69.0,,0.69,66.24
2017-10-26,93,69.0,,0.69,64.17
2017-10-27,87,69.0,,0.69,60.029999999999994
2017-10-28,47,69.0,,0.69,32.43
2017-10-29,51,69.0,,0.69,35.19
2017-10-30,100,69.0,,0.69,69.0
2017-10-31,93,69.0,,0.69,64.17
2017-11-01,86,66.0,False,0.66,56.760000000000005
2017-11-02,93,66.0,,0.66,61.38
2017-11-03,81,66.0,,0.66,53.46
2017-11-04,42,66.0,,0.66,27.720000000000002
2017-11-05,59,66.0,,0.66,38.940000000000005
2017-11-06,84,66.0,,0.66,55.440000000000005
2017-11-07,96,66.0,,0.66,63.36
2017-11-08,87,66.0,,0.66,57.42
2017-11-09,91,66.0,,0.66,60.06
2017-11-10,70,66.0,,0.66,46.2
2017-11-11,40,66.0,,0.66,26.400000000000002
2017-11-12,54,66.0,,0.66,35.64
2017-11-13,95,66.0,,0.66,62.7
2017-11-14,91,66.0,,0.66,60.06
2017-11-15,100,66.0,,0.66,66.0
2017-11-16,93,66.0,,0.66,61.38
2017-11-17,75,66.0,,0.66,49.5
2017-11-18,46,66.0,,0.66,30.360000000000003
2017-11-19,56,66.0,,0.66,36.96
2017-11-20,76,66.0,,0.66,50.160000000000004
2017-11-21,72,66.0,,0.66,47.52
2017-11-22,56,66.0,,0.66,36.96
2017-11-23,37,66.0,,0.66,24.42
2017-11-24,32,66.0,,0.66,21.12
2017-11-25,43,66.0,,0.66,28.380000000000003
2017-11-26,51,66.0,,0.66,33.660000000000004
2017-11-27,80,66.0,,0.66,52.800000000000004
2017-11-28,91,66.0,,0.66,60.06
2017-11-29,90,66.0,,0.66,59.400000000000006
2017-11-30,95,66.0,,0.66,62.7
2017-12-01,89,61.0,False,0.61,54.29
2017-12-02,56,61.0,,0.61,34.16
2017-12-03,59,61.0,,0.61,35.99
2017-12-04,97,61.0,,0.61,59.17
2017-12-05,88,61.0,,0.61,53.68
2017-12-06,100,61.0,,0.61,61.0
2017-12-07,90,61.0,,0.61,54.9
2017-12-08,79,61.0,,0.61,48.19
2017-12-09,57,61.0,,0.61,34.769999999999996
2017-12-10,69,61.0,,0.61,42.089999999999996
2017-12-11,97,61.0,,0.61,59.17
2017-12-12,92,61.0,,0.61,56.12
2017-12-13,85,61.0,,0.61,51.85
2017-12-14,95,61.0,,0.61,57.949999999999996
2017-12-15,87,61.0,,0.61,53.07
2017-12-16,52,61.0,,0.61,31.72
2017-12-17,55,61.0,,0.61,33.55
2017-12-18,91,61.0,,0.61,55.51
2017-12-19,86,61.0,,0.61,52.46
2017-12-20,68,61.0,,0.61,41.48
2017-12-21,71,61.0,,0.61,43.31
2017-12-22,45,61.0,,0.61,27.45
2017-12-23,38,61.0,,0.61,23.18
2017-12-24,33,61.0,,0.61,20.13
2017-12-25,32,61.0,,0.61,19.52
2017-12-26,46,61.0,,0.61,28.06
2017-12-27,45,61.0,,0.61,27.45
2017-12-28,46,61.0,,0.61,28.06
2017-12-29,42,61.0,,0.61,25.62
2017-12-30,40,61.0,,0.61,24.4
2017-12-31,42,61.0,,0.61,25.62
2018-01-01,34,68.0,False,0.68,23.12
2018-01-02,48,68.0,,0.68,32.64
2018-01-03,58,68.0,,0.68,39.440000000000005
2018-01-04,59,68.0,,0.68,40.120000000000005
2018-01-05,54,68.0,,0.68,36.720000000000006
2018-01-06,45,68.0,,0.68,30.6
2018-01-07,45,68.0,,0.68,30.6
2018-01-08,64,68.0,,0.68,43.52
2018-01-09,70,68.0,,0.68,47.6
2018-01-10,82,68.0,,0.68,55.760000000000005
2018-01-11,86,68.0,,0.68,58.480000000000004
2018-01-12,71,68.0,,0.68,48.28
2018-01-13,44,68.0,,0.68,29.92
2018-01-14,42,68.0,,0.68,28.560000000000002
2018-01-15,58,68.0,,0.68,39.440000000000005
2018-01-16,74,68.0,,0.68,50.32
2018-01-17,81,68.0,,0.68,55.080000000000005
2018-01-18,86,68.0,,0.68,58.480000000000004
2018-01-19,84,68.0,,0.68,57.120000000000005
2018-01-20,54,68.0,,0.68,36.720000000000006
2018-01-21,57,68.0,,0.68,38.760000000000005
2018-01-22,83,68.0,,0.68,56.440000000000005
2018-01-23,91,68.0,,0.68,61.88
2018-01-24,92,68.0,,0.68,62.56
2018-01-25,100,68.0,,0.68,68.0
2018-01-26,94,68.0,,0.68,63.92
2018-01-27,53,68.0,,0.68,36.04
2018-01-28,61,68.0,,0.68,41.480000000000004
2018-01-29,94,68.0,,0.68,63.92
2018-01-30,95,68.0,,0.68,64.60000000000001
2018-01-31,93,68.0,,0.68,63.24
2018-02-01,96,74.0,False,0.74,71.03999999999999
2018-02-02,90,74.0,,0.74,66.6
2018-02-03,51,74.0,,0.74,37.74
2018-02-04,55,74.0,,0.74,40.7
2018-02-05,88,74.0,,0.74,65.12
2018-02-06,100,74.0,,0.74,74.0
2018-02-07,92,74.0,,0.74,68.08
2018-02-08,95,74.0,,0.74,70.3
2018-02-09,75,74.0,,0.74,55.5
2018-02-10,50,74.0,,0.74,37.0
2018-02-11,60,74.0,,0.74,44.4
2018-02-12,90,74.0,,0.74,66.6
2018-02-13,92,74.0,,0.74,68.08
2018-02-14,85,74.0,,0.74,62.9
2018-02-15,96,74.0,,0.74,71.03999999999999
2018-02-16,79,74.0,,0.74,58.46
2018-02-17,46,74.0,,0.74,34.04
2018-02-18,47,74.0,,0.74,34.78
2018-02-19,70,74.0,,0.74,51.8
2018-02-20,89,74.0,,0.74,65.86
2018-02-21,79,74.0,,0.74,58.46
2018-02-22,85,74.0,,0.74,62.9
2018-02-23,77,74.0,,0.74,56.98
2018-02-24,53,74.0,,0.74,39.22
2018-02-25,56,74.0,,0.74,41.44
2018-02-26,84,74.0,,0.74,62.16
2018-02-27,90,74.0,,0.74,66.6
2018-02-28,93,74.0,,0.74,68.82
2018-03-01,100,68.0,False,0.68,68.0
2018-03-02,81,68.0,,0.68,55.080000000000005
2018-03-03,58,68.0,,0.68,39.440000000000005
2018-03-04,55,68.0,,0.68,37.400000000000006
2018-03-05,95,68.0,,0.68,64.60000000000001
2018-03-06,94,68.0,,0.68,63.92
2018-03-07,90,68.0,,0.68,61.2
2018-03-08,93,68.0,,0.68,63.24
2018-03-09,88,68.0,,0.68,59.84
2018-03-10,49,68.0,,0.68,33.32
2018-03-11,56,68.0,,0.68,38.080000000000005
2018-03-12,86,68.0,,0.68,58.480000000000004
2018-03-13,84,68.0,,0.68,57.120000000000005
2018-03-14,89,68.0,,0.68,60.52
2018-03-15,83,68.0,,0.68,56.440000000000005
2018-03-16,74,68.0,,0.68,50.32
2018-03-17,44,68.0,,0.68,29.92
2018-03-18,53,68.0,,0.68,36.04
2018-03-19,87,68.0,,0.68,59.160000000000004
2018-03-20,83,68.0,,0.68,56.440000000000005
2018-03-21,78,68.0,,0.68,53.040000000000006
2018-03-22,92,68.0,,0.68,62.56
2018-03-23,86,68.0,,0.68,58.480000000000004
2018-03-24,52,68.0,,0.68,35.36
2018-03-25,57,68.0,,0.68,38.760000000000005
2018-03-26,94,68.0,,0.68,63.92
2018-03-27,82,68.0,,0.68,55.760000000000005
2018-03-28,89,68.0,,0.68,60.52
2018-03-29,78,68.0,,0.68,53.040000000000006
2018-03-30,56,68.0,,0.68,38.080000000000005
2018-03-31,51,68.0,,0.68,34.68
2018-04-01,47,73.0,False,0.73,34.31
2018-04-02,73,73.0,,0.73,53.29
2018-04-03,81,73.0,,0.73,59.129999999999995
2018-04-04,86,73.0,,0.73,62.78
2018-04-05,83,73.0,,0.73,60.589999999999996
2018-04-06,74,73.0,,0.73,54.019999999999996
2018-04-07,45,73.0,,0.73,32.85
2018-04-08,54,73.0,,0.73,39.42
2018-04-09,92,73.0,,0.73,67.16
2018-04-10,87,73.0,,0.73,63.51
2018-04-11,93,73.0,,0.73,67.89
2018-04-12,89,73.0,,0.73,64.97
2018-04-13,76,73.0,,0.73,55.48
2018-04-14,51,73.0,,0.73,37.23
2018-04-15,61,73.0,,0.73,44.53
2018-04-16,84,73.0,,0.73,61.32
2018-04-17,85,73.0,,0.73,62.05
2018-04-18,90,73.0,,0.73,65.7
2018-04-19,87,73.0,,0.73,63.51
2018-04-20,81,73.0,,0.73,59.129999999999995
2018-04-21,50,73.0,,0.73,36.5
2018-04-22,60,73.0,,0.73,43.8
2018-04-23,96,73.0,,0.73,70.08
2018-04-24,100,73.0,,0.73,73.0
2018-04-25,87,73.0,,0.73,63.51
2018-04-26,83,73.0,,0.73,60.589999999999996
2018-04-27,79,73.0,,0.73,57.67
2018-04-28,49,73.0,,0.73,35.769999999999996
2018-04-29,60,73.0,,0.73,43.8
2018-04-30,93,73.0,,0.73,67.89
2018-05-01,96,70.0,False,0.7,67.19999999999999
2018-05-02,93,70.0,,0.7,65.1
2018-05-03,92,70.0,,0.7,64.39999999999999
2018-05-04,89,70.0,,0.7,62.3
2018-05-05,57,70.0,,0.7,39.9
2018-05-06,65,70.0,,0.7,45.5
2018-05-07,100,70.0,,0.7,70.0
2018-05-08,87,70.0,,0.7,60.9
2018-05-09,98,70.0,,0.7,68.6
2018-05-10,96,70.0,,0.7,67.19999999999999
2018-05-11,91,70.0,,0.7,63.699999999999996
2018-05-12,52,70.0,,0.7,36.4
2018-05-13,51,70.0,,0.7,35.699999999999996
2018-05-14,94,70.0,,0.7,65.8
2018-05-15,91,70.0,,0.7,63.699999999999996
2018-05-16,83,70.0,,0.7,58.099999999999994
2018-05-17,84,70.0,,0.7,58.8
2018-05-18,74,70.0,,0.7,51.8
2018-05-19,41,70.0,,0.7,28.7
2018-05-20,58,70.0,,0.7,40.599999999999994
2018-05-21,73,70.0,,0.7,51.099999999999994
2018-05-22,89,70.0,,0.7,62.3
2018-05-23,64,70.0,,0.7,44.8
2018-05-24,78,70.0,,0.7,54.599999999999994
2018-05-25,61,70.0,,0.7,42.699999999999996
2018-05-26,45,70.0,,0.7,31.499999999999996
2018-05-27,45,70.0,,0.7,31.499999999999996
2018-05-28,47,70.0,,0.7,32.9
2018-05-29,66,70.0,,0.7,46.199999999999996
2018-05-30,77,70.0,,0.7,53.9
2018-05-31,68,70.0,,0.7,47.599999999999994
2018-06-01,100,53.0,False,0.53,53.0
2018-06-02,70,53.0,,0.53,37.1
2018-06-03,79,53.0,,0.53,41.870000000000005
2018-06-04,92,53.0,,0.53,48.760000000000005
2018-06-05,97,53.0,,0.53,51.410000000000004
2018-06-06,91,53.0,,0.53,48.230000000000004
2018-06-07,94,53.0,,0.53,49.82
2018-06-08,89,53.0,,0.53,47.17
2018-06-09,73,53.0,,0.53,38.690000000000005
2018-06-10,74,53.0,,0.53,39.22
2018-06-11,95,53.0,,0.53,50.35
2018-06-12,87,53.0,,0.53,46.11
2018-06-13,89,53.0,,0.53,47.17
2018-06-14,83,53.0,,0.53,43.99
2018-06-15,80,53.0,,0.53,42.400000000000006
2018-06-16,71,53.0,,0.53,37.63
2018-06-17,66,53.0,,0.53,34.980000000000004
2018-06-18,78,53.0,,0.53,41.34
2018-06-19,82,53.0,,0.53,43.46
2018-06-20,84,53.0,,0.53,44.52
2018-06-21,74,53.0,,0.53,39.22
2018-06-22,76,53.0,,0.53,40.28
2018-06-23,64,53.0,,0.53,33.92
2018-06-24,62,53.0,,0.53,32.86
2018-06-25,75,53.0,,0.53,39.75
2018-06-26,85,53.0,,0.53,45.050000000000004
2018-06-27,81,53.0,,0.53,42.93
2018-06-28,71,53.0,,0.53,37.63
2018-06-29,78,53.0,,0.53,41.34
2018-06-30,69,53.0,,0.53,36.57
2018-07-01,71,50.0,False,0.5,35.5
2018-07-02,76,50.0,,0.5,38.0
2018-07-03,74,50.0,,0.5,37.0
2018-07-04,65,50.0,,0.5,32.5
2018-07-05,79,50.0,,0.5,39.5
2018-07-06,77,50.0,,0.5,38.5
2018-07-07,67,50.0,,0.5,33.5
2018-07-08,76,50.0,,0.5,38.0
2018-07-09,72,50.0,,0.5,36.0
2018-07-10,74,50.0,,0.5,37.0
2018-07-11,86,50.0,,0.5,43.0
2018-07-12,73,50.0,,0.5,36.5
2018-07-13,73,50.0,,0.5,36.5
2018-07-14,66,50.0,,0.5,33.0
2018-07-15,68,50.0,,0.5,34.0
2018-07-16,81,50.0,,0.5,40.5
2018-07-17,85,50.0,,0.5,42.5
2018-07-18,76,50.0,,0.5,38.0
2018-07-19,82,50.0,,0.5,41.0
2018-07-20,80,50.0,,0.5,40.0
2018-07-21,60,50.0,,0.5,30.0
2018-07-22,68,50.0,,0.5,34.0
2018-07-23,80,50.0,,0.5,40.0
2018-07-24,82,50.0,,0.5,41.0
2018-07-25,85,50.0,,0.5,42.5
2018-07-26,81,50.0,,0.5,40.5
2018-07-27,100,50.0,,0.5,50.0
2018-07-28,87,50.0,,0.5,43.5
2018-07-29,78,50.0,,0.5,39.0
2018-07-30,76,50.0,,0.5,38.0
2018-07-31,83,50.0,,0.5,41.5
2018-08-01,57,58.0,False,0.58,33.059999999999995
2018-08-02,61,58.0,,0.58,35.379999999999995
2018-08-03,56,58.0,,0.58,32.48
2018-08-04,54,58.0,,0.58,31.319999999999997
2018-08-05,52,58.0,,0.58,30.159999999999997
2018-08-06,57,58.0,,0.58,33.059999999999995
2018-08-07,56,58.0,,0.58,32.48
2018-08-08,54,58.0,,0.58,31.319999999999997
2018-08-09,58,58.0,,0.58,33.64
2018-08-10,58,58.0,,0.58,33.64
2018-08-11,46,58.0,,0.58,26.68
2018-08-12,49,58.0,,0.58,28.419999999999998
2018-08-13,61,58.0,,0.58,35.379999999999995
2018-08-14,62,58.0,,0.58,35.96
2018-08-15,64,58.0,,0.58,37.12
2018-08-16,63,58.0,,0.58,36.54
2018-08-17,64,58.0,,0.58,37.12
2018-08-18,46,58.0,,0.58,26.68
2018-08-19,51,58.0,,0.58,29.58
2018-08-20,63,58.0,,0.58,36.54
2018-08-21,71,58.0,,0.58,41.18
2018-08-22,81,58.0,,0.58,46.98
2018-08-23,76,58.0,,0.58,44.08
2018-08-24,72,58.0,,0.58,41.76
2018-08-25,55,58.0,,0.58,31.9
2018-08-26,51,58.0,,0.58,29.58
2018-08-27,78,58.0,,0.58,45.239999999999995
2018-08-28,86,58.0,,0.58,49.879999999999995
2018-08-29,82,58.0,,0.58,47.559999999999995
2018-08-30,100,58.0,,0.58,57.99999999999999
2018-08-31,84,58.0,,0.58,48.72
2018-09-01,41,78.0,False,0.78,31.98
2018-09-02,38,78.0,,0.78,29.64
2018-09-03,58,78.0,,0.78,45.24
2018-09-04,71,78.0,,0.78,55.38
2018-09-05,81,78.0,,0.78,63.18
2018-09-06,86,78.0,,0.78,67.08
2018-09-07,71,78.0,,0.78,55.38
2018-09-08,49,78.0,,0.78,38.22
2018-09-09,54,78.0,,0.78,42.120000000000005
2018-09-10,86,78.0,,0.78,67.08
2018-09-11,92,78.0,,0.78,71.76
2018-09-12,87,78.0,,0.78,67.86
2018-09-13,82,78.0,,0.78,63.96
2018-09-14,85,78.0,,0.78,66.3
2018-09-15,47,78.0,,0.78,36.660000000000004
2018-09-16,58,78.0,,0.78,45.24
2018-09-17,90,78.0,,0.78,70.2
2018-09-18,92,78.0,,0.78,71.76
2018-09-19,85,78.0,,0.78,66.3
2018-09-20,91,78.0,,0.78,70.98
2018-09-21,83,78.0,,0.78,64.74000000000001
2018-09-22,41,78.0,,0.78,31.98
2018-09-23,58,78.0,,0.78,45.24
2018-09-24,99,78.0,,0.78,77.22
2018-09-25,91,78.0,,0.78,70.98
2018-09-26,100,78.0,,0.78,78.0
2018-09-27,97,78.0,,0.78,75.66
2018-09-28,70,78.0,,0.78,54.6
2018-09-29,39,78.0,,0.78,30.42
2018-09-30,57,78.0,,0.78,44.46
2018-10-01,92,78.0,False,0.78,71.76
2018-10-02,92,78.0,,0.78,71.76
2018-10-03,95,78.0,,0.78,74.10000000000001
2018-10-04,91,78.0,,0.78,70.98
2018-10-05,81,78.0,,0.78,63.18
2018-10-06,54,78.0,,0.78,42.120000000000005
2018-10-07,53,78.0,,0.78,41.34
2018-10-08,87,78.0,,0.78,67.86
2018-10-09,89,78.0,,0.78,69.42
2018-10-10,87,78.0,,0.78,67.86
2018-10-11,95,78.0,,0.78,74.10000000000001
2018-10-12,84,78.0,,0.78,65.52
2018-10-13,53,78.0,,0.78,41.34
2018-10-14,53,78.0,,0.78,41.34
2018-10-15,79,78.0,,0.78,61.620000000000005
2018-10-16,91,78.0,,0.78,70.98
2018-10-17,89,78.0,,0.78,69.42
2018-10-18,89,78.0,,0.78,69.42
2018-10-19,80,78.0,,0.78,62.400000000000006
2018-10-20,51,78.0,,0.78,39.78
2018-10-21,59,78.0,,0.78,46.02
2018-10-22,91,78.0,,0.78,70.98
2018-10-23,94,78.0,,0.78,73.32000000000001
2018-10-24,88,78.0,,0.78,68.64
2018-10-25,86,78.0,,0.78,67.08
2018-10-26,81,78.0,,0.78,63.18
2018-10-27,50,78.0,,0.78,39.0
2018-10-28,56,78.0,,0.78,43.68
2018-10-29,88,78.0,,0.78,68.64
2018-10-30,100,78.0,,0.78,78.0
2018-10-31,88,78.0,,0.78,68.64
2018-11-01,86,69.0,False,0.69,59.339999999999996
2018-11-02,91,69.0,,0.69,62.78999999999999
2018-11-03,51,69.0,,0.69,35.19
2018-11-04,63,69.0,,0.69,43.47
2018-11-05,98,69.0,,0.69,67.61999999999999
2018-11-06,88,69.0,,0.69,60.72
2018-11-07,92,69.0,,0.69,63.48
2018-11-08,85,69.0,,0.69,58.65
2018-11-09,83,69.0,,0.69,57.269999999999996
2018-11-10,51,69.0,,0.69,35.19
2018-11-11,51,69.0,,0.69,35.19
2018-11-12,75,69.0,,0.69,51.74999999999999
2018-11-13,84,69.0,,0.69,57.959999999999994
2018-11-14,92,69.0,,0.69,63.48
2018-11-15,86,69.0,,0.69,59.339999999999996
2018-11-16,76,69.0,,0.69,52.44
2018-11-17,45,69.0,,0.69,31.049999999999997
2018-11-18,50,69.0,,0.69,34.5
2018-11-19,78,69.0,,0.69,53.81999999999999
2018-11-20,70,69.0,,0.69,48.3
2018-11-21,58,69.0,,0.69,40.019999999999996
2018-11-22,41,69.0,,0.69,28.29
2018-11-23,39,69.0,,0.69,26.909999999999997
2018-11-24,50,69.0,,0.69,34.5
2018-11-25,54,69.0,,0.69,37.26
2018-11-26,82,69.0,,0.69,56.58
2018-11-27,93,69.0,,0.69,64.17
2018-11-28,100,69.0,,0.69,69.0
2018-11-29,94,69.0,,0.69,64.86
2018-11-30,82,69.0,,0.69,56.58
2018-12-01,48,65.0,False,0.65,31.200000000000003
2018-12-02,62,65.0,,0.65,40.300000000000004
2018-12-03,96,65.0,,0.65,62.400000000000006
2018-12-04,95,65.0,,0.65,61.75
2018-12-05,85,65.0,,0.65,55.25
2018-12-06,100,65.0,,0.65,65.0
2018-12-07,90,65.0,,0.65,58.5
2018-12-08,51,65.0,,0.65,33.15
2018-12-09,52,65.0,,0.65,33.800000000000004
2018-12-10,89,65.0,,0.65,57.85
2018-12-11,93,65.0,,0.65,60.45
2018-12-12,100,65.0,,0.65,65.0
2018-12-13,91,65.0,,0.65,59.15
2018-12-14,85,65.0,,0.65,55.25
2018-12-15,52,65.0,,0.65,33.800000000000004
2018-12-16,53,65.0,,0.65,34.45
2018-12-17,80,65.0,,0.65,52.0
2018-12-18,88,65.0,,0.65,57.2
2018-12-19,69,65.0,,0.65,44.85
2018-12-20,72,65.0,,0.65,46.800000000000004
2018-12-21,53,65.0,,0.65,34.45
2018-12-22,46,65.0,,0.65,29.900000000000002
2018-12-23,38,65.0,,0.65,24.7
2018-12-24,44,65.0,,0.65,28.6
2018-12-25,38,65.0,,0.65,24.7
2018-12-26,46,65.0,,0.65,29.900000000000002
2018-12-27,44,65.0,,0.65,28.6
2018-12-28,47,65.0,,0.65,30.55
2018-12-29,41,65.0,,0.65,26.650000000000002
2018-12-30,39,65.0,,0.65,25.35
2018-12-31,39,65.0,,0.65,25.35
2019-01-01,37,68.0,False,0.68,25.16
2019-01-02,58,68.0,,0.68,39.440000000000005
2019-01-03,67,68.0,,0.68,45.56
2019-01-04,57,68.0,,0.68,38.760000000000005
2019-01-05,52,68.0,,0.68,35.36
2019-01-06,45,68.0,,0.68,30.6
2019-01-07,69,68.0,,0.68,46.92
2019-01-08,84,68.0,,0.68,57.120000000000005
2019-01-09,77,68.0,,0.68,52.36000000000001
2019-01-10,94,68.0,,0.68,63.92
2019-01-11,83,68.0,,0.68,56.440000000000005
2019-01-12,51,68.0,,0.68,34.68
2019-01-13,50,68.0,,0.68,34.0
2019-01-14,89,68.0,,0.68,60.52
2019-01-15,92,68.0,,0.68,62.56
2019-01-16,93,68.0,,0.68,63.24
2019-01-17,93,68.0,,0.68,63.24
2019-01-18,84,68.0,,0.68,57.120000000000005
2019-01-19,50,68.0,,0.68,34.0
2019-01-20,48,68.0,,0.68,32.64
2019-01-21,60,68.0,,0.68,40.800000000000004
2019-01-22,86,68.0,,0.68,58.480000000000004
2019-01-23,97,68.0,,0.68,65.96000000000001
2019-01-24,100,68.0,,0.68,68.0
2019-01-25,88,68.0,,0.68,59.84
2019-01-26,48,68.0,,0.68,32.64
2019-01-27,61,68.0,,0.68,41.480000000000004
2019-01-28,97,68.0,,0.68,65.96000000000001
2019-01-29,88,68.0,,0.68,59.84
2019-01-30,88,68.0,,0.68,59.84
2019-01-31,90,68.0,,0.68,61.2
2019-02-01,93,76.0,False,0.76,70.68
2019-02-02,52,76.0,,0.76,39.52
2019-02-03,64,76.0,,0.76,48.64
2019-02-04,89,76.0,,0.76,67.64
2019-02-05,97,76.0,,0.76,73.72
2019-02-06,95,76.0,,0.76,72.2
2019-02-07,88,76.0,,0.76,66.88
2019-02-08,84,76.0,,0.76,63.84
2019-02-09,53,76.0,,0.76,40.28
2019-02-10,67,76.0,,0.76,50.92
2019-02-11,91,76.0,,0.76,69.16
2019-02-12,90,76.0,,0.76,68.4
2019-02-13,99,76.0,,0.76,75.24
2019-02-14,88,76.0,,0.76,66.88
2019-02-15,73,76.0,,0.76,55.480000000000004
2019-02-16,58,76.0,,0.76,44.08
2019-02-17,53,76.0,,0.76,40.28
2019-02-18,72,76.0,,0.76,54.72
2019-02-19,83,76.0,,0.76,63.08
2019-02-20,83,76.0,,0.76,63.08
2019-02-21,100,76.0,,0.76,76.0
2019-02-22,82,76.0,,0.76,62.32
2019-02-23,57,76.0,,0.76,43.32
2019-02-24,69,76.0,,0.76,52.44
2019-02-25,89,76.0,,0.76,67.64
2019-02-26,98,76.0,,0.76,74.48
2019-02-27,93,76.0,,0.76,70.68
2019-02-28,89,76.0,,0.76,67.64
2019-03-01,87,70.0,False,0.7,60.9
2019-03-02,56,70.0,,0.7,39.199999999999996
2019-03-03,60,70.0,,0.7,42.0
2019-03-04,94,70.0,,0.7,65.8
2019-03-05,95,70.0,,0.7,66.5
2019-03-06,100,70.0,,0.7,70.0
2019-03-07,100,70.0,,0.7,70.0
2019-03-08,87,70.0,,0.7,60.9
2019-03-09,57,70.0,,0.7,39.9
2019-03-10,62,70.0,,0.7,43.4
2019-03-11,83,70.0,,0.7,58.099999999999994
2019-03-12,90,70.0,,0.7,62.99999999999999
2019-03-13,87,70.0,,0.7,60.9
2019-03-14,84,70.0,,0.7,58.8
2019-03-15,70,70.0,,0.7,49.0
2019-03-16,53,70.0,,0.7,37.099999999999994
2019-03-17,59,70.0,,0.7,41.3
2019-03-18,90,70.0,,0.7,62.99999999999999
2019-03-19,87,70.0,,0.7,60.9
2019-03-20,96,70.0,,0.7,67.19999999999999
2019-03-21,87,70.0,,0.7,60.9
2019-03-22,79,70.0,,0.7,55.3
2019-03-23,51,70.0,,0.7,35.699999999999996
2019-03-24,60,70.0,,0.7,42.0
2019-03-25,90,70.0,,0.7,62.99999999999999
2019-03-26,95,70.0,,0.7,66.5
2019-03-27,93,70.0,,0.7,65.1
2019-03-28,93,70.0,,0.7,65.1
2019-03-29,84,70.0,,0.7,58.8
2019-03-30,53,70.0,,0.7,37.099999999999994
2019-03-31,56,70.0,,0.7,39.199999999999996
2019-04-01,93,75.0,False,0.75,69.75
2019-04-02,87,75.0,,0.75,65.25
2019-04-03,92,75.0,,0.75,69.0
2019-04-04,94,75.0,,0.75,70.5
2019-04-05,81,75.0,,0.75,60.75
2019-04-06,49,75.0,,0.75,36.75
2019-04-07,55,75.0,,0.75,41.25
2019-04-08,84,75.0,,0.75,63.0
2019-04-09,96,75.0,,0.75,72.0
2019-04-10,92,75.0,,0.75,69.0
2019-04-11,90,75.0,,0.75,67.5
2019-04-12,72,75.0,,0.75,54.0
2019-04-13,48,75.0,,0.75,36.0
2019-04-14,59,75.0,,0.75,44.25
2019-04-15,82,75.0,,0.75,61.5
2019-04-16,94,75.0,,0.75,70.5
2019-04-17,88,75.0,,0.75,66.0
2019-04-18,80,75.0,,0.75,60.0
2019-04-19,59,75.0,,0.75,44.25
2019-04-20,53,75.0,,0.75,39.75
2019-04-21,57,75.0,,0.75,42.75
2019-04-22,87,75.0,,0.75,65.25
2019-04-23,96,75.0,,0.75,72.0
2019-04-24,99,75.0,,0.75,74.25
2019-04-25,92,75.0,,0.75,69.0
2019-04-26,91,75.0,,0.75,68.25
2019-04-27,54,75.0,,0.75,40.5
2019-04-28,61,75.0,,0.75,45.75
2019-04-29,100,75.0,,0.75,75.0
2019-04-30,99,75.0,,0.75,74.25
2019-05-01,97,72.0,False,0.72,69.84
2019-05-02,84,72.0,,0.72,60.48
2019-05-03,87,72.0,,0.72,62.64
2019-05-04,61,72.0,,0.72,43.92
2019-05-05,57,72.0,,0.72,41.04
2019-05-06,92,72.0,,0.72,66.24
2019-05-07,88,72.0,,0.72,63.36
2019-05-08,97,72.0,,0.72,69.84
2019-05-09,100,72.0,,0.72,72.0
2019-05-10,84,72.0,,0.72,60.48
2019-05-11,49,72.0,,0.72,35.28
2019-05-12,47,72.0,,0.72,33.839999999999996
2019-05-13,93,72.0,,0.72,66.96
2019-05-14,85,72.0,,0.72,61.199999999999996
2019-05-15,95,72.0,,0.72,68.39999999999999
2019-05-16,90,72.0,,0.72,64.8
2019-05-17,72,72.0,,0.72,51.839999999999996
2019-05-18,48,72.0,,0.72,34.56
2019-05-19,51,72.0,,0.72,36.72
2019-05-20,74,72.0,,0.72,53.28
2019-05-21,82,72.0,,0.72,59.04
2019-05-22,77,72.0,,0.72,55.44
2019-05-23,73,72.0,,0.72,52.559999999999995
2019-05-24,68,72.0,,0.72,48.96
2019-05-25,54,72.0,,0.72,38.879999999999995
2019-05-26,48,72.0,,0.72,34.56
2019-05-27,40,72.0,,0.72,28.799999999999997
2019-05-28,61,72.0,,0.72,43.92
2019-05-29,67,72.0,,0.72,48.239999999999995
2019-05-30,68,72.0,,0.72,48.96
2019-05-31,64,72.0,,0.72,46.08
2019-06-01,75,53.0,False,0.53,39.75
2019-06-02,78,53.0,,0.53,41.34
2019-06-03,100,53.0,,0.53,53.0
2019-06-04,98,53.0,,0.53,51.940000000000005
2019-06-05,93,53.0,,0.53,49.29
2019-06-06,95,53.0,,0.53,50.35
2019-06-07,90,53.0,,0.53,47.7
2019-06-08,71,53.0,,0.53,37.63
2019-06-09,71,53.0,,0.53,37.63
2019-06-10,91,53.0,,0.53,48.230000000000004
2019-06-11,90,53.0,,0.53,47.7
2019-06-12,100,53.0,,0.53,53.0
2019-06-13,93,53.0,,0.53,49.29
2019-06-14,75,53.0,,0.53,39.75
2019-06-15,71,53.0,,0.53,37.63
2019-06-16,75,53.0,,0.53,39.75
2019-06-17,78,53.0,,0.53,41.34
2019-06-18,91,53.0,,0.53,48.230000000000004
