date,religion_unscaled,religion_monthly,isPartial,scale,religion
2016-12-19,75,84.0,,0.84,63.0
2016-12-20,73,84.0,,0.84,61.32
2016-12-21,68,84.0,,0.84,57.12
2016-12-22,61,84.0,,0.84,51.239999999999995
2016-12-23,58,84.0,,0.84,48.72
2016-12-24,71,84.0,,0.84,59.64
2016-12-25,84,84.0,,0.84,70.56
2016-12-26,67,84.0,,0.84,56.28
2016-12-27,66,84.0,,0.84,55.44
2016-12-28,59,84.0,,0.84,49.559999999999995
2016-12-29,64,84.0,,0.84,53.76
2016-12-30,59,84.0,,0.84,49.559999999999995
2016-12-31,54,84.0,,0.84,45.36
2017-01-01,51,83.0,False,0.83,42.33
2017-01-02,55,83.0,,0.83,45.65
2017-01-03,61,83.0,,0.83,50.629999999999995
2017-01-04,67,83.0,,0.83,55.61
2017-01-05,62,83.0,,0.83,51.46
2017-01-06,59,83.0,,0.83,48.97
2017-01-07,60,83.0,,0.83,49.8
2017-01-08,60,83.0,,0.83,49.8
2017-01-09,67,83.0,,0.83,55.61
2017-01-10,69,83.0,,0.83,57.269999999999996
2017-01-11,72,83.0,,0.83,59.76
2017-01-12,69,83.0,,0.83,57.269999999999996
2017-01-13,63,83.0,,0.83,52.29
2017-01-14,46,83.0,,0.83,38.18
2017-01-15,57,83.0,,0.83,47.309999999999995
2017-01-16,56,83.0,,0.83,46.48
2017-01-17,70,83.0,,0.83,58.099999999999994
2017-01-18,71,83.0,,0.83,58.93
2017-01-19,76,83.0,,0.83,63.08
2017-01-20,100,83.0,,0.83,83.0
2017-01-21,83,83.0,,0.83,68.89
2017-01-22,73,83.0,,0.83,60.589999999999996
2017-01-23,73,83.0,,0.83,60.589999999999996
2017-01-24,85,83.0,,0.83,70.55
2017-01-25,78,83.0,,0.83,64.74
2017-01-26,73,83.0,,0.83,60.589999999999996
2017-01-27,78,83.0,,0.83,64.74
2017-01-28,72,83.0,,0.83,59.76
2017-01-29,97,83.0,,0.83,80.50999999999999
2017-01-30,100,83.0,,0.83,83.0
2017-01-31,89,83.0,,0.83,73.86999999999999
2017-02-01,100,83.0,False,0.83,83.0
2017-02-02,86,83.0,,0.83,71.38
2017-02-03,77,83.0,,0.83,63.91
2017-02-04,60,83.0,,0.83,49.8
2017-02-05,66,83.0,,0.83,54.779999999999994
2017-02-06,69,83.0,,0.83,57.269999999999996
2017-02-07,73,83.0,,0.83,60.589999999999996
2017-02-08,77,83.0,,0.83,63.91
2017-02-09,64,83.0,,0.83,53.12
2017-02-10,64,83.0,,0.83,53.12
2017-02-11,55,83.0,,0.83,45.65
2017-02-12,62,83.0,,0.83,51.46
2017-02-13,71,83.0,,0.83,58.93
2017-02-14,60,83.0,,0.83,49.8
2017-02-15,72,83.0,,0.83,59.76
2017-02-16,70,83.0,,0.83,58.099999999999994
2017-02-17,56,83.0,,0.83,46.48
2017-02-18,48,83.0,,0.83,39.839999999999996
2017-02-19,55,83.0,,0.83,45.65
2017-02-20,55,83.0,,0.83,45.65
2017-02-21,76,83.0,,0.83,63.08
2017-02-22,71,83.0,,0.83,58.93
2017-02-23,73,83.0,,0.83,60.589999999999996
2017-02-24,62,83.0,,0.83,51.46
2017-02-25,50,83.0,,0.83,41.5
2017-02-26,57,83.0,,0.83,47.309999999999995
2017-02-27,69,83.0,,0.83,57.269999999999996
2017-02-28,66,83.0,,0.83,54.779999999999994
2017-03-01,100,76.0,False,0.76,76.0
2017-03-02,95,76.0,,0.76,72.2
2017-03-03,79,76.0,,0.76,60.04
2017-03-04,65,76.0,,0.76,49.4
2017-03-05,81,76.0,,0.76,61.56
2017-03-06,92,76.0,,0.76,69.92
2017-03-07,96,76.0,,0.76,72.96000000000001
2017-03-08,89,76.0,,0.76,67.64
2017-03-09,94,76.0,,0.76,71.44
2017-03-10,83,76.0,,0.76,63.08
2017-03-11,63,76.0,,0.76,47.88
2017-03-12,80,76.0,,0.76,60.8
2017-03-13,83,76.0,,0.76,63.08
2017-03-14,81,76.0,,0.76,61.56
2017-03-15,78,76.0,,0.76,59.28
2017-03-16,84,76.0,,0.76,63.84
2017-03-17,78,76.0,,0.76,59.28
2017-03-18,59,76.0,,0.76,44.84
2017-03-19,88,76.0,,0.76,66.88
2017-03-20,86,76.0,,0.76,65.36
2017-03-21,91,76.0,,0.76,69.16
2017-03-22,90,76.0,,0.76,68.4
2017-03-23,84,76.0,,0.76,63.84
2017-03-24,81,76.0,,0.76,61.56
2017-03-25,67,76.0,,0.76,50.92
2017-03-26,73,76.0,,0.76,55.480000000000004
2017-03-27,86,76.0,,0.76,65.36
2017-03-28,84,76.0,,0.76,63.84
2017-03-29,86,76.0,,0.76,65.36
2017-03-30,85,76.0,,0.76,64.6
2017-03-31,69,76.0,,0.76,52.44
2017-04-01,60,75.0,False,0.75,45.0
2017-04-02,74,75.0,,0.75,55.5
2017-04-03,81,75.0,,0.75,60.75
2017-04-04,81,75.0,,0.75,60.75
2017-04-05,83,75.0,,0.75,62.25
2017-04-06,85,75.0,,0.75,63.75
2017-04-07,85,75.0,,0.75,63.75
2017-04-08,66,75.0,,0.75,49.5
2017-04-09,84,75.0,,0.75,63.0
2017-04-10,87,75.0,,0.75,65.25
2017-04-11,87,75.0,,0.75,65.25
2017-04-12,76,75.0,,0.75,57.0
2017-04-13,83,75.0,,0.75,62.25
2017-04-14,75,75.0,,0.75,56.25
2017-04-15,72,75.0,,0.75,54.0
2017-04-16,100,75.0,,0.75,75.0
2017-04-17,91,75.0,,0.75,68.25
2017-04-18,80,75.0,,0.75,60.0
2017-04-19,84,75.0,,0.75,63.0
2017-04-20,81,75.0,,0.75,60.75
2017-04-21,78,75.0,,0.75,58.5
2017-04-22,73,75.0,,0.75,54.75
2017-04-23,80,75.0,,0.75,60.0
2017-04-24,95,75.0,,0.75,71.25
2017-04-25,84,75.0,,0.75,63.0
2017-04-26,81,75.0,,0.75,60.75
2017-04-27,91,75.0,,0.75,68.25
2017-04-28,74,75.0,,0.75,55.5
2017-04-29,62,75.0,,0.75,46.5
2017-04-30,72,75.0,,0.75,54.0
2017-05-01,89,72.0,False,0.72,64.08
2017-05-02,92,72.0,,0.72,66.24
2017-05-03,93,72.0,,0.72,66.96
2017-05-04,100,72.0,,0.72,72.0
2017-05-05,83,72.0,,0.72,59.76
2017-05-06,72,72.0,,0.72,51.839999999999996
2017-05-07,86,72.0,,0.72,61.919999999999995
2017-05-08,95,72.0,,0.72,68.39999999999999
2017-05-09,86,72.0,,0.72,61.919999999999995
2017-05-10,88,72.0,,0.72,63.36
2017-05-11,82,72.0,,0.72,59.04
2017-05-12,78,72.0,,0.72,56.16
2017-05-13,67,72.0,,0.72,48.239999999999995
2017-05-14,75,72.0,,0.72,54.0
2017-05-15,86,72.0,,0.72,61.919999999999995
2017-05-16,81,72.0,,0.72,58.32
2017-05-17,74,72.0,,0.72,53.28
2017-05-18,74,72.0,,0.72,53.28
2017-05-19,78,72.0,,0.72,56.16
2017-05-20,60,72.0,,0.72,43.199999999999996
2017-05-21,76,72.0,,0.72,54.72
2017-05-22,79,72.0,,0.72,56.879999999999995
2017-05-23,95,72.0,,0.72,68.39999999999999
2017-05-24,99,72.0,,0.72,71.28
2017-05-25,79,72.0,,0.72,56.879999999999995
2017-05-26,74,72.0,,0.72,53.28
2017-05-27,80,72.0,,0.72,57.599999999999994
2017-05-28,78,72.0,,0.72,56.16
2017-05-29,78,72.0,,0.72,56.16
2017-05-30,90,72.0,,0.72,64.8
2017-05-31,80,72.0,,0.72,57.599999999999994
2017-06-01,89,55.0,False,0.55,48.95
2017-06-02,83,55.0,,0.55,45.650000000000006
2017-06-03,78,55.0,,0.55,42.900000000000006
2017-06-04,100,55.0,,0.55,55.00000000000001
2017-06-05,84,55.0,,0.55,46.2
2017-06-06,85,55.0,,0.55,46.75000000000001
2017-06-07,86,55.0,,0.55,47.300000000000004
2017-06-08,78,55.0,,0.55,42.900000000000006
2017-06-09,73,55.0,,0.55,40.150000000000006
2017-06-10,80,55.0,,0.55,44.0
2017-06-11,91,55.0,,0.55,50.050000000000004
2017-06-12,77,55.0,,0.55,42.35
2017-06-13,79,55.0,,0.55,43.45
2017-06-14,83,55.0,,0.55,45.650000000000006
2017-06-15,80,55.0,,0.55,44.0
2017-06-16,73,55.0,,0.55,40.150000000000006
2017-06-17,75,55.0,,0.55,41.25
2017-06-18,80,55.0,,0.55,44.0
2017-06-19,73,55.0,,0.55,40.150000000000006
2017-06-20,66,55.0,,0.55,36.300000000000004
2017-06-21,68,55.0,,0.55,37.400000000000006
2017-06-22,71,55.0,,0.55,39.050000000000004
2017-06-23,69,55.0,,0.55,37.95
2017-06-24,77,55.0,,0.55,42.35
2017-06-25,92,55.0,,0.55,50.6
2017-06-26,73,55.0,,0.55,40.150000000000006
2017-06-27,68,55.0,,0.55,37.400000000000006
2017-06-28,67,55.0,,0.55,36.85
2017-06-29,68,55.0,,0.55,37.400000000000006
2017-06-30,71,55.0,,0.55,39.050000000000004
2017-07-01,74,52.0,False,0.52,38.480000000000004
2017-07-02,87,52.0,,0.52,45.24
2017-07-03,68,52.0,,0.52,35.36
2017-07-04,83,52.0,,0.52,43.160000000000004
2017-07-05,79,52.0,,0.52,41.08
2017-07-06,100,52.0,,0.52,52.0
2017-07-07,82,52.0,,0.52,42.64
2017-07-08,88,52.0,,0.52,45.760000000000005
2017-07-09,95,52.0,,0.52,49.4
2017-07-10,79,52.0,,0.52,41.08
2017-07-11,66,52.0,,0.52,34.32
2017-07-12,76,52.0,,0.52,39.52
2017-07-13,73,52.0,,0.52,37.96
2017-07-14,68,52.0,,0.52,35.36
2017-07-15,74,52.0,,0.52,38.480000000000004
2017-07-16,89,52.0,,0.52,46.28
2017-07-17,71,52.0,,0.52,36.92
2017-07-18,79,52.0,,0.52,41.08
2017-07-19,74,52.0,,0.52,38.480000000000004
2017-07-20,74,52.0,,0.52,38.480000000000004
2017-07-21,69,52.0,,0.52,35.88
2017-07-22,80,52.0,,0.52,41.6
2017-07-23,82,52.0,,0.52,42.64
2017-07-24,75,52.0,,0.52,39.0
2017-07-25,69,52.0,,0.52,35.88
2017-07-26,73,52.0,,0.52,37.96
2017-07-27,79,52.0,,0.52,41.08
2017-07-28,74,52.0,,0.52,38.480000000000004
2017-07-29,79,52.0,,0.52,41.08
2017-07-30,96,52.0,,0.52,49.92
2017-07-31,69,52.0,,0.52,35.88
2017-08-01,64,57.0,False,0.57,36.48
2017-08-02,65,57.0,,0.57,37.05
2017-08-03,69,57.0,,0.57,39.33
2017-08-04,57,57.0,,0.57,32.489999999999995
2017-08-05,67,57.0,,0.57,38.19
2017-08-06,83,57.0,,0.57,47.309999999999995
2017-08-07,70,57.0,,0.57,39.9
2017-08-08,69,57.0,,0.57,39.33
2017-08-09,70,57.0,,0.57,39.9
2017-08-10,68,57.0,,0.57,38.76
2017-08-11,73,57.0,,0.57,41.61
2017-08-12,78,57.0,,0.57,44.459999999999994
2017-08-13,83,57.0,,0.57,47.309999999999995
2017-08-14,65,57.0,,0.57,37.05
2017-08-15,75,57.0,,0.57,42.74999999999999
2017-08-16,77,57.0,,0.57,43.88999999999999
2017-08-17,76,57.0,,0.57,43.31999999999999
2017-08-18,78,57.0,,0.57,44.459999999999994
2017-08-19,79,57.0,,0.57,45.029999999999994
2017-08-20,79,57.0,,0.57,45.029999999999994
2017-08-21,65,57.0,,0.57,37.05
2017-08-22,80,57.0,,0.57,45.599999999999994
2017-08-23,92,57.0,,0.57,52.44
2017-08-24,85,57.0,,0.57,48.449999999999996
2017-08-25,78,57.0,,0.57,44.459999999999994
2017-08-26,68,57.0,,0.57,38.76
2017-08-27,77,57.0,,0.57,43.88999999999999
2017-08-28,93,57.0,,0.57,53.01
2017-08-29,93,57.0,,0.57,53.01
2017-08-30,96,57.0,,0.57,54.72
2017-08-31,100,57.0,,0.57,56.99999999999999
2017-09-01,68,75.0,False,0.75,51.0
2017-09-02,57,75.0,,0.75,42.75
2017-09-03,63,75.0,,0.75,47.25
2017-09-04,61,75.0,,0.75,45.75
2017-09-05,72,75.0,,0.75,54.0
2017-09-06,77,75.0,,0.75,57.75
2017-09-07,82,75.0,,0.75,61.5
2017-09-08,69,75.0,,0.75,51.75
2017-09-09,55,75.0,,0.75,41.25
2017-09-10,69,75.0,,0.75,51.75
2017-09-11,82,75.0,,0.75,61.5
2017-09-12,78,75.0,,0.75,58.5
2017-09-13,73,75.0,,0.75,54.75
2017-09-14,85,75.0,,0.75,63.75
2017-09-15,81,75.0,,0.75,60.75
2017-09-16,58,75.0,,0.75,43.5
2017-09-17,60,75.0,,0.75,45.0
2017-09-18,86,75.0,,0.75,64.5
2017-09-19,96,75.0,,0.75,72.0
2017-09-20,94,75.0,,0.75,70.5
2017-09-21,85,75.0,,0.75,63.75
2017-09-22,90,75.0,,0.75,67.5
2017-09-23,68,75.0,,0.75,51.0
2017-09-24,72,75.0,,0.75,54.0
2017-09-25,100,75.0,,0.75,75.0
2017-09-26,99,75.0,,0.75,74.25
2017-09-27,93,75.0,,0.75,69.75
2017-09-28,82,75.0,,0.75,61.5
2017-09-29,83,75.0,,0.75,62.25
2017-09-30,61,75.0,,0.75,45.75
2017-10-01,71,78.0,False,0.78,55.38
2017-10-02,75,78.0,,0.78,58.5
2017-10-03,100,78.0,,0.78,78.0
2017-10-04,85,78.0,,0.78,66.3
2017-10-05,94,78.0,,0.78,73.32000000000001
2017-10-06,75,78.0,,0.78,58.5
2017-10-07,62,78.0,,0.78,48.36
2017-10-08,55,78.0,,0.78,42.9
2017-10-09,77,78.0,,0.78,60.06
2017-10-10,83,78.0,,0.78,64.74000000000001
2017-10-11,83,78.0,,0.78,64.74000000000001
2017-10-12,82,78.0,,0.78,63.96
2017-10-13,82,78.0,,0.78,63.96
2017-10-14,60,78.0,,0.78,46.800000000000004
2017-10-15,73,78.0,,0.78,56.940000000000005
2017-10-16,94,78.0,,0.78,73.32000000000001
2017-10-17,93,78.0,,0.78,72.54
2017-10-18,88,78.0,,0.78,68.64
2017-10-19,90,78.0,,0.78,70.2
2017-10-20,77,78.0,,0.78,60.06
2017-10-21,58,78.0,,0.78,45.24
2017-10-22,79,78.0,,0.78,61.620000000000005
2017-10-23,86,78.0,,0.78,67.08
2017-10-24,84,78.0,,0.78,65.52
2017-10-25,86,78.0,,0.78,67.08
2017-10-26,83,78.0,,0.78,64.74000000000001
2017-10-27,74,78.0,,0.78,57.72
2017-10-28,51,78.0,,0.78,39.78
2017-10-29,71,78.0,,0.78,55.38
2017-10-30,80,78.0,,0.78,62.400000000000006
2017-10-31,85,78.0,,0.78,66.3
2017-11-01,87,83.0,False,0.83,72.21
2017-11-02,90,83.0,,0.83,74.7
2017-11-03,75,83.0,,0.83,62.25
2017-11-04,58,83.0,,0.83,48.14
2017-11-05,70,83.0,,0.83,58.099999999999994
2017-11-06,77,83.0,,0.83,63.91
2017-11-07,83,83.0,,0.83,68.89
2017-11-08,86,83.0,,0.83,71.38
2017-11-09,83,83.0,,0.83,68.89
2017-11-10,75,83.0,,0.83,62.25
2017-11-11,61,83.0,,0.83,50.629999999999995
2017-11-12,65,83.0,,0.83,53.949999999999996
2017-11-13,89,83.0,,0.83,73.86999999999999
2017-11-14,90,83.0,,0.83,74.7
2017-11-15,91,83.0,,0.83,75.53
2017-11-16,95,83.0,,0.83,78.85
2017-11-17,89,83.0,,0.83,73.86999999999999
2017-11-18,70,83.0,,0.83,58.099999999999994
2017-11-19,71,83.0,,0.83,58.93
2017-11-20,79,83.0,,0.83,65.57
2017-11-21,77,83.0,,0.83,63.91
2017-11-22,59,83.0,,0.83,48.97
2017-11-23,63,83.0,,0.83,52.29
2017-11-24,80,83.0,,0.83,66.39999999999999
2017-11-25,73,83.0,,0.83,60.589999999999996
2017-11-26,81,83.0,,0.83,67.22999999999999
2017-11-27,94,83.0,,0.83,78.02
2017-11-28,99,83.0,,0.83,82.17
2017-11-29,100,83.0,,0.83,83.0
2017-11-30,90,83.0,,0.83,74.7
2017-12-01,83,79.0,False,0.79,65.57000000000001
2017-12-02,64,79.0,,0.79,50.56
2017-12-03,73,79.0,,0.79,57.67
2017-12-04,84,79.0,,0.79,66.36
2017-12-05,89,79.0,,0.79,70.31
2017-12-06,91,79.0,,0.79,71.89
2017-12-07,94,79.0,,0.79,74.26
2017-12-08,81,79.0,,0.79,63.99
2017-12-09,69,79.0,,0.79,54.510000000000005
2017-12-10,78,79.0,,0.79,61.620000000000005
2017-12-11,96,79.0,,0.79,75.84
2017-12-12,100,79.0,,0.79,79.0
2017-12-13,95,79.0,,0.79,75.05
2017-12-14,90,79.0,,0.79,71.10000000000001
2017-12-15,84,79.0,,0.79,66.36
2017-12-16,62,79.0,,0.79,48.980000000000004
2017-12-17,73,79.0,,0.79,57.67
2017-12-18,85,79.0,,0.79,67.15
2017-12-19,74,79.0,,0.79,58.46
2017-12-20,74,79.0,,0.79,58.46
2017-12-21,70,79.0,,0.79,55.300000000000004
2017-12-22,61,79.0,,0.79,48.190000000000005
2017-12-23,62,79.0,,0.79,48.980000000000004
2017-12-24,72,79.0,,0.79,56.88
2017-12-25,82,79.0,,0.79,64.78
2017-12-26,65,79.0,,0.79,51.35
2017-12-27,54,79.0,,0.79,42.660000000000004
2017-12-28,51,79.0,,0.79,40.29
2017-12-29,47,79.0,,0.79,37.13
2017-12-30,51,79.0,,0.79,40.29
2017-12-31,54,79.0,,0.79,42.660000000000004
2018-01-01,61,68.0,False,0.68,41.480000000000004
2018-01-02,65,68.0,,0.68,44.2
2018-01-03,67,68.0,,0.68,45.56
2018-01-04,60,68.0,,0.68,40.800000000000004
2018-01-05,67,68.0,,0.68,45.56
2018-01-06,60,68.0,,0.68,40.800000000000004
2018-01-07,72,68.0,,0.68,48.96
2018-01-08,79,68.0,,0.68,53.720000000000006
2018-01-09,92,68.0,,0.68,62.56
2018-01-10,90,68.0,,0.68,61.2
2018-01-11,90,68.0,,0.68,61.2
2018-01-12,84,68.0,,0.68,57.120000000000005
2018-01-13,62,68.0,,0.68,42.160000000000004
2018-01-14,77,68.0,,0.68,52.36000000000001
2018-01-15,69,68.0,,0.68,46.92
2018-01-16,76,68.0,,0.68,51.68000000000001
2018-01-17,97,68.0,,0.68,65.96000000000001
2018-01-18,87,68.0,,0.68,59.160000000000004
2018-01-19,85,68.0,,0.68,57.800000000000004
2018-01-20,69,68.0,,0.68,46.92
2018-01-21,79,68.0,,0.68,53.720000000000006
2018-01-22,92,68.0,,0.68,62.56
2018-01-23,95,68.0,,0.68,64.60000000000001
2018-01-24,91,68.0,,0.68,61.88
2018-01-25,100,68.0,,0.68,68.0
2018-01-26,87,68.0,,0.68,59.160000000000004
2018-01-27,66,68.0,,0.68,44.88
2018-01-28,78,68.0,,0.68,53.040000000000006
2018-01-29,93,68.0,,0.68,63.24
2018-01-30,95,68.0,,0.68,64.60000000000001
2018-01-31,94,68.0,,0.68,63.92
2018-02-01,97,72.0,False,0.72,69.84
2018-02-02,87,72.0,,0.72,62.64
2018-02-03,73,72.0,,0.72,52.559999999999995
2018-02-04,78,72.0,,0.72,56.16
2018-02-05,91,72.0,,0.72,65.52
2018-02-06,88,72.0,,0.72,63.36
2018-02-07,89,72.0,,0.72,64.08
2018-02-08,99,72.0,,0.72,71.28
2018-02-09,88,72.0,,0.72,63.36
2018-02-10,72,72.0,,0.72,51.839999999999996
2018-02-11,81,72.0,,0.72,58.32
2018-02-12,96,72.0,,0.72,69.12
2018-02-13,100,72.0,,0.72,72.0
2018-02-14,96,72.0,,0.72,69.12
2018-02-15,99,72.0,,0.72,71.28
2018-02-16,89,72.0,,0.72,64.08
2018-02-17,75,72.0,,0.72,54.0
2018-02-18,76,72.0,,0.72,54.72
2018-02-19,82,72.0,,0.72,59.04
2018-02-20,90,72.0,,0.72,64.8
2018-02-21,96,72.0,,0.72,69.12
2018-02-22,93,72.0,,0.72,66.96
2018-02-23,88,72.0,,0.72,63.36
2018-02-24,72,72.0,,0.72,51.839999999999996
2018-02-25,81,72.0,,0.72,58.32
2018-02-26,97,72.0,,0.72,69.84
2018-02-27,96,72.0,,0.72,69.12
2018-02-28,95,72.0,,0.72,68.39999999999999
2018-03-01,90,69.0,False,0.69,62.099999999999994
2018-03-02,77,69.0,,0.69,53.129999999999995
2018-03-03,59,69.0,,0.69,40.709999999999994
2018-03-04,77,69.0,,0.69,53.129999999999995
2018-03-05,87,69.0,,0.69,60.029999999999994
2018-03-06,100,69.0,,0.69,69.0
2018-03-07,91,69.0,,0.69,62.78999999999999
2018-03-08,86,69.0,,0.69,59.339999999999996
2018-03-09,80,69.0,,0.69,55.199999999999996
2018-03-10,62,69.0,,0.69,42.779999999999994
2018-03-11,81,69.0,,0.69,55.88999999999999
2018-03-12,82,69.0,,0.69,56.58
2018-03-13,85,69.0,,0.69,58.65
2018-03-14,92,69.0,,0.69,63.48
2018-03-15,87,69.0,,0.69,60.029999999999994
2018-03-16,78,69.0,,0.69,53.81999999999999
2018-03-17,61,69.0,,0.69,42.089999999999996
2018-03-18,77,69.0,,0.69,53.129999999999995
2018-03-19,83,69.0,,0.69,57.269999999999996
2018-03-20,87,69.0,,0.69,60.029999999999994
2018-03-21,84,69.0,,0.69,57.959999999999994
2018-03-22,89,69.0,,0.69,61.41
2018-03-23,67,69.0,,0.69,46.23
2018-03-24,61,69.0,,0.69,42.089999999999996
2018-03-25,84,69.0,,0.69,57.959999999999994
2018-03-26,91,69.0,,0.69,62.78999999999999
2018-03-27,79,69.0,,0.69,54.51
2018-03-28,86,69.0,,0.69,59.339999999999996
2018-03-29,76,69.0,,0.69,52.44
2018-03-30,79,69.0,,0.69,54.51
2018-03-31,78,69.0,,0.69,53.81999999999999
2018-04-01,100,69.0,False,0.69,69.0
2018-04-02,89,69.0,,0.69,61.41
2018-04-03,78,69.0,,0.69,53.81999999999999
2018-04-04,79,69.0,,0.69,54.51
2018-04-05,80,69.0,,0.69,55.199999999999996
2018-04-06,74,69.0,,0.69,51.059999999999995
2018-04-07,59,69.0,,0.69,40.709999999999994
2018-04-08,75,69.0,,0.69,51.74999999999999
2018-04-09,86,69.0,,0.69,59.339999999999996
2018-04-10,83,69.0,,0.69,57.269999999999996
2018-04-11,83,69.0,,0.69,57.269999999999996
2018-04-12,85,69.0,,0.69,58.65
2018-04-13,84,69.0,,0.69,57.959999999999994
2018-04-14,66,69.0,,0.69,45.54
2018-04-15,80,69.0,,0.69,55.199999999999996
2018-04-16,79,69.0,,0.69,54.51
2018-04-17,83,69.0,,0.69,57.269999999999996
2018-04-18,85,69.0,,0.69,58.65
2018-04-19,82,69.0,,0.69,56.58
2018-04-20,75,69.0,,0.69,51.74999999999999
2018-04-21,76,69.0,,0.69,52.44
2018-04-22,74,69.0,,0.69,51.059999999999995
2018-04-23,95,69.0,,0.69,65.55
2018-04-24,96,69.0,,0.69,66.24
2018-04-25,80,69.0,,0.69,55.199999999999996
2018-04-26,86,69.0,,0.69,59.339999999999996
2018-04-27,76,69.0,,0.69,52.44
2018-04-28,61,69.0,,0.69,42.089999999999996
2018-04-29,76,69.0,,0.69,52.44
2018-04-30,87,69.0,,0.69,60.029999999999994
2018-05-01,66,69.0,False,0.69,45.54
2018-05-02,70,69.0,,0.69,48.3
2018-05-03,67,69.0,,0.69,46.23
2018-05-04,66,69.0,,0.69,45.54
2018-05-05,45,69.0,,0.69,31.049999999999997
2018-05-06,57,69.0,,0.69,39.33
2018-05-07,70,69.0,,0.69,48.3
2018-05-08,71,69.0,,0.69,48.989999999999995
2018-05-09,61,69.0,,0.69,42.089999999999996
2018-05-10,72,69.0,,0.69,49.67999999999999
2018-05-11,61,69.0,,0.69,42.089999999999996
2018-05-12,47,69.0,,0.69,32.43
2018-05-13,48,69.0,,0.69,33.12
2018-05-14,70,69.0,,0.69,48.3
2018-05-15,67,69.0,,0.69,46.23
2018-05-16,65,69.0,,0.69,44.849999999999994
2018-05-17,65,69.0,,0.69,44.849999999999994
2018-05-18,58,69.0,,0.69,40.019999999999996
2018-05-19,100,69.0,,0.69,69.0
2018-05-20,77,69.0,,0.69,53.129999999999995
2018-05-21,65,69.0,,0.69,44.849999999999994
2018-05-22,60,69.0,,0.69,41.4
2018-05-23,55,69.0,,0.69,37.949999999999996
2018-05-24,55,69.0,,0.69,37.949999999999996
2018-05-25,52,69.0,,0.69,35.879999999999995
2018-05-26,45,69.0,,0.69,31.049999999999997
2018-05-27,48,69.0,,0.69,33.12
2018-05-28,50,69.0,,0.69,34.5
2018-05-29,56,69.0,,0.69,38.64
2018-05-30,52,69.0,,0.69,35.879999999999995
2018-05-31,55,69.0,,0.69,37.949999999999996
2018-06-01,95,50.0,False,0.5,47.5
2018-06-02,78,50.0,,0.5,39.0
2018-06-03,94,50.0,,0.5,47.0
2018-06-04,89,50.0,,0.5,44.5
2018-06-05,89,50.0,,0.5,44.5
2018-06-06,89,50.0,,0.5,44.5
2018-06-07,89,50.0,,0.5,44.5
2018-06-08,87,50.0,,0.5,43.5
2018-06-09,85,50.0,,0.5,42.5
2018-06-10,100,50.0,,0.5,50.0
2018-06-11,86,50.0,,0.5,43.0
2018-06-12,86,50.0,,0.5,43.0
2018-06-13,81,50.0,,0.5,40.5
2018-06-14,84,50.0,,0.5,42.0
2018-06-15,82,50.0,,0.5,41.0
2018-06-16,76,50.0,,0.5,38.0
2018-06-17,89,50.0,,0.5,44.5
2018-06-18,84,50.0,,0.5,42.0
2018-06-19,81,50.0,,0.5,40.5
2018-06-20,82,50.0,,0.5,41.0
2018-06-21,73,50.0,,0.5,36.5
2018-06-22,74,50.0,,0.5,37.0
2018-06-23,88,50.0,,0.5,44.0
2018-06-24,96,50.0,,0.5,48.0
2018-06-25,78,50.0,,0.5,39.0
2018-06-26,79,50.0,,0.5,39.5
2018-06-27,79,50.0,,0.5,39.5
2018-06-28,77,50.0,,0.5,38.5
2018-06-29,70,50.0,,0.5,35.0
2018-06-30,71,50.0,,0.5,35.5
2018-07-01,67,49.0,False,0.49,32.83
2018-07-02,54,49.0,,0.49,26.46
2018-07-03,60,49.0,,0.49,29.4
2018-07-04,59,49.0,,0.49,28.91
2018-07-05,62,49.0,,0.49,30.38
2018-07-06,60,49.0,,0.49,29.4
2018-07-07,62,49.0,,0.49,30.38
2018-07-08,68,49.0,,0.49,33.32
2018-07-09,59,49.0,,0.49,28.91
2018-07-10,100,49.0,,0.49,49.0
2018-07-11,63,49.0,,0.49,30.87
2018-07-12,52,49.0,,0.49,25.48
2018-07-13,51,49.0,,0.49,24.99
2018-07-14,57,49.0,,0.49,27.93
2018-07-15,73,49.0,,0.49,35.769999999999996
2018-07-16,61,49.0,,0.49,29.89
2018-07-17,55,49.0,,0.49,26.95
2018-07-18,59,49.0,,0.49,28.91
2018-07-19,57,49.0,,0.49,27.93
2018-07-20,56,49.0,,0.49,27.439999999999998
2018-07-21,61,49.0,,0.49,29.89
2018-07-22,67,49.0,,0.49,32.83
2018-07-23,65,49.0,,0.49,31.849999999999998
2018-07-24,61,49.0,,0.49,29.89
2018-07-25,65,49.0,,0.49,31.849999999999998
2018-07-26,58,49.0,,0.49,28.419999999999998
2018-07-27,55,49.0,,0.49,26.95
2018-07-28,61,49.0,,0.49,29.89
2018-07-29,75,49.0,,0.49,36.75
2018-07-30,64,49.0,,0.49,31.36
2018-07-31,61,49.0,,0.49,29.89
2018-08-01,60,56.0,False,0.56,33.6
2018-08-02,60,56.0,,0.56,33.6
2018-08-03,59,56.0,,0.56,33.040000000000006
2018-08-04,63,56.0,,0.56,35.28
2018-08-05,72,56.0,,0.56,40.32000000000001
2018-08-06,65,56.0,,0.56,36.400000000000006
2018-08-07,63,56.0,,0.56,35.28
2018-08-08,60,56.0,,0.56,33.6
2018-08-09,61,56.0,,0.56,34.160000000000004
2018-08-10,64,56.0,,0.56,35.84
