date,derivatives_unscaled,derivatives_monthly,isPartial,scale,derivatives
2010-01-01,15,55.0,False,0.55,8.25
2010-01-02,24,55.0,,0.55,13.200000000000001
2010-01-03,18,55.0,,0.55,9.9
2010-01-04,38,55.0,,0.55,20.900000000000002
2010-01-05,73,55.0,,0.55,40.150000000000006
2010-01-06,53,55.0,,0.55,29.150000000000002
2010-01-07,37,55.0,,0.55,20.35
2010-01-08,33,55.0,,0.55,18.150000000000002
2010-01-09,23,55.0,,0.55,12.65
2010-01-10,65,55.0,,0.55,35.75
2010-01-11,73,55.0,,0.55,40.150000000000006
2010-01-12,44,55.0,,0.55,24.200000000000003
2010-01-13,100,55.0,,0.55,55.00000000000001
2010-01-14,80,55.0,,0.55,44.0
2010-01-15,50,55.0,,0.55,27.500000000000004
2010-01-16,29,55.0,,0.55,15.950000000000001
2010-01-17,41,55.0,,0.55,22.55
2010-01-18,53,55.0,,0.55,29.150000000000002
2010-01-19,78,55.0,,0.55,42.900000000000006
2010-01-20,93,55.0,,0.55,51.150000000000006
2010-01-21,86,55.0,,0.55,47.300000000000004
2010-01-22,86,55.0,,0.55,47.300000000000004
2010-01-23,51,55.0,,0.55,28.05
2010-01-24,40,55.0,,0.55,22.0
2010-01-25,66,55.0,,0.55,36.300000000000004
2010-01-26,88,55.0,,0.55,48.400000000000006
2010-01-27,99,55.0,,0.55,54.45
2010-01-28,85,55.0,,0.55,46.75000000000001
2010-01-29,73,55.0,,0.55,40.150000000000006
2010-01-30,55,55.0,,0.55,30.250000000000004
2010-01-31,78,55.0,,0.55,42.900000000000006
2010-02-01,45,90.0,False,0.9,40.5
2010-02-02,57,90.0,,0.9,51.300000000000004
2010-02-03,49,90.0,,0.9,44.1
2010-02-04,58,90.0,,0.9,52.2
2010-02-05,57,90.0,,0.9,51.300000000000004
2010-02-06,32,90.0,,0.9,28.8
2010-02-07,33,90.0,,0.9,29.7
2010-02-08,37,90.0,,0.9,33.300000000000004
2010-02-09,45,90.0,,0.9,40.5
2010-02-10,84,90.0,,0.9,75.60000000000001
2010-02-11,82,90.0,,0.9,73.8
2010-02-12,53,90.0,,0.9,47.7
2010-02-13,7,90.0,,0.9,6.3
2010-02-14,56,90.0,,0.9,50.4
2010-02-15,41,90.0,,0.9,36.9
2010-02-16,54,90.0,,0.9,48.6
2010-02-17,100,90.0,,0.9,90.0
2010-02-18,77,90.0,,0.9,69.3
2010-02-19,43,90.0,,0.9,38.7
2010-02-20,52,90.0,,0.9,46.800000000000004
2010-02-21,33,90.0,,0.9,29.7
2010-02-22,58,90.0,,0.9,52.2
2010-02-23,83,90.0,,0.9,74.7
2010-02-24,71,90.0,,0.9,63.9
2010-02-25,40,90.0,,0.9,36.0
2010-02-26,28,90.0,,0.9,25.2
2010-02-27,38,90.0,,0.9,34.2
2010-02-28,27,90.0,,0.9,24.3
2010-03-01,71,67.0,False,0.67,47.57
2010-03-02,81,67.0,,0.67,54.27
2010-03-03,99,67.0,,0.67,66.33
2010-03-04,95,67.0,,0.67,63.650000000000006
2010-03-05,73,67.0,,0.67,48.910000000000004
2010-03-06,63,67.0,,0.67,42.21
2010-03-07,74,67.0,,0.67,49.580000000000005
2010-03-08,57,67.0,,0.67,38.190000000000005
2010-03-09,77,67.0,,0.67,51.59
2010-03-10,81,67.0,,0.67,54.27
2010-03-11,82,67.0,,0.67,54.940000000000005
2010-03-12,78,67.0,,0.67,52.260000000000005
2010-03-13,23,67.0,,0.67,15.41
2010-03-14,57,67.0,,0.67,38.190000000000005
2010-03-15,66,67.0,,0.67,44.220000000000006
2010-03-16,79,67.0,,0.67,52.93
2010-03-17,47,67.0,,0.67,31.490000000000002
2010-03-18,92,67.0,,0.67,61.64
2010-03-19,68,67.0,,0.67,45.56
2010-03-20,30,67.0,,0.67,20.1
2010-03-21,43,67.0,,0.67,28.810000000000002
2010-03-22,97,67.0,,0.67,64.99000000000001
2010-03-23,61,67.0,,0.67,40.870000000000005
2010-03-24,55,67.0,,0.67,36.85
2010-03-25,68,67.0,,0.67,45.56
2010-03-26,62,67.0,,0.67,41.54
2010-03-27,34,67.0,,0.67,22.78
2010-03-28,68,67.0,,0.67,45.56
2010-03-29,68,67.0,,0.67,45.56
2010-03-30,77,67.0,,0.67,51.59
2010-03-31,100,67.0,,0.67,67.0
2010-04-01,32,100.0,False,1.0,32.0
2010-04-02,35,100.0,,1.0,35.0
2010-04-03,22,100.0,,1.0,22.0
2010-04-04,18,100.0,,1.0,18.0
2010-04-05,36,100.0,,1.0,36.0
2010-04-06,38,100.0,,1.0,38.0
2010-04-07,49,100.0,,1.0,49.0
2010-04-08,42,100.0,,1.0,42.0
2010-04-09,21,100.0,,1.0,21.0
2010-04-10,21,100.0,,1.0,21.0
2010-04-11,13,100.0,,1.0,13.0
2010-04-12,33,100.0,,1.0,33.0
2010-04-13,41,100.0,,1.0,41.0
2010-04-14,57,100.0,,1.0,57.0
2010-04-15,52,100.0,,1.0,52.0
2010-04-16,38,100.0,,1.0,38.0
2010-04-17,49,100.0,,1.0,49.0
2010-04-18,41,100.0,,1.0,41.0
2010-04-19,35,100.0,,1.0,35.0
2010-04-20,55,100.0,,1.0,55.0
2010-04-21,68,100.0,,1.0,68.0
2010-04-22,71,100.0,,1.0,71.0
2010-04-23,57,100.0,,1.0,57.0
2010-04-24,31,100.0,,1.0,31.0
2010-04-25,41,100.0,,1.0,41.0
2010-04-26,100,100.0,,1.0,100.0
2010-04-27,93,100.0,,1.0,93.0
2010-04-28,72,100.0,,1.0,72.0
2010-04-29,53,100.0,,1.0,53.0
2010-04-30,49,100.0,,1.0,49.0
2010-05-01,27,73.0,False,0.73,19.71
2010-05-02,36,73.0,,0.73,26.28
2010-05-03,93,73.0,,0.73,67.89
2010-05-04,99,73.0,,0.73,72.27
2010-05-05,100,73.0,,0.73,73.0
2010-05-06,61,73.0,,0.73,44.53
2010-05-07,58,73.0,,0.73,42.339999999999996
2010-05-08,37,73.0,,0.73,27.009999999999998
2010-05-09,29,73.0,,0.73,21.169999999999998
2010-05-10,42,73.0,,0.73,30.66
2010-05-11,69,73.0,,0.73,50.37
2010-05-12,71,73.0,,0.73,51.83
2010-05-13,61,73.0,,0.73,44.53
2010-05-14,19,73.0,,0.73,13.87
2010-05-15,47,73.0,,0.73,34.31
2010-05-16,57,73.0,,0.73,41.61
2010-05-17,94,73.0,,0.73,68.62
2010-05-18,70,73.0,,0.73,51.1
2010-05-19,60,73.0,,0.73,43.8
2010-05-20,86,73.0,,0.73,62.78
2010-05-21,53,73.0,,0.73,38.69
2010-05-22,47,73.0,,0.73,34.31
2010-05-23,38,73.0,,0.73,27.74
2010-05-24,85,73.0,,0.73,62.05
2010-05-25,42,73.0,,0.73,30.66
2010-05-26,25,73.0,,0.73,18.25
2010-05-27,44,73.0,,0.73,32.12
2010-05-28,48,73.0,,0.73,35.04
2010-05-29,29,73.0,,0.73,21.169999999999998
2010-05-30,31,73.0,,0.73,22.63
2010-05-31,26,73.0,,0.73,18.98
2010-06-01,89,51.0,False,0.51,45.39
2010-06-02,97,51.0,,0.51,49.47
2010-06-03,40,51.0,,0.51,20.4
2010-06-04,43,51.0,,0.51,21.93
2010-06-05,13,51.0,,0.51,6.63
2010-06-06,47,51.0,,0.51,23.97
2010-06-07,80,51.0,,0.51,40.8
2010-06-08,66,51.0,,0.51,33.660000000000004
2010-06-09,71,51.0,,0.51,36.21
2010-06-10,100,51.0,,0.51,51.0
2010-06-11,54,51.0,,0.51,27.54
2010-06-12,28,51.0,,0.51,14.280000000000001
2010-06-13,48,51.0,,0.51,24.48
2010-06-14,54,51.0,,0.51,27.54
2010-06-15,81,51.0,,0.51,41.31
2010-06-16,59,51.0,,0.51,30.09
2010-06-17,75,51.0,,0.51,38.25
2010-06-18,51,51.0,,0.51,26.01
2010-06-19,28,51.0,,0.51,14.280000000000001
2010-06-20,29,51.0,,0.51,14.790000000000001
2010-06-21,64,51.0,,0.51,32.64
2010-06-22,62,51.0,,0.51,31.62
2010-06-23,94,51.0,,0.51,47.94
2010-06-24,96,51.0,,0.51,48.96
2010-06-25,93,51.0,,0.51,47.43
2010-06-26,41,51.0,,0.51,20.91
2010-06-27,35,51.0,,0.51,17.85
2010-06-28,54,51.0,,0.51,27.54
2010-06-29,53,51.0,,0.51,27.03
2010-06-30,95,51.0,,0.51,48.45
2010-07-01,66,45.0,False,0.45,29.7
2010-07-02,56,45.0,,0.45,25.2
2010-07-03,48,45.0,,0.45,21.6
2010-07-04,25,45.0,,0.45,11.25
2010-07-05,44,45.0,,0.45,19.8
2010-07-06,57,45.0,,0.45,25.650000000000002
2010-07-07,63,45.0,,0.45,28.35
2010-07-08,48,45.0,,0.45,21.6
2010-07-09,34,45.0,,0.45,15.3
2010-07-10,11,45.0,,0.45,4.95
2010-07-11,34,45.0,,0.45,15.3
2010-07-12,40,45.0,,0.45,18.0
2010-07-13,100,45.0,,0.45,45.0
2010-07-14,47,45.0,,0.45,21.150000000000002
2010-07-15,88,45.0,,0.45,39.6
2010-07-16,42,45.0,,0.45,18.900000000000002
2010-07-17,45,45.0,,0.45,20.25
2010-07-18,91,45.0,,0.45,40.95
2010-07-19,55,45.0,,0.45,24.75
2010-07-20,16,45.0,,0.45,7.2
2010-07-21,72,45.0,,0.45,32.4
2010-07-22,55,45.0,,0.45,24.75
2010-07-23,59,45.0,,0.45,26.55
2010-07-24,11,45.0,,0.45,4.95
2010-07-25,34,45.0,,0.45,15.3
2010-07-26,40,45.0,,0.45,18.0
2010-07-27,23,45.0,,0.45,10.35
2010-07-28,47,45.0,,0.45,21.150000000000002
2010-07-29,80,45.0,,0.45,36.0
2010-07-30,42,45.0,,0.45,18.900000000000002
2010-07-31,33,45.0,,0.45,14.85
2010-08-01,33,41.0,False,0.41,13.53
2010-08-02,39,41.0,,0.41,15.989999999999998
2010-08-03,88,41.0,,0.41,36.08
2010-08-04,46,41.0,,0.41,18.86
2010-08-05,93,41.0,,0.41,38.129999999999995
2010-08-06,25,41.0,,0.41,10.25
2010-08-07,27,41.0,,0.41,11.069999999999999
2010-08-08,33,41.0,,0.41,13.53
2010-08-09,42,41.0,,0.41,17.22
2010-08-10,37,41.0,,0.41,15.17
2010-08-11,57,41.0,,0.41,23.369999999999997
2010-08-12,43,41.0,,0.41,17.63
2010-08-13,45,41.0,,0.41,18.45
2010-08-14,16,41.0,,0.41,6.56
2010-08-15,22,41.0,,0.41,9.02
2010-08-16,31,41.0,,0.41,12.709999999999999
2010-08-17,53,41.0,,0.41,21.73
2010-08-18,45,41.0,,0.41,18.45
2010-08-19,50,41.0,,0.41,20.5
2010-08-20,49,41.0,,0.41,20.09
2010-08-21,21,41.0,,0.41,8.61
2010-08-22,42,41.0,,0.41,17.22
2010-08-23,75,41.0,,0.41,30.749999999999996
2010-08-24,55,41.0,,0.41,22.549999999999997
2010-08-25,60,41.0,,0.41,24.599999999999998
2010-08-26,62,41.0,,0.41,25.419999999999998
2010-08-27,44,41.0,,0.41,18.04
2010-08-28,42,41.0,,0.41,17.22
2010-08-29,63,41.0,,0.41,25.83
2010-08-30,100,41.0,,0.41,41.0
2010-08-31,91,41.0,,0.41,37.309999999999995
2010-09-01,58,77.0,False,0.77,44.660000000000004
2010-09-02,64,77.0,,0.77,49.28
2010-09-03,40,77.0,,0.77,30.8
2010-09-04,15,77.0,,0.77,11.55
2010-09-05,35,77.0,,0.77,26.95
2010-09-06,67,77.0,,0.77,51.59
2010-09-07,58,77.0,,0.77,44.660000000000004
2010-09-08,82,77.0,,0.77,63.14
2010-09-09,57,77.0,,0.77,43.89
2010-09-10,57,77.0,,0.77,43.89
2010-09-11,56,77.0,,0.77,43.120000000000005
2010-09-12,52,77.0,,0.77,40.04
2010-09-13,77,77.0,,0.77,59.29
2010-09-14,53,77.0,,0.77,40.81
2010-09-15,82,77.0,,0.77,63.14
2010-09-16,99,77.0,,0.77,76.23
2010-09-17,74,77.0,,0.77,56.980000000000004
2010-09-18,58,77.0,,0.77,44.660000000000004
2010-09-19,54,77.0,,0.77,41.58
2010-09-20,54,77.0,,0.77,41.58
2010-09-21,100,77.0,,0.77,77.0
2010-09-22,99,77.0,,0.77,76.23
2010-09-23,81,77.0,,0.77,62.370000000000005
2010-09-24,52,77.0,,0.77,40.04
2010-09-25,39,77.0,,0.77,30.03
2010-09-26,66,77.0,,0.77,50.82
2010-09-27,88,77.0,,0.77,67.76
2010-09-28,94,77.0,,0.77,72.38
2010-09-29,75,77.0,,0.77,57.75
2010-09-30,89,77.0,,0.77,68.53
2010-10-01,68,85.0,False,0.85,57.8
2010-10-02,25,85.0,,0.85,21.25
2010-10-03,51,85.0,,0.85,43.35
2010-10-04,77,85.0,,0.85,65.45
2010-10-05,89,85.0,,0.85,75.64999999999999
2010-10-06,79,85.0,,0.85,67.14999999999999
2010-10-07,84,85.0,,0.85,71.39999999999999
2010-10-08,43,85.0,,0.85,36.55
2010-10-09,39,85.0,,0.85,33.15
2010-10-10,58,85.0,,0.85,49.3
2010-10-11,84,85.0,,0.85,71.39999999999999
2010-10-12,71,85.0,,0.85,60.35
2010-10-13,64,85.0,,0.85,54.4
2010-10-14,63,85.0,,0.85,53.55
2010-10-15,72,85.0,,0.85,61.199999999999996
2010-10-16,19,85.0,,0.85,16.15
2010-10-17,44,85.0,,0.85,37.4
2010-10-18,49,85.0,,0.85,41.65
2010-10-19,89,85.0,,0.85,75.64999999999999
2010-10-20,94,85.0,,0.85,79.89999999999999
2010-10-21,95,85.0,,0.85,80.75
2010-10-22,100,85.0,,0.85,85.0
2010-10-23,25,85.0,,0.85,21.25
2010-10-24,37,85.0,,0.85,31.45
2010-10-25,44,85.0,,0.85,37.4
2010-10-26,69,85.0,,0.85,58.65
2010-10-27,39,85.0,,0.85,33.15
2010-10-28,98,85.0,,0.85,83.3
2010-10-29,63,85.0,,0.85,53.55
2010-10-30,25,85.0,,0.85,21.25
2010-10-31,39,85.0,,0.85,33.15
2010-11-01,35,62.0,False,0.62,21.7
2010-11-02,85,62.0,,0.62,52.7
2010-11-03,50,62.0,,0.62,31.0
2010-11-04,61,62.0,,0.62,37.82
2010-11-05,71,62.0,,0.62,44.02
2010-11-06,54,62.0,,0.62,33.48
2010-11-07,53,62.0,,0.62,32.86
2010-11-08,58,62.0,,0.62,35.96
2010-11-09,100,62.0,,0.62,62.0
2010-11-10,63,62.0,,0.62,39.06
2010-11-11,61,62.0,,0.62,37.82
2010-11-12,41,62.0,,0.62,25.419999999999998
2010-11-13,27,62.0,,0.62,16.74
2010-11-14,41,62.0,,0.62,25.419999999999998
2010-11-15,77,62.0,,0.62,47.74
2010-11-16,66,62.0,,0.62,40.92
2010-11-17,62,62.0,,0.62,38.44
2010-11-18,48,62.0,,0.62,29.759999999999998
2010-11-19,55,62.0,,0.62,34.1
2010-11-20,26,62.0,,0.62,16.12
2010-11-21,13,62.0,,0.62,8.06
2010-11-22,63,62.0,,0.62,39.06
2010-11-23,39,62.0,,0.62,24.18
2010-11-24,47,62.0,,0.62,29.14
2010-11-25,20,62.0,,0.62,12.4
2010-11-26,25,62.0,,0.62,15.5
2010-11-27,40,62.0,,0.62,24.8
2010-11-28,7,62.0,,0.62,4.34
2010-11-29,84,62.0,,0.62,52.08
2010-11-30,36,62.0,,0.62,22.32
2010-12-01,52,51.0,False,0.51,26.52
2010-12-02,77,51.0,,0.51,39.27
2010-12-03,60,51.0,,0.51,30.6
2010-12-04,32,51.0,,0.51,16.32
2010-12-05,32,51.0,,0.51,16.32
2010-12-06,47,51.0,,0.51,23.97
2010-12-07,57,51.0,,0.51,29.07
2010-12-08,39,51.0,,0.51,19.89
2010-12-09,34,51.0,,0.51,17.34
2010-12-10,25,51.0,,0.51,12.75
2010-12-11,27,51.0,,0.51,13.77
2010-12-12,65,51.0,,0.51,33.15
2010-12-13,96,51.0,,0.51,48.96
2010-12-14,71,51.0,,0.51,36.21
2010-12-15,68,51.0,,0.51,34.68
2010-12-16,100,51.0,,0.51,51.0
2010-12-17,32,51.0,,0.51,16.32
2010-12-18,14,51.0,,0.51,7.140000000000001
2010-12-19,28,51.0,,0.51,14.280000000000001
2010-12-20,16,51.0,,0.51,8.16
2010-12-21,25,51.0,,0.51,12.75
2010-12-22,33,51.0,,0.51,16.830000000000002
2010-12-23,18,51.0,,0.51,9.18
2010-12-24,44,51.0,,0.51,22.44
2010-12-25,9,51.0,,0.51,4.59
2010-12-26,0,51.0,,0.51,0.0
2010-12-27,11,51.0,,0.51,5.61
2010-12-28,11,51.0,,0.51,5.61
2010-12-29,33,51.0,,0.51,16.830000000000002
2010-12-30,64,51.0,,0.51,32.64
2010-12-31,6,51.0,,0.51,3.06
2011-01-01,24,50.0,False,0.5,12.0
2011-01-02,13,50.0,,0.5,6.5
2011-01-03,45,50.0,,0.5,22.5
2011-01-04,34,50.0,,0.5,17.0
2011-01-05,57,50.0,,0.5,28.5
2011-01-06,59,50.0,,0.5,29.5
2011-01-07,62,50.0,,0.5,31.0
2011-01-08,6,50.0,,0.5,3.0
2011-01-09,31,50.0,,0.5,15.5
2011-01-10,55,50.0,,0.5,27.5
2011-01-11,49,50.0,,0.5,24.5
2011-01-12,45,50.0,,0.5,22.5
2011-01-13,51,50.0,,0.5,25.5
2011-01-14,34,50.0,,0.5,17.0
2011-01-15,40,50.0,,0.5,20.0
2011-01-16,25,50.0,,0.5,12.5
2011-01-17,77,50.0,,0.5,38.5
2011-01-18,63,50.0,,0.5,31.5
2011-01-19,100,50.0,,0.5,50.0
2011-01-20,80,50.0,,0.5,40.0
2011-01-21,70,50.0,,0.5,35.0
2011-01-22,57,50.0,,0.5,28.5
2011-01-23,27,50.0,,0.5,13.5
2011-01-24,83,50.0,,0.5,41.5
2011-01-25,70,50.0,,0.5,35.0
2011-01-26,62,50.0,,0.5,31.0
2011-01-27,77,50.0,,0.5,38.5
2011-01-28,61,50.0,,0.5,30.5
2011-01-29,39,50.0,,0.5,19.5
2011-01-30,35,50.0,,0.5,17.5
2011-01-31,61,50.0,,0.5,30.5
2011-02-01,59,59.0,False,0.59,34.809999999999995
2011-02-02,98,59.0,,0.59,57.82
2011-02-03,88,59.0,,0.59,51.919999999999995
2011-02-04,59,59.0,,0.59,34.809999999999995
2011-02-05,55,59.0,,0.59,32.449999999999996
2011-02-06,34,59.0,,0.59,20.06
2011-02-07,57,59.0,,0.59,33.629999999999995
2011-02-08,48,59.0,,0.59,28.32
2011-02-09,75,59.0,,0.59,44.25
2011-02-10,31,59.0,,0.59,18.29
2011-02-11,37,59.0,,0.59,21.83
2011-02-12,29,59.0,,0.59,17.11
2011-02-13,48,59.0,,0.59,28.32
2011-02-14,82,59.0,,0.59,48.379999999999995
2011-02-15,90,59.0,,0.59,53.099999999999994
2011-02-16,89,59.0,,0.59,52.51
2011-02-17,78,59.0,,0.59,46.019999999999996
2011-02-18,100,59.0,,0.59,59.0
2011-02-19,17,59.0,,0.59,10.03
2011-02-20,36,59.0,,0.59,21.24
2011-02-21,76,59.0,,0.59,44.839999999999996
2011-02-22,97,59.0,,0.59,57.23
2011-02-23,76,59.0,,0.59,44.839999999999996
2011-02-24,90,59.0,,0.59,53.099999999999994
2011-02-25,74,59.0,,0.59,43.66
2011-02-26,69,59.0,,0.59,40.71
2011-02-27,35,59.0,,0.59,20.65
2011-02-28,43,59.0,,0.59,25.369999999999997
2011-03-01,64,56.0,False,0.56,35.84
2011-03-02,72,56.0,,0.56,40.32000000000001
2011-03-03,100,56.0,,0.56,56.00000000000001
2011-03-04,52,56.0,,0.56,29.120000000000005
2011-03-05,39,56.0,,0.56,21.840000000000003
2011-03-06,39,56.0,,0.56,21.840000000000003
2011-03-07,38,56.0,,0.56,21.28
2011-03-08,64,56.0,,0.56,35.84
2011-03-09,65,56.0,,0.56,36.400000000000006
2011-03-10,76,56.0,,0.56,42.56
2011-03-11,58,56.0,,0.56,32.480000000000004
2011-03-12,37,56.0,,0.56,20.720000000000002
2011-03-13,11,56.0,,0.56,6.16
2011-03-14,51,56.0,,0.56,28.560000000000002
2011-03-15,49,56.0,,0.56,27.44
2011-03-16,50,56.0,,0.56,28.000000000000004
2011-03-17,63,56.0,,0.56,35.28
2011-03-18,42,56.0,,0.56,23.520000000000003
2011-03-19,20,56.0,,0.56,11.200000000000001
2011-03-20,20,56.0,,0.56,11.200000000000001
2011-03-21,42,56.0,,0.56,23.520000000000003
2011-03-22,42,56.0,,0.56,23.520000000000003
2011-03-23,65,56.0,,0.56,36.400000000000006
2011-03-24,64,56.0,,0.56,35.84
2011-03-25,24,56.0,,0.56,13.440000000000001
2011-03-26,24,56.0,,0.56,13.440000000000001
2011-03-27,30,56.0,,0.56,16.8
2011-03-28,49,56.0,,0.56,27.44
2011-03-29,71,56.0,,0.56,39.760000000000005
2011-03-30,38,56.0,,0.56,21.28
2011-03-31,69,56.0,,0.56,38.64
2011-04-01,60,49.0,False,0.49,29.4
2011-04-02,24,49.0,,0.49,11.76
2011-04-03,47,49.0,,0.49,23.03
2011-04-04,40,49.0,,0.49,19.6
2011-04-05,69,49.0,,0.49,33.81
2011-04-06,63,49.0,,0.49,30.87
2011-04-07,79,49.0,,0.49,38.71
2011-04-08,55,49.0,,0.49,26.95
2011-04-09,30,49.0,,0.49,14.7
2011-04-10,61,49.0,,0.49,29.89
2011-04-11,73,49.0,,0.49,35.769999999999996
2011-04-12,79,49.0,,0.49,38.71
2011-04-13,80,49.0,,0.49,39.2
2011-04-14,100,49.0,,0.49,49.0
2011-04-15,61,49.0,,0.49,29.89
2011-04-16,63,49.0,,0.49,30.87
2011-04-17,27,49.0,,0.49,13.23
2011-04-18,48,49.0,,0.49,23.52
2011-04-19,79,49.0,,0.49,38.71
2011-04-20,86,49.0,,0.49,42.14
2011-04-21,77,49.0,,0.49,37.73
2011-04-22,39,49.0,,0.49,19.11
2011-04-23,47,49.0,,0.49,23.03
2011-04-24,43,49.0,,0.49,21.07
2011-04-25,56,49.0,,0.49,27.439999999999998
2011-04-26,89,49.0,,0.49,43.61
2011-04-27,63,49.0,,0.49,30.87
2011-04-28,40,49.0,,0.49,19.6
2011-04-29,39,49.0,,0.49,19.11
2011-04-30,30,49.0,,0.49,14.7
2011-05-01,43,47.0,False,0.47,20.209999999999997
2011-05-02,52,47.0,,0.47,24.439999999999998
2011-05-03,71,47.0,,0.47,33.37
2011-05-04,100,47.0,,0.47,47.0
2011-05-05,68,47.0,,0.47,31.959999999999997
2011-05-06,49,47.0,,0.47,23.029999999999998
2011-05-07,48,47.0,,0.47,22.56
2011-05-08,45,47.0,,0.47,21.15
2011-05-09,67,47.0,,0.47,31.49
2011-05-10,77,47.0,,0.47,36.19
2011-05-11,54,47.0,,0.47,25.38
2011-05-12,49,47.0,,0.47,23.029999999999998
2011-05-13,60,47.0,,0.47,28.2
2011-05-14,32,47.0,,0.47,15.04
2011-05-15,25,47.0,,0.47,11.75
2011-05-16,46,47.0,,0.47,21.619999999999997
2011-05-17,53,47.0,,0.47,24.91
2011-05-18,42,47.0,,0.47,19.74
2011-05-19,44,47.0,,0.47,20.68
2011-05-20,51,47.0,,0.47,23.97
2011-05-21,14,47.0,,0.47,6.58
2011-05-22,29,47.0,,0.47,13.629999999999999
2011-05-23,58,47.0,,0.47,27.259999999999998
2011-05-24,57,47.0,,0.47,26.79
2011-05-25,86,47.0,,0.47,40.419999999999995
2011-05-26,58,47.0,,0.47,27.259999999999998
2011-05-27,32,47.0,,0.47,15.04
2011-05-28,22,47.0,,0.47,10.34
2011-05-29,44,47.0,,0.47,20.68
2011-05-30,39,47.0,,0.47,18.33
2011-05-31,49,47.0,,0.47,23.029999999999998
2011-06-01,71,45.0,False,0.45,31.95
2011-06-02,73,45.0,,0.45,32.85
2011-06-03,72,45.0,,0.45,32.4
2011-06-04,44,45.0,,0.45,19.8
2011-06-05,74,45.0,,0.45,33.300000000000004
2011-06-06,88,45.0,,0.45,39.6
2011-06-07,100,45.0,,0.45,45.0
2011-06-08,98,45.0,,0.45,44.1
2011-06-09,77,45.0,,0.45,34.65
2011-06-10,65,45.0,,0.45,29.25
2011-06-11,29,45.0,,0.45,13.05
2011-06-12,69,45.0,,0.45,31.05
2011-06-13,47,45.0,,0.45,21.150000000000002
2011-06-14,68,45.0,,0.45,30.6
2011-06-15,95,45.0,,0.45,42.75
2011-06-16,89,45.0,,0.45,40.050000000000004
2011-06-17,66,45.0,,0.45,29.7
2011-06-18,44,45.0,,0.45,19.8
2011-06-19,35,45.0,,0.45,15.75
2011-06-20,42,45.0,,0.45,18.900000000000002
2011-06-21,81,45.0,,0.45,36.45
2011-06-22,75,45.0,,0.45,33.75
2011-06-23,88,45.0,,0.45,39.6
2011-06-24,50,45.0,,0.45,22.5
2011-06-25,24,45.0,,0.45,10.8
2011-06-26,45,45.0,,0.45,20.25
2011-06-27,65,45.0,,0.45,29.25
2011-06-28,54,45.0,,0.45,24.3
2011-06-29,36,45.0,,0.45,16.2
2011-06-30,49,45.0,,0.45,22.05
2011-07-01,43,32.0,False,0.32,13.76
2011-07-02,48,32.0,,0.32,15.36
2011-07-03,38,32.0,,0.32,12.16
2011-07-04,47,32.0,,0.32,15.040000000000001
2011-07-05,74,32.0,,0.32,23.68
2011-07-06,73,32.0,,0.32,23.36
2011-07-07,100,32.0,,0.32,32.0
2011-07-08,58,32.0,,0.32,18.56
2011-07-09,34,32.0,,0.32,10.88
2011-07-10,23,32.0,,0.32,7.36
2011-07-11,70,32.0,,0.32,22.400000000000002
2011-07-12,85,32.0,,0.32,27.2
2011-07-13,69,32.0,,0.32,22.080000000000002
2011-07-14,92,32.0,,0.32,29.44
2011-07-15,83,32.0,,0.32,26.560000000000002
2011-07-16,28,32.0,,0.32,8.96
2011-07-17,52,32.0,,0.32,16.64
2011-07-18,38,32.0,,0.32,12.16
2011-07-19,63,32.0,,0.32,20.16
2011-07-20,77,32.0,,0.32,24.64
2011-07-21,95,32.0,,0.32,30.400000000000002
2011-07-22,63,32.0,,0.32,20.16
2011-07-23,54,32.0,,0.32,17.28
2011-07-24,39,32.0,,0.32,12.48
2011-07-25,80,32.0,,0.32,25.6
2011-07-26,55,32.0,,0.32,17.6
2011-07-27,51,32.0,,0.32,16.32
2011-07-28,34,32.0,,0.32,10.88
2011-07-29,53,32.0,,0.32,16.96
2011-07-30,50,32.0,,0.32,16.0
2011-07-31,23,32.0,,0.32,7.36
2011-08-01,33,37.0,False,0.37,12.209999999999999
2011-08-02,25,37.0,,0.37,9.25
2011-08-03,54,37.0,,0.37,19.98
2011-08-04,58,37.0,,0.37,21.46
2011-08-05,68,37.0,,0.37,25.16
2011-08-06,19,37.0,,0.37,7.03
2011-08-07,42,37.0,,0.37,15.54
2011-08-08,93,37.0,,0.37,34.41
2011-08-09,56,37.0,,0.37,20.72
2011-08-10,44,37.0,,0.37,16.28
2011-08-11,55,37.0,,0.37,20.35
2011-08-12,30,37.0,,0.37,11.1
2011-08-13,42,37.0,,0.37,15.54
2011-08-14,56,37.0,,0.37,20.72
2011-08-15,79,37.0,,0.37,29.23
2011-08-16,68,37.0,,0.37,25.16
2011-08-17,83,37.0,,0.37,30.71
2011-08-18,70,37.0,,0.37,25.9
2011-08-19,57,37.0,,0.37,21.09
2011-08-20,32,37.0,,0.37,11.84
2011-08-21,51,37.0,,0.37,18.87
2011-08-22,54,37.0,,0.37,19.98
2011-08-23,45,37.0,,0.37,16.65
2011-08-24,53,37.0,,0.37,19.61
2011-08-25,81,37.0,,0.37,29.97
2011-08-26,52,37.0,,0.37,19.24
2011-08-27,75,37.0,,0.37,27.75
2011-08-28,40,37.0,,0.37,14.8
2011-08-29,85,37.0,,0.37,31.45
2011-08-30,70,37.0,,0.37,25.9
2011-08-31,100,37.0,,0.37,37.0
2011-09-01,27,70.0,False,0.7,18.9
